"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-02-10 12:46:07";"25.43";"34.5";"1013.24";"2000";"10000";"-22.817341923713684";"-47.071478962898254";"432.1";"-104";"7";"1152";"1770738366871"
"2";"2026-02-10 12:46:26";"25.45";"35.5";"1013.2";"2040";"12000";"-22.817341685295105";"-47.071478724479675";"432.3";"-96";"11.5";"1154";"1770738386865"
"3";"2026-02-10 12:46:37";"25.46";"36";"1013.1800000000001";"2060";"13000";"-22.817341566085815";"-47.071478605270386";"432.40000000000003";"-100";"10";"1155";"1770738397017"
"4";"2026-02-10 12:46:47";"25.47";"36.5";"1013.16";"2080";"14000";"-22.817341446876526";"-47.071478486061096";"432.5";"-103";"8";"1156";"1770738406863"
"5";"2026-02-10 12:46:56";"30.42";"56.5";"945.28";"2980";"4243";"-22.822267532348633";"-47.065643310546875";"631";"-100";"10.5";"1157";"1770738416864"
"6";"2026-02-10 12:47:06";"30.47";"56.5";"945.32";"2920";"5897";"-22.8222713470459";"-47.06565475463867";"630.2";"-99";"10.5";"1158";"1770738426863"
"7";"2026-02-10 12:47:16";"30.52";"56.5";"945.3000000000001";"2880";"5779";"-22.822261810302734";"-47.06565856933594";"627.5";"-97";"11.3";"1159";"1770738436871"
"8";"2026-02-10 12:47:27";"30.56";"57";"945.3000000000001";"2980";"5672";"-22.822254180908203";"-47.06565856933594";"626.2";"-98";"11";"1160";"1770738446869"
"9";"2026-02-10 12:47:37";"30.61";"57";"945.3000000000001";"2920";"5621";"-22.822248458862305";"-47.06565856933594";"623.2";"-100";"10.3";"1161";"1770738456867"
"10";"2026-02-10 12:47:47";"30.67";"57";"945.3000000000001";"2980";"5694";"-22.822242736816406";"-47.0656623840332";"620.2";"-97";"11.8";"1162";"1770738466864"
"11";"2026-02-10 12:47:57";"30.73";"57";"945.26";"2980";"5616";"-22.822246551513672";"-47.06566619873047";"619.9000000000001";"-95";"12";"1163";"1770738476868"
"12";"2026-02-10 12:48:07";"30.77";"56.5";"945.28";"3020";"5692";"-22.822250366210938";"-47.0656623840332";"621.2";"-96";"11.8";"1164";"1770738486872"
"13";"2026-02-10 12:48:16";"30.83";"56.5";"945.28";"3020";"5749";"-22.822250366210938";"-47.0656623840332";"620.7";"-97";"11.5";"1165";"1770738496868"
"14";"2026-02-10 12:48:27";"30.88";"56.5";"945.24";"3020";"5722";"-22.82224464416504";"-47.0656623840332";"618.5";"-95";"12";"1166";"1770738506871"
"15";"2026-02-10 12:48:37";"30.93";"56.5";"945.26";"3020";"5675";"-22.82223892211914";"-47.0656623840332";"616.7";"-97";"11.5";"1167";"1770738516867"
"16";"2026-02-10 12:48:47";"30.98";"56.5";"945.24";"2960";"5598";"-22.822237014770508";"-47.0656623840332";"615.2";"-98";"11";"1168";"1770738526870"
"17";"2026-02-10 12:48:57";"31.02";"56.5";"945.26";"2940";"5484";"-22.822233200073242";"-47.065670013427734";"612.4";"-95";"11.8";"1169";"1770738536876"
"18";"2026-02-10 12:49:07";"31.07";"56.5";"945.22";"2920";"5384";"-22.822227478027344";"-47.065673828125";"610";"-98";"11.5";"1170";"1770738546871"
"19";"2026-02-10 12:49:17";"31.11";"56.5";"945.24";"2940";"5324";"-22.822227478027344";"-47.065673828125";"609";"-100";"10.5";"1171";"1770738556863"
"20";"2026-02-10 12:49:26";"31.16";"56.5";"945.2";"2940";"5283";"-22.82223129272461";"-47.06566619873047";"609.5";"-96";"12";"1172";"1770738566871"
"21";"2026-02-10 12:49:37";"31.19";"56.5";"945.2";"3020";"5252";"-22.822233200073242";"-47.06565856933594";"610.7";"-96";"11.8";"1173";"1770738576875"
"22";"2026-02-10 12:49:46";"31.24";"56.5";"945.22";"3060";"5223";"-22.822235107421875";"-47.06565475463867";"611";"-98";"11";"1174";"1770738586875"
"23";"2026-02-10 12:49:57";"31.29";"56.5";"945.1800000000001";"2980";"5210";"-22.822240829467773";"-47.06565475463867";"611.7";"-97";"11.5";"1175";"1770738596873"
"24";"2026-02-10 12:50:06";"31.33";"56.5";"945.22";"3000";"5249";"-22.82224464416504";"-47.06565856933594";"612";"-95";"12.3";"1176";"1770738606868"
"25";"2026-02-10 12:50:16";"31.37";"56.5";"945.1800000000001";"3060";"5304";"-22.82224464416504";"-47.06565856933594";"613";"-97";"11.8";"1177";"1770738616866"
