"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-06-02 15:07:27","21.68","57.5","951.6","3840","","","","","-106","-3.799999952316284","10119","1780423647083"
"2","2026-06-02 15:07:38","21.7","58","951.62","3860","","","","","-109","0","10120","1780423658699"
"3","2026-06-02 15:07:50","","","","","","","","","-101","6.5","10121","1780423669964"
"4","2026-06-02 15:07:50","21.74","57.5","951.62","3820","","","","","-92","9.5","10121","1780423670287"
"5","2026-06-02 15:08:01","","","","","","","","","-105","0.5","10122","1780423681590"
"6","2026-06-02 15:08:01","21.76","58","951.62","3860","","","","","-103","5.800000190734863","10122","1780423681902"
"7","2026-06-02 15:08:13","","","","","","","","","-106","-3.299999952316284","10123","1780423693203"
"8","2026-06-02 15:08:13","21.79","57.5","951.62","3840","","","","","-100","4.300000190734863","10123","1780423693520"
"9","2026-06-02 15:08:26","21.81","57.5","951.6","3860","","","","","-96","9","10124","1780423706241"
"10","2026-06-02 15:08:38","21.83","56.5","951.64","3820","","","","","-102","4.300000190734863","10125","1780423718874"
"11","2026-06-02 15:08:51","21.85","58","951.62","3840","","","","","-93","10","10126","1780423731537"
"12","2026-06-02 15:09:04","21.87","57.5","951.62","3820","","","","","-89","11.800000190734863","10127","1780423744147"
"13","2026-06-02 15:09:16","21.9","57.5","951.62","3820","","","","","-92","11.5","10128","1780423756832"
"14","2026-06-02 15:09:29","21.91","57.5","951.58","3840","","","","","-96","9.5","10129","1780423769536"
"15","2026-06-02 15:09:42","21.93","58","951.58","3840","","","","","-104","2.299999952316284","10130","1780423782197"
"16","2026-06-02 15:09:54","21.94","58","951.6","3820","","","","","-96","8.5","10131","1780423794843"
"17","2026-06-02 15:10:07","21.96","57","951.6","3840","","","","","-98","7.800000190734863","10132","1780423807511"
"18","2026-06-02 15:10:20","21.97","57.5","951.6","3820","","","","","-94","10","10133","1780423820162"
"19","2026-06-02 15:10:32","21.98","56","951.5600000000001","3800","","","","","-92","10.5","10134","1780423832829"
