"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"49","2026-06-02 08:07:49","12.48","83","1023","3.26","148","0","0","-22.8215","-47.0694"
"50","2026-06-02 08:17:49","14.66","72","1024","3.26","148","0","0","-22.8215","-47.0694"
"51","2026-06-02 08:27:49","14.73","72","1024","3.26","148","0","0","-22.8215","-47.0694"
"52","2026-06-02 08:37:49","14.73","72","1024","3.26","148","0","0","-22.8215","-47.0694"
"53","2026-06-02 08:47:49","14.73","72","1024","4.3","128","0","0","-22.8215","-47.0694"
"54","2026-06-02 08:57:49","14.73","72","1024","4.09","131","0","0","-22.8215","-47.0694"
"55","2026-06-02 09:07:49","14.73","72","1024","4.09","131","0","0","-22.8215","-47.0694"
"56","2026-06-02 09:17:49","14.73","72","1024","4.09","131","0","0","-22.8215","-47.0694"
"57","2026-06-02 09:27:49","16.32","58","1023","4.09","131","0","0","-22.8215","-47.0694"
"58","2026-06-02 09:37:49","16.32","58","1023","4.09","131","0","0","-22.8215","-47.0694"
"59","2026-06-02 09:47:49","16.32","58","1023","3.85","119","1","0","-22.8215","-47.0694"
"60","2026-06-02 09:57:49","16.32","58","1023","3.85","119","1","0","-22.8215","-47.0694"
"61","2026-06-02 10:07:49","18.32","53","1023","3.85","119","1","0","-22.8215","-47.0694"
"62","2026-06-02 10:17:49","18.32","53","1023","3.85","119","1","0","-22.8215","-47.0694"
"63","2026-06-02 10:27:49","18.32","56","1024","3.85","119","1","0","-22.8215","-47.0694"
"64","2026-06-02 10:37:49","18.32","56","1024","3.85","119","1","0","-22.8215","-47.0694"
"65","2026-06-02 10:47:49","22.38","50","1023","3.07","115","1","0","-22.8215","-47.0694"
"66","2026-06-02 10:57:49","22.38","50","1023","3.07","115","1","0","-22.8215","-47.0694"
"67","2026-06-02 11:07:49","22.38","50","1023","3.07","115","1","0","-22.8215","-47.0694"
"68","2026-06-02 11:17:49","22.38","50","1023","3.07","115","1","0","-22.8215","-47.0694"
"69","2026-06-02 11:27:49","22.94","50","1023","3.07","115","1","0","-22.8215","-47.0694"
"70","2026-06-02 11:37:49","22.94","50","1023","3.07","115","1","0","-22.8215","-47.0694"
"71","2026-06-02 11:47:49","22.94","49","1022","2.29","117","27","0","-22.8215","-47.0694"
"72","2026-06-02 11:57:49","22.94","49","1022","2.29","117","27","0","-22.8215","-47.0694"
"73","2026-06-02 12:07:49","22.94","49","1022","2.29","117","27","0","-22.8215","-47.0694"
"74","2026-06-02 12:17:49","22.95","48","1023","2.29","117","27","0","-22.8215","-47.0694"
"75","2026-06-02 12:27:49","22.95","48","1023","2.29","117","27","0","-22.8215","-47.0694"
"76","2026-06-02 12:37:49","22.95","48","1023","2.29","117","27","0","-22.8215","-47.0694"
"77","2026-06-02 12:47:49","23.37","47","1021","1.91","128","45","0","-22.8215","-47.0694"
"78","2026-06-02 12:57:49","23.37","47","1021","1.91","128","45","0","-22.8215","-47.0694"
"79","2026-06-02 13:07:49","24.13","46","1021","1.91","128","45","0","-22.8215","-47.0694"
"80","2026-06-02 13:17:49","24.13","46","1021","1.91","128","45","0","-22.8215","-47.0694"
"81","2026-06-02 13:27:49","24.35","45","1021","1.91","128","45","0","-22.8215","-47.0694"
"82","2026-06-02 13:37:49","24.35","45","1020","1.91","128","56","0","-22.8215","-47.0694"
"83","2026-06-02 13:47:49","24.13","46","1020","1.91","128","56","0","-22.8215","-47.0694"
"84","2026-06-02 13:57:49","24.13","46","1020","1.91","128","56","0","-22.8215","-47.0694"
"85","2026-06-02 14:07:49","24.6","46","1020","1.91","128","56","0","-22.8215","-47.0694"
"86","2026-06-02 14:17:49","24.6","46","1021","1.91","128","56","0","-22.8215","-47.0694"
"87","2026-06-02 14:27:49","24.6","46","1021","1.91","128","56","0","-22.8215","-47.0694"
"88","2026-06-02 14:37:49","22.67","54","1020","2.27","129","52","0","-22.8215","-47.0694"
"89","2026-06-02 14:47:49","22.67","54","1020","2.27","129","52","0","-22.8215","-47.0694"
"90","2026-06-02 14:57:49","22.67","54","1020","3.08","136","44","0","-22.8215","-47.0694"
"91","2026-06-02 15:07:49","22.67","54","1020","3.08","136","44","0","-22.8215","-47.0694"
"92","2026-06-02 15:17:49","22.89","52","1021","3.08","136","44","0","-22.8215","-47.0694"
"93","2026-06-02 15:27:49","22.89","52","1021","3.08","136","44","0","-22.8215","-47.0694"
"94","2026-06-02 15:37:49","22.89","52","1021","3.08","136","44","0","-22.8215","-47.0694"
"95","2026-06-02 15:47:49","25.16","45","1020","3.95","141","0","0","-22.8215","-47.0694"
"96","2026-06-02 15:57:49","21.4","57","1020","3.95","141","0","0","-22.8215","-47.0694"
"97","2026-06-02 16:07:49","21.4","57","1020","3.95","141","0","0","-22.8215","-47.0694"
"98","2026-06-02 16:17:49","25.16","43","1021","3.95","141","0","0","-22.8215","-47.0694"
"99","2026-06-02 16:27:49","25.16","43","1021","3.95","141","0","0","-22.8215","-47.0694"
"100","2026-06-02 16:37:49","20.29","62","1021","5.54","142","1","0","-22.8215","-47.0694"
"101","2026-06-02 16:47:49","20.29","62","1020","5.54","142","1","0","-22.8215","-47.0694"
"102","2026-06-02 16:57:49","20.29","62","1020","5.54","142","1","0","-22.8215","-47.0694"
"103","2026-06-02 17:07:49","19.18","65","1021","5.54","142","1","0","-22.8215","-47.0694"
"104","2026-06-02 17:17:49","19.18","65","1021","5.54","142","1","0","-22.8215","-47.0694"
"105","2026-06-02 17:27:49","19.18","65","1022","5.54","142","1","0","-22.8215","-47.0694"
"106","2026-06-02 17:37:49","19.18","65","1022","5.54","142","1","0","-22.8215","-47.0694"
"107","2026-06-02 17:47:49","19.18","65","1021","6.13","136","2","0","-22.8215","-47.0694"
"108","2026-06-02 17:57:49","19.18","65","1021","6.13","136","2","0","-22.8215","-47.0694"
"109","2026-06-02 18:07:49","17.51","68","1022","6.13","136","2","0","-22.8215","-47.0694"
"110","2026-06-02 18:17:49","17.51","68","1022","6.13","136","2","0","-22.8215","-47.0694"
"111","2026-06-02 18:27:49","17.51","68","1022","6.13","136","2","0","-22.8215","-47.0694"
"112","2026-06-02 18:37:49","17.51","68","1022","6.13","136","2","0","-22.8215","-47.0694"
"113","2026-06-02 18:47:49","17.51","68","1022","5.9","140","1","0","-22.8215","-47.0694"
"114","2026-06-02 18:57:49","17.51","68","1022","5.9","140","1","0","-22.8215","-47.0694"
"115","2026-06-02 19:07:49","16.4","73","1023","5.9","140","1","0","-22.8215","-47.0694"
"116","2026-06-02 19:17:49","16.4","73","1023","5.9","140","1","0","-22.8215","-47.0694"
"117","2026-06-02 19:27:49","16.4","73","1023","5.9","140","1","0","-22.8215","-47.0694"
"118","2026-06-02 19:37:49","16.4","73","1023","5.9","140","1","0","-22.8215","-47.0694"
"119","2026-06-02 19:47:49","16.4","73","1023","6.39","138","1","0","-22.8215","-47.0694"
"120","2026-06-02 19:57:49","16.4","73","1023","6.39","138","1","0","-22.8215","-47.0694"
"121","2026-06-02 20:07:49","15.85","77","1024","6.39","138","1","0","-22.8215","-47.0694"
"122","2026-06-02 20:17:49","15.85","77","1024","6.39","138","1","0","-22.8215","-47.0694"
"123","2026-06-02 20:27:49","15.85","77","1024","6.39","138","1","0","-22.8215","-47.0694"
"124","2026-06-02 20:37:49","15.85","77","1023","6.35","140","1","0","-22.8215","-47.0694"
"125","2026-06-02 20:47:49","15.85","77","1023","6.35","140","1","0","-22.8215","-47.0694"
"126","2026-06-02 20:57:49","15.85","77","1023","6.4","138","0","0","-22.8215","-47.0694"
"127","2026-06-02 21:07:49","15.85","77","1023","6.4","138","0","0","-22.8215","-47.0694"
"128","2026-06-02 21:17:49","15.29","78","1025","6.4","138","0","0","-22.8215","-47.0694"
"129","2026-06-02 21:27:49","15.29","78","1025","6.4","138","0","0","-22.8215","-47.0694"
"130","2026-06-02 21:37:49","15.29","78","1024","6.58","136","1","0","-22.8215","-47.0694"
"131","2026-06-02 21:47:49","15.29","78","1024","6.58","136","1","0","-22.8215","-47.0694"
"132","2026-06-02 21:57:49","15.29","78","1024","6.58","136","1","0","-22.8215","-47.0694"
"133","2026-06-02 22:07:49","15.29","78","1024","6.58","136","1","0","-22.8215","-47.0694"
"134","2026-06-02 22:17:49","14.73","79","1025","6.58","136","1","0","-22.8215","-47.0694"
"135","2026-06-02 22:27:49","14.73","79","1025","6.58","136","1","0","-22.8215","-47.0694"
"136","2026-06-02 22:37:49","14.73","79","1024","6.28","132","1","0","-22.8215","-47.0694"
"137","2026-06-02 22:47:49","14.73","79","1024","6.28","132","1","0","-22.8215","-47.0694"
"138","2026-06-02 22:57:49","14.73","79","1024","6.28","132","1","0","-22.8215","-47.0694"
"139","2026-06-02 23:07:49","14.73","79","1024","6.28","132","1","0","-22.8215","-47.0694"
"140","2026-06-02 23:17:49","14.73","80","1026","6.28","132","1","0","-22.8215","-47.0694"
"141","2026-06-02 23:27:49","14.73","80","1026","6.28","132","1","0","-22.8215","-47.0694"
"142","2026-06-02 23:37:49","14.73","80","1025","5.52","131","0","0","-22.8215","-47.0694"
"143","2026-06-02 23:47:49","14.73","80","1025","5.52","131","0","0","-22.8215","-47.0694"
"144","2026-06-02 23:57:49","14.73","80","1025","5.52","131","0","0","-22.8215","-47.0694"
