"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-05-22 00:09:01","16.23","71","952.96","3600","","-22.82219123840332","-47.065673828125","615","-95","12","17210","1779419341801"
"2","2026-05-22 00:19:02","16.31","71","952.88","3640","","-22.822181701660156","-47.0656852722168","601.7","-94","12","17211","1779419942818"
"3","2026-05-22 00:29:02","16.35","71","952.9","3600","","-22.822124481201172","-47.065650939941406","601.9","-89","13.300000190734863","17212","1779420542808"
"4","2026-05-22 00:39:02","16.34","71","952.76","3620","","-22.82212257385254","-47.06561279296875","620.7","-86","13.5","17213","1779421142819"
"5","2026-05-22 00:49:02","16.25","71.5","952.84","3600","","-22.822120666503906","-47.06560516357422","626.2","-88","13","17214","1779421742807"
"6","2026-05-22 00:59:02","16.28","71","952.9","3620","","-22.822118759155273","-47.06563949584961","622","-87","13.300000190734863","17215","1779422342804"
"7","2026-05-22 01:09:02","16.33","71","952.78","3600","","-22.822120666503906","-47.0656623840332","627.5","-86","13.300000190734863","17216","1779422942818"
"8","2026-05-22 01:19:02","16.32","71","952.58","3580","","-22.822134017944336","-47.06562423706055","620.5","-87","13","17217","1779423542800"
"9","2026-05-22 01:29:02","16.3","71","952.38","3620","","-22.822114944458008","-47.06562805175781","617.7","-89","13","17218","1779424142810"
"10","2026-05-22 01:39:02","16.28","71","952.52","3600","","-22.822202682495117","-47.0656623840332","621.2","-90","12.800000190734863","17219","1779424742809"
"11","2026-05-22 01:49:02","16.13","71.5","952.1800000000001","3600","","-22.822153091430664","-47.06563949584961","612.7","-89","13.300000190734863","17220","1779425342817"
"12","2026-05-22 01:59:02","16","72","952.28","3560","","-22.822139739990234","-47.06565856933594","613","-100","9","17221","1779425942818"
"13","2026-05-22 02:09:02","15.96","72","952.22","3620","","-22.822099685668945","-47.065670013427734","616.2","-90","13.5","17222","1779426542812"
