"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"27","2026-05-22 04:27:49","14.73","79","1023","5.06","131","99","0","-22.8215","-47.0694"
"28","2026-05-22 04:37:49","14.73","81","1023","5.29","129","100","0","-22.8215","-47.0694"
"29","2026-05-22 04:47:49","14.73","81","1023","5.29","129","100","0","-22.8215","-47.0694"
"30","2026-05-22 04:57:49","14.73","81","1023","5.29","129","100","0","-22.8215","-47.0694"
"31","2026-05-22 05:07:49","14.73","81","1023","5.29","129","100","0","-22.8215","-47.0694"
"32","2026-05-22 05:17:49","14.73","81","1023","5.29","129","100","0","-22.8215","-47.0694"
"33","2026-05-22 05:27:49","14.73","81","1023","5.29","129","100","0","-22.8215","-47.0694"
"34","2026-05-22 05:37:49","14.73","79","1023","5.15","127","100","0","-22.8215","-47.0694"
"35","2026-05-22 05:47:49","14.73","79","1023","5.15","127","100","0","-22.8215","-47.0694"
"36","2026-05-22 05:57:49","14.73","79","1023","5.15","127","100","0","-22.8215","-47.0694"
"37","2026-05-22 06:07:49","14.73","79","1023","5.15","127","100","0","-22.8215","-47.0694"
"38","2026-05-22 06:17:49","14.73","79","1024","5.15","127","100","0","-22.8215","-47.0694"
"39","2026-05-22 06:27:49","14.73","79","1024","5.15","127","100","0","-22.8215","-47.0694"
"40","2026-05-22 06:37:49","14.73","79","1024","4.6","122","100","0","-22.8215","-47.0694"
"41","2026-05-22 06:47:49","14.73","79","1024","4.6","122","100","0","-22.8215","-47.0694"
"42","2026-05-22 06:57:49","14.73","79","1024","4.6","122","100","0","-22.8215","-47.0694"
"43","2026-05-22 07:07:49","14.73","79","1024","4.6","122","100","0","-22.8215","-47.0694"
"44","2026-05-22 07:17:49","14.73","79","1024","4.6","122","100","0","-22.8215","-47.0694"
"45","2026-05-22 07:27:49","14.73","79","1024","4.6","122","100","0","-22.8215","-47.0694"
"46","2026-05-22 07:37:49","15.29","78","1024","5.27","117","100","0","-22.8215","-47.0694"
"47","2026-05-22 07:47:49","15.29","78","1024","5.27","117","100","0","-22.8215","-47.0694"
"48","2026-05-22 07:57:49","15.29","78","1024","5.27","117","100","0","-22.8215","-47.0694"
"49","2026-05-22 08:07:49","15.29","78","1024","5.27","117","100","0","-22.8215","-47.0694"
"50","2026-05-22 08:17:49","15.29","78","1025","5.27","117","100","0","-22.8215","-47.0694"
"51","2026-05-22 08:27:49","15.29","78","1025","5.27","117","100","0","-22.8215","-47.0694"
"52","2026-05-22 08:37:49","16.32","75","1024","5.23","112","100","0","-22.8215","-47.0694"
"53","2026-05-22 08:47:49","16.32","75","1024","5.23","112","100","0","-22.8215","-47.0694"
"54","2026-05-22 08:57:49","16.32","75","1024","5.23","112","100","0","-22.8215","-47.0694"
"55","2026-05-22 09:07:49","16.32","75","1024","5.23","112","100","0","-22.8215","-47.0694"
"56","2026-05-22 09:17:49","17.32","75","1024","5.02","110","100","0","-22.8215","-47.0694"
"57","2026-05-22 09:27:49","17.32","75","1024","5.02","110","100","0","-22.8215","-47.0694"
"58","2026-05-22 09:37:49","17.32","66","1024","4.44","104","100","0","-22.8215","-47.0694"
"59","2026-05-22 09:47:49","17.32","66","1024","4.44","104","100","0","-22.8215","-47.0694"
"60","2026-05-22 09:57:49","17.32","67","1024","4.44","104","100","0","-22.8215","-47.0694"
"61","2026-05-22 10:07:49","17.32","67","1024","4.44","104","100","0","-22.8215","-47.0694"
"62","2026-05-22 10:17:49","19.32","64","1024","4.44","104","100","0","-22.8215","-47.0694"
"63","2026-05-22 10:27:49","19.32","64","1024","4.44","104","100","0","-22.8215","-47.0694"
"64","2026-05-22 10:37:49","19.32","63","1024","3.13","104","99","0","-22.8215","-47.0694"
"65","2026-05-22 10:47:49","19.32","63","1024","3.13","104","99","0","-22.8215","-47.0694"
"66","2026-05-22 10:57:49","19.32","63","1024","3.13","104","99","0","-22.8215","-47.0694"
"67","2026-05-22 11:07:49","20.32","61","1024","3.13","104","99","0","-22.8215","-47.0694"
"68","2026-05-22 11:17:49","20.32","61","1024","3.13","104","99","0","-22.8215","-47.0694"
"69","2026-05-22 11:27:49","20.32","64","1024","3.13","104","99","0","-22.8215","-47.0694"
"70","2026-05-22 11:37:49","20.32","64","1024","3.13","104","99","0","-22.8215","-47.0694"
"71","2026-05-22 11:47:49","23.33","63","1023","2.33","108","99","0","-22.8215","-47.0694"
"72","2026-05-22 11:57:49","23.33","63","1023","2.33","108","99","0","-22.8215","-47.0694"
"73","2026-05-22 12:07:49","25.04","43","1024","2.33","108","99","0","-22.8215","-47.0694"
"74","2026-05-22 12:17:49","25.04","43","1024","2.33","108","99","0","-22.8215","-47.0694"
"75","2026-05-22 12:27:49","25.04","43","1024","2.33","108","99","0","-22.8215","-47.0694"
"76","2026-05-22 12:37:49","25.01","47","1022","1.65","123","99","0","-22.8215","-47.0694"
"77","2026-05-22 12:47:49","25.01","47","1022","1.65","123","99","0","-22.8215","-47.0694"
"78","2026-05-22 12:57:49","24.18","49","1022","1.65","123","99","0","-22.8215","-47.0694"
"79","2026-05-22 13:07:49","24.18","49","1022","1.65","123","99","0","-22.8215","-47.0694"
"80","2026-05-22 13:17:49","24.18","49","1023","1.65","123","99","0","-22.8215","-47.0694"
"81","2026-05-22 13:27:49","24.18","49","1023","1.65","123","99","0","-22.8215","-47.0694"
"82","2026-05-22 13:37:49","22.3","54","1021","2.32","148","99","0","-22.8215","-47.0694"
"83","2026-05-22 13:47:49","22.3","54","1021","2.32","148","99","0","-22.8215","-47.0694"
"84","2026-05-22 13:57:49","22.3","54","1021","2.32","148","99","0","-22.8215","-47.0694"
"85","2026-05-22 14:07:49","22.3","54","1021","2.32","148","99","0","-22.8215","-47.0694"
"86","2026-05-22 14:17:49","22.3","54","1022","2.32","148","99","0","-22.8215","-47.0694"
"87","2026-05-22 14:27:49","22.3","54","1022","2.32","148","99","0","-22.8215","-47.0694"
"88","2026-05-22 14:37:49","22.76","54","1021","4.34","138","99","0","-22.8215","-47.0694"
"89","2026-05-22 14:47:49","22.76","54","1021","4.34","138","99","0","-22.8215","-47.0694"
"90","2026-05-22 14:57:49","22.76","54","1021","4.91","132","96","0","-22.8215","-47.0694"
"91","2026-05-22 15:07:49","22.76","54","1021","4.91","132","96","0","-22.8215","-47.0694"
"92","2026-05-22 15:17:49","22.76","54","1022","4.91","132","96","0","-22.8215","-47.0694"
"93","2026-05-22 15:27:49","22.76","54","1022","4.91","132","96","0","-22.8215","-47.0694"
"94","2026-05-22 15:37:49","20.85","61","1021","4.88","132","100","0","-22.8215","-47.0694"
"95","2026-05-22 15:47:49","20.85","61","1021","4.88","132","100","0","-22.8215","-47.0694"
"96","2026-05-22 15:57:49","20.85","61","1021","4.88","132","100","0","-22.8215","-47.0694"
"97","2026-05-22 16:07:49","20.85","61","1021","4.88","132","100","0","-22.8215","-47.0694"
"98","2026-05-22 16:17:49","20.85","61","1022","4.88","132","100","0","-22.8215","-47.0694"
"99","2026-05-22 16:27:49","20.85","61","1022","4.88","132","100","0","-22.8215","-47.0694"
"100","2026-05-22 16:37:49","20.29","65","1022","5.62","132","100","0","-22.8215","-47.0694"
"101","2026-05-22 16:47:49","20.29","65","1022","5.62","132","100","0","-22.8215","-47.0694"
"102","2026-05-22 16:57:49","20.29","65","1022","5.62","132","100","0","-22.8215","-47.0694"
"103","2026-05-22 17:07:49","20.29","65","1022","5.62","132","100","0","-22.8215","-47.0694"
"104","2026-05-22 17:17:49","20.29","65","1022","5.62","132","100","0","-22.8215","-47.0694"
"105","2026-05-22 17:27:49","20.29","65","1022","5.62","132","100","0","-22.8215","-47.0694"
"106","2026-05-22 17:37:49","19.18","69","1022","6.05","136","100","0","-22.8215","-47.0694"
"107","2026-05-22 17:47:49","19.18","69","1022","6.05","136","100","0","-22.8215","-47.0694"
"108","2026-05-22 17:57:49","19.18","69","1022","6.05","136","100","0","-22.8215","-47.0694"
"109","2026-05-22 18:07:49","19.18","69","1022","6.05","136","100","0","-22.8215","-47.0694"
"110","2026-05-22 18:17:49","19.18","69","1023","6.05","136","100","0","-22.8215","-47.0694"
"111","2026-05-22 18:27:49","19.18","69","1023","6.05","136","100","0","-22.8215","-47.0694"
"112","2026-05-22 18:37:49","18.07","72","1023","5.54","132","100","0","-22.8215","-47.0694"
"113","2026-05-22 18:47:49","18.07","72","1023","5.54","132","100","0","-22.8215","-47.0694"
"114","2026-05-22 18:57:49","18.07","72","1023","5.54","132","100","0","-22.8215","-47.0694"
"115","2026-05-22 19:07:49","18.07","72","1023","5.54","132","100","0","-22.8215","-47.0694"
"116","2026-05-22 19:17:49","18.07","72","1024","5.54","132","100","0","-22.8215","-47.0694"
"117","2026-05-22 19:27:49","18.07","72","1024","5.54","132","100","0","-22.8215","-47.0694"
"118","2026-05-22 19:37:49","16.96","77","1023","5.23","135","100","0","-22.8215","-47.0694"
"119","2026-05-22 19:47:49","16.96","77","1023","5.23","135","100","0","-22.8215","-47.0694"
"120","2026-05-22 19:57:49","16.96","77","1023","5.23","135","100","0","-22.8215","-47.0694"
"121","2026-05-22 20:07:49","16.96","77","1023","5.23","135","100","0","-22.8215","-47.0694"
"122","2026-05-22 20:17:49","16.96","77","1024","5.23","135","100","0","-22.8215","-47.0694"
"123","2026-05-22 20:27:49","16.96","77","1024","5.23","135","100","0","-22.8215","-47.0694"
"124","2026-05-22 20:37:49","16.96","78","1023","5.07","123","100","0","-22.8215","-47.0694"
"125","2026-05-22 20:47:49","16.96","78","1023","5.07","123","100","0","-22.8215","-47.0694"
"126","2026-05-22 20:57:49","16.96","78","1023","5.02","123","100","0","-22.8215","-47.0694"
"127","2026-05-22 21:07:49","16.96","78","1023","5.02","123","100","0","-22.8215","-47.0694"
"128","2026-05-22 21:17:49","16.96","78","1023","5.02","123","100","0","-22.8215","-47.0694"
"129","2026-05-22 21:27:49","16.96","78","1024","5.02","123","100","0","-22.8215","-47.0694"
"130","2026-05-22 21:37:49","16.96","79","1024","4.77","118","100","0","-22.8215","-47.0694"
"131","2026-05-22 21:47:49","16.96","79","1024","4.77","118","100","0","-22.8215","-47.0694"
"132","2026-05-22 21:57:49","16.96","79","1024","4.77","118","100","0","-22.8215","-47.0694"
"133","2026-05-22 22:07:49","16.96","79","1024","4.77","118","100","0","-22.8215","-47.0694"
"134","2026-05-22 22:17:49","16.96","79","1024","4.77","118","100","0","-22.8215","-47.0694"
"135","2026-05-22 22:27:49","16.96","79","1024","4.77","118","100","0","-22.8215","-47.0694"
"136","2026-05-22 22:37:49","15.85","82","1023","4.09","118","100","0","-22.8215","-47.0694"
"137","2026-05-22 22:47:49","15.85","82","1023","4.09","118","100","0","-22.8215","-47.0694"
"138","2026-05-22 22:57:49","15.85","82","1023","4.09","118","100","0","-22.8215","-47.0694"
"139","2026-05-22 23:07:49","15.85","82","1023","4.09","118","100","0","-22.8215","-47.0694"
"140","2026-05-22 23:17:49","15.85","82","1024","4.09","118","100","0","-22.8215","-47.0694"
"141","2026-05-22 23:27:49","15.85","82","1024","4.09","118","100","0","-22.8215","-47.0694"
"142","2026-05-22 23:37:49","15.85","84","1023","3.62","116","100","0","-22.8215","-47.0694"
"143","2026-05-22 23:47:49","15.85","84","1023","3.62","116","100","0","-22.8215","-47.0694"
"144","2026-05-22 23:57:49","15.85","84","1023","3.62","116","100","0","-22.8215","-47.0694"
