"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"1","2026-05-22 00:07:49","14.18","81","1023","6.05","125","65","0","-22.8215","-47.0694"
"2","2026-05-22 00:17:49","14.18","81","1024","6.05","125","65","0","-22.8215","-47.0694"
"3","2026-05-22 00:27:49","14.18","81","1024","6.05","125","65","0","-22.8215","-47.0694"
"4","2026-05-22 00:37:49","14.73","79","1023","5.86","126","74","0","-22.8215","-47.0694"
"5","2026-05-22 00:47:49","14.73","79","1023","5.86","126","74","0","-22.8215","-47.0694"
"6","2026-05-22 00:57:49","14.73","79","1023","5.86","126","74","0","-22.8215","-47.0694"
"7","2026-05-22 01:07:49","14.73","79","1023","5.86","126","74","0","-22.8215","-47.0694"
"8","2026-05-22 01:17:49","14.73","79","1024","5.86","126","74","0","-22.8215","-47.0694"
"9","2026-05-22 01:27:49","14.73","79","1024","5.86","126","74","0","-22.8215","-47.0694"
"10","2026-05-22 01:37:49","14.73","79","1024","5.86","126","74","0","-22.8215","-47.0694"
"11","2026-05-22 01:47:49","14.73","80","1023","5.82","131","79","0","-22.8215","-47.0694"
"12","2026-05-22 01:57:49","14.73","80","1023","5.82","131","79","0","-22.8215","-47.0694"
"13","2026-05-22 02:07:49","14.73","80","1023","5.82","131","79","0","-22.8215","-47.0694"
"14","2026-05-22 02:17:49","14.73","80","1023","5.82","131","79","0","-22.8215","-47.0694"
"15","2026-05-22 02:27:49","14.73","80","1023","5.82","131","79","0","-22.8215","-47.0694"
"16","2026-05-22 02:37:49","14.73","80","1022","5.89","127","83","0","-22.8215","-47.0694"
"17","2026-05-22 02:47:49","14.73","80","1022","5.89","127","83","0","-22.8215","-47.0694"
"18","2026-05-22 02:57:49","14.73","80","1022","5.53","128","84","0","-22.8215","-47.0694"
"19","2026-05-22 03:07:49","14.73","80","1022","5.53","128","84","0","-22.8215","-47.0694"
"20","2026-05-22 03:17:49","14.73","80","1023","5.53","128","84","0","-22.8215","-47.0694"
"21","2026-05-22 03:27:49","14.73","80","1023","5.53","128","84","0","-22.8215","-47.0694"
"22","2026-05-22 03:37:49","14.73","79","1023","5.06","131","99","0","-22.8215","-47.0694"
"23","2026-05-22 03:47:49","14.73","79","1023","5.06","131","99","0","-22.8215","-47.0694"
"24","2026-05-22 03:57:49","14.73","79","1023","5.06","131","99","0","-22.8215","-47.0694"
"25","2026-05-22 04:07:49","14.73","79","1023","5.06","131","99","0","-22.8215","-47.0694"
"26","2026-05-22 04:17:49","14.73","79","1023","5.06","131","99","0","-22.8215","-47.0694"
