"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-05-31 00:00:35","16.23","88","952.12","3820","","","","","-102","-1","30086","1780196435516"
"2","2026-05-31 00:01:35","16.35","88.5","952.1","3820","","","","","-102","1.7999999523162842","30087","1780196495510"
"3","2026-05-31 00:02:35","16.4","88","952.0600000000001","3820","","","","","-103","2.5","30088","1780196555508"
"4","2026-05-31 00:03:35","16.41","87.5","952.08","3820","","","","","-104","2.5","30089","1780196615517"
"5","2026-05-31 00:04:35","16.38","88","952.12","3820","","","","","-104","2.5","30090","1780196675483"
"6","2026-05-31 00:05:35","16.34","88","952.08","3820","","","","","-104","1.7999999523162842","30091","1780196735505"
"7","2026-05-31 00:06:35","16.33","88.5","952.0600000000001","3820","","","","","-104","2","30092","1780196795516"
"8","2026-05-31 00:07:35","16.32","88.5","952.0600000000001","3820","","","","","-104","2.299999952316284","30093","1780196855517"
"9","2026-05-31 00:08:35","16.24","87.5","952.1","3820","","","","","-101","-2.299999952316284","30094","1780196915516"
"10","2026-05-31 00:09:35","16.25","88.5","952.08","3820","","","","","-103","3.299999952316284","30095","1780196975505"
"11","2026-05-31 00:10:35","16.29","88.5","952.08","3820","","","","","-103","1.7999999523162842","30096","1780197035514"
"12","2026-05-31 00:11:35","16.26","88.5","952.14","3820","","","","","-102","3.5","30097","1780197095514"
"13","2026-05-31 00:12:35","16.28","88.5","952.14","3820","","","","","-107","3.5","30098","1780197155517"
"14","2026-05-31 00:13:35","16.28","88.5","952.1","3820","","","","","-107","2.5","30099","1780197215506"
"15","2026-05-31 00:14:35","16.29","88.5","952.1","3820","","","","","-103","3.299999952316284","30100","1780197275508"
"16","2026-05-31 00:15:35","16.26","88.5","952.12","3820","","","","","-103","1","30101","1780197335510"
"17","2026-05-31 00:16:35","16.23","88","952.08","3820","","","","","-103","2.299999952316284","30102","1780197395513"
"18","2026-05-31 00:17:35","16.28","88.5","952.1","3800","","","","","-104","2.299999952316284","30103","1780197455504"
"19","2026-05-31 00:18:35","16.25","89","952.1","3820","","","","","-103","3.5","30104","1780197515512"
"20","2026-05-31 00:19:35","16.19","88.5","952.0600000000001","3820","","","","","-102","4.5","30105","1780197575514"
"21","2026-05-31 00:20:35","16.13","88","952.0600000000001","3820","","","","","-103","2.299999952316284","30106","1780197635501"
"22","2026-05-31 00:21:35","16.08","88.5","952.08","3820","","","","","-102","0.800000011920929","30107","1780197695537"
"23","2026-05-31 00:22:35","16.06","89","952.08","3820","","","","","-103","3","30108","1780197755525"
"24","2026-05-31 00:23:35","16.03","89","952.1","3820","","","","","-102","2","30109","1780197815506"
"25","2026-05-31 00:24:35","16.01","89.5","952.14","3820","","","","","-103","3.299999952316284","30110","1780197875507"
"26","2026-05-31 00:25:35","15.96","89","952.14","3800","","","","","-106","3.799999952316284","30111","1780197935475"
"27","2026-05-31 00:26:35","15.93","89.5","952.12","3820","","","","","-101","-0.800000011920929","30112","1780197995498"
"28","2026-05-31 00:27:35","15.9","89.5","952.14","3820","","","","","-103","3.5","30113","1780198055506"
"29","2026-05-31 00:28:35","15.89","89.5","952.14","3820","","","","","-103","3.799999952316284","30114","1780198115508"
"30","2026-05-31 00:29:35","15.92","90","952.14","3800","","","","","-102","-2.5","30115","1780198175513"
"31","2026-05-31 00:30:35","15.97","89.5","952.1","3820","","","","","-103","1.7999999523162842","30116","1780198235502"
"32","2026-05-31 00:31:35","16.02","89.5","952.1","3820","","","","","-103","1.5","30117","1780198295505"
"33","2026-05-31 00:32:35","16.05","89","952.14","3800","","","","","-103","1.5","30118","1780198355505"
"34","2026-05-31 00:33:35","16.04","89","952.14","3820","","","","","-103","2.799999952316284","30119","1780198415462"
"35","2026-05-31 00:34:35","16.05","89","952.08","3820","","","","","-105","1","30120","1780198475499"
"36","2026-05-31 00:35:35","16.03","89","952.12","3820","","","","","-103","2.5","30121","1780198535508"
"37","2026-05-31 00:36:35","16.04","89","952.1","3800","","","","","-104","0.30000001192092896","30122","1780198595502"
