"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-05-31 00:06:11";"17.48";"65";"950.72";"3720";"";"-22.82213020324707";"-47.065616607666016";"621.5";"-97";"11";"18162";"1780196771806"
"2";"2026-05-31 00:16:11";"17.42";"65";"950.72";"3720";"";"-22.822101593017578";"-47.06562042236328";"634.7";"-94";"12";"18163";"1780197371778"
"3";"2026-05-31 00:26:11";"17.43";"65";"950.78";"3720";"";"-22.822105407714844";"-47.06562805175781";"615.7";"-94";"12";"18164";"1780197971806"
"4";"2026-05-31 00:36:11";"17.42";"65";"950.74";"3720";"";"-22.822128295898438";"-47.065643310546875";"621";"-95";"12";"18165";"1780198571804"
"5";"2026-05-31 00:46:11";"17.36";"65";"950.72";"3720";"";"-22.822118759155273";"-47.06564712524414";"611";"-98";"11";"18166";"1780199171816"
"6";"2026-05-31 00:56:11";"17.33";"65";"950.62";"3720";"";"-22.8221492767334";"-47.06562423706055";"625.7";"-95";"12.300000190734863";"18167";"1780199771781"
"7";"2026-05-31 01:06:11";"17.32";"65";"950.58";"3720";"";"-22.82219696044922";"-47.06560516357422";"620";"-93";"13";"18168";"1780200371814"
"8";"2026-05-31 01:16:11";"17.32";"65";"950.6";"3740";"";"-22.822128295898438";"-47.065635681152344";"606.7";"-94";"12.300000190734863";"18169";"1780200971809"
"9";"2026-05-31 01:26:11";"17.32";"65";"950.58";"3720";"";"-22.822158813476562";"-47.06566619873047";"608.7";"-95";"12.300000190734863";"18170";"1780201571808"
"10";"2026-05-31 01:36:11";"17.16";"65.5";"950.52";"3720";"";"-22.822092056274414";"-47.06562423706055";"613.2";"-96";"12";"18171";"1780202171823"
"11";"2026-05-31 01:46:11";"16.99";"66";"950.4200000000001";"3720";"";"-22.822134017944336";"-47.06562042236328";"602.7";"-95";"11.800000190734863";"18172";"1780202771817"
