"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"52","2026-05-31 08:37:49","16.85","75","1022","2.02","119","3","0","-22.8215","-47.0694"
"53","2026-05-31 08:47:49","16.85","75","1022","2.02","119","3","0","-22.8215","-47.0694"
"54","2026-05-31 08:57:49","16.85","75","1022","2.02","119","3","0","-22.8215","-47.0694"
"55","2026-05-31 09:07:49","17.2","75","1022","2.02","119","3","0","-22.8215","-47.0694"
"56","2026-05-31 09:17:49","17.2","75","1022","2.02","119","3","0","-22.8215","-47.0694"
"57","2026-05-31 09:27:49","18.32","77","1022","2.02","119","3","0","-22.8215","-47.0694"
"58","2026-05-31 09:37:49","18.32","77","1022","2.02","119","3","0","-22.8215","-47.0694"
"59","2026-05-31 09:47:49","18.32","60","1021","1.67","142","11","0","-22.8215","-47.0694"
"60","2026-05-31 09:57:49","18.32","60","1021","1.67","142","11","0","-22.8215","-47.0694"
"61","2026-05-31 10:07:49","18.32","60","1021","1.67","142","11","0","-22.8215","-47.0694"
"62","2026-05-31 10:17:49","20.32","58","1021","1.67","142","11","0","-22.8215","-47.0694"
"63","2026-05-31 10:27:49","20.32","58","1021","1.67","142","11","0","-22.8215","-47.0694"
"64","2026-05-31 10:37:49","20.32","58","1021","1.26","175","8","0","-22.8215","-47.0694"
"65","2026-05-31 10:47:49","20.32","58","1021","1.26","175","8","0","-22.8215","-47.0694"
"66","2026-05-31 10:57:49","24.6","52","1021","1.26","175","8","0","-22.8215","-47.0694"
"67","2026-05-31 11:07:49","24.6","52","1021","1.26","175","8","0","-22.8215","-47.0694"
"68","2026-05-31 11:17:49","24.6","52","1021","1.26","175","8","0","-22.8215","-47.0694"
"69","2026-05-31 11:27:49","24.6","52","1021","1.26","175","8","0","-22.8215","-47.0694"
"70","2026-05-31 11:37:49","23.37","54","1020","1.29","231","5","0","-22.8215","-47.0694"
"71","2026-05-31 11:47:49","23.37","54","1020","1.29","231","5","0","-22.8215","-47.0694"
"72","2026-05-31 11:57:49","24.6","52","1020","1.29","231","5","0","-22.8215","-47.0694"
"73","2026-05-31 12:07:49","23.87","53","1021","1.29","231","5","0","-22.8215","-47.0694"
"74","2026-05-31 12:17:49","23.87","53","1021","1.29","231","5","0","-22.8215","-47.0694"
"75","2026-05-31 12:27:49","23.87","52","1021","1.29","231","5","0","-22.8215","-47.0694"
"76","2026-05-31 12:37:49","23.87","52","1019","1.61","249","6","0","-22.8215","-47.0694"
"77","2026-05-31 12:47:49","23.87","52","1019","1.61","249","6","0","-22.8215","-47.0694"
"78","2026-05-31 12:57:49","24.28","51","1019","1.61","249","6","0","-22.8215","-47.0694"
"79","2026-05-31 13:07:49","24.28","51","1019","1.61","249","6","0","-22.8215","-47.0694"
"80","2026-05-31 13:17:49","24.52","48","1020","1.61","249","6","0","-22.8215","-47.0694"
"81","2026-05-31 13:27:49","24.52","48","1020","1.61","249","6","0","-22.8215","-47.0694"
"82","2026-05-31 13:37:49","24.52","47","1018","2.01","247","7","0","-22.8215","-47.0694"
"83","2026-05-31 13:47:49","24.9","46","1018","2.01","247","7","0","-22.8215","-47.0694"
"84","2026-05-31 13:57:49","24.9","46","1018","2.01","247","7","0","-22.8215","-47.0694"
"85","2026-05-31 14:07:49","24.9","46","1019","2.01","247","7","0","-22.8215","-47.0694"
"86","2026-05-31 14:17:49","24.9","46","1019","2.01","247","7","0","-22.8215","-47.0694"
"87","2026-05-31 14:27:49","24.32","50","1019","2.01","247","7","0","-22.8215","-47.0694"
"88","2026-05-31 14:37:49","24.32","50","1019","2.01","247","7","0","-22.8215","-47.0694"
"89","2026-05-31 14:47:49","24.32","49","1017","2.45","242","22","0","-22.8215","-47.0694"
"90","2026-05-31 14:57:49","23.57","53","1017","2.45","242","22","0","-22.8215","-47.0694"
"91","2026-05-31 15:07:49","23.57","53","1017","2.45","242","22","0","-22.8215","-47.0694"
"92","2026-05-31 15:17:49","24.44","47","1018","2.45","242","22","0","-22.8215","-47.0694"
"93","2026-05-31 15:27:49","24.44","47","1018","2.45","242","22","0","-22.8215","-47.0694"
"94","2026-05-31 15:37:49","24.44","48","1017","2.62","237","7","0","-22.8215","-47.0694"
"95","2026-05-31 15:47:49","24.44","48","1017","2.62","237","7","0","-22.8215","-47.0694"
"96","2026-05-31 15:57:49","24.4","48","1017","2.62","237","7","0","-22.8215","-47.0694"
"97","2026-05-31 16:07:49","23.75","51","1018","2.62","237","7","0","-22.8215","-47.0694"
"98","2026-05-31 16:17:49","23.75","51","1018","2.62","237","7","0","-22.8215","-47.0694"
"99","2026-05-31 16:27:49","22.83","54","1018","2.62","237","7","0","-22.8215","-47.0694"
"100","2026-05-31 16:37:49","22.83","54","1018","2.62","237","7","0","-22.8215","-47.0694"
"101","2026-05-31 16:47:49","22.83","54","1017","2.34","221","6","0","-22.8215","-47.0694"
"102","2026-05-31 16:57:49","22.83","54","1017","2.34","221","6","0","-22.8215","-47.0694"
"103","2026-05-31 17:07:49","22.83","54","1017","2.34","221","6","0","-22.8215","-47.0694"
"104","2026-05-31 17:17:49","22.2","57","1018","2.34","221","6","0","-22.8215","-47.0694"
"105","2026-05-31 17:27:49","22.2","57","1018","2.34","221","6","0","-22.8215","-47.0694"
"106","2026-05-31 17:37:49","21.96","57","1018","2.04","191","6","0","-22.8215","-47.0694"
"107","2026-05-31 17:47:49","21.96","57","1018","2.04","191","6","0","-22.8215","-47.0694"
"108","2026-05-31 17:57:49","21.96","57","1018","2.04","191","6","0","-22.8215","-47.0694"
"109","2026-05-31 18:07:49","21.96","57","1018","2.04","191","6","0","-22.8215","-47.0694"
"110","2026-05-31 18:17:49","20.29","62","1018","2.04","191","6","0","-22.8215","-47.0694"
"111","2026-05-31 18:27:49","20.29","62","1018","2.04","191","6","0","-22.8215","-47.0694"
"112","2026-05-31 18:37:49","20.29","62","1018","2.09","175","15","0","-22.8215","-47.0694"
"113","2026-05-31 18:47:49","20.29","62","1018","2.09","175","15","0","-22.8215","-47.0694"
"114","2026-05-31 18:57:49","20.29","62","1019","2.09","175","15","0","-22.8215","-47.0694"
"115","2026-05-31 19:07:49","20.29","62","1019","2.09","175","15","0","-22.8215","-47.0694"
"116","2026-05-31 19:17:49","20.29","62","1019","2.09","175","15","0","-22.8215","-47.0694"
"117","2026-05-31 19:27:49","19.18","66","1020","2.09","175","15","0","-22.8215","-47.0694"
"118","2026-05-31 19:37:49","19.18","66","1020","2.09","175","15","0","-22.8215","-47.0694"
"119","2026-05-31 19:47:49","19.18","66","1019","2.17","155","13","0","-22.8215","-47.0694"
"120","2026-05-31 19:57:49","19.18","66","1019","2.17","155","13","0","-22.8215","-47.0694"
"121","2026-05-31 20:07:49","19.18","66","1020","2.17","155","13","0","-22.8215","-47.0694"
"122","2026-05-31 20:17:49","19.18","66","1020","2.17","155","13","0","-22.8215","-47.0694"
"123","2026-05-31 20:27:49","18.07","70","1020","2.17","155","13","0","-22.8215","-47.0694"
"124","2026-05-31 20:37:49","18.07","70","1020","2.17","155","13","0","-22.8215","-47.0694"
"125","2026-05-31 20:47:49","18.07","70","1020","2.62","134","12","0","-22.8215","-47.0694"
"126","2026-05-31 20:57:49","18.07","70","1020","2.62","134","12","0","-22.8215","-47.0694"
"127","2026-05-31 21:07:49","18.07","70","1021","2.62","134","12","0","-22.8215","-47.0694"
"128","2026-05-31 21:17:49","18.07","70","1021","2.62","134","12","0","-22.8215","-47.0694"
"129","2026-05-31 21:27:49","16.96","76","1021","2.62","134","12","0","-22.8215","-47.0694"
"130","2026-05-31 21:37:49","16.96","76","1021","2.62","134","12","0","-22.8215","-47.0694"
"131","2026-05-31 21:47:49","16.96","76","1020","2.78","125","4","0","-22.8215","-47.0694"
"132","2026-05-31 21:57:49","16.96","76","1020","2.78","125","4","0","-22.8215","-47.0694"
"133","2026-05-31 22:07:49","16.96","76","1020","2.78","125","4","0","-22.8215","-47.0694"
"134","2026-05-31 22:17:49","16.96","76","1020","2.78","125","4","0","-22.8215","-47.0694"
"135","2026-05-31 22:27:49","16.4","78","1021","2.78","125","4","0","-22.8215","-47.0694"
"136","2026-05-31 22:37:49","16.4","78","1020","2.74","122","2","0","-22.8215","-47.0694"
"137","2026-05-31 22:47:49","16.4","78","1020","2.74","122","2","0","-22.8215","-47.0694"
"138","2026-05-31 22:57:49","16.4","78","1020","2.74","122","2","0","-22.8215","-47.0694"
"139","2026-05-31 23:07:49","16.4","78","1021","2.74","122","2","0","-22.8215","-47.0694"
"140","2026-05-31 23:17:49","16.4","78","1021","2.74","122","2","0","-22.8215","-47.0694"
"141","2026-05-31 23:27:49","15.85","80","1021","2.74","122","2","0","-22.8215","-47.0694"
"142","2026-05-31 23:37:49","15.85","80","1021","2.74","122","2","0","-22.8215","-47.0694"
"143","2026-05-31 23:47:49","15.85","80","1021","2.12","128","1","0","-22.8215","-47.0694"
"144","2026-05-31 23:57:49","15.85","80","1021","2.12","128","1","0","-22.8215","-47.0694"
