"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-06-06 00:00:34","14.35","80.5","953.48","3800","","","","","-106","4","5","38726","1780714834196"
"2","2026-06-06 00:02:34","14.35","80.5","953.4200000000001","3800","","","","","-105","1.7999999523162842","5","38728","1780714954191"
"3","2026-06-06 00:03:34","14.36","80.5","953.4200000000001","3800","","","","","-104","2","5","38729","1780715014184"
"4","2026-06-06 00:04:34","14.33","81","953.36","3800","","","","","-103","2.5","5","38730","1780715074180"
"5","2026-06-06 00:05:34","14.34","80.5","953.34","3800","","","","","-105","1.2999999523162842","5","38731","1780715134157"
"6","2026-06-06 00:06:34","14.3","80.5","953.32","3800","","","","","-104","2.299999952316284","5","38732","1780715194178"
"7","2026-06-06 00:07:34","14.25","81","953.28","3800","","","","","-106","-1","5","38733","1780715254176"
"8","2026-06-06 00:08:34","14.2","81","953.3000000000001","3800","","","","","-103","3","5","38734","1780715314184"
"9","2026-06-06 00:09:34","14.15","81","953.3000000000001","3800","","","","","-106","4.300000190734863","5","38735","1780715374184"
"10","2026-06-06 00:10:34","14.13","81.5","953.24","3800","","","","","-104","2.799999952316284","5","38736","1780715434179"
"11","2026-06-06 00:11:34","14.13","81.5","953.24","3800","","","","","-106","4.5","5","38737","1780715494172"
"12","2026-06-06 00:12:34","14.15","81","953.1800000000001","3800","","","","","-109","-1","5","38738","1780715554180"
"13","2026-06-06 00:13:34","14.15","81","953.2","3800","","","","","-105","-3.299999952316284","5","38739","1780715614173"
"14","2026-06-06 00:14:34","14.08","81.5","953.16","3800","","","","","-107","-5.5","5","38740","1780715674173"
"15","2026-06-06 00:15:34","14.06","81","953.12","3800","","","","","-104","2","5","38741","1780715734187"
"16","2026-06-06 00:16:34","14.06","81.5","953.14","3800","","","","","-106","-2.299999952316284","5","38742","1780715794186"
"17","2026-06-06 00:17:34","14.07","81.5","953.1","3800","","","","","-104","1.7999999523162842","5","38743","1780715854178"
"18","2026-06-06 00:18:33","","","","","","","","","-109","-9.5","5","38744","1780715913852"
"19","2026-06-06 00:18:34","13.98","81.5","953.1","3800","","","","","-104","2","5","38744","1780715914136"
"20","2026-06-06 00:19:34","13.94","82","953.0600000000001","3800","","","","","-108","-6","5","38745","1780715974186"
"21","2026-06-06 00:20:33","","","","","","","","","-109","-7.800000190734863","5","38746","1780716033846"
"22","2026-06-06 00:20:34","13.88","82","953.0600000000001","3800","","","","","-106","3.5","5","38746","1780716034133"
"23","2026-06-06 00:21:34","13.84","82","953.0600000000001","3800","","","","","-102","4.800000190734863","5","38747","1780716094179"
"24","2026-06-06 00:22:34","13.77","82","953.02","3800","","","","","-106","-1.5","5","38748","1780716154171"
"25","2026-06-06 00:23:34","13.85","82","953.04","3800","","","","","-107","-2.5","5","38749","1780716214180"
"26","2026-06-06 00:24:34","13.78","82","953.04","3800","","","","","-106","-2.5","5","38750","1780716274180"
"27","2026-06-06 00:25:34","13.77","82","953.0600000000001","3800","","","","","-102","0.30000001192092896","5","38751","1780716334143"
"28","2026-06-06 00:26:34","13.93","82","953.08","3800","","","","","-106","-2.799999952316284","5","38752","1780716394139"
"29","2026-06-06 00:27:34","13.87","81.5","953.0600000000001","3800","","","","","-103","3.5","5","38753","1780716454176"
"30","2026-06-06 00:28:34","13.85","82","953.0600000000001","3800","","","","","-104","3.799999952316284","5","38754","1780716514175"
"31","2026-06-06 00:29:34","13.82","82","953","3800","","","","","-105","0.30000001192092896","5","38755","1780716574173"
"32","2026-06-06 00:30:34","13.88","81.5","953.04","3800","","","","","-108","0.5","5","38756","1780716634145"
"33","2026-06-06 00:31:34","13.94","81.5","953.0600000000001","3800","","","","","-106","2.299999952316284","5","38757","1780716694173"
"34","2026-06-06 00:32:34","13.91","81.5","953","3800","","","","","-103","3","5","38758","1780716754172"
"35","2026-06-06 00:33:34","13.9","81.5","953.04","3800","","","","","-106","3.799999952316284","5","38759","1780716814176"
"36","2026-06-06 00:34:34","13.82","81.5","953.04","3800","","","","","-105","3","5","38760","1780716874173"
"37","2026-06-06 00:35:34","13.74","81.5","953.02","3800","","","","","-104","1.2999999523162842","5","38761","1780716934173"
"38","2026-06-06 00:36:34","13.73","82","953.02","3800","","","","","-104","-1.5","5","38762","1780716994175"
"39","2026-06-06 00:37:34","13.7","82","953.04","3800","","","","","-105","-0.800000011920929","5","38763","1780717054182"
"40","2026-06-06 00:38:34","13.67","82.5","953.04","3800","","","","","-103","2.799999952316284","5","38764","1780717114172"
"41","2026-06-06 00:39:34","13.59","82.5","953.04","3800","","","","","-103","2.799999952316284","5","38765","1780717174167"
"42","2026-06-06 00:40:34","13.53","82.5","953.04","3800","","","","","-103","2.299999952316284","5","38766","1780717234174"
"43","2026-06-06 00:42:34","13.58","82.5","953.02","3800","","","","","-104","2","5","38768","1780717354142"
"44","2026-06-06 00:43:34","13.61","82.5","953.0600000000001","3800","","","","","-103","2.299999952316284","5","38769","1780717414176"
"45","2026-06-06 00:44:34","13.67","82","953.08","3800","","","","","-103","2.299999952316284","5","38770","1780717474177"
"46","2026-06-06 00:45:34","13.66","82","953.08","3800","","","","","-104","2","5","38771","1780717534169"
"47","2026-06-06 00:46:34","13.61","82","953.0600000000001","3800","","","","","-104","1.5","5","38772","1780717594177"
"48","2026-06-06 00:47:34","13.54","82","953.1","3800","","","","","-105","1","5","38773","1780717654175"
"49","2026-06-06 00:48:34","13.54","82","953.1","3800","","","","","-104","0.800000011920929","5","38774","1780717714177"
"50","2026-06-06 00:49:34","13.61","82","953.0600000000001","3800","","","","","-103","2.299999952316284","5","38775","1780717774176"
"51","2026-06-06 00:50:34","13.67","82","953.08","3800","","","","","-104","4.5","5","38776","1780717834140"
"52","2026-06-06 00:51:34","13.57","82","953.0600000000001","3800","","","","","-104","0","5","38777","1780717894169"
"53","2026-06-06 00:52:34","13.5","82","953.04","3800","","","","","-106","-2.799999952316284","5","38778","1780717954162"
"54","2026-06-06 00:53:34","13.45","82","953","3800","","","","","-103","0","5","38779","1780718014179"
"55","2026-06-06 00:54:34","13.41","82.5","953","3800","","","","","-104","1.2999999523162842","5","38780","1780718074173"
"56","2026-06-06 00:55:34","13.36","83","952.94","3800","","","","","-102","4.300000190734863","5","38781","1780718134178"
"57","2026-06-06 00:56:34","13.29","82.5","952.9200000000001","3800","","","","","-105","-0.30000001192092896","5","38782","1780718194169"
"58","2026-06-06 00:57:34","13.23","83","952.94","3800","","","","","-104","1.7999999523162842","5","38783","1780718254167"
"59","2026-06-06 00:58:34","13.2","83","952.9","3800","","","","","-104","2","5","38784","1780718314177"
"60","2026-06-06 00:59:34","13.16","83","952.9","3800","","","","","-104","2.299999952316284","5","38785","1780718374183"
"61","2026-06-06 01:01:34","13.17","83.5","952.9","3800","","","","","-103","0.5","5","38787","1780718494169"
"62","2026-06-06 01:02:33","","","","","","","","","-108","-8.5","5","38788","1780718553836"
"63","2026-06-06 01:02:34","13.13","83","952.9200000000001","3800","","","","","-104","1.2999999523162842","5","38788","1780718554130"
"64","2026-06-06 01:03:34","13.07","84","952.9200000000001","3800","","","","","-103","3","5","38789","1780718614180"
"65","2026-06-06 01:04:33","","","","","","","","","-110","-6.5","5","38790","1780718673835"
"66","2026-06-06 01:04:34","13.15","84","952.9200000000001","3780","","","","","-103","-1","5","38790","1780718674130"
"67","2026-06-06 01:05:34","13.14","83.5","952.96","3800","","","","","-104","0.800000011920929","5","38791","1780718734175"
"68","2026-06-06 01:06:34","13.09","83.5","952.96","3800","","","","","-104","2.299999952316284","5","38792","1780718794177"
"69","2026-06-06 01:07:34","13.06","84","952.94","3800","","","","","-104","1.5","5","38793","1780718854167"
"70","2026-06-06 01:08:34","13.09","83.5","952.98","3800","","","","","-105","2.299999952316284","5","38794","1780718914169"
"71","2026-06-06 01:09:34","13.13","84","952.98","3800","","","","","-104","2.5","5","38795","1780718974140"
"72","2026-06-06 01:10:34","13.12","84","952.96","3800","","","","","-104","1.2999999523162842","5","38796","1780719034176"
"73","2026-06-06 01:11:34","13.22","83.5","952.98","3800","","","","","-108","1.2999999523162842","5","38797","1780719094173"
"74","2026-06-06 01:12:34","13.44","83","952.96","3800","","","","","-105","1.2999999523162842","5","38798","1780719154204"
"75","2026-06-06 01:13:34","13.49","82","952.9","3800","","","","","-104","2","5","38799","1780719214178"
"76","2026-06-06 01:14:34","13.38","82.5","952.9200000000001","3800","","","","","-104","2","5","38800","1780719274165"
"77","2026-06-06 01:15:34","13.26","83.5","952.9","3800","","","","","-104","-0.800000011920929","5","38801","1780719334175"
"78","2026-06-06 01:16:34","13.18","83","952.94","3800","","","","","-104","2.299999952316284","5","38802","1780719394155"
"79","2026-06-06 01:17:34","13.1","83.5","952.9","3800","","","","","-104","1.7999999523162842","5","38803","1780719454171"
"80","2026-06-06 01:18:34","13.01","83.5","952.9","3800","","","","","-104","1.2999999523162842","5","38804","1780719514173"
"81","2026-06-06 01:19:34","12.98","84.5","952.88","3800","","","","","-104","1.2999999523162842","5","38805","1780719574126"
"82","2026-06-06 01:20:34","12.96","84.5","952.9","3800","","","","","-103","3","5","38806","1780719634173"
"83","2026-06-06 01:22:34","12.83","83.5","952.9","3800","","","","","-107","2.799999952316284","5","38808","1780719754172"
"84","2026-06-06 01:23:34","12.74","84.5","952.9200000000001","3780","","","","","-104","2.299999952316284","5","38809","1780719814163"
"85","2026-06-06 01:24:34","12.68","84.5","952.9200000000001","3800","","","","","-104","2","5","38810","1780719874167"
"86","2026-06-06 01:25:34","12.67","85.5","952.9200000000001","3800","","","","","-104","1.5","5","38811","1780719934166"
"87","2026-06-06 01:27:34","12.49","84.5","952.9","3800","","","","","-104","0.5","5","38813","1780720054166"
"88","2026-06-06 01:28:34","12.41","86","952.84","3800","","","","","-104","1.7999999523162842","5","38814","1780720114172"
"89","2026-06-06 01:29:34","12.38","86.5","952.9","3780","","","","","-104","2.5","5","38815","1780720174173"
"90","2026-06-06 01:30:34","12.3","86","952.88","3800","","","","","-105","1.2999999523162842","5","38816","1780720234172"
"91","2026-06-06 01:31:34","12.26","86.5","952.9","3800","","","","","-107","2","5","38817","1780720294132"
"92","2026-06-06 01:32:34","12.25","87","952.88","3800","","","","","-104","1","5","38818","1780720354166"
"93","2026-06-06 01:33:34","12.19","86.5","952.94","3800","","","","","-104","1.5","5","38819","1780720414165"
"94","2026-06-06 01:34:34","12.13","86.5","952.9200000000001","3800","","","","","-104","1.5","5","38820","1780720474168"
"95","2026-06-06 01:35:34","12.07","87","952.96","3800","","","","","-103","1.7999999523162842","5","38821","1780720534161"
"96","2026-06-06 01:36:34","12.02","87.5","952.96","3780","","","","","-104","-0.5","5","38822","1780720594169"
"97","2026-06-06 01:37:34","12","87.5","952.9200000000001","3800","","","","","-102","4","5","38823","1780720654167"
