"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"282","2026-06-06 07:47:28","15.98","67","948.5","3480","","-22.819021224975586","-47.05982208251953","641","-102","-1.5","0","12159","1780742848575"
"283","2026-06-06 07:47:38","15.98","67","948.5","3480","","-22.81910514831543","-47.05986404418945","640.9000000000001","-103","0.5","0","12160","1780742858561"
"284","2026-06-06 07:47:48","15.98","67","948.76","3480","","-22.81920051574707","-47.05989074707031","641.2","-101","2","0","12161","1780742868565"
"285","2026-06-06 07:47:58","15.98","67","949","3480","","-22.819299697875977","-47.05992126464844","640.2","-101","-1.5","0","12162","1780742878563"
"286","2026-06-06 07:48:08","15.98","67","948.86","3480","","-22.81939125061035","-47.059959411621094","640.2","-102","0.5","0","12163","1780742888570"
"287","2026-06-06 07:48:18","15.98","67","948.8000000000001","3480","","-22.819490432739258","-47.05998992919922","640","-96","3.299999952316284","0","12164","1780742898569"
"288","2026-06-06 07:48:28","15.98","66.5","949.04","3480","","-22.81959342956543","-47.060028076171875","638.9000000000001","-93","4.300000190734863","0","12165","1780742908567"
"289","2026-06-06 07:48:38","15.98","66.5","949.08","3480","","-22.81968879699707","-47.06007385253906","638","-98","4.5","0","12166","1780742918563"
"290","2026-06-06 07:48:48","15.97","66.5","949.14","3480","","-22.819787979125977","-47.06010818481445","636","-98","3.299999952316284","0","12167","1780742928595"
"291","2026-06-06 07:48:58","15.98","66.5","949.24","3480","","-22.819854736328125","-47.060176849365234","634.2","-102","1.2999999523162842","0","12168","1780742938580"
"292","2026-06-06 07:49:08","15.98","67","949.62","3480","","-22.81991958618164","-47.06025695800781","634.9000000000001","-103","1.5","0","12169","1780742948563"
"293","2026-06-06 07:49:18","15.97","66.5","949.38","3480","","-22.820022583007812","-47.06028366088867","637","-95","4","0","12170","1780742958580"
"294","2026-06-06 07:49:28","15.97","67","949.52","3480","","-22.82011604309082","-47.06028366088867","637.4000000000001","-99","1.7999999523162842","0","12171","1780742968567"
"295","2026-06-06 07:49:38","15.97","67","949.6","3480","","-22.820201873779297","-47.060333251953125","638.2","-94","-9.5","0","12172","1780742978573"
"296","2026-06-06 07:49:48","15.96","67","949.6800000000001","3480","","-22.820276260375977","-47.06035614013672","643.7","-97","0.800000011920929","0","12173","1780742988544"
"297","2026-06-06 07:49:58","15.96","67","949.8000000000001","3480","","-22.820404052734375","-47.060367584228516","636.2","-101","0.800000011920929","0","12174","1780742998572"
"298","2026-06-06 07:50:08","15.96","66.5","950.14","3480","","-22.82050895690918","-47.06039810180664","632.5","-103","-0.30000001192092896","0","12175","1780743008564"
"299","2026-06-06 07:50:28","15.95","66.5","950.02","3480","","-22.820697784423828","-47.06047821044922","628.5","-95","5.300000190734863","0","12177","1780743028573"
"300","2026-06-06 07:50:38","15.93","66.5","950.14","3480","","-22.8207950592041","-47.060516357421875","627.4000000000001","-101","1","0","12178","1780743038567"
"301","2026-06-06 07:50:48","15.92","66.5","950.1800000000001","3480","","-22.820892333984375","-47.06052780151367","624.7","-96","4","0","12179","1780743048533"
"302","2026-06-06 07:50:58","15.92","66.5","950.28","3480","","-22.820999145507812","-47.06052017211914","621.7","-85","6.5","0","12180","1780743058570"
"303","2026-06-06 07:51:08","15.91","66.5","950.32","3480","","-22.821054458618164","-47.06053924560547","620.7","-84","7.5","0","12181","1780743068575"
"304","2026-06-06 07:51:18","15.91","67","950.4","3480","","-22.821144104003906","-47.060577392578125","620.5","-83","5.5","0","12182","1780743078537"
"305","2026-06-06 07:51:28","15.9","67","950.46","3480","","-22.82122802734375","-47.060611724853516","619.4000000000001","-89","4.5","0","12183","1780743088570"
"306","2026-06-06 07:51:38","15.89","67","951.14","3480","","-22.821313858032227","-47.060638427734375","620.4000000000001","-88","3.5","0","12184","1780743098584"
"307","2026-06-06 07:51:48","15.89","67","950.54","3480","","-22.82139778137207","-47.06066131591797","620.2","-83","7","0","12185","1780743108565"
"308","2026-06-06 07:51:58","15.89","67","950.86","3480","","-22.82147979736328","-47.060691833496094","619.2","-87","5.5","0","12186","1780743118568"
"309","2026-06-06 07:52:08","15.89","67.5","950.66","3480","","-22.821563720703125","-47.06072998046875","617.4000000000001","-89","6","0","12187","1780743128571"
"310","2026-06-06 07:52:18","15.89","68","950.78","3480","","-22.821659088134766","-47.06075668334961","616.7","-86","6","0","12188","1780743138571"
"311","2026-06-06 07:52:28","15.89","68","950.86","3480","","-22.821746826171875","-47.06078338623047","615.7","-88","5.800000190734863","0","12189","1780743148580"
"312","2026-06-06 07:52:38","15.89","68","950.96","3480","","-22.82182502746582","-47.06081771850586","617.2","-96","4.300000190734863","0","12190","1780743158571"
"313","2026-06-06 07:52:48","15.9","68.5","951.1","3480","","-22.821901321411133","-47.060882568359375","618.4000000000001","-90","4.300000190734863","0","12191","1780743168568"
"314","2026-06-06 07:52:58","15.91","68.5","951.14","3480","","-22.821969985961914","-47.060943603515625","619.5","-88","5.300000190734863","0","12192","1780743178564"
"315","2026-06-06 07:53:08","15.93","69","951.34","3480","","-22.822006225585938","-47.06102752685547","618","-92","4","0","12193","1780743188588"
"316","2026-06-06 07:53:18","15.94","69.5","951.34","3480","","-22.822002410888672","-47.06111526489258","623.2","-84","6","0","12194","1780743198562"
"317","2026-06-06 07:53:28","15.95","70","951.48","3480","","-22.822010040283203","-47.061256408691406","625.5","-93","5","0","12195","1780743208554"
"318","2026-06-06 07:53:38","15.98","70.5","951.66","3480","","-22.822036743164062","-47.061363220214844","624.2","-98","5.5","0","12196","1780743218568"
"319","2026-06-06 07:53:48","16.02","71","951.8000000000001","3480","","-22.82209014892578","-47.06147384643555","619.4000000000001","-90","5","0","12197","1780743228567"
"320","2026-06-06 07:53:58","16.05","71","951.9","3480","","-22.822134017944336","-47.06156539916992","618.7","-89","4.5","0","12198","1780743238564"
"321","2026-06-06 07:54:08","16.08","71.5","951.98","3480","","-22.822227478027344","-47.06167984008789","616.4000000000001","-93","3.5","0","12199","1780743248562"
"322","2026-06-06 07:54:18","16.12","71.5","952.14","3460","","-22.822290420532227","-47.06174850463867","618.7","-93","0.5","0","12200","1780743258559"
"323","2026-06-06 07:54:28","16.14","71","952.4200000000001","3480","","-22.82242202758789","-47.061763763427734","613","-96","2.5","0","12201","1780743268573"
"324","2026-06-06 07:54:38","16.17","70.5","952.36","3480","","-22.82254409790039","-47.0617790222168","610","-100","1.2999999523162842","0","12202","1780743278562"
"325","2026-06-06 07:54:48","16.18","70","952.3000000000001","3460","","-22.822643280029297","-47.061790466308594","606.2","-101","1.5","0","12203","1780743288564"
"326","2026-06-06 07:54:58","16.2","70","952.84","3460","","-22.822738647460938","-47.06181335449219","605.4","-94","4.300000190734863","0","12204","1780743298570"
"327","2026-06-06 07:55:08","16.21","70","952.4200000000001","3460","","-22.82282066345215","-47.06184387207031","605.2","-100","1.5","0","12205","1780743308575"
"328","2026-06-06 07:55:18","16.23","69.5","952.46","3480","","-22.82288932800293","-47.0618782043457","606.2","-99","2.5","0","12206","1780743318568"
"329","2026-06-06 07:55:28","16.24","69.5","952.6800000000001","3460","","-22.822959899902344","-47.06190490722656","605.7","-97","3.5","0","12207","1780743328567"
"330","2026-06-06 07:55:38","16.25","69.5","952.44","3460","","-22.823026657104492","-47.06193161010742","606.2","-104","3","0","12208","1780743338566"
"331","2026-06-06 07:55:48","16.26","69.5","952.44","3480","","-22.823108673095703","-47.06196975708008","605.5","-101","-0.800000011920929","0","12209","1780743348572"
"332","2026-06-06 07:55:58","16.26","69","952.6","3460","","-22.82318687438965","-47.06199645996094","606.2","-103","-0.800000011920929","0","12210","1780743358571"
"333","2026-06-06 07:56:08","16.27","69","952.64","3460","","-22.82324981689453","-47.06204605102539","607.7","-104","-2.299999952316284","0","12211","1780743368564"
"334","2026-06-06 07:56:18","16.27","69","952.66","3480","","-22.823348999023438","-47.062068939208984","606.2","-96","4","0","12212","1780743378571"
"335","2026-06-06 07:56:28","16.27","68.5","952.6","3460","","-22.823434829711914","-47.062049865722656","607.7","-105","-4.800000190734863","0","12213","1780743388566"
"336","2026-06-06 07:56:38","16.28","68.5","952.6","3460","","-22.823530197143555","-47.06207275390625","608.2","-107","-2.799999952316284","0","12214","1780743398557"
"337","2026-06-06 07:56:48","16.28","68.5","952.5","3460","","-22.823631286621094","-47.062095642089844","607.5","-103","-2","0","12215","1780743408567"
"338","2026-06-06 07:56:58","16.28","68.5","952.54","3480","","-22.82366371154785","-47.06206512451172","610","-100","1.7999999523162842","0","12216","1780743418556"
"339","2026-06-06 07:57:08","16.28","68.5","952.6800000000001","3480","","-22.82370948791504","-47.06199645996094","612.5","-101","2","0","12217","1780743428561"
"340","2026-06-06 07:57:18","16.28","68.5","952.36","3460","","-22.8237361907959","-47.061946868896484","618","-103","-1.7999999523162842","0","12218","1780743438565"
"341","2026-06-06 07:57:28","16.28","68.5","952.5","3460","","-22.823781967163086","-47.06187438964844","619.2","-102","-2.299999952316284","0","12219","1780743448566"
"342","2026-06-06 07:57:38","16.28","68.5","952.5","3460","","-22.823822021484375","-47.061771392822266","612","-105","-3.5","0","12220","1780743458557"
"343","2026-06-06 07:57:48","16.28","68.5","952.36","3480","","-22.823795318603516","-47.06169891357422","613.2","-94","4.800000190734863","0","12221","1780743468578"
"344","2026-06-06 07:57:58","16.28","68.5","952.02","3460","","-22.823747634887695","-47.06163787841797","610.2","-93","5.5","0","12222","1780743478571"
"345","2026-06-06 07:58:08","16.28","68","952.08","3460","","-22.823741912841797","-47.061546325683594","610","-105","-1","0","12223","1780743488575"
"346","2026-06-06 07:58:18","16.29","68.5","952.02","3460","","-22.8237247467041","-47.06146240234375","609.7","-101","0","0","12224","1780743498564"
"347","2026-06-06 07:58:28","16.29","68","951.9200000000001","3460","","-22.82367706298828","-47.06138229370117","613.9","-105","-4.800000190734863","0","12225","1780743508569"
"348","2026-06-06 07:58:38","16.29","68","951.9200000000001","3460","","-22.82361602783203","-47.06129837036133","615","-98","2.5","0","12226","1780743518566"
"349","2026-06-06 07:58:48","16.29","68","951.82","3460","","-22.823583602905273","-47.06123352050781","618","-101","0.30000001192092896","0","12227","1780743528543"
"350","2026-06-06 07:58:58","16.29","68","951.88","3460","","-22.823564529418945","-47.061153411865234","619.5","-97","2.799999952316284","0","12228","1780743538572"
"351","2026-06-06 07:59:08","16.29","68","952.22","3480","","-22.823522567749023","-47.06105041503906","618.4000000000001","-105","2.299999952316284","0","12229","1780743548563"
"352","2026-06-06 07:59:18","16.29","68","951.78","3460","","-22.8234920501709","-47.06095504760742","619","-100","0.800000011920929","0","12230","1780743558564"
"353","2026-06-06 07:59:28","16.29","68","951.84","3460","","-22.823457717895508","-47.06085968017578","618.7","-105","-9.300000190734863","0","12231","1780743568526"
"354","2026-06-06 07:59:38","16.29","67.5","951.6800000000001","3460","","-22.823427200317383","-47.060760498046875","619.5","-96","3.5","0","12232","1780743578551"
"355","2026-06-06 07:59:48","16.28","67.5","951.6","3460","","-22.823415756225586","-47.06068801879883","620.7","-94","4","0","12233","1780743588534"
"356","2026-06-06 07:59:58","16.28","67.5","951.84","3460","","-22.823379516601562","-47.06062316894531","618.5","-97","4.300000190734863","0","12234","1780743598557"
"357","2026-06-06 08:00:08","16.28","67.5","951.64","3480","","-22.823331832885742","-47.06053161621094","617.5","-101","-1","0","12235","1780743608563"
"358","2026-06-06 08:00:18","16.28","68","951.5","3460","","-22.82330322265625","-47.060420989990234","615.5","-101","1.5","0","12236","1780743618568"
"359","2026-06-06 08:00:28","16.27","67.5","951.46","3460","","-22.823305130004883","-47.060333251953125","621.2","-99","1.5","0","12237","1780743628559"
"360","2026-06-06 08:00:38","16.27","67.5","951.5","3460","","-22.823335647583008","-47.06028747558594","622.5","-93","5.5","0","12238","1780743638572"
"361","2026-06-06 08:00:48","16.26","67.5","951.28","3460","","-22.82341766357422","-47.06028747558594","624.2","-97","2.5","0","12239","1780743648535"
"362","2026-06-06 08:00:58","16.26","67.5","951.16","3460","","-22.8234806060791","-47.06025314331055","626.5","-101","-0.30000001192092896","0","12240","1780743658571"
"363","2026-06-06 08:01:08","16.25","67.5","951.14","3460","","-22.82354164123535","-47.06023025512695","628.5","-105","-2.5","0","12241","1780743668571"
"364","2026-06-06 08:01:18","16.25","67","951.04","3460","","-22.823543548583984","-47.060142517089844","628.7","-100","1.5","0","12242","1780743678571"
"365","2026-06-06 08:01:28","16.24","66.5","951.0600000000001","3460","","-22.823516845703125","-47.060089111328125","624","-104","-11.5","0","12243","1780743688571"
"366","2026-06-06 08:01:38","16.23","66.5","951.0600000000001","3460","","-22.82349967956543","-47.06007766723633","622.5","-99","2","0","12244","1780743698573"
"367","2026-06-06 08:01:48","16.23","67","950.94","3460","","-22.82355308532715","-47.060096740722656","623.9000000000001","-88","7.300000190734863","0","12245","1780743708573"
"368","2026-06-06 08:01:58","16.22","67","950.8000000000001","3460","","-22.82362174987793","-47.06008529663086","628","-100","-1.2999999523162842","0","12246","1780743718568"
"369","2026-06-06 08:02:08","16.22","67","950.8000000000001","3460","","-22.823694229125977","-47.0600700378418","636","-93","5","0","12247","1780743728564"
"370","2026-06-06 08:02:28","16.21","67","950.6800000000001","3460","","-22.823820114135742","-47.059967041015625","635.2","-99","3.5","0","12249","1780743748564"
"371","2026-06-06 08:02:38","16.22","67.5","950.44","3460","","-22.823902130126953","-47.05992126464844","637","-98","2","0","12250","1780743758565"
"372","2026-06-06 08:02:58","16.22","67.5","950.16","3460","","-22.82407569885254","-47.05984115600586","636.5","-96","4.5","0","12252","1780743778576"
"373","2026-06-06 08:03:08","16.21","67.5","950.46","3460","","-22.82413673400879","-47.05988311767578","639.4000000000001","-105","-2.799999952316284","0","12253","1780743788564"
"374","2026-06-06 08:03:18","16.22","68","950.08","3460","","-22.82421112060547","-47.0598258972168","641.2","-96","3.799999952316284","0","12254","1780743798565"
"375","2026-06-06 08:03:28","16.22","67.5","950.08","3460","","-22.82428741455078","-47.059814453125","634","-96","4.5","0","12255","1780743808572"
"376","2026-06-06 08:03:38","16.21","67.5","950.02","3460","","-22.824296951293945","-47.059810638427734","633.7","-98","3.799999952316284","0","12256","1780743818572"
"377","2026-06-06 08:03:48","16.22","68","950.08","3460","","-22.824220657348633","-47.05978775024414","629.7","-99","2.299999952316284","0","12257","1780743828570"
"378","2026-06-06 08:03:58","16.22","68","950.1","3460","","-22.82415199279785","-47.059791564941406","638.5","-98","1.5","0","12258","1780743838567"
"379","2026-06-06 08:04:08","16.24","69","951.04","3460","","-22.82406997680664","-47.059791564941406","651","-101","-1.5","0","12259","1780743848575"
"380","2026-06-06 08:04:18","16.26","70","951.66","3460","","-22.823978424072266","-47.059814453125","652","-100","2","0","12260","1780743858569"
"381","2026-06-06 08:04:28","16.29","71","950.46","3460","","-22.82388687133789","-47.05986404418945","639","-103","-0.800000011920929","0","12261","1780743868567"
"382","2026-06-06 08:04:38","16.32","71.5","950.64","3460","","-22.82377815246582","-47.05990219116211","638","-100","0.800000011920929","0","12262","1780743878570"
"383","2026-06-06 08:04:48","16.37","71.5","950.76","3460","","-22.823699951171875","-47.05992889404297","637.9000000000001","-101","1.2999999523162842","0","12263","1780743888574"
"384","2026-06-06 08:04:58","16.39","71","950.94","3460","","-22.82362937927246","-47.060001373291016","634.2","-103","-2.5","0","12264","1780743898573"
"385","2026-06-06 08:05:08","16.44","70.5","951.16","3460","","-22.823518753051758","-47.06005096435547","635.5","-103","0","0","12265","1780743908568"
"386","2026-06-06 08:05:18","16.47","70","951.54","3460","","-22.823440551757812","-47.06011962890625","630.7","-104","-2.299999952316284","0","12266","1780743918564"
"387","2026-06-06 08:05:28","16.49","69.5","951.38","3460","","-22.82332420349121","-47.060176849365234","627.7","-100","1.5","0","12267","1780743928583"
"388","2026-06-06 08:05:38","16.51","69.5","951.5600000000001","3460","","-22.823251724243164","-47.060218811035156","633.5","-101","1","0","12268","1780743938572"
"389","2026-06-06 08:05:48","16.53","69","951.48","3460","","-22.823223114013672","-47.0602912902832","637.7","-97","3.299999952316284","0","12269","1780743948570"
"390","2026-06-06 08:05:58","16.53","69","951.64","3460","","-22.82323455810547","-47.06037521362305","642.5","-102","0.5","0","12270","1780743958567"
"391","2026-06-06 08:06:08","16.54","69","951.64","3460","","-22.823230743408203","-47.060455322265625","635","-98","2","0","12271","1780743968571"
"392","2026-06-06 08:06:18","16.55","68.5","951.7","3460","","-22.823244094848633","-47.06059646606445","626.2","-103","-3.5","0","12272","1780743978572"
"393","2026-06-06 08:06:28","16.55","68.5","951.72","3440","","-22.82335090637207","-47.06074905395508","628","-99","2.799999952316284","0","12273","1780743988575"
"394","2026-06-06 08:06:38","16.56","68","951.72","3440","","-22.82340431213379","-47.06085968017578","620.5","-100","1.2999999523162842","0","12274","1780743998568"
"395","2026-06-06 08:06:58","16.57","68.5","951.88","3460","","-22.82347297668457","-47.06102752685547","631.7","-101","-0.30000001192092896","0","12276","1780744018571"
"396","2026-06-06 08:07:08","16.57","68","951.86","3440","","-22.823505401611328","-47.06113052368164","640.4000000000001","-104","-3","0","12277","1780744028570"
"397","2026-06-06 08:07:18","16.57","68","952.02","3460","","-22.82354736328125","-47.06121826171875","636","-103","-1","0","12278","1780744038568"
"398","2026-06-06 08:07:28","16.56","67.5","951.98","3440","","-22.823585510253906","-47.061309814453125","636","-102","-0.30000001192092896","0","12279","1780744048564"
"399","2026-06-06 08:07:38","16.56","67.5","952","3460","","-22.82361602783203","-47.061424255371094","628.7","-103","-0.30000001192092896","0","12280","1780744058566"
"400","2026-06-06 08:07:48","16.55","67.5","952.08","3460","","-22.823671340942383","-47.061546325683594","620.7","-100","2.799999952316284","0","12281","1780744068572"
"401","2026-06-06 08:07:58","16.55","67.5","952","3460","","-22.823701858520508","-47.061649322509766","614.2","-101","0.800000011920929","0","12282","1780744078565"
"402","2026-06-06 08:08:08","16.55","67.5","952.2","3460","","-22.823711395263672","-47.061771392822266","609.7","-103","0.5","0","12283","1780744088559"
"403","2026-06-06 08:08:18","16.55","68","952.3000000000001","3460","","-22.823671340942383","-47.06184387207031","611.2","-100","0.5","0","12284","1780744098583"
"404","2026-06-06 08:08:28","16.55","67.5","952.66","3460","","-22.82362174987793","-47.0619010925293","610.9","-104","-0.800000011920929","0","12285","1780744108570"
"405","2026-06-06 08:08:38","16.54","67.5","952.5600000000001","3460","","-22.82356834411621","-47.06196594238281","618.2","-100","1.2999999523162842","0","12286","1780744118566"
"406","2026-06-06 08:08:48","16.53","67.5","952.54","3460","","-22.82349395751953","-47.06201171875","624.7","-104","-5","0","12287","1780744128570"
"407","2026-06-06 08:08:58","16.52","67.5","952.4200000000001","3460","","-22.82347297668457","-47.06211471557617","628.9000000000001","-104","-3.299999952316284","0","12288","1780744138571"
"408","2026-06-06 08:09:08","16.52","68","952.78","3460","","-22.823501586914062","-47.06222152709961","638.5","-101","0.800000011920929","0","12289","1780744148571"
"409","2026-06-06 08:09:18","16.53","68.5","952.7","3460","","-22.823524475097656","-47.06233215332031","632.9000000000001","-103","-1.7999999523162842","0","12290","1780744158563"
"410","2026-06-06 08:09:28","16.53","69.5","952.5","3460","","-22.82356071472168","-47.06240463256836","640","-104","-4","0","12291","1780744168564"
"411","2026-06-06 08:09:38","16.54","70","952.54","3460","","-22.82360076904297","-47.06250762939453","647.4000000000001","-105","-3","0","12292","1780744178563"
"412","2026-06-06 08:09:48","16.55","70","952.5600000000001","3460","","-22.823631286621094","-47.06261444091797","647.2","-105","-4","0","12293","1780744188570"
"413","2026-06-06 08:09:58","16.58","70.5","952.66","3460","","-22.82369613647461","-47.06270217895508","639.9000000000001","-98","3.299999952316284","0","12294","1780744198572"
"414","2026-06-06 08:10:08","16.59","71","952.7","3460","","-22.82375144958496","-47.06278610229492","636.7","-98","4.800000190734863","0","12295","1780744208545"
"415","2026-06-06 08:10:18","16.61","70.5","952.46","3440","","-22.823762893676758","-47.062896728515625","637.7","-101","-1","0","12296","1780744218568"
"416","2026-06-06 08:10:28","16.62","70","952.52","3460","","-22.823774337768555","-47.063026428222656","645.4000000000001","-99","4.5","0","12297","1780744228563"
"417","2026-06-06 08:10:38","16.63","69.5","952.34","3460","","-22.8238468170166","-47.063079833984375","656.5","-96","3.5","0","12298","1780744238562"
"418","2026-06-06 08:10:48","16.65","69.5","952.28","3460","","-22.82392120361328","-47.06315231323242","654.2","-98","-1","0","12299","1780744248574"
"419","2026-06-06 08:10:58","16.66","69","952.2","3440","","-22.823951721191406","-47.063262939453125","655.7","-103","0.30000001192092896","0","12300","1780744258562"
"420","2026-06-06 08:11:08","16.67","68.5","952.1800000000001","3460","","-22.82398796081543","-47.06336975097656","648","-106","-5.800000190734863","0","12301","1780744268569"
"421","2026-06-06 08:11:18","16.69","69","951.98","3460","","-22.824003219604492","-47.06351852416992","636.4000000000001","-105","-3.799999952316284","0","12302","1780744278564"
"422","2026-06-06 08:11:28","16.7","68.5","951.84","3440","","-22.824007034301758","-47.06364059448242","622","-102","0.800000011920929","0","12303","1780744288571"
"423","2026-06-06 08:11:38","16.71","69","951.7","3440","","-22.824047088623047","-47.063743591308594","622.4000000000001","-105","-2.5","0","12304","1780744298564"
"424","2026-06-06 08:11:48","16.73","69.5","951.84","3440","","-22.82410430908203","-47.06383514404297","621.7","-100","2","0","12305","1780744308568"
"425","2026-06-06 08:11:58","16.75","70.5","951.62","3460","","-22.824159622192383","-47.06391525268555","619.5","-100","0.5","0","12306","1780744318573"
"426","2026-06-06 08:12:08","16.78","71","951.58","3440","","-22.824180603027344","-47.063995361328125","621.5","-92","5","0","12307","1780744328563"
"427","2026-06-06 08:12:18","16.81","72","951.82","3440","","-22.82419204711914","-47.0640869140625","624","-97","4","0","12308","1780744338567"
"428","2026-06-06 08:12:28","16.84","72.5","951.62","3440","","-22.824222564697266","-47.06419372558594","624.7","-92","4.5","0","12309","1780744348565"
"429","2026-06-06 08:12:38","16.88","73","951.32","3440","","-22.82427406311035","-47.064292907714844","621","-90","5.300000190734863","0","12310","1780744358579"
"430","2026-06-06 08:12:48","16.92","73","951.3000000000001","3440","","-22.824304580688477","-47.064395904541016","622.7","-97","2.299999952316284","0","12311","1780744368578"
"431","2026-06-06 08:12:58","16.96","72.5","951.26","3460","","-22.82434844970703","-47.06449890136719","622","-96","3.299999952316284","0","12312","1780744378568"
"432","2026-06-06 08:13:08","16.99","72.5","951.4","3440","","-22.82439422607422","-47.064605712890625","621.5","-98","-6.5","0","12313","1780744388566"
"433","2026-06-06 08:13:18","17.03","72.5","951.2","3460","","-22.824424743652344","-47.06470489501953","618.4000000000001","-99","1.2999999523162842","0","12314","1780744398568"
"434","2026-06-06 08:13:28","17.07","73","951.26","3440","","-22.82445526123047","-47.06480026245117","617.9000000000001","-95","4.5","0","12315","1780744408569"
"435","2026-06-06 08:13:38","17.11","73","951.72","3440","","-22.824514389038086","-47.06487274169922","616.9000000000001","-103","0","0","12316","1780744418576"
"436","2026-06-06 08:13:48","17.15","73","951.16","3460","","-22.82455825805664","-47.06494903564453","618","-97","2.5","0","12317","1780744428571"
"437","2026-06-06 08:13:58","17.19","73","951.22","3440","","-22.824604034423828","-47.065032958984375","618.5","-101","0.800000011920929","0","12318","1780744438568"
"438","2026-06-06 08:14:08","17.22","73","951.02","3460","","-22.824642181396484","-47.06511688232422","619.9000000000001","-99","1.2999999523162842","0","12319","1780744448562"
"439","2026-06-06 08:14:18","17.26","72.5","951.12","3460","","-22.82467269897461","-47.06520462036133","618.5","-95","-5.300000190734863","0","12320","1780744458572"
"440","2026-06-06 08:14:28","17.3","72.5","951","3460","","-22.824735641479492","-47.06529235839844","617.4000000000001","-92","4.800000190734863","0","12321","1780744468567"
"441","2026-06-06 08:14:38","17.33","72","950.98","3440","","-22.82477569580078","-47.065391540527344","615.2","-96","4.300000190734863","0","12322","1780744478556"
"442","2026-06-06 08:14:48","17.36","72","950.98","3440","","-22.824813842773438","-47.06546401977539","617.9000000000001","-100","1.2999999523162842","0","12323","1780744488574"
"443","2026-06-06 08:14:58","17.4","71.5","951.02","3460","","-22.8248348236084","-47.0655403137207","619.2","-94","4.800000190734863","0","12324","1780744498571"
"444","2026-06-06 08:15:08","17.43","71.5","951.04","3440","","-22.824838638305664","-47.06553268432617","618.2","-91","4.5","0","12325","1780744508573"
"445","2026-06-06 08:15:18","17.45","71","951.0600000000001","3440","","-22.824846267700195","-47.06552505493164","618.5","-91","4.800000190734863","0","12326","1780744518547"
"446","2026-06-06 08:15:28","17.48","70.5","951.04","3440","","-22.824838638305664","-47.06552505493164","621.9000000000001","-90","4.300000190734863","0","12327","1780744528566"
"447","2026-06-06 08:15:38","17.49","70.5","951.0600000000001","3440","","-22.824831008911133","-47.06552505493164","620.4000000000001","-91","5.5","0","12328","1780744538571"
"448","2026-06-06 08:15:48","17.51","70","951.02","3440","","-22.824832916259766","-47.06554412841797","620.7","-91","5.800000190734863","0","12329","1780744548545"
"449","2026-06-06 08:15:58","17.52","70","951.04","3440","","-22.824840545654297","-47.0655517578125","619","-91","5","0","12330","1780744558574"
"450","2026-06-06 08:16:08","17.54","69","951","3440","","-22.824859619140625","-47.06558609008789","619","-100","2.299999952316284","0","12331","1780744568572"
"451","2026-06-06 08:16:18","17.55","69","950.94","3440","","-22.824878692626953","-47.0656852722168","617.4000000000001","-93","0.5","0","12332","1780744578575"
"452","2026-06-06 08:16:28","17.56","69","950.94","3440","","-22.824905395507812","-47.06576156616211","619.7","-92","5.300000190734863","0","12333","1780744588566"
"453","2026-06-06 08:16:38","17.58","69.5","950.9200000000001","3440","","-22.82493782043457","-47.06586456298828","619.5","-91","4.800000190734863","0","12334","1780744598566"
"454","2026-06-06 08:16:48","17.59","69.5","950.94","3440","","-22.825010299682617","-47.065956115722656","617.7","-85","5.800000190734863","0","12335","1780744608574"
"455","2026-06-06 08:16:58","17.6","70","950.94","3460","","-22.825050354003906","-47.0660285949707","616.9000000000001","-92","4.800000190734863","0","12336","1780744618571"
"456","2026-06-06 08:17:08","17.61","70","950.86","3460","","-22.82509422302246","-47.06611633300781","617.5","-94","4.800000190734863","0","12337","1780744628577"
"457","2026-06-06 08:17:18","17.63","70","950.88","3440","","-22.825115203857422","-47.0661735534668","627","-97","3","0","12338","1780744638567"
"458","2026-06-06 08:17:28","17.64","69.5","951.02","3440","","-22.82511329650879","-47.066280364990234","626.4000000000001","-92","4.800000190734863","0","12339","1780744648572"
"459","2026-06-06 08:17:38","17.65","69","950.96","3460","","-22.825101852416992","-47.066410064697266","634","-92","5.5","0","12340","1780744658547"
"460","2026-06-06 08:17:48","17.66","68.5","951","3440","","-22.825143814086914","-47.06652069091797","633.7","-84","6.300000190734863","0","12341","1780744668567"
"461","2026-06-06 08:17:58","17.67","68.5","950.88","3460","","-22.825210571289062","-47.06656265258789","633.2","-93","5","0","12342","1780744678565"
"462","2026-06-06 08:18:08","17.68","68","951.04","3440","","-22.82530975341797","-47.06655502319336","629.7","-91","6.800000190734863","0","12343","1780744688603"
"463","2026-06-06 08:18:18","17.67","68","950.98","3460","","-22.825462341308594","-47.066566467285156","615.7","-85","6.5","0","12344","1780744698571"
"464","2026-06-06 08:18:28","17.68","68","951.04","3460","","-22.82556915283203","-47.0665397644043","618.4000000000001","-99","2","0","12345","1780744708573"
"465","2026-06-06 08:18:38","17.69","67.5","950.82","3460","","-22.825672149658203","-47.06653594970703","620.5","-97","4.300000190734863","0","12346","1780744718610"
"466","2026-06-06 08:18:48","17.69","67","951.12","3440","","-22.82573699951172","-47.06658935546875","622.7","-98","3","0","12347","1780744728583"
