"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"48","2026-06-06 07:46:08","23.66","40.5","951.7","3660","","-22.822141647338867","-47.06564712524414","614.4000000000001","-93","13","5","19072","1780742768774"
"49","2026-06-06 07:56:08","25.94","38.5","951.84","3680","","-22.822105407714844","-47.065650939941406","617.5","-93","12.5","5","19073","1780743368781"
"50","2026-06-06 08:06:08","28.04","36","951.78","3660","","-22.8221435546875","-47.06565856933594","610.2","-93","12.800000190734863","5","19074","1780743968791"
"51","2026-06-06 08:16:08","28.82","36","951.84","3660","","-22.822118759155273","-47.065643310546875","620.7","-95","12","5","19075","1780744568779"
"52","2026-06-06 08:26:08","21.28","52","952.02","3660","","-22.822046279907227","-47.06562805175781","636","-93","12.300000190734863","5","19076","1780745168783"
"53","2026-06-06 08:36:08","19.86","54.5","952.1","3640","","-22.822097778320312","-47.06564712524414","621.4000000000001","-94","12.300000190734863","5","19077","1780745768784"
"54","2026-06-06 08:46:08","18.58","58","952.1800000000001","3640","","-22.822153091430664","-47.065650939941406","614.5","-94","12.300000190734863","5","19078","1780746368782"
"55","2026-06-06 08:56:08","18.15","59","952.22","3620","","-22.82210922241211","-47.06560516357422","625","-92","12.5","5","19079","1780746968780"
"56","2026-06-06 09:06:08","18.21","58.5","952.1","3640","","-22.82208251953125","-47.065650939941406","614.2","-95","11.800000190734863","5","19080","1780747568828"
"57","2026-06-06 09:16:08","18.34","58","952.1","3640","","-22.82209014892578","-47.06565475463867","614.5","-93","12.300000190734863","5","19081","1780748168796"
"58","2026-06-06 09:26:08","18.71","57.5","952.26","3660","","-22.82211685180664","-47.06564712524414","618.2","-94","12.300000190734863","5","19082","1780748768780"
"59","2026-06-06 09:36:08","19.02","57","952.3000000000001","3640","","-22.8221378326416","-47.06566619873047","615.4000000000001","-93","12.5","5","19083","1780749368824"
"60","2026-06-06 09:46:08","19.92","55","952.26","3640","","-22.822145462036133","-47.06566619873047","622.4000000000001","-97","11.300000190734863","5","19084","1780749968786"
"61","2026-06-06 09:56:08","21.13","52.5","952.16","3660","","-22.82212257385254","-47.06564712524414","614.7","-93","12.800000190734863","5","19085","1780750568816"
"62","2026-06-06 10:06:08","21.07","53","952.04","3620","","-22.822113037109375","-47.065673828125","607","-93","12.300000190734863","5","19086","1780751168822"
"63","2026-06-06 10:16:08","20.63","55","951.88","3620","","-22.822118759155273","-47.065670013427734","604","-101","8.800000190734863","5","19087","1780751768816"
"64","2026-06-06 10:26:08","21.46","53.5","951.74","3640","","-22.822154998779297","-47.06568145751953","607","-93","12","5","19088","1780752368817"
"65","2026-06-06 10:36:08","21.88","53","951.66","3640","","-22.82210922241211","-47.065673828125","610.2","-95","11.5","5","19089","1780752968817"
"66","2026-06-06 10:46:08","23.33","50","951.6","3620","","-22.82217025756836","-47.06568145751953","605.2","-98","11","5","19090","1780753568788"
"67","2026-06-06 10:56:08","23.44","51","951.54","3640","","-22.82215118408203","-47.06566619873047","612.4","-98","11","5","19091","1780754168824"
"68","2026-06-06 11:06:08","30.08","38.5","951.36","3740","","-22.82216453552246","-47.065711975097656","609","-95","12","5","19092","1780754768824"
"69","2026-06-06 11:16:08","34.56","33","951.12","3800","","-22.82215118408203","-47.06565475463867","617","-108","2.299999952316284","5","19093","1780755368813"
"70","2026-06-06 11:26:08","35.42","33.5","951.04","3840","","-22.82213592529297","-47.0656623840332","613","-96","12","5","19094","1780755968824"
"71","2026-06-06 11:36:08","36.15","33.5","950.96","3880","","-22.822168350219727","-47.06566619873047","610.2","-99","10.300000190734863","5","19095","1780756568822"
"72","2026-06-06 11:46:08","36.83","34","950.82","3860","","-22.822134017944336","-47.06568145751953","609.4","-98","10.300000190734863","5","19096","1780757168816"
"73","2026-06-06 11:56:08","37.41","34","950.66","3920","","-22.822158813476562","-47.06562805175781","623.7","-96","11.5","5","19097","1780757768804"
"74","2026-06-06 12:06:08","36.89","35.5","950.5","3920","","-22.822162628173828","-47.06566619873047","614.7","-111","-0.800000011920929","5","19098","1780758368814"
"75","2026-06-06 12:16:08","36.94","36.5","950.3000000000001","3940","","-22.822118759155273","-47.06563186645508","617","-108","2.799999952316284","5","19099","1780758968851"
"76","2026-06-06 12:26:08","37.01","37","950.1","3960","","-22.82215118408203","-47.065677642822266","611.2","-95","12","5","19100","1780759568823"
"77","2026-06-06 12:36:08","36.44","38.5","949.9200000000001","3980","","-22.8221435546875","-47.065650939941406","609","-97","11","5","19101","1780760168812"
"78","2026-06-06 12:46:08","35.78","40.5","949.74","3960","","-22.822078704833984","-47.065696716308594","629.7","-104","6.800000190734863","5","19102","1780760768818"
"79","2026-06-06 12:56:08","35.02","42","949.64","3960","","-22.82213592529297","-47.0656623840332","617","-94","12.300000190734863","5","19103","1780761368813"
"80","2026-06-06 13:06:08","34.84","42.5","949.48","3940","","-22.82210350036621","-47.0656852722168","616.5","-100","9.800000190734863","5","19104","1780761968825"
"81","2026-06-06 13:16:08","33.57","45.5","949.32","3980","","-22.82217025756836","-47.06568908691406","617.2","-101","9","5","19105","1780762568823"
"82","2026-06-06 13:26:08","33.54","45.5","949.16","3980","","-22.822166442871094","-47.0656623840332","605.7","-100","9.300000190734863","5","19106","1780763168824"
"83","2026-06-06 13:36:08","33.03","47","949.12","3960","","-22.822126388549805","-47.06563949584961","619","-100","9.300000190734863","5","19107","1780763768822"
"84","2026-06-06 13:46:08","32.76","47.5","948.9200000000001","3940","","-22.822160720825195","-47.065670013427734","606.7","-109","1","5","19108","1780764368828"
"85","2026-06-06 13:56:08","32.35","48.5","948.86","3980","","-22.822114944458008","-47.065650939941406","612.5","-92","13","5","19109","1780764968813"
"86","2026-06-06 14:06:08","32.37","48.5","948.78","4000","","-22.82217788696289","-47.065650939941406","619","-102","8.5","5","19110","1780765568814"
"87","2026-06-06 14:16:08","32.54","48","948.7","4000","","-22.822132110595703","-47.065650939941406","599.7","-96","11","5","19111","1780766168817"
"88","2026-06-06 14:26:08","32.31","48.5","948.6","4000","","-22.8221378326416","-47.0656852722168","610.5","-94","12.300000190734863","5","19112","1780766768806"
"89","2026-06-06 14:36:08","33","47.5","948.6","3980","","-22.8221378326416","-47.065643310546875","607","-92","12.5","5","19113","1780767368824"
"90","2026-06-06 14:46:08","32.68","48","948.5600000000001","4000","","-22.822141647338867","-47.065670013427734","603.9","-108","3.299999952316284","5","19114","1780767968817"
"91","2026-06-06 14:56:08","32.21","48.5","948.46","4000","","-22.82213592529297","-47.0656623840332","605","-94","12","5","19115","1780768568828"
"92","2026-06-06 15:06:08","31.96","49","948.5","4000","","-22.822126388549805","-47.0656852722168","612.2","-102","8","5","19116","1780769168814"
"93","2026-06-06 15:16:08","31.67","49.5","948.4","3920","","-22.822080612182617","-47.06565856933594","622","-99","10.5","5","19117","1780769768828"
"94","2026-06-06 15:26:08","31.14","50","948.34","3940","","-22.822132110595703","-47.0656623840332","613.7","-93","12.5","5","19118","1780770368817"
"95","2026-06-06 15:36:08","30.63","50.5","948.38","3880","","-22.82211685180664","-47.06563949584961","607.9","-102","8.800000190734863","5","19119","1780770968815"
"96","2026-06-06 15:46:08","29.87","51","948.28","3900","","-22.82210922241211","-47.065616607666016","613.7","-95","12.5","5","19120","1780771568818"
"97","2026-06-06 15:56:08","29.27","52","948.24","3860","","-22.822132110595703","-47.065677642822266","617.4000000000001","-95","12","5","19121","1780772168819"
"98","2026-06-06 16:06:08","28.56","52.5","948.24","3880","","-22.82213592529297","-47.065635681152344","620.9000000000001","-94","12","5","19122","1780772768810"
"99","2026-06-06 16:16:08","27.36","54","948.12","3860","","-22.822114944458008","-47.065582275390625","618.5","-101","9.300000190734863","5","19123","1780773368817"
"100","2026-06-06 16:26:08","26.08","55.5","948.1800000000001","3840","","-22.822172164916992","-47.065643310546875","629","-93","12.300000190734863","5","19124","1780773968826"
"101","2026-06-06 16:36:08","25.08","56","948.14","3820","","-22.822193145751953","-47.06564712524414","625","-95","12","5","19125","1780774568815"
"102","2026-06-06 16:46:08","24.34","56","948.16","3840","","-22.822174072265625","-47.06565475463867","614.7","-94","12","5","19126","1780775168822"
"103","2026-06-06 16:56:08","23.61","56.5","948.08","3820","","-22.82215118408203","-47.065670013427734","613.5","-93","13","5","19127","1780775768823"
"104","2026-06-06 17:06:08","22.87","57","948.16","3800","","-22.822124481201172","-47.06558609008789","613.9","-92","13","5","19128","1780776368814"
"105","2026-06-06 17:16:08","22.12","57.5","948.14","3820","","-22.82210350036621","-47.065650939941406","609.2","-93","13","5","19129","1780776968805"
"106","2026-06-06 17:26:08","21.23","58.5","948.14","3780","","-22.82211685180664","-47.06563949584961","614.2","-92","13.300000190734863","5","19130","1780777568813"
"107","2026-06-06 17:36:08","20.32","59.5","948.2","3800","","-22.822168350219727","-47.06565475463867","598.2","-92","13","5","19131","1780778168805"
"108","2026-06-06 17:46:08","19.52","60.5","948.24","3780","","-22.82210922241211","-47.06565856933594","605.5","-92","12.800000190734863","5","19132","1780778768817"
"109","2026-06-06 17:56:08","19.06","60.5","948.36","3780","","-22.82212257385254","-47.065673828125","597.4","-92","12.300000190734863","5","19133","1780779368826"
"110","2026-06-06 18:06:08","18.6","60.5","948.36","3800","","-22.822139739990234","-47.065673828125","609.4","-92","13","5","19134","1780779968829"
"111","2026-06-06 18:16:08","18.18","61","948.38","3780","","-22.82213592529297","-47.065673828125","624.5","-92","12.5","5","19135","1780780568806"
"112","2026-06-06 18:26:08","17.71","61.5","948.54","3780","","-22.822179794311523","-47.06565475463867","603.4","-92","13.300000190734863","5","19136","1780781168800"
"113","2026-06-06 18:36:08","17.27","61.5","948.52","3760","","-22.82213592529297","-47.06565475463867","608.9","-92","13","5","19137","1780781768819"
"114","2026-06-06 18:46:08","16.93","61.5","948.66","3780","","-22.822139739990234","-47.065643310546875","606.5","-92","13.300000190734863","5","19138","1780782368807"
"115","2026-06-06 18:56:08","16.61","62","948.72","3780","","-22.822141647338867","-47.0656623840332","609.9","-92","12.800000190734863","5","19139","1780782968818"
"116","2026-06-06 19:06:07","16.35","62","948.72","3740","","-22.822147369384766","-47.0656623840332","614.7","-92","12.800000190734863","5","19140","1780783567797"
"117","2026-06-06 19:16:08","16.14","62","948.82","3740","","-22.82213592529297","-47.06566619873047","604.7","-92","12.800000190734863","5","19141","1780784168820"
"118","2026-06-06 19:26:08","15.98","61.5","948.86","3720","","-22.822174072265625","-47.06569290161133","610.4","-92","12","5","19142","1780784768822"
"119","2026-06-06 19:36:08","15.79","62","949","3760","","-22.822153091430664","-47.065673828125","618.7","-92","12.800000190734863","5","19143","1780785368828"
"120","2026-06-06 19:46:08","15.67","61.5","949.02","3720","","-22.82219696044922","-47.06568145751953","615.7","-93","12.800000190734863","5","19144","1780785968817"
"121","2026-06-06 19:56:08","15.46","62","949.14","3720","","-22.82215118408203","-47.065650939941406","618.7","-93","12.5","5","19145","1780786568826"
"122","2026-06-06 20:06:08","15.23","62","949.2","3740","","-22.822097778320312","-47.065673828125","630","-92","12.5","5","19146","1780787168826"
"123","2026-06-06 20:16:08","15.09","62","949.22","3740","","-22.8221378326416","-47.06562423706055","623.7","-93","12.800000190734863","5","19147","1780787768824"
"124","2026-06-06 20:26:08","14.93","62","949.22","3740","","-22.822097778320312","-47.065670013427734","615.5","-93","12.800000190734863","5","19148","1780788368814"
"125","2026-06-06 20:36:08","14.72","62","949.1800000000001","3720","","-22.822128295898438","-47.0656852722168","616.5","-93","12.800000190734863","5","19149","1780788968827"
"126","2026-06-06 20:46:08","14.59","62","949.28","3740","","-22.822132110595703","-47.06563949584961","619","-92","12.800000190734863","5","19150","1780789568824"
"127","2026-06-06 20:56:08","14.55","62","949.38","3720","","-22.82212257385254","-47.06563949584961","622.7","-93","12.800000190734863","5","19151","1780790168813"
"128","2026-06-06 21:06:08","14.33","62","949.5","3720","","-22.822124481201172","-47.0656623840332","617","-93","13","5","19152","1780790768825"
"129","2026-06-06 21:16:08","14.21","62","949.5","3720","","-22.822111129760742","-47.06564712524414","618.4000000000001","-93","12.300000190734863","5","19153","1780791368820"
"130","2026-06-06 21:26:08","14.25","62","949.5600000000001","3740","","-22.822120666503906","-47.065635681152344","613.5","-92","12.800000190734863","5","19154","1780791968823"
"131","2026-06-06 21:36:08","14.09","62","949.5600000000001","3700","","-22.822128295898438","-47.06563186645508","612","-92","12.5","5","19155","1780792568795"
"132","2026-06-06 21:46:08","14","62","949.62","3720","","-22.822145462036133","-47.06563186645508","610.7","-92","13","5","19156","1780793168823"
"133","2026-06-06 21:56:08","13.89","62","949.72","3720","","-22.822132110595703","-47.0656623840332","607.5","-93","12.5","5","19157","1780793768820"
"134","2026-06-06 22:06:08","13.98","61.5","949.74","3740","","-22.822132110595703","-47.065673828125","612.2","-93","12.800000190734863","5","19158","1780794368823"
"135","2026-06-06 22:16:08","13.81","62","949.72","3700","","-22.822105407714844","-47.065635681152344","610.4","-93","12.800000190734863","5","19159","1780794968820"
"136","2026-06-06 22:26:08","13.67","62","949.66","3700","","-22.8221492767334","-47.06568145751953","612.7","-92","12.800000190734863","5","19160","1780795568828"
"137","2026-06-06 22:36:08","13.54","62","949.78","3700","","-22.82221031188965","-47.06568908691406","611","-93","12.5","5","19161","1780796168813"
"138","2026-06-06 22:46:08","13.35","62.5","949.86","3700","","-22.822166442871094","-47.0656852722168","609","-94","12","5","19162","1780796768811"
"139","2026-06-06 22:56:08","13.15","62.5","949.8000000000001","3700","","-22.822111129760742","-47.06568145751953","611","-93","12.300000190734863","5","19163","1780797368818"
"140","2026-06-06 23:06:08","12.97","63","949.82","3700","","-22.82221031188965","-47.06568908691406","614.5","-93","12.300000190734863","5","19164","1780797968807"
"141","2026-06-06 23:16:08","12.89","63","949.88","3740","","-22.82212257385254","-47.065650939941406","618","-93","12.5","5","19165","1780798568805"
"142","2026-06-06 23:26:08","12.72","63","949.84","3700","","-22.822174072265625","-47.065673828125","611.2","-93","12.5","5","19166","1780799168813"
"143","2026-06-06 23:36:08","12.54","63.5","949.82","3740","","-22.822101593017578","-47.06561279296875","618.7","-93","12.800000190734863","5","19167","1780799768814"
"144","2026-06-06 23:46:08","12.46","63.5","949.78","3700","","-22.822114944458008","-47.06561279296875","614.2","-93","12.300000190734863","5","19168","1780800368793"
"145","2026-06-06 23:56:08","12.35","63.5","949.78","3720","","-22.82210922241211","-47.06562423706055","620","-92","12.5","5","19169","1780800968810"
