"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"66","2026-05-19 10:57:49","19.32","78","1021","2.14","137","100","0","-22.8215","-47.0694"
"67","2026-05-19 11:07:49","19.32","78","1021","2.14","137","100","0","-22.8215","-47.0694"
"68","2026-05-19 11:17:49","19.32","76","1021","2.14","137","100","0","-22.8215","-47.0694"
"69","2026-05-19 11:27:49","19.32","76","1021","2.14","137","100","0","-22.8215","-47.0694"
"70","2026-05-19 11:37:49","19.32","79","1020","2.1","137","100","0","-22.8215","-47.0694"
"71","2026-05-19 11:47:49","19.32","79","1020","2.1","137","100","0","-22.8215","-47.0694"
"72","2026-05-19 11:57:49","19.32","78","1020","2.1","137","100","0","-22.8215","-47.0694"
"73","2026-05-19 12:07:49","19.32","78","1020","2.1","137","100","0","-22.8215","-47.0694"
"74","2026-05-19 12:17:49","20.32","74","1020","2.1","137","100","0","-22.8215","-47.0694"
"75","2026-05-19 12:27:49","21.96","68","1020","2.1","137","100","0","-22.8215","-47.0694"
"76","2026-05-19 12:37:49","21.96","68","1020","2.1","137","100","0","-22.8215","-47.0694"
"77","2026-05-19 12:47:49","21.67","68","1019","1.84","158","100","0","-22.8215","-47.0694"
"78","2026-05-19 12:57:49","21.67","68","1019","1.84","158","100","0","-22.8215","-47.0694"
"79","2026-05-19 13:07:49","21.67","68","1019","1.84","158","100","0","-22.8215","-47.0694"
"80","2026-05-19 13:17:49","21.67","68","1020","1.84","158","100","0","-22.8215","-47.0694"
"81","2026-05-19 13:27:49","21.67","68","1020","1.84","158","100","0","-22.8215","-47.0694"
"82","2026-05-19 13:37:49","20.32","75","1019","2.16","174","100","0.56","-22.8215","-47.0694"
"83","2026-05-19 13:47:49","20.32","75","1019","2.16","174","100","0.56","-22.8215","-47.0694"
"84","2026-05-19 13:57:49","20.32","75","1019","2.16","174","100","7.09","-22.8215","-47.0694"
"85","2026-05-19 14:07:49","20.32","75","1019","2.16","174","100","7.09","-22.8215","-47.0694"
"86","2026-05-19 14:17:49","20.32","71","1019","2.16","174","100","5.31","-22.8215","-47.0694"
"87","2026-05-19 14:27:49","20.32","71","1019","2.16","174","100","5.16","-22.8215","-47.0694"
"88","2026-05-19 14:37:49","20.32","71","1019","2.16","174","100","5.16","-22.8215","-47.0694"
"89","2026-05-19 14:47:49","21.64","69","1019","2.13","167","100","4.86","-22.8228","-47.0749"
"90","2026-05-19 14:57:49","21.67","69","1018","1.73","178","100","3.99","-22.8215","-47.0694"
"91","2026-05-19 15:07:49","21.67","69","1018","1.73","178","100","3.99","-22.8215","-47.0694"
"92","2026-05-19 15:17:49","21.67","69","1019","1.73","178","100","3.58","-22.8215","-47.0694"
"93","2026-05-19 15:27:49","21.67","69","1019","1.73","178","100","3.58","-22.8215","-47.0694"
"94","2026-05-19 15:37:49","21.21","70","1018","1.89","177","100","3.59","-22.8215","-47.0694"
"95","2026-05-19 15:47:49","21.21","70","1018","1.89","177","100","3.59","-22.8215","-47.0694"
"96","2026-05-19 15:57:49","21.21","70","1018","1.89","177","100","5.31","-22.8215","-47.0694"
"97","2026-05-19 16:07:49","21.21","70","1018","1.89","177","100","5.31","-22.8215","-47.0694"
"98","2026-05-19 16:17:49","21.21","70","1019","1.89","177","100","2.68","-22.8215","-47.0694"
"99","2026-05-19 16:27:49","21.21","70","1019","1.89","177","100","2.68","-22.8215","-47.0694"
"100","2026-05-19 16:37:49","20.76","73","1019","1.92","170","100","4.47","-22.8215","-47.0694"
"101","2026-05-19 16:47:49","20.76","73","1019","1.92","170","100","4.47","-22.8215","-47.0694"
"102","2026-05-19 16:57:49","20.76","73","1019","1.92","170","100","1.15","-22.8215","-47.0694"
"103","2026-05-19 17:07:49","20.76","73","1019","1.92","170","100","1.15","-22.8215","-47.0694"
"104","2026-05-19 17:17:49","20.76","73","1020","1.92","170","100","2.51","-22.8215","-47.0694"
"105","2026-05-19 17:27:49","20.76","73","1020","1.92","170","100","2.51","-22.8215","-47.0694"
"106","2026-05-19 17:37:49","19.84","76","1020","2.07","163","100","5.62","-22.8215","-47.0694"
"107","2026-05-19 17:47:49","19.84","76","1020","2.07","163","100","5.62","-22.8215","-47.0694"
"108","2026-05-19 17:57:49","19.84","76","1020","2.07","163","100","5.62","-22.8215","-47.0694"
"109","2026-05-19 18:07:49","19.84","76","1020","2.07","163","100","5.62","-22.8215","-47.0694"
"110","2026-05-19 18:17:49","19.66","76","1020","2.07","163","100","5.31","-22.8215","-47.0694"
"111","2026-05-19 18:27:49","19.66","76","1020","2.07","163","100","5.31","-22.8215","-47.0694"
"112","2026-05-19 18:37:49","18.75","79","1020","2.89","155","100","6.74","-22.8215","-47.0694"
"113","2026-05-19 18:47:49","18.75","79","1020","2.89","155","100","6.74","-22.8215","-47.0694"
"114","2026-05-19 18:57:49","18.75","79","1020","2.89","155","100","7.95","-22.8215","-47.0694"
"115","2026-05-19 19:07:49","18.75","79","1020","2.89","155","100","7.95","-22.8215","-47.0694"
"116","2026-05-19 19:17:49","18.75","79","1021","2.89","155","100","7.95","-22.8215","-47.0694"
"117","2026-05-19 19:27:49","18.75","79","1021","2.89","155","100","7.95","-22.8215","-47.0694"
"118","2026-05-19 19:37:49","18.3","80","1020","3.41","140","100","5.96","-22.8215","-47.0694"
"119","2026-05-19 19:47:49","18.3","80","1020","3.41","140","100","5.96","-22.8215","-47.0694"
"120","2026-05-19 19:57:49","18.3","80","1020","3.41","140","100","8.65","-22.8215","-47.0694"
"121","2026-05-19 20:07:49","18.3","80","1020","3.41","140","100","8.65","-22.8215","-47.0694"
"122","2026-05-19 20:17:49","18.12","80","1021","3.41","140","100","6.48","-22.8215","-47.0694"
"123","2026-05-19 20:27:49","18.12","80","1021","3.41","140","100","6.48","-22.8215","-47.0694"
"124","2026-05-19 20:37:49","18.07","80","1021","2.7","142","100","8.99","-22.8215","-47.0694"
"125","2026-05-19 20:47:49","18.07","80","1021","2.7","142","100","8.99","-22.8215","-47.0694"
"126","2026-05-19 20:57:49","18.07","80","1021","2.93","141","100","7.49","-22.8215","-47.0694"
"127","2026-05-19 21:07:49","18.07","80","1021","2.93","141","100","7.49","-22.8215","-47.0694"
"128","2026-05-19 21:17:49","18.07","80","1021","2.93","141","100","0","-22.8215","-47.0694"
"129","2026-05-19 21:27:49","18.07","80","1021","2.93","141","100","0","-22.8215","-47.0694"
"130","2026-05-19 21:37:49","17.51","82","1021","2.78","137","100","5.51","-22.8215","-47.0694"
"131","2026-05-19 21:47:49","17.51","82","1021","2.78","137","100","5.51","-22.8215","-47.0694"
"132","2026-05-19 21:57:49","17.51","82","1021","2.78","137","100","4.18","-22.8215","-47.0694"
"133","2026-05-19 22:07:49","17.51","82","1021","2.78","137","100","4.18","-22.8215","-47.0694"
"134","2026-05-19 22:17:49","17.51","82","1022","2.78","137","100","3.86","-22.8215","-47.0694"
"135","2026-05-19 22:27:49","17.51","82","1022","2.78","137","100","3.86","-22.8215","-47.0694"
"136","2026-05-19 22:37:49","16.96","85","1021","2.91","130","100","2.75","-22.8215","-47.0694"
"137","2026-05-19 22:47:49","16.96","85","1021","2.91","130","100","2.75","-22.8215","-47.0694"
"138","2026-05-19 22:57:49","16.96","85","1021","2.91","130","100","0.79","-22.8215","-47.0694"
"139","2026-05-19 23:07:49","16.96","85","1022","2.91","130","100","0.78","-22.8215","-47.0694"
"140","2026-05-19 23:17:49","16.96","85","1021","2.91","130","100","0.48","-22.8215","-47.0694"
"141","2026-05-19 23:27:49","16.96","85","1021","2.91","130","100","0.48","-22.8215","-47.0694"
"142","2026-05-19 23:37:49","16.96","86","1020","2.7","123","100","0.8","-22.8215","-47.0694"
"143","2026-05-19 23:47:49","16.96","86","1020","2.7","123","100","0.8","-22.8215","-47.0694"
"144","2026-05-19 23:57:49","16.96","86","1020","2.7","123","100","0","-22.8215","-47.0694"
