"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"64","2026-06-03 10:37:49","23.33","53","1025","3.98","113","75","0","-22.8215","-47.0694"
"65","2026-06-03 10:47:49","23.33","53","1025","3.98","113","75","0","-22.8215","-47.0694"
"66","2026-06-03 10:57:49","23.49","47","1025","3.98","113","75","0","-22.8215","-47.0694"
"67","2026-06-03 11:07:49","23.49","47","1025","3.98","113","75","0","-22.8215","-47.0694"
"68","2026-06-03 11:17:49","23.49","47","1025","3.98","113","75","0","-22.8215","-47.0694"
"69","2026-06-03 11:27:49","24.05","45","1025","3.98","113","75","0","-22.8215","-47.0694"
"70","2026-06-03 11:37:49","24.05","45","1025","3.98","113","75","0","-22.8215","-47.0694"
"71","2026-06-03 11:47:49","24.05","46","1024","3.45","120","61","0","-22.8215","-47.0694"
"72","2026-06-03 11:57:49","24.05","46","1024","3.45","120","61","0","-22.8215","-47.0694"
"73","2026-06-03 12:07:49","24.05","46","1024","3.45","120","61","0","-22.8215","-47.0694"
"74","2026-06-03 12:17:49","23.49","47","1024","3.45","120","61","0","-22.8215","-47.0694"
"75","2026-06-03 12:27:49","24.05","46","1024","3.45","120","61","0","-22.8215","-47.0694"
"76","2026-06-03 12:37:49","24.05","46","1024","3.45","120","61","0","-22.8215","-47.0694"
"77","2026-06-03 12:47:49","24.05","46","1023","3.11","127","62","0","-22.8215","-47.0694"
"78","2026-06-03 12:57:49","24.05","46","1023","3.11","127","62","0","-22.8215","-47.0694"
"79","2026-06-03 13:07:49","24.05","46","1023","3.11","127","62","0","-22.8215","-47.0694"
"80","2026-06-03 13:17:49","24.35","45","1023","3.11","127","62","0","-22.8215","-47.0694"
"81","2026-06-03 13:27:49","24.35","45","1023","3.11","127","62","0","-22.8215","-47.0694"
"82","2026-06-03 13:37:49","24.35","44","1022","3.16","135","70","0","-22.8215","-47.0694"
"83","2026-06-03 13:47:49","24.35","44","1022","3.16","135","70","0","-22.8215","-47.0694"
"84","2026-06-03 13:57:49","24.35","45","1022","3.16","135","70","0","-22.8215","-47.0694"
"85","2026-06-03 14:07:49","24.35","45","1022","3.16","135","70","0","-22.8215","-47.0694"
"86","2026-06-03 14:17:49","24.57","44","1022","3.16","135","70","0","-22.8215","-47.0694"
"87","2026-06-03 14:27:49","24.57","43","1022","3.16","135","70","0","-22.8215","-47.0694"
"88","2026-06-03 14:37:49","24.57","43","1022","3.16","135","70","0","-22.8215","-47.0694"
"89","2026-06-03 14:47:49","24.57","43","1021","3.93","142","71","0","-22.8215","-47.0694"
"90","2026-06-03 14:57:49","24.57","43","1021","3.93","142","71","0","-22.8215","-47.0694"
"91","2026-06-03 15:07:49","24.23","43","1021","3.5","151","52","0","-22.8215","-47.0694"
"92","2026-06-03 15:17:49","24.23","43","1022","3.5","151","52","0","-22.8215","-47.0694"
"93","2026-06-03 15:27:49","24.23","43","1022","3.5","151","52","0","-22.8215","-47.0694"
"94","2026-06-03 15:37:49","24.45","42","1022","4.6","143","73","0","-22.8215","-47.0694"
"95","2026-06-03 15:47:49","24.45","42","1022","4.6","143","73","0","-22.8215","-47.0694"
"96","2026-06-03 15:57:49","23.62","46","1022","4.6","143","73","0","-22.8215","-47.0694"
"97","2026-06-03 16:07:49","25.72","42","1022","4.6","143","73","0","-22.8215","-47.0694"
"98","2026-06-03 16:17:49","25.72","42","1022","4.6","143","73","0","-22.8215","-47.0694"
"99","2026-06-03 16:27:49","25.72","42","1022","4.6","143","73","0","-22.8215","-47.0694"
"100","2026-06-03 16:37:49","25.72","42","1022","4.6","143","73","0","-22.8215","-47.0694"
"101","2026-06-03 16:47:49","22.51","50","1022","4.11","138","85","0","-22.8215","-47.0694"
"102","2026-06-03 16:57:49","22.51","50","1022","4.11","138","85","0","-22.8215","-47.0694"
"103","2026-06-03 17:07:49","20.85","57","1023","4.11","138","85","0","-22.8215","-47.0694"
"104","2026-06-03 17:17:49","20.85","57","1023","4.11","138","85","0","-22.8215","-47.0694"
"105","2026-06-03 17:27:49","20.85","57","1023","4.11","138","85","0","-22.8215","-47.0694"
"106","2026-06-03 17:37:49","20.85","57","1023","4.23","138","85","0","-22.8215","-47.0694"
"107","2026-06-03 17:47:49","20.85","57","1023","4.23","138","85","0","-22.8215","-47.0694"
"108","2026-06-03 17:57:49","20.85","57","1023","4.23","138","85","0","-22.8215","-47.0694"
"109","2026-06-03 18:07:49","19.18","63","1024","4.23","138","85","0","-22.8215","-47.0694"
"110","2026-06-03 18:17:49","19.18","63","1024","4.23","138","85","0","-22.8215","-47.0694"
"111","2026-06-03 18:27:49","19.18","63","1025","4.23","138","85","0","-22.8215","-47.0694"
"112","2026-06-03 18:37:49","19.18","63","1025","4.23","138","85","0","-22.8215","-47.0694"
"113","2026-06-03 18:47:49","19.18","63","1024","6.04","142","67","0","-22.8215","-47.0694"
"114","2026-06-03 18:57:49","19.18","63","1024","6.04","142","67","0","-22.8215","-47.0694"
"115","2026-06-03 19:07:49","19.18","63","1024","6.04","142","67","0","-22.8215","-47.0694"
"116","2026-06-03 19:17:49","18.07","69","1025","6.04","142","67","0","-22.8215","-47.0694"
"117","2026-06-03 19:27:49","18.07","69","1025","6.04","142","67","0","-22.8215","-47.0694"
"118","2026-06-03 19:37:49","18.07","69","1025","5.91","133","53","0","-22.8215","-47.0694"
"119","2026-06-03 19:47:49","18.07","69","1025","5.91","133","53","0","-22.8215","-47.0694"
"120","2026-06-03 19:57:49","18.07","69","1025","5.91","133","53","0","-22.8215","-47.0694"
"121","2026-06-03 20:07:49","18.07","69","1025","5.91","133","53","0","-22.8215","-47.0694"
"122","2026-06-03 20:17:49","16.96","75","1026","5.91","133","53","0","-22.8215","-47.0694"
"123","2026-06-03 20:27:49","16.96","75","1026","5.91","133","53","0","-22.8215","-47.0694"
"124","2026-06-03 20:37:49","16.96","75","1025","6.15","128","60","0","-22.8215","-47.0694"
"125","2026-06-03 20:47:49","16.96","75","1025","6.15","128","60","0","-22.8215","-47.0694"
"126","2026-06-03 20:57:49","16.96","75","1025","5.6","131","55","0","-22.8215","-47.0694"
"127","2026-06-03 21:07:49","16.4","78","1025","5.6","131","55","0","-22.8215","-47.0694"
"128","2026-06-03 21:17:49","16.4","78","1025","5.6","131","55","0","-22.8215","-47.0694"
"129","2026-06-03 21:27:49","16.4","78","1026","5.6","131","55","0","-22.8215","-47.0694"
"130","2026-06-03 21:37:49","16.4","78","1026","5.6","131","55","0","-22.8215","-47.0694"
"131","2026-06-03 21:47:49","16.4","78","1025","5.54","124","0","0","-22.8215","-47.0694"
"132","2026-06-03 21:57:49","16.4","78","1025","5.54","124","0","0","-22.8215","-47.0694"
"133","2026-06-03 22:07:49","15.85","79","1026","5.54","124","0","0","-22.8215","-47.0694"
"134","2026-06-03 22:17:49","15.85","79","1027","5.54","124","0","0","-22.8215","-47.0694"
"135","2026-06-03 22:27:49","15.85","79","1027","5.54","124","0","0","-22.8215","-47.0694"
"136","2026-06-03 22:37:49","15.85","79","1026","5.25","126","0","0","-22.8215","-47.0694"
"137","2026-06-03 22:47:49","15.85","79","1026","5.25","126","0","0","-22.8215","-47.0694"
"138","2026-06-03 22:57:49","15.85","79","1026","5.25","126","0","0","-22.8215","-47.0694"
"139","2026-06-03 23:07:49","15.85","79","1026","5.25","126","0","0","-22.8215","-47.0694"
"140","2026-06-03 23:17:49","15.29","82","1027","5.25","126","0","0","-22.8215","-47.0694"
"141","2026-06-03 23:27:49","15.29","82","1027","5.25","126","0","0","-22.8215","-47.0694"
"142","2026-06-03 23:37:49","15.29","82","1027","5.25","126","0","0","-22.8215","-47.0694"
"143","2026-06-03 23:47:49","15.29","82","1026","5.49","127","0","0","-22.8215","-47.0694"
"144","2026-06-03 23:57:49","15.29","82","1026","5.49","127","0","0","-22.8215","-47.0694"
