"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"93","2026-05-27 15:27:49","27.95","47","1017","3.06","245","18","0","-22.8215","-47.0694"
"94","2026-05-27 15:37:49","28.37","42","1016","2.74","246","67","0","-22.8215","-47.0694"
"95","2026-05-27 15:47:49","28.37","42","1016","2.74","246","67","0","-22.8215","-47.0694"
"96","2026-05-27 15:57:49","24.73","57","1016","2.74","246","67","0","-22.8215","-47.0694"
"97","2026-05-27 16:07:49","24.73","57","1016","2.74","246","67","0","-22.8215","-47.0694"
"98","2026-05-27 16:17:49","28.2","45","1017","2.74","246","67","0","-22.8215","-47.0694"
"99","2026-05-27 16:27:49","28.2","45","1017","2.74","246","67","0","-22.8215","-47.0694"
"100","2026-05-27 16:37:49","28.2","44","1016","2.1","252","69","0","-22.8215","-47.0694"
"101","2026-05-27 16:47:49","28.2","44","1016","2.1","252","69","0","-22.8215","-47.0694"
"102","2026-05-27 16:57:49","24.73","57","1016","2.1","252","69","0","-22.8215","-47.0694"
"103","2026-05-27 17:07:49","24.73","57","1016","2.1","252","69","0","-22.8215","-47.0694"
"104","2026-05-27 17:17:49","24.73","57","1017","2.1","252","69","0","-22.8215","-47.0694"
"105","2026-05-27 17:27:49","25.32","59","1017","2.1","252","69","0","-22.8215","-47.0694"
"106","2026-05-27 17:37:49","25.32","59","1017","2.1","252","69","0","-22.8215","-47.0694"
"107","2026-05-27 17:47:49","22.51","66","1017","1.18","183","77","0","-22.8215","-47.0694"
"108","2026-05-27 17:57:49","22.51","66","1017","1.18","183","77","0","-22.8215","-47.0694"
"109","2026-05-27 18:07:49","22.51","66","1018","1.18","183","77","0","-22.8215","-47.0694"
"110","2026-05-27 18:17:49","22.51","66","1018","1.18","183","77","0","-22.8215","-47.0694"
"111","2026-05-27 18:27:49","20.29","74","1018","1.18","183","77","0","-22.8215","-47.0694"
"112","2026-05-27 18:37:49","20.29","74","1018","4.38","148","81","0","-22.8215","-47.0694"
"113","2026-05-27 18:47:49","20.29","74","1018","4.38","148","81","0","-22.8215","-47.0694"
"114","2026-05-27 18:57:49","20.29","74","1018","4.38","148","81","0","-22.8215","-47.0694"
"115","2026-05-27 19:07:49","20.29","74","1018","4.38","148","81","0","-22.8215","-47.0694"
"116","2026-05-27 19:17:49","20.29","74","1019","4.38","148","81","0","-22.8215","-47.0694"
"117","2026-05-27 19:27:49","19.18","78","1019","4.38","148","81","0","-22.8215","-47.0694"
"118","2026-05-27 19:37:49","19.18","78","1019","4.38","148","81","0","-22.8215","-47.0694"
"119","2026-05-27 19:47:49","19.18","78","1019","6.14","134","70","0","-22.8215","-47.0694"
"120","2026-05-27 19:57:49","19.18","78","1019","6.14","134","70","0","-22.8215","-47.0694"
"121","2026-05-27 20:07:49","19.18","78","1020","6.14","134","70","0","-22.8215","-47.0694"
"122","2026-05-27 20:17:49","19.18","78","1020","6.14","134","70","0","-22.8215","-47.0694"
"123","2026-05-27 20:27:49","18.62","80","1020","6.14","134","70","0","-22.8215","-47.0694"
"124","2026-05-27 20:37:49","18.62","80","1020","6.14","134","70","0","-22.8215","-47.0694"
"125","2026-05-27 20:47:49","18.62","80","1020","5.97","127","57","0","-22.8215","-47.0694"
"126","2026-05-27 20:57:49","18.62","80","1020","5.97","127","57","0","-22.8215","-47.0694"
"127","2026-05-27 21:07:49","18.62","80","1020","5.65","126","55","0","-22.8215","-47.0694"
"128","2026-05-27 21:17:49","18.62","80","1021","5.65","126","55","0","-22.8215","-47.0694"
"129","2026-05-27 21:27:49","18.62","80","1021","5.65","126","55","0","-22.8215","-47.0694"
"130","2026-05-27 21:37:49","18.07","83","1020","5.4","126","0","0","-22.8215","-47.0694"
"131","2026-05-27 21:47:49","18.07","83","1020","5.4","126","0","0","-22.8215","-47.0694"
"132","2026-05-27 21:57:49","18.07","83","1020","5.4","126","0","0","-22.8215","-47.0694"
"133","2026-05-27 22:07:49","18.07","83","1020","5.4","126","0","0","-22.8215","-47.0694"
"134","2026-05-27 22:17:49","18.07","83","1021","5.4","126","0","0","-22.8215","-47.0694"
"135","2026-05-27 22:27:49","18.07","83","1021","5.4","126","0","0","-22.8215","-47.0694"
"136","2026-05-27 22:37:49","17.51","82","1021","4.62","123","0","0","-22.8215","-47.0694"
"137","2026-05-27 22:47:49","17.51","82","1021","4.62","123","0","0","-22.8215","-47.0694"
"138","2026-05-27 22:57:49","17.51","82","1021","4.62","123","0","0","-22.8215","-47.0694"
"139","2026-05-27 23:07:49","17.51","82","1021","4.62","123","0","0","-22.8215","-47.0694"
"140","2026-05-27 23:17:49","17.51","82","1022","4.62","123","0","0","-22.8215","-47.0694"
"141","2026-05-27 23:27:49","16.96","80","1022","4.62","123","0","0","-22.8215","-47.0694"
"142","2026-05-27 23:37:49","16.96","80","1022","4.62","123","0","0","-22.8215","-47.0694"
"143","2026-05-27 23:47:49","16.96","80","1021","3.94","128","0","0","-22.8215","-47.0694"
"144","2026-05-27 23:57:49","16.96","80","1021","3.94","128","0","0","-22.8215","-47.0694"
