"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"1","2026-05-27 00:07:49","21.4","72","1019","0.59","100","64","0","-22.8215","-47.0694"
"2","2026-05-27 00:17:49","21.4","72","1020","0.59","100","64","0","-22.8215","-47.0694"
"3","2026-05-27 00:27:49","21.4","72","1020","0.59","100","64","0","-22.8215","-47.0694"
"4","2026-05-27 00:37:49","20.85","76","1019","0.7","149","74","0","-22.8215","-47.0694"
"5","2026-05-27 00:47:49","20.85","76","1019","0.7","149","74","0","-22.8215","-47.0694"
"6","2026-05-27 00:57:49","20.85","76","1019","0.7","149","74","0","-22.8215","-47.0694"
"7","2026-05-27 01:07:49","20.85","76","1020","0.7","149","74","0","-22.8215","-47.0694"
"8","2026-05-27 01:17:49","20.85","76","1020","0.7","149","74","0","-22.8215","-47.0694"
"9","2026-05-27 01:27:49","20.29","78","1020","0.7","149","74","0","-22.8215","-47.0694"
"10","2026-05-27 01:37:49","20.29","78","1020","0.7","149","74","0","-22.8215","-47.0694"
"11","2026-05-27 01:47:49","20.29","78","1019","0.9","147","79","0","-22.8215","-47.0694"
"12","2026-05-27 01:57:49","20.29","78","1019","0.9","147","79","0","-22.8215","-47.0694"
"13","2026-05-27 02:07:49","20.29","78","1019","0.9","147","79","0","-22.8215","-47.0694"
"14","2026-05-27 02:17:49","20.29","78","1020","0.9","147","79","0","-22.8215","-47.0694"
"15","2026-05-27 02:27:49","19.73","78","1020","0.9","147","79","0","-22.8215","-47.0694"
"16","2026-05-27 02:37:49","19.73","78","1019","1.01","153","82","0","-22.8215","-47.0694"
"17","2026-05-27 02:47:49","19.73","78","1019","1.01","153","82","0","-22.8215","-47.0694"
"18","2026-05-27 02:57:49","19.73","78","1018","0.83","153","70","0","-22.8215","-47.0694"
"19","2026-05-27 03:07:49","19.73","78","1018","0.83","153","70","0","-22.8215","-47.0694"
"20","2026-05-27 03:17:49","19.73","78","1019","0.83","153","70","0","-22.8215","-47.0694"
"21","2026-05-27 03:27:49","19.73","78","1019","0.83","153","70","0","-22.8215","-47.0694"
"22","2026-05-27 03:37:49","19.73","80","1018","0.96","154","100","0","-22.8215","-47.0694"
"23","2026-05-27 03:47:49","19.73","80","1018","0.96","154","100","0","-22.8215","-47.0694"
"24","2026-05-27 03:57:49","19.73","80","1018","0.96","154","100","0","-22.8215","-47.0694"
"25","2026-05-27 04:07:49","19.73","80","1019","0.96","154","100","0","-22.8215","-47.0694"
"26","2026-05-27 04:17:49","19.73","80","1019","0.96","154","100","0","-22.8215","-47.0694"
"27","2026-05-27 04:27:49","19.18","81","1019","0.96","154","100","0","-22.8215","-47.0694"
"28","2026-05-27 04:37:49","19.18","81","1018","1.23","155","100","0","-22.8215","-47.0694"
"29","2026-05-27 04:47:49","19.18","81","1018","1.23","155","100","0","-22.8215","-47.0694"
"30","2026-05-27 04:57:49","19.18","81","1018","1.23","155","100","0","-22.8215","-47.0694"
"31","2026-05-27 05:07:49","19.18","81","1018","1.23","155","100","0","-22.8215","-47.0694"
"32","2026-05-27 05:17:49","19.18","81","1019","1.23","155","100","0","-22.8215","-47.0694"
"33","2026-05-27 05:27:49","19.18","81","1019","1.23","155","100","0","-22.8215","-47.0694"
"34","2026-05-27 05:37:49","19.18","81","1018","1.15","147","76","0","-22.8215","-47.0694"
"35","2026-05-27 05:47:49","19.18","81","1018","1.15","147","76","0","-22.8215","-47.0694"
"36","2026-05-27 05:57:49","19.18","81","1018","1.15","147","76","0","-22.8215","-47.0694"
"37","2026-05-27 06:07:49","19.18","81","1018","1.15","147","76","0","-22.8215","-47.0694"
"38","2026-05-27 06:17:49","19.18","81","1019","1.15","147","76","0","-22.8215","-47.0694"
"39","2026-05-27 06:27:49","19.18","81","1019","1.15","147","76","0","-22.8215","-47.0694"
"40","2026-05-27 06:37:49","18.62","82","1019","1.01","132","76","0","-22.8215","-47.0694"
"41","2026-05-27 06:47:49","18.62","82","1019","1.01","132","76","0","-22.8215","-47.0694"
"42","2026-05-27 06:57:49","18.62","82","1019","1.01","132","76","0","-22.8215","-47.0694"
"43","2026-05-27 07:07:49","18.62","82","1019","1.01","132","76","0","-22.8215","-47.0694"
"44","2026-05-27 07:17:49","18.62","82","1020","1.01","132","76","0","-22.8215","-47.0694"
"45","2026-05-27 07:27:49","18.62","82","1020","1.01","132","76","0","-22.8215","-47.0694"
"46","2026-05-27 07:37:49","18.85","80","1019","0.84","148","57","0","-22.8215","-47.0694"
"47","2026-05-27 07:47:49","18.85","80","1019","0.84","148","57","0","-22.8215","-47.0694"
"48","2026-05-27 07:57:49","18.85","80","1020","0.84","148","57","0","-22.8215","-47.0694"
"49","2026-05-27 08:07:49","18.85","80","1020","0.84","148","57","0","-22.8215","-47.0694"
"50","2026-05-27 08:17:49","19.18","80","1020","0.84","148","57","0","-22.8215","-47.0694"
"51","2026-05-27 08:27:49","19.18","80","1020","0.84","148","57","0","-22.8215","-47.0694"
"52","2026-05-27 08:37:49","19.32","72","1020","1.12","198","47","0","-22.8215","-47.0694"
"53","2026-05-27 08:47:49","19.32","72","1020","1.12","198","47","0","-22.8215","-47.0694"
"54","2026-05-27 08:57:49","19.32","72","1020","1.12","198","47","0","-22.8215","-47.0694"
"55","2026-05-27 09:07:49","21.32","70","1020","1.12","198","47","0","-22.8215","-47.0694"
"56","2026-05-27 09:17:49","21.32","74","1020","1.12","198","47","0","-22.8215","-47.0694"
"57","2026-05-27 09:27:49","21.32","74","1020","1.12","198","47","0","-22.8215","-47.0694"
"58","2026-05-27 09:37:49","21.32","66","1020","1.93","228","9","0","-22.8215","-47.0694"
"59","2026-05-27 09:47:49","21.32","66","1020","1.93","228","9","0","-22.8215","-47.0694"
"60","2026-05-27 09:57:49","21.32","66","1020","1.93","228","9","0","-22.8215","-47.0694"
"61","2026-05-27 10:07:49","21.32","66","1020","1.93","228","9","0","-22.8215","-47.0694"
"62","2026-05-27 10:17:49","24.32","64","1021","1.93","228","9","0","-22.8215","-47.0694"
"63","2026-05-27 10:27:49","24.32","64","1021","1.93","228","9","0","-22.8215","-47.0694"
"64","2026-05-27 10:37:49","24.32","66","1020","2.3","237","51","0","-22.8215","-47.0694"
"65","2026-05-27 10:47:49","24.32","66","1020","2.3","237","51","0","-22.8215","-47.0694"
"66","2026-05-27 10:57:49","24.32","66","1020","2.3","237","51","0","-22.8215","-47.0694"
"67","2026-05-27 11:07:49","25.32","69","1021","2.3","237","51","0","-22.8215","-47.0694"
"68","2026-05-27 11:17:49","25.32","69","1020","2.3","237","51","0","-22.8215","-47.0694"
"69","2026-05-27 11:27:49","25.32","69","1020","2.3","237","51","0","-22.8215","-47.0694"
"70","2026-05-27 11:37:49","25.62","56","1019","2.66","253","38","0","-22.8215","-47.0694"
"71","2026-05-27 11:47:49","25.62","56","1019","2.66","253","38","0","-22.8215","-47.0694"
"72","2026-05-27 11:57:49","26.45","53","1019","2.66","253","38","0","-22.8215","-47.0694"
"73","2026-05-27 12:07:49","26.45","53","1019","2.66","253","38","0","-22.8215","-47.0694"
"74","2026-05-27 12:17:49","26.03","55","1020","2.66","253","38","0","-22.8215","-47.0694"
"75","2026-05-27 12:27:49","26.03","55","1020","2.66","253","38","0","-22.8215","-47.0694"
"76","2026-05-27 12:37:49","26.45","53","1018","3.08","255","27","0","-22.8215","-47.0694"
"77","2026-05-27 12:47:49","26.45","53","1018","3.08","255","27","0","-22.8215","-47.0694"
"78","2026-05-27 12:57:49","26.45","52","1018","3.08","255","27","0","-22.8215","-47.0694"
"79","2026-05-27 13:07:49","26.45","52","1018","3.08","255","27","0","-22.8215","-47.0694"
"80","2026-05-27 13:17:49","27.54","48","1019","3.08","255","27","0","-22.8215","-47.0694"
"81","2026-05-27 13:27:49","27.54","48","1019","3.08","255","27","0","-22.8215","-47.0694"
"82","2026-05-27 13:37:49","27.54","48","1017","3.17","250","21","0","-22.8215","-47.0694"
"83","2026-05-27 13:47:49","27.11","47","1017","3.17","250","21","0","-22.8215","-47.0694"
"84","2026-05-27 13:57:49","27.11","47","1017","3.17","250","21","0","-22.8215","-47.0694"
"85","2026-05-27 14:07:49","27.36","52","1018","3.17","250","21","0","-22.8215","-47.0694"
"86","2026-05-27 14:17:49","27.36","52","1018","3.17","250","21","0","-22.8215","-47.0694"
"87","2026-05-27 14:27:49","27.78","49","1018","3.17","250","21","0","-22.8215","-47.0694"
"88","2026-05-27 14:37:49","27.78","49","1017","3.4","243","33","0","-22.8215","-47.0694"
"89","2026-05-27 14:47:49","27.78","49","1017","3.4","243","33","0","-22.8215","-47.0694"
"90","2026-05-27 14:57:49","28.2","47","1017","3.06","245","18","0","-22.8215","-47.0694"
"91","2026-05-27 15:07:49","28.2","47","1017","3.06","245","18","0","-22.8215","-47.0694"
"92","2026-05-27 15:17:49","27.95","47","1017","3.06","245","18","0","-22.8215","-47.0694"
