"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-02-26 00:00:16","24.48","62","935.4200000000001","3600","0","","","","-114","-7.3","17339","1772074816778"
"2","2026-02-26 00:00:56","24.47","62","935.4","3580","0","","","","-114","-7.5","17343","1772074856779"
"3","2026-02-26 00:01:16","24.47","62","935.4200000000001","3600","0","","","","-115","-9.8","17345","1772074876776"
"4","2026-02-26 00:01:26","24.47","62","935.46","3580","0","","","","-114","-8.5","17346","1772074886792"
"5","2026-02-26 00:01:57","24.47","62","935.48","3580","0","","","","-115","-8.3","17349","1772074916813"
"6","2026-02-26 00:03:06","24.46","62","935.5","3580","0","","","","-115","-9.5","17356","1772074986775"
"7","2026-02-26 00:03:27","24.46","62","935.48","3560","0","","","","-114","-7.3","17358","1772075006786"
"8","2026-02-26 00:04:26","24.45","62","935.54","3600","0","","","","-114","-8.5","17364","1772075066779"
"9","2026-02-26 00:05:36","24.45","62","935.58","3580","0","","","","-114","-8.3","17371","1772075136781"
"10","2026-02-26 00:05:57","24.44","62","935.54","3600","0","","","","-115","-9.8","17373","1772075156797"
"11","2026-02-26 00:06:16","24.45","62","935.58","3600","0","","","","-115","-10.3","17375","1772075176789"
"12","2026-02-26 00:06:26","24.45","62","935.58","3580","0","","","","-115","-9.8","17376","1772075186789"
"13","2026-02-26 00:07:06","24.44","62","935.6","3600","0","","","","-114","-8.8","17380","1772075226778"
"14","2026-02-26 00:07:36","24.44","62","935.58","3600","0","","","","-115","-9","17383","1772075256783"
"15","2026-02-26 00:07:56","24.44","62","935.58","3560","0","","","","-114","-7.5","17385","1772075276785"
"16","2026-02-26 00:08:06","24.44","62","935.62","3600","0","","","","-114","-8.3","17386","1772075286782"
"17","2026-02-26 00:08:36","24.44","62","935.62","3600","0","","","","-114","-9.3","17389","1772075316782"
"18","2026-02-26 00:08:46","24.44","62","935.6","3580","0","","","","-115","-8.5","17390","1772075326781"
"19","2026-02-26 00:08:56","24.44","62","935.62","3560","0","","","","-115","-9.3","17391","1772075336781"
"20","2026-02-26 00:09:46","24.44","62","935.6","3600","0","","","","-114","-7","17396","1772075386786"
"21","2026-02-26 00:10:17","24.44","62","935.64","3560","0","","","","-114","-8","17399","1772075416774"
"22","2026-02-26 00:10:46","24.45","62","935.6800000000001","3580","0","","","","-115","-9.3","17402","1772075446785"
"23","2026-02-26 00:11:17","24.45","62","935.66","3600","0","","","","-115","-8.8","17405","1772075476783"
"24","2026-02-26 00:11:26","24.44","62","935.6800000000001","3600","0","","","","-114","-9.3","17406","1772075486780"
"25","2026-02-26 00:11:36","24.45","62","935.6800000000001","3580","0","","","","-115","-7.5","17407","1772075496782"
"26","2026-02-26 00:13:07","24.44","62","935.72","3600","0","","","","-115","-8","17416","1772075586776"
"27","2026-02-26 00:13:16","24.45","62","935.72","3560","0","","","","-114","-8.3","17417","1772075596780"
"28","2026-02-26 00:15:17","24.45","62","935.82","3600","0","","","","-115","-9.3","17429","1772075716778"
"29","2026-02-26 00:15:46","24.44","62","935.82","3560","0","","","","-115","-9.5","17432","1772075746774"
"30","2026-02-26 00:25:47","24.48","62","936.3000000000001","3580","0","","","","-115","-9.5","17492","1772076346814"
"31","2026-02-26 00:26:16","24.49","62","936.34","3560","0","","","","-115","-9.5","17495","1772076376815"
"32","2026-02-26 00:26:36","24.48","62","936.34","3580","0","","","","-115","-9.5","17497","1772076396778"
"33","2026-02-26 00:27:06","24.49","62","936.4200000000001","3600","0","","","","-115","-10","17500","1772076426775"
"34","2026-02-26 00:27:16","24.48","62","936.4200000000001","3560","0","","","","-114","-7.8","17501","1772076436771"
