"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-02-26 00:00:41";"22.41";"80";"936.04";"3700";"16";"-22.822246551513672";"-47.06574630737305";"617.2";"-110";"2.5";"10584";"1772074840871"
"2";"2026-02-26 00:01:41";"22.41";"80";"936";"3740";"12";"-22.822254180908203";"-47.06568908691406";"617.2";"-106";"7";"10585";"1772074900866"
"3";"2026-02-26 00:02:40";"22.41";"80.5";"936.0600000000001";"3660";"16";"-22.822219848632812";"-47.06566619873047";"613";"-110";"2.8";"10586";"1772074960868"
"4";"2026-02-26 00:03:41";"22.4";"80";"936.08";"3680";"16";"-22.822237014770508";"-47.065673828125";"617.7";"-107";"5.5";"10587";"1772075020870"
"5";"2026-02-26 00:04:41";"22.41";"80.5";"936.14";"3720";"16";"-22.822246551513672";"-47.06565475463867";"620.2";"-107";"4.8";"10588";"1772075080863"
"6";"2026-02-26 00:05:40";"22.4";"80.5";"936.14";"3680";"16";"-22.822246551513672";"-47.065643310546875";"620.2";"-110";"1.8";"10589";"1772075140872"
"7";"2026-02-26 00:06:41";"22.38";"80";"936.16";"3680";"20";"-22.822237014770508";"-47.06562042236328";"619.2";"-110";"3.3";"10590";"1772075200877"
"8";"2026-02-26 00:07:40";"22.37";"80";"936.16";"3740";"16";"-22.82222557067871";"-47.06563186645508";"615.7";"-107";"5.5";"10591";"1772075260871"
"9";"2026-02-26 00:08:41";"22.35";"80";"936.2";"3680";"16";"-22.822208404541016";"-47.06564712524414";"624";"-110";"2.5";"10592";"1772075320873"
"10";"2026-02-26 00:09:41";"22.35";"80";"936.24";"3680";"16";"-22.82221221923828";"-47.06565856933594";"615.2";"-111";"1.5";"10593";"1772075380879"
"11";"2026-02-26 00:10:41";"22.34";"80";"936.26";"3680";"16";"-22.822219848632812";"-47.06566619873047";"612";"-112";"-1";"10594";"1772075440905"
"12";"2026-02-26 00:11:41";"22.34";"80";"936.3000000000001";"3660";"16";"-22.822250366210938";"-47.065670013427734";"616.2";"-108";"4.8";"10595";"1772075500864"
"13";"2026-02-26 00:12:41";"22.33";"80";"936.32";"3680";"0";"-22.822275161743164";"-47.06565856933594";"622.7";"-112";"-0.5";"10596";"1772075560861"
"14";"2026-02-26 00:13:41";"22.32";"80";"936.34";"3680";"16";"-22.82225799560547";"-47.06561279296875";"620.4000000000001";"-111";"1.5";"10597";"1772075620866"
"15";"2026-02-26 00:14:41";"22.31";"80";"936.44";"3660";"16";"-22.82232093811035";"-47.065643310546875";"615.7";"-108";"4";"10598";"1772075680867"
"16";"2026-02-26 00:15:41";"22.31";"80";"936.46";"3680";"16";"-22.822322845458984";"-47.06559753417969";"621.2";"-110";"3.3";"10599";"1772075740864"
"17";"2026-02-26 00:16:41";"22.31";"80";"936.54";"3640";"20";"-22.822282791137695";"-47.06559371948242";"623";"-110";"2.3";"10600";"1772075800862"
"18";"2026-02-26 00:17:41";"22.31";"80";"936.52";"3680";"16";"-22.822269439697266";"-47.06561279296875";"625.5";"-109";"3.8";"10601";"1772075860873"
"19";"2026-02-26 00:18:41";"22.3";"79.5";"936.5600000000001";"3720";"16";"-22.82224464416504";"-47.0656623840332";"622";"-109";"4";"10602";"1772075920876"
"20";"2026-02-26 00:19:41";"22.31";"79.5";"936.6";"3680";"16";"-22.822242736816406";"-47.065704345703125";"617.7";"-110";"2.3";"10603";"1772075980868"
"21";"2026-02-26 00:20:41";"22.3";"79.5";"936.66";"3660";"16";"-22.822261810302734";"-47.065704345703125";"617.9000000000001";"-109";"3.8";"10604";"1772076040868"
"22";"2026-02-26 00:21:41";"22.3";"79.5";"936.7";"3700";"16";"-22.822221755981445";"-47.06564712524414";"622";"-110";"1.8";"10605";"1772076100860"
"23";"2026-02-26 00:22:41";"22.28";"79.5";"936.72";"3680";"12";"-22.822195053100586";"-47.06562805175781";"622.7";"-110";"3.3";"10606";"1772076160863"
"24";"2026-02-26 00:23:41";"22.28";"79.5";"936.78";"3640";"16";"-22.82219696044922";"-47.065643310546875";"626.5";"-111";"1.3";"10607";"1772076220864"
"25";"2026-02-26 00:24:40";"22.28";"79.5";"936.84";"3660";"12";"-22.8222599029541";"-47.06568908691406";"620.7";"-110";"2";"10608";"1772076280868"
"26";"2026-02-26 00:25:41";"22.26";"79.5";"936.88";"3680";"16";"-22.822242736816406";"-47.06568145751953";"614";"-111";"0.8";"10609";"1772076340871"
"27";"2026-02-26 00:26:41";"22.24";"79.5";"936.96";"3700";"20";"-22.822284698486328";"-47.06563186645508";"616.9000000000001";"-112";"-0.3";"10610";"1772076400875"
"28";"2026-02-26 00:27:41";"22.23";"79.5";"937.04";"3680";"16";"-22.82224464416504";"-47.06565856933594";"620.9000000000001";"-112";"-0.3";"10611";"1772076460867"
"29";"2026-02-26 00:28:41";"22.23";"79.5";"937.1";"3660";"16";"-22.82221221923828";"-47.0656623840332";"618.2";"-112";"-1";"10612";"1772076520868"
"30";"2026-02-26 00:29:41";"22.22";"79.5";"937.1";"3640";"16";"-22.82221221923828";"-47.065677642822266";"616.2";"-114";"-4.8";"10613";"1772076580876"
"31";"2026-02-26 00:30:41";"22.22";"79";"937.1";"3720";"16";"-22.82222557067871";"-47.06570053100586";"608.5";"-112";"0.5";"10614";"1772076640861"
"32";"2026-02-26 00:31:40";"22.23";"79";"937.0600000000001";"3660";"16";"-22.82219886779785";"-47.06564712524414";"613.7";"-109";"3.5";"10615";"1772076700861"
"33";"2026-02-26 00:32:41";"22.24";"79";"937.1";"3640";"16";"-22.822223663330078";"-47.06568908691406";"622";"-114";"-5.8";"10616";"1772076760863"
"34";"2026-02-26 00:33:40";"22.26";"79";"937.0600000000001";"3680";"20";"-22.822214126586914";"-47.065673828125";"631.2";"-113";"-2.5";"10617";"1772076820869"
"35";"2026-02-26 00:34:41";"22.27";"79";"937";"3680";"16";"-22.822189331054688";"-47.06568908691406";"640";"-111";"0.8";"10618";"1772076880863"
"36";"2026-02-26 00:35:41";"22.27";"79";"936.98";"3680";"16";"-22.822275161743164";"-47.065673828125";"641.5";"-111";"1";"10619";"1772076940875"
"37";"2026-02-26 00:36:41";"22.27";"79";"937";"3660";"12";"-22.822298049926758";"-47.065574645996094";"639";"-108";"4.8";"10620";"1772077000872"
"38";"2026-02-26 00:37:41";"22.26";"79";"936.9200000000001";"3660";"16";"-22.82223129272461";"-47.065643310546875";"629.5";"-108";"5";"10621";"1772077060873"
"39";"2026-02-26 00:38:41";"22.25";"79";"936.84";"3700";"20";"-22.822174072265625";"-47.065589904785156";"624.7";"-114";"-4.3";"10622";"1772077120872"
"40";"2026-02-26 00:39:41";"22.21";"79";"936.8000000000001";"3640";"16";"-22.822168350219727";"-47.06557083129883";"631.4000000000001";"-114";"-4";"10623";"1772077180879"
"41";"2026-02-26 00:40:41";"22.17";"79";"936.82";"3640";"12";"-22.822168350219727";"-47.06557846069336";"626.5";"-112";"0";"10624";"1772077240871"
"42";"2026-02-26 00:42:40";"22.11";"79";"936.76";"3720";"0";"-22.82221221923828";"-47.0656623840332";"615.5";"-109";"3.8";"10626";"1772077360862"
"43";"2026-02-26 00:43:41";"22.1";"79.5";"936.74";"3660";"16";"-22.822229385375977";"-47.065704345703125";"611.4";"-110";"3.3";"10627";"1772077420868"
"44";"2026-02-26 00:44:40";"22.09";"79";"936.72";"3640";"16";"-22.822233200073242";"-47.06573486328125";"611.4";"-111";"1.8";"10628";"1772077480868"
"45";"2026-02-26 00:45:41";"22.08";"79.5";"936.7";"3720";"16";"-22.822172164916992";"-47.06549072265625";"612.4";"-112";"0";"10629";"1772077540878"
