"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-03-07 00:00:37","23.49","72.5","944.08","3700","16","-22.822280883789062","-47.06570053100586","623","-105","7","23544","1772852437823"
"2","2026-03-07 00:01:37","23.48","72.5","944.04","3700","16","-22.82222557067871","-47.065635681152344","619","-109","3.5","23545","1772852497780"
"3","2026-03-07 00:02:37","23.46","72","944.0600000000001","3680","16","-22.822223663330078","-47.06559371948242","624.2","-105","6.800000190734863","23546","1772852557811"
"4","2026-03-07 00:03:37","23.45","72.5","944.08","3680","16","-22.822240829467773","-47.06562423706055","629.2","-113","-4.300000190734863","23547","1772852617811"
"5","2026-03-07 00:04:37","23.44","72.5","944.0600000000001","3700","16","-22.822265625","-47.06570053100586","625.2","-107","5","23548","1772852677776"
"6","2026-03-07 00:05:37","23.43","72.5","944.12","3680","16","-22.8222599029541","-47.06572341918945","615.9000000000001","-108","4.300000190734863","23549","1772852737821"
"7","2026-03-07 00:06:37","23.41","72.5","944.1","3680","16","-22.822263717651367","-47.06568908691406","615.2","-106","6.300000190734863","23550","1772852797812"
"8","2026-03-07 00:07:37","23.4","72.5","944.14","3700","16","-22.822277069091797","-47.065650939941406","618.5","-107","5.300000190734863","23551","1772852857819"
"9","2026-03-07 00:08:37","23.39","72.5","944.1","3720","16","-22.822250366210938","-47.06560134887695","616.4000000000001","-112","-3","23552","1772852917823"
"10","2026-03-07 00:09:37","23.36","73","944.04","3700","16","-22.82228660583496","-47.06562423706055","616.2","-105","6.300000190734863","23553","1772852977838"
"11","2026-03-07 00:11:37","23.35","73","944.02","3720","16","-22.82225799560547","-47.065582275390625","617","-112","-0.30000001192092896","23555","1772853097813"
"12","2026-03-07 00:12:37","23.33","73","943.96","3700","16","-22.82225227355957","-47.065643310546875","610.2","-105","7","23556","1772853157811"
"13","2026-03-07 00:13:37","23.32","73","943.98","3700","16","-22.822290420532227","-47.0656852722168","617","-106","6.300000190734863","23557","1772853217782"
"14","2026-03-07 00:14:37","23.31","73","944","3700","16","-22.82229232788086","-47.06572341918945","614.4000000000001","-105","6.800000190734863","23558","1772853277815"
"15","2026-03-07 00:15:37","23.3","73","943.9200000000001","3700","16","-22.822267532348633","-47.065696716308594","612.5","-114","-5.5","23559","1772853337824"
"16","2026-03-07 00:16:37","23.3","73","943.94","3720","16","-22.822229385375977","-47.06562042236328","631.9000000000001","-103","8.5","23560","1772853397804"
"17","2026-03-07 00:17:37","23.28","73.5","943.94","3700","16","-22.822265625","-47.06563949584961","634","-105","7","23561","1772853457801"
"18","2026-03-07 00:18:37","23.28","73","943.9200000000001","3680","16","-22.82223892211914","-47.06563949584961","642.9000000000001","-106","6","23562","1772853517821"
"19","2026-03-07 00:19:37","23.27","73","943.94","3700","16","-22.822250366210938","-47.065650939941406","625.9000000000001","-112","-1.5","23563","1772853577811"
"20","2026-03-07 00:20:37","23.26","73","943.88","3700","16","-22.82225799560547","-47.06562805175781","620.5","-108","4","23564","1772853637795"
"21","2026-03-07 00:21:37","23.25","73","943.88","3660","16","-22.822290420532227","-47.06562423706055","615.4000000000001","-102","9","23565","1772853697778"
"22","2026-03-07 00:22:37","23.23","73","943.88","3660","16","-22.822282791137695","-47.06566619873047","620","-104","7.5","23566","1772853757776"
"23","2026-03-07 00:23:37","23.23","73","943.86","3700","16","-22.82225799560547","-47.065643310546875","612.9","-105","6.5","23567","1772853817811"
"24","2026-03-07 00:24:37","23.22","73.5","943.88","3680","16","-22.822265625","-47.06565856933594","619","-106","6.5","23568","1772853877806"
"25","2026-03-07 00:25:37","23.2","73.5","943.82","3680","16","-22.822254180908203","-47.065643310546875","622.4000000000001","-106","6.300000190734863","23569","1772853937810"
