"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-04-13 00:00:45";"20.23";"69";"947.9200000000001";"3700";"0";"-22.822248458862305";"-47.06563186645508";"619.7";"-78";"13.800000190734863";"3826";"1776049245826"
"2";"2026-04-13 00:01:45";"20.21";"69";"947.94";"3680";"0";"-22.822227478027344";"-47.06570053100586";"609.7";"-79";"13";"3827";"1776049305817"
"3";"2026-04-13 00:02:45";"20.2";"69.5";"947.9200000000001";"3700";"0";"-22.822233200073242";"-47.06569290161133";"604.2";"-79";"13.5";"3828";"1776049365825"
"4";"2026-04-13 00:03:45";"20.18";"69.5";"947.86";"3660";"0";"-22.82218360900879";"-47.065677642822266";"604.2";"-79";"12.800000190734863";"3829";"1776049425790"
"5";"2026-04-13 00:04:45";"20.16";"69.5";"947.88";"3720";"0";"-22.822216033935547";"-47.0656623840332";"608.5";"-79";"13.5";"3830";"1776049485826"
"6";"2026-04-13 00:05:45";"20.15";"69.5";"947.84";"3680";"0";"-22.822208404541016";"-47.06565475463867";"609.9";"-78";"13.300000190734863";"3831";"1776049545816"
"7";"2026-04-13 00:06:45";"20.13";"69.5";"947.82";"3720";"0";"-22.82221794128418";"-47.06564712524414";"612.7";"-78";"13.800000190734863";"3832";"1776049605822"
"8";"2026-04-13 00:07:45";"20.12";"69.5";"947.8000000000001";"3700";"0";"-22.822242736816406";"-47.065711975097656";"609.9";"-79";"13.800000190734863";"3833";"1776049665826"
"9";"2026-04-13 00:08:45";"20.1";"69.5";"947.82";"3680";"0";"-22.822240829467773";"-47.065704345703125";"614";"-78";"13.5";"3834";"1776049725800"
"10";"2026-04-13 00:09:45";"20.09";"69.5";"947.82";"3700";"0";"-22.822248458862305";"-47.06569290161133";"603.7";"-79";"14";"3835";"1776049785800"
"11";"2026-04-13 00:10:45";"20.08";"69.5";"947.78";"3700";"0";"-22.822216033935547";"-47.065696716308594";"607.4";"-78";"13.800000190734863";"3836";"1776049845787"
"12";"2026-04-13 00:11:45";"20.07";"69.5";"947.78";"3660";"0";"-22.82222557067871";"-47.06568145751953";"605";"-78";"13.800000190734863";"3837";"1776049905816"
"13";"2026-04-13 00:12:45";"20.05";"69.5";"947.7";"3700";"0";"-22.822227478027344";"-47.06569290161133";"606.7";"-79";"13";"3838";"1776049965820"
"14";"2026-04-13 00:13:45";"20.05";"70";"947.76";"3700";"0";"-22.822206497192383";"-47.06568908691406";"603.4";"-77";"12.5";"3839";"1776050025825"
"15";"2026-04-13 00:14:45";"20.04";"70";"947.7";"3700";"0";"-22.822216033935547";"-47.06566619873047";"611.7";"-77";"13.300000190734863";"3840";"1776050085832"
"16";"2026-04-13 00:15:45";"20.03";"70";"947.66";"3700";"0";"-22.822223663330078";"-47.06565856933594";"611.2";"-78";"13.800000190734863";"3841";"1776050145825"
"17";"2026-04-13 00:16:45";"20.02";"70.5";"947.62";"3700";"0";"-22.822219848632812";"-47.065673828125";"607.5";"-79";"13.5";"3842";"1776050205820"
"18";"2026-04-13 00:17:45";"20.01";"70";"947.6";"3680";"0";"-22.82221794128418";"-47.0656852722168";"611.5";"-78";"13.800000190734863";"3843";"1776050265815"
"19";"2026-04-13 00:18:45";"20";"70.5";"947.54";"3700";"0";"-22.822214126586914";"-47.065677642822266";"614.7";"-78";"13.5";"3844";"1776050325828"
"20";"2026-04-13 00:19:45";"19.99";"70";"947.52";"3680";"0";"-22.82221794128418";"-47.06570053100586";"606";"-78";"13.300000190734863";"3845";"1776050385797"
"21";"2026-04-13 00:20:45";"19.98";"70.5";"947.5";"3700";"0";"-22.822242736816406";"-47.0656852722168";"611.2";"-78";"13.800000190734863";"3846";"1776050445815"
"22";"2026-04-13 00:21:45";"19.97";"71";"947.48";"3700";"0";"-22.822233200073242";"-47.06565856933594";"616.7";"-77";"13.5";"3847";"1776050505828"
"23";"2026-04-13 00:22:45";"19.97";"71";"947.46";"3700";"0";"-22.822235107421875";"-47.06571960449219";"607.4";"-79";"13.800000190734863";"3848";"1776050565821"
