"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"1","2026-05-18 00:02:58","","","","0.29","38","99","0","-22.8215","-47.0694"
"2","2026-05-18 00:33:23","","","","7.6","27","96","0","",""
"3","2026-05-18 00:57:34","","","","1.69","27","99","0","-22.8215","-47.0694"
"4","2026-05-18 00:57:44","","","","1.69","27","99","0","-22.8215","-47.0694"
"5","2026-05-18 00:57:54","","","","1.69","27","99","0","-22.8215","-47.0694"
"6","2026-05-18 00:58:04","","","","1.69","27","99","0","-22.8215","-47.0694"
"7","2026-05-18 00:58:14","","","","1.69","27","99","0","-22.8215","-47.0694"
"8","2026-05-18 00:58:24","","","","1.69","27","99","0","-22.8215","-47.0694"
"9","2026-05-18 00:58:34","","","","1.69","27","99","0","-22.8215","-47.0694"
"10","2026-05-18 00:58:44","","","","1.69","27","99","0","-22.8215","-47.0694"
"11","2026-05-18 01:16:45","","","","1.69","27","99","0","-22.8215","-47.0694"
"12","2026-05-18 01:31:45","","","","1.18","357","100","0","-22.8215","-47.0694"
"13","2026-05-18 01:46:45","","","","1.18","357","100","0","-22.8215","-47.0694"
"14","2026-05-18 02:01:45","","","","1.18","357","100","0","-22.8241","-47.0741"
"15","2026-05-18 02:16:45","","","","1.18","357","100","0","-22.8215","-47.0694"
"16","2026-05-18 02:31:45","","","","0.91","269","100","0","-22.8215","-47.0694"
"17","2026-05-18 02:46:45","","","","0.91","269","100","0","-22.8215","-47.0694"
"18","2026-05-18 03:01:45","","","","1.52","334","100","0","-22.8215","-47.0694"
"19","2026-05-18 03:16:45","","","","1.52","334","100","0","-22.8215","-47.0694"
"20","2026-05-18 03:31:45","","","","2.57","331","100","0","-22.8215","-47.0694"
"21","2026-05-18 03:46:45","","","","2.57","331","100","0","-22.8215","-47.0694"
"22","2026-05-18 03:57:49","","","","2.57","331","100","0","-22.8215","-47.0694"
"23","2026-05-18 04:07:49","","","","2.57","331","100","0","-22.8215","-47.0694"
"24","2026-05-18 04:17:49","","","","2.57","331","100","0","-22.8215","-47.0694"
"25","2026-05-18 04:27:49","","","","2.57","331","100","0","-22.8215","-47.0694"
"26","2026-05-18 04:37:49","","","","1.66","295","100","0","-22.8215","-47.0694"
"27","2026-05-18 04:47:49","","","","1.66","295","100","0","-22.8215","-47.0694"
"28","2026-05-18 04:57:49","","","","1.66","295","100","0","-22.8241","-47.0741"
"29","2026-05-18 05:07:49","","","","1.66","295","100","0","-22.8215","-47.0694"
"30","2026-05-18 05:17:49","","","","1.66","295","100","0","-22.8215","-47.0694"
"31","2026-05-18 05:27:49","","","","1.66","295","100","0","-22.8215","-47.0694"
"32","2026-05-18 05:37:49","","","","0.9","329","100","0","-22.8215","-47.0694"
"33","2026-05-18 05:47:49","","","","0.9","329","100","0","-22.8215","-47.0694"
"34","2026-05-18 05:57:49","","","","0.9","329","100","0","-22.8215","-47.0694"
"35","2026-05-18 06:07:49","","","","0.9","329","100","0","-22.8215","-47.0694"
"36","2026-05-18 06:17:49","","","","0.9","329","100","0","-22.8215","-47.0694"
"37","2026-05-18 06:27:49","","","","0.9","329","100","0","-22.8215","-47.0694"
"38","2026-05-18 06:37:49","","","","0.76","332","100","0","-22.8215","-47.0694"
"39","2026-05-18 06:47:49","","","","0.76","332","100","0","-22.8215","-47.0694"
"40","2026-05-18 06:57:49","","","","0.76","332","100","0","-22.8215","-47.0694"
"41","2026-05-18 07:07:49","","","","0.76","332","100","0","-22.8215","-47.0694"
"42","2026-05-18 07:17:49","","","","0.76","332","100","0","-22.8215","-47.0694"
"43","2026-05-18 07:27:49","","","","0.76","332","100","0","-22.8215","-47.0694"
"44","2026-05-18 07:37:49","","","","0.81","348","100","0","-22.8215","-47.0694"
"45","2026-05-18 07:47:49","","","","0.81","348","100","0","-22.8215","-47.0694"
"46","2026-05-18 07:57:49","","","","0.81","348","100","0","-22.8215","-47.0694"
"47","2026-05-18 08:07:49","","","","0.81","348","100","0","-22.8215","-47.0694"
"48","2026-05-18 08:17:49","","","","0.81","348","100","0","-22.8215","-47.0694"
"49","2026-05-18 08:27:49","","","","0.81","348","100","0","-22.8215","-47.0694"
"50","2026-05-18 08:37:49","","","","1.51","269","100","0","-22.8215","-47.0694"
"51","2026-05-18 08:47:49","","","","1.51","269","100","0","-22.8215","-47.0694"
"52","2026-05-18 08:57:49","","","","1.51","269","100","0","-22.8215","-47.0694"
"53","2026-05-18 09:07:49","","","","1.77","279","100","0","-22.8215","-47.0694"
"54","2026-05-18 09:17:49","","","","1.77","279","100","0","-22.8215","-47.0694"
"55","2026-05-18 09:27:49","","","","1.77","279","100","0","-22.8215","-47.0694"
"56","2026-05-18 09:37:49","","","","1.77","279","100","0","-22.8215","-47.0694"
"57","2026-05-18 09:47:49","","","","2.31","284","100","0","-22.8215","-47.0694"
"58","2026-05-18 09:57:49","","","","2.31","284","100","0","-22.8215","-47.0694"
"59","2026-05-18 10:07:49","","","","2.31","284","100","0","-22.8215","-47.0694"
"60","2026-05-18 10:17:49","","","","2.31","284","100","0","-22.8215","-47.0694"
"61","2026-05-18 10:27:49","","","","2.31","284","100","0","-22.8215","-47.0694"
"62","2026-05-18 10:37:49","","","","2.65","275","100","0","-22.8215","-47.0694"
"63","2026-05-18 10:47:49","","","","2.65","275","100","0","-22.8215","-47.0694"
"64","2026-05-18 10:57:49","","","","2.65","275","100","0","-22.8215","-47.0694"
"65","2026-05-18 11:07:49","","","","2.65","275","100","0","-22.8215","-47.0694"
"66","2026-05-18 11:17:49","","","","2.65","275","100","0","-22.8215","-47.0694"
"67","2026-05-18 11:27:49","","","","2.65","275","100","0","-22.8215","-47.0694"
"68","2026-05-18 11:37:49","","","","3.01","279","100","0","-22.8228","-47.0749"
"69","2026-05-18 11:47:49","","","","3.01","279","100","0","-22.8215","-47.0694"
"70","2026-05-18 11:57:49","","","","3.01","279","100","0","-22.8215","-47.0694"
"71","2026-05-18 12:07:49","","","","3.01","279","100","0","-22.8215","-47.0694"
"72","2026-05-18 12:17:49","","","","3.01","279","100","0","-22.8215","-47.0694"
"73","2026-05-18 12:27:49","","","","3.01","279","100","0","-22.8215","-47.0694"
"74","2026-05-18 12:37:49","","","","3.32","286","100","0","-22.8215","-47.0694"
"75","2026-05-18 12:47:49","","","","3.32","286","100","0","-22.8215","-47.0694"
"76","2026-05-18 12:57:49","","","","3.32","286","100","0","-22.8215","-47.0694"
"77","2026-05-18 13:07:49","23.62","65","1018","3.32","286","100","0","-22.8215","-47.0694"
"78","2026-05-18 13:17:49","23.21","65","1019","3.32","286","100","0","-22.8215","-47.0694"
"79","2026-05-18 13:27:49","23.21","65","1019","3.32","286","100","0","-22.8215","-47.0694"
"80","2026-05-18 13:37:49","21.96","71","1018","2.83","287","100","0","-22.8215","-47.0694"
"81","2026-05-18 13:47:49","21.96","71","1018","2.83","287","100","0","-22.8215","-47.0694"
"82","2026-05-18 13:57:49","21.85","71","1018","2.83","287","100","0","-22.8215","-47.0694"
"83","2026-05-18 14:07:49","21.85","71","1018","2.83","287","100","0","-22.8215","-47.0694"
"84","2026-05-18 14:17:49","21.67","71","1018","2.83","287","100","0.29","-22.8215","-47.0694"
"85","2026-05-18 14:27:49","21.67","71","1018","2.83","287","100","0.29","-22.8215","-47.0694"
"86","2026-05-18 14:37:49","20.85","79","1017","1.8","285","100","0","-22.8215","-47.0694"
"87","2026-05-18 14:47:49","20.85","79","1017","1.8","285","100","0","-22.8215","-47.0694"
"88","2026-05-18 14:57:49","20.85","79","1017","2.6","286","100","0","-22.8215","-47.0694"
"89","2026-05-18 15:07:49","20.85","79","1017","2.6","286","100","0","-22.8215","-47.0694"
"90","2026-05-18 15:17:49","20.85","79","1018","2.6","286","100","0","-22.8215","-47.0694"
"91","2026-05-18 15:27:49","20.85","79","1018","2.6","286","100","0","-22.8215","-47.0694"
"92","2026-05-18 15:37:49","21.03","79","1017","2.42","275","100","0","-22.8215","-47.0694"
"93","2026-05-18 15:47:49","21.03","79","1017","2.42","275","100","0","-22.8215","-47.0694"
"94","2026-05-18 15:57:49","21.03","79","1017","2.42","275","100","0","-22.8215","-47.0694"
"95","2026-05-18 16:07:49","21.03","79","1017","2.42","275","100","0","-22.8215","-47.0694"
"96","2026-05-18 16:17:49","21.4","79","1017","2.42","275","100","0","-22.8215","-47.0694"
"97","2026-05-18 16:27:49","21.4","79","1017","2.42","275","100","0","-22.8215","-47.0694"
"98","2026-05-18 16:37:49","20.76","81","1017","2.04","242","100","0","-22.8215","-47.0694"
"99","2026-05-18 16:47:49","20.76","81","1017","2.04","242","100","0","-22.8215","-47.0694"
"100","2026-05-18 16:57:49","20.85","81","1017","2.04","242","100","0","-22.8215","-47.0694"
"101","2026-05-18 17:07:49","20.85","81","1017","2.04","242","100","0","-22.8215","-47.0694"
"102","2026-05-18 17:17:49","20.85","81","1018","2.04","242","100","0","-22.8215","-47.0694"
"103","2026-05-18 17:27:49","19.73","84","1018","2.04","242","100","0","-22.8215","-47.0694"
"104","2026-05-18 17:37:49","19.73","84","1018","2.04","242","100","0","-22.8215","-47.0694"
"105","2026-05-18 17:47:49","19.73","84","1017","2.34","211","100","0","-22.8215","-47.0694"
"106","2026-05-18 17:57:49","19.73","84","1017","2.34","211","100","0","-22.8215","-47.0694"
"107","2026-05-18 18:07:49","19.73","84","1017","2.34","211","100","0","-22.8215","-47.0694"
"108","2026-05-18 18:17:49","19.73","84","1019","2.34","211","100","0","-22.8215","-47.0694"
"109","2026-05-18 18:27:49","19.73","84","1019","2.34","211","100","0","-22.8215","-47.0694"
"110","2026-05-18 18:37:49","19.73","85","1018","2.04","206","100","0","-22.8215","-47.0694"
"111","2026-05-18 18:47:49","19.73","85","1018","2.04","206","100","0","-22.8215","-47.0694"
"112","2026-05-18 18:57:49","19.73","85","1018","2.04","206","100","0","-22.8215","-47.0694"
"113","2026-05-18 19:07:49","19.73","85","1018","2.04","206","100","0","-22.8215","-47.0694"
"114","2026-05-18 19:17:49","19.73","85","1019","2.04","206","100","0","-22.8215","-47.0694"
"115","2026-05-18 19:27:49","19.73","85","1019","2.04","206","100","0","-22.8215","-47.0694"
"116","2026-05-18 19:37:49","19.73","87","1019","2.05","235","100","0","-22.8215","-47.0694"
"117","2026-05-18 19:47:49","19.73","87","1019","2.05","235","100","0","-22.8215","-47.0694"
"118","2026-05-18 19:57:49","19.73","87","1019","2.05","235","100","0","-22.8215","-47.0694"
"119","2026-05-18 20:07:49","19.73","87","1019","2.05","235","100","0","-22.8215","-47.0694"
"120","2026-05-18 20:17:49","19.73","87","1020","2.05","235","100","0","-22.8215","-47.0694"
"121","2026-05-18 20:27:49","19.73","87","1020","2.05","235","100","0","-22.8215","-47.0694"
"122","2026-05-18 20:37:49","19.18","88","1019","1.27","223","100","0","-22.8215","-47.0694"
"123","2026-05-18 20:47:49","19.18","88","1019","1.27","223","100","0","-22.8215","-47.0694"
"124","2026-05-18 20:57:49","19.18","88","1019","1.39","244","100","0","-22.8215","-47.0694"
"125","2026-05-18 21:07:49","19.18","88","1019","1.39","244","100","0","-22.8215","-47.0694"
"126","2026-05-18 21:17:49","19.18","88","1019","1.39","244","100","0","-22.8215","-47.0694"
"127","2026-05-18 21:27:49","19.18","88","1019","1.39","244","100","0","-22.8215","-47.0694"
"128","2026-05-18 21:37:49","18.07","91","1019","0.88","219","100","0","-22.8215","-47.0694"
"129","2026-05-18 21:47:49","18.07","91","1019","0.88","219","100","0","-22.8215","-47.0694"
"130","2026-05-18 21:57:49","18.07","91","1019","0.88","219","100","0","-22.8215","-47.0694"
"131","2026-05-18 22:07:49","18.07","91","1019","0.88","219","100","0","-22.8215","-47.0694"
"132","2026-05-18 22:17:49","18.3","91","1020","0.88","219","100","0.5","-22.8215","-47.0694"
"133","2026-05-18 22:27:49","18.3","91","1020","0.88","219","100","0.5","-22.8215","-47.0694"
"134","2026-05-18 22:37:49","18.3","90","1019","1.25","219","100","0.79","-22.8215","-47.0694"
"135","2026-05-18 22:47:49","18.3","90","1019","1.25","219","100","0.79","-22.8215","-47.0694"
"136","2026-05-18 22:57:49","18.07","90","1019","1.25","219","100","0.11","-22.8215","-47.0694"
"137","2026-05-18 23:07:49","18.07","90","1019","1.25","219","100","0.11","-22.8215","-47.0694"
"138","2026-05-18 23:17:49","18.07","90","1020","1.25","219","100","0.13","-22.8215","-47.0694"
"139","2026-05-18 23:27:49","18.07","88","1020","1.25","219","100","0.11","-22.8215","-47.0694"
"140","2026-05-18 23:37:49","18.07","88","1019","1.33","210","100","1.46","-22.8215","-47.0694"
"141","2026-05-18 23:47:49","18.07","88","1019","1.33","210","100","1.46","-22.8215","-47.0694"
"142","2026-05-18 23:57:49","18.07","88","1019","1.33","210","100","1.51","-22.8215","-47.0694"
