"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-06-07 00:00:34","10.59","91","951.14","3800","","","","","-104","2.5","5","40166","1780801233955"
"2","2026-06-07 00:01:34","10.53","91","951.14","3800","","","","","-104","2","5","40167","1780801293954"
"3","2026-06-07 00:03:34","10.45","91","951.14","3800","","","","","-103","1.5","5","40169","1780801413955"
"4","2026-06-07 00:04:34","10.41","91","951.12","3800","","","","","-104","2.799999952316284","5","40170","1780801474003"
"5","2026-06-07 00:05:34","10.4","91","951.12","3800","","","","","-104","2.5","5","40171","1780801533982"
"6","2026-06-07 00:07:33","10.45","91.5","951.1","3800","","","","","-104","1.2999999523162842","5","40173","1780801653917"
"7","2026-06-07 00:08:34","10.42","91.5","951.08","3800","","","","","-104","2.5","5","40174","1780801713953"
"8","2026-06-07 00:10:34","10.38","91.5","951.04","3800","","","","","-104","2","5","40176","1780801833950"
"9","2026-06-07 00:11:33","10.37","91.5","951.04","3800","","","","","-103","0","5","40177","1780801893919"
"10","2026-06-07 00:12:33","","","","","","","","","-108","-8.5","5","40178","1780801953616"
"11","2026-06-07 00:12:34","10.37","91.5","951","3800","","","","","-104","2.299999952316284","5","40178","1780801953912"
"12","2026-06-07 00:13:34","10.39","91.5","951.04","3800","","","","","-104","1.2999999523162842","5","40179","1780802013949"
"13","2026-06-07 00:14:34","10.39","92","950.98","3800","","","","","-104","2","5","40180","1780802073950"
"14","2026-06-07 00:15:34","10.54","92","950.96","3800","","","","","-104","1.5","5","40181","1780802133950"
"15","2026-06-07 00:16:34","10.54","92","950.94","3800","","","","","-104","2","5","40182","1780802193954"
"16","2026-06-07 00:17:34","10.53","92","950.94","3800","","","","","-104","2","5","40183","1780802253953"
"17","2026-06-07 00:18:34","10.47","92","950.9200000000001","3800","","","","","-103","1","5","40184","1780802313947"
"18","2026-06-07 00:19:33","","","","","","","","","-107","-9.5","5","40185","1780802373621"
"19","2026-06-07 00:19:33","10.41","91.5","950.94","3800","","","","","-104","0.5","5","40185","1780802373913"
"20","2026-06-07 00:20:33","10.36","91.5","950.9","3800","","","","","-104","1.7999999523162842","5","40186","1780802433927"
"21","2026-06-07 00:21:34","10.33","91.5","950.94","3800","","","","","-104","1.5","5","40187","1780802493963"
"22","2026-06-07 00:22:34","10.26","91","950.9200000000001","3800","","","","","-104","1.2999999523162842","5","40188","1780802553942"
"23","2026-06-07 00:23:34","10.2","91","950.94","3800","","","","","-104","1.7999999523162842","5","40189","1780802613953"
"24","2026-06-07 00:24:34","10.17","91","950.9200000000001","3800","","","","","-104","1.5","5","40190","1780802673948"
"25","2026-06-07 00:25:33","10.16","91.5","950.9200000000001","3800","","","","","-104","2","5","40191","1780802733929"
