"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-06-07 00:06:08","12.2","63.5","949.7","3680","","-22.822114944458008","-47.06564712524414","622.2","-93","12.800000190734863","5","19170","1780801568817"
"2","2026-06-07 00:16:08","12.12","63.5","949.58","3700","","-22.822118759155273","-47.06561279296875","627.5","-92","12.800000190734863","5","19171","1780802168796"
"3","2026-06-07 00:26:08","12.18","63","949.48","3680","","-22.822175979614258","-47.065574645996094","635.9000000000001","-93","12.800000190734863","5","19172","1780802768814"
"4","2026-06-07 00:36:08","12.11","63","949.4","3700","","-22.8221378326416","-47.06555938720703","639.5","-93","13","5","19173","1780803368813"
"5","2026-06-07 00:46:08","11.96","63.5","949.4200000000001","3720","","-22.822185516357422","-47.06563949584961","608","-93","12.5","5","19174","1780803968813"
"6","2026-06-07 00:56:08","11.94","63.5","949.38","3680","","-22.822154998779297","-47.065643310546875","609.5","-93","12.300000190734863","5","19175","1780804568816"
"7","2026-06-07 01:06:08","11.81","63.5","949.28","3680","","-22.82210922241211","-47.065616607666016","608.2","-93","12.800000190734863","5","19176","1780805168812"
"8","2026-06-07 01:16:08","11.8","63.5","949.26","3700","","-22.82211685180664","-47.065635681152344","611","-93","11.5","5","19177","1780805768811"
"9","2026-06-07 01:26:08","11.67","63.5","949.32","3680","","-22.82213592529297","-47.065673828125","612.9","-93","12.300000190734863","5","19178","1780806368825"
"10","2026-06-07 01:36:08","11.56","63.5","949.38","3680","","-22.82220458984375","-47.065608978271484","619","-93","12","5","19179","1780806968827"
"11","2026-06-07 01:46:08","11.46","64","949.34","3700","","-22.822101593017578","-47.06566619873047","612.7","-93","12.300000190734863","5","19180","1780807568819"
"12","2026-06-07 01:56:08","11.4","63.5","949.26","3680","","-22.82215690612793","-47.065650939941406","604.5","-93","12.300000190734863","5","19181","1780808168824"
"13","2026-06-07 02:06:08","11.31","64","949.22","3660","","-22.82210350036621","-47.06564712524414","617.7","-93","12.800000190734863","5","19182","1780808768805"
"14","2026-06-07 02:16:08","11.29","64","949.1800000000001","3700","","-22.822118759155273","-47.065670013427734","611.5","-93","12.800000190734863","5","19183","1780809368821"
"15","2026-06-07 02:26:08","11.23","64","949.08","3660","","-22.822120666503906","-47.06565475463867","623.7","-93","12.800000190734863","5","19184","1780809968804"
"16","2026-06-07 02:36:08","11.13","64","949","3700","","-22.822141647338867","-47.06565856933594","622.2","-93","12.300000190734863","5","19185","1780810568816"
"17","2026-06-07 02:46:08","11.07","64","948.94","3680","","-22.82211685180664","-47.06568145751953","617","-93","12.300000190734863","5","19186","1780811168783"
"18","2026-06-07 02:56:08","10.99","64","948.8000000000001","3660","","-22.822120666503906","-47.065650939941406","617.7","-93","13","5","19187","1780811768811"
"19","2026-06-07 03:06:08","10.99","64","948.84","3700","","-22.822145462036133","-47.065635681152344","623.2","-93","12.800000190734863","5","19188","1780812368815"
"20","2026-06-07 03:16:08","10.91","64","948.76","3680","","-22.822118759155273","-47.065673828125","615.2","-93","12.800000190734863","5","19189","1780812968819"
"21","2026-06-07 03:26:08","10.85","64","948.72","3660","","-22.82211685180664","-47.06564712524414","607","-93","12.800000190734863","5","19190","1780813568819"
"22","2026-06-07 03:36:08","10.79","64","948.66","3660","","-22.822105407714844","-47.065673828125","623.9000000000001","-93","12.800000190734863","5","19191","1780814168812"
"23","2026-06-07 03:46:08","10.75","64","948.64","3660","","-22.82215690612793","-47.0656623840332","615","-93","12.800000190734863","5","19192","1780814768830"
"24","2026-06-07 03:56:08","","","","","","","","","-93","12.5","5","19193","1780815368475"
"25","2026-06-07 03:56:08","10.68","64.5","948.66","3660","","-22.822193145751953","-47.06563949584961","603.5","-93","12.800000190734863","5","19193","1780815368786"
"26","2026-06-07 04:06:08","10.65","64","948.62","3660","","-22.82210922241211","-47.06568145751953","609.4","-93","12.800000190734863","5","19194","1780815968813"
"27","2026-06-07 04:16:08","10.57","64.5","948.62","3660","","-22.822113037109375","-47.06564712524414","609.5","-92","13","5","19195","1780816568813"
"28","2026-06-07 04:26:08","10.59","64","948.54","3640","","-22.822168350219727","-47.065673828125","604.2","-93","13","5","19196","1780817168819"
"29","2026-06-07 04:36:08","10.57","64","948.6","3660","","-22.822063446044922","-47.065650939941406","612.5","-93","12.800000190734863","5","19197","1780817768826"
"30","2026-06-07 04:46:08","10.45","64.5","948.6","3640","","-22.8221435546875","-47.0656623840332","612.5","-93","12.800000190734863","5","19198","1780818368812"
"31","2026-06-07 04:56:08","10.49","64.5","948.62","3660","","-22.8221492767334","-47.06565475463867","615.2","-93","12.5","5","19199","1780818968807"
"32","2026-06-07 05:06:08","10.4","64.5","948.58","3680","","-22.82213020324707","-47.06566619873047","608.2","-93","12.800000190734863","5","19200","1780819568813"
"33","2026-06-07 05:16:08","10.38","64.5","948.66","3680","","-22.822128295898438","-47.065696716308594","598.5","-93","12.300000190734863","5","19201","1780820168792"
"34","2026-06-07 05:26:08","10.38","64.5","948.6800000000001","3660","","-22.822120666503906","-47.06562805175781","617.4000000000001","-93","12.5","5","19202","1780820768820"
"35","2026-06-07 05:36:08","10.27","64.5","948.64","3640","","-22.822111129760742","-47.065673828125","612.9","-93","12.5","5","19203","1780821368817"
"36","2026-06-07 05:46:08","10.26","64.5","948.64","3640","","-22.822154998779297","-47.06571578979492","595","-93","13","5","19204","1780821968817"
"37","2026-06-07 05:56:08","10.25","64.5","948.74","3660","","-22.822153091430664","-47.06563949584961","618.5","-93","12.5","5","19205","1780822568809"
"38","2026-06-07 06:06:08","10.17","65","948.8000000000001","3660","","-22.822128295898438","-47.06555938720703","633.2","-93","12.300000190734863","5","19206","1780823168809"
"39","2026-06-07 06:16:08","10.09","64.5","948.94","3640","","-22.82211685180664","-47.065650939941406","616.5","-93","12.300000190734863","5","19207","1780823768817"
"40","2026-06-07 06:26:08","9.99","65","949","3640","","-22.82211685180664","-47.06565475463867","612.5","-92","12.800000190734863","5","19208","1780824368821"
"41","2026-06-07 06:36:08","9.98","65","949.14","3660","","-22.822111129760742","-47.065643310546875","616.4000000000001","-93","13","5","19209","1780824968812"
"42","2026-06-07 06:46:08","9.96","65","949.26","3660","","-22.822126388549805","-47.0656852722168","609.5","-93","12.800000190734863","5","19210","1780825568825"
"43","2026-06-07 06:56:08","9.95","65","949.3000000000001","3620","","-22.822105407714844","-47.06565475463867","615.7","-93","13","5","19211","1780826168778"
"44","2026-06-07 07:06:08","10.03","64.5","949.36","3660","","-22.822107315063477","-47.06566619873047","615","-92","12.800000190734863","5","19212","1780826768810"
"45","2026-06-07 07:16:08","10.22","64","949.54","3620","","-22.82213020324707","-47.065643310546875","619.7","-92","12.5","5","19213","1780827368817"
"46","2026-06-07 07:26:08","11.01","62.5","949.62","3640","","-22.8221435546875","-47.06565475463867","611.5","-93","12.5","5","19214","1780827968815"
"47","2026-06-07 07:36:08","15.07","53","949.6","3620","","-22.82210922241211","-47.065650939941406","615.5","-93","12.5","5","19215","1780828568816"
"48","2026-06-07 07:46:08","22.21","39.5","949.64","3660","","-22.822139739990234","-47.06562042236328","608.5","-93","12","5","19216","1780829168821"
"49","2026-06-07 07:56:08","25.4","36.5","949.64","3620","","-22.82213592529297","-47.06564712524414","617","-93","12","5","19217","1780829768771"
"50","2026-06-07 08:06:08","27.88","34","949.74","3640","","-22.822132110595703","-47.0656623840332","620.7","-93","12.5","5","19218","1780830368811"
"51","2026-06-07 08:16:08","28.74","34","949.82","3640","","-22.822154998779297","-47.06566619873047","616","-93","12.300000190734863","5","19219","1780830968815"
"52","2026-06-07 08:26:08","20.64","51","949.98","3620","","-22.822097778320312","-47.06563949584961","622.7","-93","12.300000190734863","5","19220","1780831568812"
"53","2026-06-07 08:36:08","19.26","54","950.2","3660","","-22.82216453552246","-47.06565856933594","612.2","-93","12.300000190734863","5","19221","1780832168820"
"54","2026-06-07 08:46:08","18.42","55.5","950.16","3660","","-22.822193145751953","-47.06564712524414","609.4","-93","13","5","19222","1780832768817"
"55","2026-06-07 08:56:08","18.17","56.5","950.34","3620","","-22.822128295898438","-47.06563186645508","619.7","-92","13","5","19223","1780833368833"
"56","2026-06-07 09:06:08","18.42","56","950.32","3660","","-22.82212257385254","-47.06563949584961","615.5","-94","12.300000190734863","5","19224","1780833968821"
"57","2026-06-07 09:16:08","18.56","55.5","950.3000000000001","3660","","-22.822111129760742","-47.06562423706055","617.9000000000001","-94","12.300000190734863","5","19225","1780834568813"
"58","2026-06-07 09:26:08","19.02","55","950.1800000000001","3640","","-22.822113037109375","-47.06565856933594","622","-94","11.800000190734863","5","19226","1780835168813"
"59","2026-06-07 09:36:08","19.49","54.5","950.14","3660","","-22.82208824157715","-47.06565475463867","625.2","-94","12.300000190734863","5","19227","1780835768818"
"60","2026-06-07 09:46:08","20.4","52.5","950.12","3640","","-22.822101593017578","-47.065643310546875","626.2","-94","12.5","5","19228","1780836368827"
"61","2026-06-07 09:56:08","22.12","49.5","950.14","3640","","-22.822105407714844","-47.06563949584961","613.9","-95","12","5","19229","1780836968819"
"62","2026-06-07 10:06:08","21.98","50.5","950.16","3600","","-22.82213020324707","-47.06565475463867","612.9","-94","10.800000190734863","5","19230","1780837568813"
"63","2026-06-07 10:16:08","21.54","52","950.1","3620","","-22.822111129760742","-47.065670013427734","604.5","-95","12.300000190734863","5","19231","1780838168821"
"64","2026-06-07 10:26:08","22.43","50.5","950.1","3660","","-22.82213020324707","-47.06569290161133","604.5","-95","12.300000190734863","5","19232","1780838768822"
"65","2026-06-07 10:36:08","22.93","50","950.02","3620","","-22.822147369384766","-47.0656623840332","611.2","-93","12.300000190734863","5","19233","1780839368816"
"66","2026-06-07 10:46:08","24.28","47.5","949.8000000000001","3640","","-22.8221435546875","-47.0656852722168","624.2","-96","11.300000190734863","5","19234","1780839968824"
"67","2026-06-07 10:56:08","24.31","49","949.6800000000001","3640","","-22.822162628173828","-47.065670013427734","616.4000000000001","-93","12.800000190734863","5","19235","1780840568777"
"68","2026-06-07 11:06:08","31.73","35.5","949.54","3720","","-22.822141647338867","-47.06565475463867","615.5","-94","11.800000190734863","5","19236","1780841168822"
"69","2026-06-07 11:16:08","34.81","32.5","949.4200000000001","3800","","-22.82215118408203","-47.065673828125","608.7","-93","12.800000190734863","5","19237","1780841768811"
"70","2026-06-07 11:26:08","36.99","31","949.4200000000001","3820","","-22.822097778320312","-47.065673828125","614","-93","12.300000190734863","5","19238","1780842368822"
"71","2026-06-07 11:36:08","37.56","31.5","949.38","3860","","-22.822162628173828","-47.065670013427734","611.2","-98","11","5","19239","1780842968826"
"72","2026-06-07 11:46:08","37.64","33","949.2","3900","","-22.822118759155273","-47.065643310546875","616.7","-94","12","5","19240","1780843568811"
"73","2026-06-07 11:56:08","37.35","34","949.12","3920","","-22.822101593017578","-47.06562423706055","614","-93","13","5","19241","1780844168821"
"74","2026-06-07 12:06:08","36.95","35.5","949.16","3920","","-22.822160720825195","-47.06563949584961","615","-91","13","5","19242","1780844768816"
"75","2026-06-07 12:16:08","36.49","36.5","948.98","3920","","-22.82212257385254","-47.06562423706055","613.2","-99","10","5","19243","1780845368781"
"76","2026-06-07 12:26:08","36.89","36.5","948.78","3960","","-22.82210922241211","-47.06563186645508","611.4","-96","12.300000190734863","5","19244","1780845968817"
"77","2026-06-07 12:36:08","36.87","37","948.72","3960","","-22.822128295898438","-47.06563949584961","613.7","-95","12.300000190734863","5","19245","1780846568825"
"78","2026-06-07 12:46:08","36.19","38.5","948.5600000000001","3940","","-22.822160720825195","-47.06563949584961","624.7","-93","12.300000190734863","5","19246","1780847168810"
"79","2026-06-07 12:56:08","36.41","39","948.32","3940","","-22.822139739990234","-47.06563949584961","620.7","-92","13","5","19247","1780847768821"
"80","2026-06-07 13:06:08","35.52","41","948.14","3980","","-22.822139739990234","-47.06564712524414","614.7","-95","12.300000190734863","5","19248","1780848368821"
"81","2026-06-07 13:16:08","35.51","41.5","948.0600000000001","3960","","-22.822141647338867","-47.06564712524414","611.7","-111","-2.299999952316284","5","19249","1780848968827"
"82","2026-06-07 13:26:08","34.18","44.5","947.88","3960","","-22.822145462036133","-47.0656623840332","608.2","-94","12","5","19250","1780849568827"
"83","2026-06-07 13:36:08","33.71","45.5","947.78","3960","","-22.82219696044922","-47.065643310546875","611","-106","5.800000190734863","5","19251","1780850168821"
"84","2026-06-07 13:46:07","33.72","45.5","947.72","4000","","-22.82215118408203","-47.065670013427734","610","-96","12","5","19252","1780850767823"
"85","2026-06-07 13:56:07","32.9","47","947.54","3980","","-22.822181701660156","-47.0656623840332","605.5","-94","12.300000190734863","5","19253","1780851367825"
"86","2026-06-07 14:06:08","33.11","46.5","947.52","3980","","-22.82216453552246","-47.06565856933594","606.5","-94","11.800000190734863","5","19254","1780851968817"
"87","2026-06-07 14:16:08","33.09","46.5","947.38","4000","","-22.822134017944336","-47.065650939941406","605","-93","12.300000190734863","5","19255","1780852568808"
