"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-06-07 06:08:25","21.89","57.5","948.76","3960","","","","","-106","-1","5","13301","1780823305534"
"2","2026-06-07 06:08:38","21.94","57","948.76","3940","","","","","-104","-0.5","5","13302","1780823318295"
"3","2026-06-07 06:08:51","22","57","948.74","3940","","","","","-105","-1.2999999523162842","5","13303","1780823331055"
"4","2026-06-07 06:09:03","22.06","57","948.74","3960","","","","","-105","-1.7999999523162842","5","13304","1780823343805"
"5","2026-06-07 06:09:16","22.12","57.5","948.74","3940","","","","","-106","-2.299999952316284","5","13305","1780823356568"
"6","2026-06-07 06:09:29","22.17","58","948.74","3960","","","","","-105","-2.799999952316284","5","13306","1780823369335"
