"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-03-16 02:07:38","23.55","65.5","943.22","3540","0","","","","-114","-11.300000190734863","2868","1773637658223"
"2","2026-03-16 03:02:38","23.53","65.5","942.88","3600","0","","","","-114","-9.300000190734863","2923","1773640958221"
"3","2026-03-16 03:04:38","23.53","65.5","942.82","3560","0","","","","-114","-10","2925","1773641078220"
"4","2026-03-16 03:06:38","23.53","65.5","942.82","3600","0","","","","-114","-9.800000190734863","2927","1773641198216"
"5","2026-03-16 03:17:38","23.53","65","942.82","3580","0","","","","-114","-9.5","2938","1773641858218"
"6","2026-03-16 03:28:38","23.52","65.5","942.82","3580","0","","","","-114","-9.5","2949","1773642518232"
"7","2026-03-16 03:35:38","23.52","65.5","942.9","3560","0","","","","-114","-9","2956","1773642938215"
"8","2026-03-16 03:36:38","23.52","65.5","942.9","3580","0","","","","-114","-8.300000190734863","2957","1773642998212"
"9","2026-03-16 03:37:38","23.51","65","942.94","3580","0","","","","-114","-9.300000190734863","2958","1773643058196"
"10","2026-03-16 03:38:38","23.52","65","942.9","3540","0","","","","-114","-10.300000190734863","2959","1773643118213"
"11","2026-03-16 03:43:38","23.51","65.5","942.94","3540","0","","","","-114","-9.800000190734863","2964","1773643418216"
"12","2026-03-16 03:52:38","23.51","65","942.98","3560","0","","","","-114","-9.300000190734863","2973","1773643958210"
"13","2026-03-16 03:56:38","23.51","65","943","3560","0","","","","-114","-8.5","2977","1773644198212"
"14","2026-03-16 03:57:38","23.5","65","943.0600000000001","3540","0","","","","-114","-8.300000190734863","2978","1773644258207"
"15","2026-03-16 03:58:38","23.51","65","943.0600000000001","3540","0","","","","-114","-8.800000190734863","2979","1773644318221"
"16","2026-03-16 03:59:38","23.51","65","943.1","3540","0","","","","-114","-9.300000190734863","2980","1773644378214"
"17","2026-03-16 04:01:38","23.51","65","943.08","3540","0","","","","-114","-8.300000190734863","2982","1773644498210"
"18","2026-03-16 04:03:38","23.51","65.5","943.12","3540","0","","","","-114","-10","2984","1773644618209"
"19","2026-03-16 04:06:38","23.51","65","943.04","3600","0","","","","-114","-9.800000190734863","2987","1773644798213"
"20","2026-03-16 04:20:38","23.5","65","943.24","3540","0","","","","-114","-8.800000190734863","3001","1773645638209"
"21","2026-03-16 04:22:38","23.5","65","943.28","3600","0","","","","-114","-9.300000190734863","3003","1773645758211"
"22","2026-03-16 04:23:38","23.5","65","943.22","3560","0","","","","-114","-9.800000190734863","3004","1773645818208"
"23","2026-03-16 04:24:38","23.5","65","943.26","3580","0","","","","-114","-9.800000190734863","3005","1773645878213"
"24","2026-03-16 04:30:38","23.5","65","943.32","3540","0","","","","-113","-7.5","3011","1773646238217"
"25","2026-03-16 04:32:38","23.5","65","943.34","3560","0","","","","-114","-9.300000190734863","3013","1773646358212"
"26","2026-03-16 04:33:38","23.5","65","943.36","3560","0","","","","-114","-9.800000190734863","3014","1773646418216"
"27","2026-03-16 04:46:38","23.49","65","943.3000000000001","3580","0","","","","-114","-9.5","3027","1773647198212"
"28","2026-03-16 04:48:38","23.5","65","943.3000000000001","3560","0","","","","-114","-9.5","3029","1773647318224"
"29","2026-03-16 04:50:38","23.49","65","943.32","3580","0","","","","-114","-9.5","3031","1773647438207"
"30","2026-03-16 05:04:38","23.48","65","943.5","3520","0","","","","-114","-9.800000190734863","3045","1773648278207"
"31","2026-03-16 05:05:38","23.48","65","943.5","3560","0","","","","-114","-9.300000190734863","3046","1773648338207"
