"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"76","2026-06-05 01:27:34","15.91","78.5","955.9","3800","","","","","-101","5.800000190734863","5","37373","1780633654380"
"77","2026-06-05 01:28:34","15.93","78.5","955.9","3800","","","","","-103","2.799999952316284","5","37374","1780633714388"
"78","2026-06-05 01:29:34","15.92","78.5","955.84","3800","","","","","-101","5.800000190734863","5","37375","1780633774356"
"79","2026-06-05 01:30:34","15.9","78.5","955.9200000000001","3800","","","","","-104","1.5","5","37376","1780633834390"
"80","2026-06-05 01:31:34","","","","","","","","","-110","-8.300000190734863","5","37377","1780633894055"
"81","2026-06-05 01:31:34","15.83","78.5","955.9","3800","","","","","-105","1","5","37377","1780633894355"
"82","2026-06-05 01:32:34","15.78","79","955.86","3800","","","","","-105","1","5","37378","1780633954381"
"83","2026-06-05 01:33:34","15.74","78.5","955.88","3800","","","","","-106","-1.5","5","37379","1780634014388"
"84","2026-06-05 01:34:34","15.71","79","955.88","3800","","","","","-104","0.30000001192092896","5","37380","1780634074386"
"85","2026-06-05 01:35:34","15.72","79","955.9","3800","","","","","-105","0.5","5","37381","1780634134382"
"86","2026-06-05 01:36:34","15.75","79","955.9","3800","","","","","-101","3.799999952316284","5","37382","1780634194386"
"87","2026-06-05 01:37:34","15.71","79","955.9","3800","","","","","-105","1.2999999523162842","5","37383","1780634254413"
"88","2026-06-05 01:38:34","15.79","79","955.88","3800","","","","","-105","2.5","5","37384","1780634314372"
"89","2026-06-05 01:39:34","15.75","78.5","955.88","3800","","","","","-105","-1.5","5","37385","1780634374382"
"90","2026-06-05 01:42:34","15.65","79.5","955.84","3800","","","","","-104","0.800000011920929","5","37388","1780634554379"
"91","2026-06-05 01:43:34","15.59","79.5","955.84","3800","","","","","-105","-1","5","37389","1780634614384"
"92","2026-06-05 01:46:34","15.72","79","955.8000000000001","3800","","","","","-107","-5.800000190734863","5","37392","1780634794381"
"93","2026-06-05 01:47:34","15.66","79.5","955.88","3800","","","","","-101","5.300000190734863","5","37393","1780634854381"
"94","2026-06-05 01:48:34","15.72","79","955.8000000000001","3800","","","","","-104","1.7999999523162842","5","37394","1780634914386"
"95","2026-06-05 01:49:34","15.72","79","955.84","3800","","","","","-104","1.7999999523162842","5","37395","1780634974389"
"96","2026-06-05 01:50:34","15.75","79","955.82","3800","","","","","-105","-0.800000011920929","5","37396","1780635034408"
"97","2026-06-05 01:51:34","15.71","79","955.78","3800","","","","","-105","4","5","37397","1780635094387"
"98","2026-06-05 01:52:34","15.68","79","955.76","3800","","","","","-106","-2","5","37398","1780635154384"
"99","2026-06-05 01:53:34","15.63","79.5","955.8000000000001","3800","","","","","-102","4.300000190734863","5","37399","1780635214375"
"100","2026-06-05 01:55:34","15.51","80","955.8000000000001","3800","","","","","-107","1.5","5","37401","1780635334381"
"101","2026-06-05 01:56:34","15.52","80","955.72","3800","","","","","-105","1","5","37402","1780635394382"
"102","2026-06-05 01:59:34","15.48","80","955.6800000000001","3800","","","","","-106","-2.799999952316284","5","37405","1780635574386"
"103","2026-06-05 02:00:34","15.46","80.5","955.74","3800","","","","","-110","-6.5","5","37406","1780635634380"
"104","2026-06-05 02:01:34","15.4","80.5","955.7","3800","","","","","-106","-3.299999952316284","5","37407","1780635694375"
"105","2026-06-05 02:02:34","","","","","","","","","-110","-6.5","5","37408","1780635754051"
"106","2026-06-05 02:02:34","15.4","80.5","955.74","3800","","","","","-105","-1.7999999523162842","5","37408","1780635754347"
"107","2026-06-05 02:03:34","15.46","80","955.7","3800","","","","","-104","1.7999999523162842","5","37409","1780635814385"
"108","2026-06-05 02:04:34","15.5","79.5","955.72","3800","","","","","-103","2.299999952316284","5","37410","1780635874385"
"109","2026-06-05 02:05:34","15.44","80","955.72","3800","","","","","-106","-2.5","5","37411","1780635934372"
"110","2026-06-05 02:07:34","15.49","80","955.66","3800","","","","","-107","-2.799999952316284","5","37413","1780636054382"
"111","2026-06-05 02:08:34","15.46","80","955.6","3800","","","","","-107","-9","5","37414","1780636114370"
"112","2026-06-05 02:09:34","15.46","79.5","955.62","3800","","","","","-104","1.7999999523162842","5","37415","1780636174381"
"113","2026-06-05 02:10:34","","","","","","","","","-108","-9","5","37416","1780636234043"
"114","2026-06-05 02:10:34","15.47","80","955.6","3800","","","","","-104","1.2999999523162842","5","37416","1780636234348"
"115","2026-06-05 02:11:34","","","","","","","","","-110","-9.300000190734863","5","37417","1780636294012"
"116","2026-06-05 02:11:34","15.44","80","955.62","3800","","","","","-106","-0.30000001192092896","5","37417","1780636294343"
"117","2026-06-05 02:12:34","15.48","79.5","955.58","3800","","","","","-107","-3.799999952316284","5","37418","1780636354370"
"118","2026-06-05 02:13:34","15.5","79.5","955.54","3800","","","","","-103","4","5","37419","1780636414379"
"119","2026-06-05 02:14:34","15.51","79.5","955.52","3800","","","","","-105","0.800000011920929","5","37420","1780636474375"
"120","2026-06-05 02:15:34","15.44","80","955.5","3800","","","","","-106","-1.7999999523162842","5","37421","1780636534374"
"121","2026-06-05 02:16:34","15.5","79.5","955.5","3780","","","","","-105","1","5","37422","1780636594373"
"122","2026-06-05 02:17:34","15.6","79.5","955.52","3800","","","","","-108","-9.300000190734863","5","37423","1780636654369"
"123","2026-06-05 02:18:34","15.52","79.5","955.5","3800","","","","","-103","1.5","5","37424","1780636714371"
"124","2026-06-05 02:19:34","15.57","79","955.48","3800","","","","","-105","-1.5","5","37425","1780636774374"
"125","2026-06-05 02:21:34","15.5","79.5","955.44","3800","","","","","-106","-1.5","5","37427","1780636894372"
"126","2026-06-05 02:22:34","15.5","79","955.4200000000001","3780","","","","","-105","1.2999999523162842","5","37428","1780636954370"
"127","2026-06-05 02:23:34","15.52","79","955.46","3800","","","","","-107","-4.5","5","37429","1780637014379"
"128","2026-06-05 02:24:34","15.49","79.5","955.4200000000001","3800","","","","","-106","-1","5","37430","1780637074378"
"129","2026-06-05 02:25:34","15.44","79.5","955.48","3800","","","","","-106","-3.799999952316284","5","37431","1780637134370"
"130","2026-06-05 02:26:34","15.5","79.5","955.46","3800","","","","","-105","-2","5","37432","1780637194378"
"131","2026-06-05 02:27:34","15.47","79.5","955.4","3800","","","","","-108","-5.5","5","37433","1780637254373"
"132","2026-06-05 02:28:34","15.43","79.5","955.4","3800","","","","","-103","-2.799999952316284","5","37434","1780637314380"
"133","2026-06-05 02:29:34","15.41","79.5","955.34","3800","","","","","-106","-3.299999952316284","5","37435","1780637374378"
"134","2026-06-05 02:30:34","15.44","79.5","955.32","3800","","","","","-106","-0.800000011920929","5","37436","1780637434380"
"135","2026-06-05 02:31:34","15.46","79.5","955.34","3800","","","","","-107","-7.5","5","37437","1780637494369"
"136","2026-06-05 02:33:34","15.35","80","955.34","3800","","","","","-105","-0.30000001192092896","5","37439","1780637614373"
"137","2026-06-05 02:34:34","15.38","79.5","955.34","3800","","","","","-108","-7","5","37440","1780637674370"
"138","2026-06-05 02:35:34","15.52","79","955.38","3800","","","","","-110","-3.799999952316284","5","37441","1780637734371"
"139","2026-06-05 02:36:34","15.51","79","955.38","3800","","","","","-106","-0.30000001192092896","5","37442","1780637794378"
"140","2026-06-05 02:37:34","","","","","","","","","-108","-8.800000190734863","5","37443","1780637854042"
"141","2026-06-05 02:37:34","15.42","79.5","955.34","3800","","","","","-102","0","5","37443","1780637854339"
"142","2026-06-05 02:38:34","15.42","79.5","955.34","3780","","","","","-107","-2.299999952316284","5","37444","1780637914374"
"143","2026-06-05 02:39:34","15.44","79.5","955.34","3800","","","","","-104","-2.5","5","37445","1780637974376"
"144","2026-06-05 02:40:34","","","","","","","","","-110","-9.300000190734863","5","37446","1780638034042"
"145","2026-06-05 02:40:34","15.42","79.5","955.32","3800","","","","","-106","-2","5","37446","1780638034352"
"146","2026-06-05 02:41:34","15.44","79.5","955.34","3780","","","","","-107","-5","5","37447","1780638094377"
"147","2026-06-05 02:42:34","15.39","79.5","955.24","3800","","","","","-105","1.2999999523162842","5","37448","1780638154373"
"148","2026-06-05 02:43:34","15.47","79","955.28","3800","","","","","-102","4","5","37449","1780638214371"
"149","2026-06-05 02:44:34","15.58","78.5","955.3000000000001","3800","","","","","-107","-2","5","37450","1780638274365"
"150","2026-06-05 02:45:34","15.55","79","955.3000000000001","3800","","","","","-104","2.5","5","37451","1780638334375"
"151","2026-06-05 02:46:34","15.48","79","955.34","3800","","","","","-106","-1","5","37452","1780638394370"
"152","2026-06-05 02:47:34","15.48","79","955.3000000000001","3780","","","","","-107","-3","5","37453","1780638454376"
"153","2026-06-05 02:48:34","15.42","79","955.28","3780","","","","","-108","-5.5","5","37454","1780638514342"
"154","2026-06-05 02:49:34","15.39","79.5","955.28","3780","","","","","-108","1.2999999523162842","5","37455","1780638574379"
"155","2026-06-05 02:50:34","15.4","79.5","955.3000000000001","3800","","","","","-108","-0.30000001192092896","5","37456","1780638634366"
"156","2026-06-05 02:51:34","15.37","79.5","955.26","3800","","","","","-104","1.2999999523162842","5","37457","1780638694368"
"157","2026-06-05 02:52:34","15.4","79.5","955.26","3800","","","","","-103","4.800000190734863","5","37458","1780638754373"
"158","2026-06-05 02:54:34","15.38","79.5","955.28","3780","","","","","-103","2.799999952316284","5","37460","1780638874371"
"159","2026-06-05 02:55:34","15.33","79.5","955.26","3800","","","","","-105","-8.5","5","37461","1780638934368"
"160","2026-06-05 02:56:34","15.36","79.5","955.34","3800","","","","","-103","2.299999952316284","5","37462","1780638994369"
"161","2026-06-05 02:57:34","15.37","79.5","955.3000000000001","3800","","","","","-103","0.800000011920929","5","37463","1780639054371"
"162","2026-06-05 03:00:34","15.32","80","955.3000000000001","3780","","","","","-105","-1.5","5","37466","1780639234365"
"163","2026-06-05 03:01:34","15.27","79.5","955.34","3780","","","","","-104","2.299999952316284","5","37467","1780639294372"
"164","2026-06-05 03:02:34","15.23","80","955.34","3780","","","","","-105","0.30000001192092896","5","37468","1780639354366"
"165","2026-06-05 03:03:34","15.31","79.5","955.32","3800","","","","","-107","-4.800000190734863","5","37469","1780639414368"
"166","2026-06-05 03:04:34","","","","","","","","","-108","-10","5","37470","1780639474035"
"167","2026-06-05 03:04:34","15.23","79.5","955.32","3780","","","","","-104","1.7999999523162842","5","37470","1780639474333"
"168","2026-06-05 03:05:34","15.31","79.5","955.34","3800","","","","","-104","-0.800000011920929","5","37471","1780639534373"
"169","2026-06-05 03:07:34","15.19","80","955.28","3800","","","","","-108","-6.800000190734863","5","37473","1780639654371"
"170","2026-06-05 03:08:34","15.31","79.5","955.34","3780","","","","","-105","-0.5","5","37474","1780639714363"
"171","2026-06-05 03:10:34","15.39","79","955.34","3780","","","","","-103","3.5","5","37476","1780639834370"
"172","2026-06-05 03:11:34","15.39","79","955.32","3780","","","","","-104","0","5","37477","1780639894372"
"173","2026-06-05 03:12:34","15.33","79","955.34","3800","","","","","-103","2.299999952316284","5","37478","1780639954367"
"174","2026-06-05 03:13:34","15.36","79","955.36","3780","","","","","-104","-0.5","5","37479","1780640014370"
"175","2026-06-05 03:14:34","","","","","","","","","-110","-9.300000190734863","5","37480","1780640074029"
"176","2026-06-05 03:14:34","15.37","79","955.36","3800","","","","","-107","-3.5","5","37480","1780640074326"
"177","2026-06-05 03:15:34","15.41","78.5","955.34","3780","","","","","-105","-0.800000011920929","5","37481","1780640134373"
"178","2026-06-05 03:16:34","15.35","79","955.34","3800","","","","","-102","4","5","37482","1780640194364"
"179","2026-06-05 03:17:34","15.33","79","955.34","3780","","","","","-105","1.2999999523162842","5","37483","1780640254362"
"180","2026-06-05 03:18:34","15.3","79","955.36","3780","","","","","-104","2.5","5","37484","1780640314362"
"181","2026-06-05 03:19:34","15.28","79","955.38","3780","","","","","-103","3.299999952316284","5","37485","1780640374367"
"182","2026-06-05 03:20:34","15.23","79","955.34","3780","","","","","-102","4.800000190734863","5","37486","1780640434370"
"183","2026-06-05 03:22:34","15.18","79.5","955.34","3800","","","","","-100","6","5","37488","1780640554362"
"184","2026-06-05 03:23:34","15.14","80","955.36","3780","","","","","-103","3","5","37489","1780640614369"
"185","2026-06-05 03:24:34","15.14","79.5","955.36","3780","","","","","-101","4.300000190734863","5","37490","1780640674362"
"186","2026-06-05 03:25:34","15.11","79.5","955.32","3780","","","","","-104","2.299999952316284","5","37491","1780640734361"
"187","2026-06-05 03:26:34","15.08","80","955.28","3780","","","","","-105","0.30000001192092896","5","37492","1780640794357"
"188","2026-06-05 03:28:34","15.2","79","955.28","3780","","","","","-106","-0.5","5","37494","1780640914362"
"189","2026-06-05 03:29:34","15.2","79","955.26","3780","","","","","-105","1.2999999523162842","5","37495","1780640974370"
"190","2026-06-05 03:30:34","15.14","79.5","955.24","3780","","","","","-105","0.800000011920929","5","37496","1780641034363"
"191","2026-06-05 03:32:34","15.04","80","955.22","3780","","","","","-104","1.7999999523162842","5","37498","1780641154360"
"192","2026-06-05 03:33:34","15.04","80","955.24","3780","","","","","-107","-6.5","5","37499","1780641214363"
"193","2026-06-05 03:34:34","15.01","80","955.28","3780","","","","","-107","-3.5","5","37500","1780641274370"
"194","2026-06-05 03:35:34","14.95","80","955.22","3780","","","","","-104","3","5","37501","1780641334370"
"195","2026-06-05 03:36:34","14.88","80.5","955.24","3780","","","","","-107","-3.799999952316284","5","37502","1780641394370"
"196","2026-06-05 03:37:34","14.82","80.5","955.24","3780","","","","","-106","-1.5","5","37503","1780641454359"
"197","2026-06-05 03:38:34","","","","","","","","","-109","-8.300000190734863","5","37504","1780641514035"
"198","2026-06-05 03:38:34","14.83","81","955.24","3780","","","","","-104","1.7999999523162842","5","37504","1780641514329"
"199","2026-06-05 03:39:34","14.8","81","955.2","3780","","","","","-103","3","5","37505","1780641574366"
"200","2026-06-05 03:40:34","14.85","80.5","955.2","3780","","","","","-104","-0.5","5","37506","1780641634357"
"201","2026-06-05 03:41:34","14.86","80.5","955.26","3780","","","","","-106","-1.7999999523162842","5","37507","1780641694364"
"202","2026-06-05 03:43:34","14.91","80.5","955.24","3780","","","","","-102","3.799999952316284","5","37509","1780641814358"
"203","2026-06-05 03:44:34","14.95","80","955.22","3780","","","","","-105","-2.5","5","37510","1780641874376"
"204","2026-06-05 03:45:34","14.98","80.5","955.22","3780","","","","","-104","2.799999952316284","5","37511","1780641934363"
"205","2026-06-05 03:46:34","14.98","80","955.14","3780","","","","","-105","0.30000001192092896","5","37512","1780641994366"
"206","2026-06-05 03:47:34","14.88","80","955.16","3780","","","","","-104","2","5","37513","1780642054360"
"207","2026-06-05 03:48:34","14.81","80.5","955.16","3780","","","","","-103","0.30000001192092896","5","37514","1780642114368"
"208","2026-06-05 03:49:34","14.75","81","955.14","3780","","","","","-108","-5.800000190734863","5","37515","1780642174364"
"209","2026-06-05 03:50:34","14.74","81","955.14","3780","","","","","-106","0","5","37516","1780642234369"
"210","2026-06-05 03:51:34","","","","","","","","","-107","-7.300000190734863","5","37517","1780642294039"
"211","2026-06-05 03:51:34","14.72","81","955.14","3780","","","","","-101","5","5","37517","1780642294319"
"212","2026-06-05 03:52:34","14.64","81","955.14","3780","","","","","-104","-2.5","5","37518","1780642354365"
"213","2026-06-05 03:53:34","14.6","81.5","955.16","3780","","","","","-107","-3.799999952316284","5","37519","1780642414359"
"214","2026-06-05 03:54:34","14.62","81.5","955.14","3780","","","","","-105","-1.2999999523162842","5","37520","1780642474367"
"215","2026-06-05 03:55:34","14.64","81.5","955.12","3780","","","","","-102","4.300000190734863","5","37521","1780642534360"
"216","2026-06-05 03:56:34","14.71","81.5","955.12","3780","","","","","-105","-0.30000001192092896","5","37522","1780642594365"
"217","2026-06-05 03:57:34","14.63","81.5","955.14","3780","","","","","-109","-2","5","37523","1780642654366"
"218","2026-06-05 03:58:34","14.65","81.5","955.12","3780","","","","","-109","-1.5","5","37524","1780642714355"
"219","2026-06-05 03:59:34","14.62","81.5","955.14","3780","","","","","-105","-0.800000011920929","5","37525","1780642774357"
"220","2026-06-05 04:00:34","14.63","81","955.14","3780","","","","","-105","1.5","5","37526","1780642834360"
"221","2026-06-05 04:01:34","14.6","81.5","955.12","3780","","","","","-106","1.5","5","37527","1780642894365"
"222","2026-06-05 04:02:34","14.52","81.5","955.12","3780","","","","","-106","-1","5","37528","1780642954367"
"223","2026-06-05 04:03:34","14.55","81.5","955.1","3780","","","","","-105","0","5","37529","1780643014357"
"224","2026-06-05 04:04:34","14.57","81.5","955.1","3780","","","","","-107","0","5","37530","1780643074355"
"225","2026-06-05 04:06:34","14.54","82","955.12","3780","","","","","-105","-0.30000001192092896","5","37532","1780643194359"
"226","2026-06-05 04:07:34","14.53","81.5","955.14","3780","","","","","-104","-3.799999952316284","5","37533","1780643254354"
"227","2026-06-05 04:08:34","14.44","82","955.14","3780","","","","","-104","-0.5","5","37534","1780643314359"
"228","2026-06-05 04:09:34","14.41","82","955.14","3780","","","","","-105","1.2999999523162842","5","37535","1780643374358"
"229","2026-06-05 04:10:34","14.4","82","955.16","3780","","","","","-103","3","5","37536","1780643434353"
"230","2026-06-05 04:11:34","14.29","82","955.1800000000001","3780","","","","","-106","-1.7999999523162842","5","37537","1780643494357"
"231","2026-06-05 04:12:34","14.21","82.5","955.1800000000001","3780","","","","","-101","4","5","37538","1780643554352"
"232","2026-06-05 04:13:34","14.19","82.5","955.2","3780","","","","","-106","-1.5","5","37539","1780643614361"
"233","2026-06-05 04:14:34","14.19","83","955.2","3780","","","","","-102","3.299999952316284","5","37540","1780643674360"
"234","2026-06-05 04:15:34","14.23","82.5","955.1800000000001","3780","","","","","-105","0.5","5","37541","1780643734362"
"235","2026-06-05 04:17:34","14.2","82.5","955.22","3780","","","","","-107","3","5","37543","1780643854350"
"236","2026-06-05 04:18:34","","","","","","","","","-109","-7.5","5","37544","1780643914018"
"237","2026-06-05 04:18:34","14.13","83","955.2","3780","","","","","-105","1","5","37544","1780643914311"
"238","2026-06-05 04:19:34","14.13","83","955.22","3780","","","","","-105","0.5","5","37545","1780643974354"
"239","2026-06-05 04:20:34","14.17","83","955.2","3780","","","","","-108","1","5","37546","1780644034357"
"240","2026-06-05 04:21:34","14.18","83","955.24","3780","","","","","-106","-0.30000001192092896","5","37547","1780644094328"
"241","2026-06-05 04:22:34","14.17","82.5","955.22","3780","","","","","-105","-1","5","37548","1780644154358"
"242","2026-06-05 04:23:34","14.18","82.5","955.22","3780","","","","","-105","-1.2999999523162842","5","37549","1780644214359"
"243","2026-06-05 04:24:34","14.22","82.5","955.24","3800","","","","","-107","2","5","37550","1780644274352"
"244","2026-06-05 04:25:34","","","","","","","","","-109","-8.5","5","37551","1780644334019"
"245","2026-06-05 04:25:34","14.16","82.5","955.22","3780","","","","","-108","1","5","37551","1780644334317"
"246","2026-06-05 04:26:34","14.13","83","955.28","3780","","","","","-103","0.800000011920929","5","37552","1780644394356"
"247","2026-06-05 04:27:34","14.13","82.5","955.26","3780","","","","","-102","2","5","37553","1780644454320"
"248","2026-06-05 04:28:34","14.2","83","955.26","3780","","","","","-105","-3","5","37554","1780644514350"
