"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","DR","Frame Counter","Timestamp Aquisição (ms)"
"39","2026-06-05 17:59:30","22.88","46.5","953.24","3680","","-22.818744659423828","-47.072166442871094","609.7","-105","0","0","11293","1780693170553"
"40","2026-06-05 17:59:40","22.83","46","953.38","3640","","-22.81869888305664","-47.07209014892578","599.5","-99","1.7999999523162842","0","11294","1780693180519"
"41","2026-06-05 17:59:50","22.8","46.5","953.36","3680","","-22.81861114501953","-47.072044372558594","598","-102","-0.5","0","11295","1780693190557"
"42","2026-06-05 18:00:00","22.77","46","953.28","3660","","-22.81850242614746","-47.072044372558594","599.2","-103","-0.5","0","11296","1780693200559"
"43","2026-06-05 18:00:10","22.73","46","953.3000000000001","3660","","-22.8183650970459","-47.072052001953125","599.9","-106","-6.300000190734863","0","11297","1780693210563"
"44","2026-06-05 18:00:20","22.71","46","953.34","3640","","-22.818294525146484","-47.07208251953125","607.7","-106","-10","0","11298","1780693220562"
"45","2026-06-05 18:00:30","22.67","46","953.28","3640","","-22.818187713623047","-47.072105407714844","603.2","-107","-8.300000190734863","0","11299","1780693230556"
"46","2026-06-05 18:00:40","22.64","46","953.38","3640","","-22.818096160888672","-47.07218933105469","598.9","-107","-2","0","11300","1780693240560"
"47","2026-06-05 18:00:50","22.61","46","953.48","3640","","-22.818056106567383","-47.072269439697266","596.5","-106","-7","0","11301","1780693250552"
"48","2026-06-05 18:01:00","22.58","46","953.36","3660","","-22.817983627319336","-47.07240676879883","597.7","-106","-3","0","11302","1780693260567"
"49","2026-06-05 18:01:10","22.54","46","953.58","3640","","-22.817890167236328","-47.072471618652344","595.5","-105","-8","0","11303","1780693270560"
"50","2026-06-05 18:01:20","22.5","46","953.34","3620","","-22.817808151245117","-47.072532653808594","600","-106","-8","0","11304","1780693280565"
"51","2026-06-05 18:01:30","22.47","46","953.48","3660","","-22.8177490234375","-47.072566986083984","597","-107","-8.300000190734863","0","11305","1780693290556"
"52","2026-06-05 18:01:40","22.44","46","953.5600000000001","3660","","-22.817615509033203","-47.07258605957031","599","-108","-8.5","0","11306","1780693300560"
"53","2026-06-05 18:02:00","22.37","47","953.44","3640","","-22.817445755004883","-47.07261276245117","599.5","-106","-9","0","11308","1780693320559"
"54","2026-06-05 18:02:10","22.35","46.5","953.78","3620","","-22.81731605529785","-47.072601318359375","594.4","-109","-13.300000190734863","0","11309","1780693330557"
"55","2026-06-05 18:02:20","22.32","46.5","954","3680","","-22.81719398498535","-47.072601318359375","593.4","-107","-15","0","11310","1780693340571"
"56","2026-06-05 18:02:40","22.27","47","953.7","3660","","-22.816957473754883","-47.07261657714844","595.2","-108","-11","0","11312","1780693360549"
"57","2026-06-05 18:02:50","22.25","47","953.64","3620","","-22.81681251525879","-47.0726203918457","592.7","-108","-9","0","11313","1780693370553"
"58","2026-06-05 18:03:00","22.24","47","953.6","3660","","-22.81670570373535","-47.0726318359375","593.9","-108","-16","0","11314","1780693380563"
"59","2026-06-05 18:03:30","22.18","47","953.7","3620","","-22.816377639770508","-47.0726203918457","592.4","-105","-4.5","0","11317","1780693410553"
"60","2026-06-05 18:03:40","22.17","47","953.96","3620","","-22.816242218017578","-47.0726203918457","591.4","-104","0.5","0","11318","1780693420558"
"61","2026-06-05 18:03:50","22.15","47.5","953.74","3620","","-22.816133499145508","-47.07261657714844","590","-106","-8","0","11319","1780693430555"
"62","2026-06-05 18:04:00","22.14","47.5","953.76","3700","","-22.81604766845703","-47.0726203918457","592.7","-106","-3.299999952316284","0","11320","1780693440552"
"63","2026-06-05 18:04:10","22.13","47.5","953.6800000000001","3620","","-22.815895080566406","-47.07258224487305","592.5","-107","-5.800000190734863","0","11321","1780693450591"
"64","2026-06-05 18:04:20","22.13","47","953.72","3660","","-22.815780639648438","-47.072566986083984","589.5","-108","-12","0","11322","1780693460564"
"65","2026-06-05 18:04:30","22.12","47.5","953.86","3660","","-22.815643310546875","-47.072532653808594","592.2","-107","-14.800000190734863","0","11323","1780693470550"
"66","2026-06-05 18:04:50","22.11","47.5","954.5","3660","","-22.815444946289062","-47.07246398925781","586.9","-107","-12","0","11325","1780693490561"
"67","2026-06-05 18:05:00","22.11","48","953.9","3660","","-22.815410614013672","-47.07243728637695","586.7","-108","-11.800000190734863","0","11326","1780693500562"
"68","2026-06-05 18:05:10","22.1","47.5","953.82","3660","","-22.815311431884766","-47.072418212890625","587.7","-108","-14.800000190734863","0","11327","1780693510555"
"69","2026-06-05 18:05:20","22.1","47.5","954.08","3660","","-22.815237045288086","-47.07238006591797","589.4","-107","-13.800000190734863","0","11328","1780693520561"
"70","2026-06-05 18:05:40","22.1","47","953.98","3680","","-22.81501007080078","-47.07225799560547","595.7","-104","-3.5","0","11330","1780693540560"
"71","2026-06-05 18:05:50","22.1","47.5","954.72","3640","","-22.814903259277344","-47.07221221923828","594.9","-107","-10.5","0","11331","1780693550555"
"72","2026-06-05 18:06:00","22.09","47.5","954.3000000000001","3640","","-22.81483268737793","-47.072147369384766","591.7","-107","-9.800000190734863","0","11332","1780693560555"
"73","2026-06-05 18:06:10","22.1","47.5","954.16","3660","","-22.81475257873535","-47.07208251953125","587","-108","-11","0","11333","1780693570563"
"74","2026-06-05 18:06:20","22.09","47.5","954.1800000000001","3660","","-22.814680099487305","-47.07200241088867","584.2","-108","-13.800000190734863","0","11334","1780693580566"
"75","2026-06-05 18:06:30","22.09","47","954.26","3640","","-22.814617156982422","-47.07191467285156","584.9","-108","-13","0","11335","1780693590558"
"76","2026-06-05 18:07:00","22.08","46.5","954.44","3640","","-22.814346313476562","-47.07164001464844","586.2","-108","-17.799999237060547","0","11338","1780693620571"
"77","2026-06-05 18:07:30","22.08","47.5","954.52","3700","","-22.814138412475586","-47.07135772705078","578.9","-107","-20.299999237060547","0","11341","1780693650548"
"78","2026-06-05 18:08:10","22.07","47","954.7","3640","","-22.813846588134766","-47.07097244262695","590.5","-108","-10.800000190734863","0","11345","1780693690566"
"79","2026-06-05 18:08:20","22.07","47.5","954.8000000000001","3640","","-22.81377601623535","-47.0709114074707","593","-108","-13","0","11346","1780693700574"
"80","2026-06-05 18:08:30","22.07","47.5","955.1","3680","","-22.813674926757812","-47.070858001708984","595.5","-108","-12","0","11347","1780693710555"
"81","2026-06-05 18:08:50","22.06","47.5","954.9200000000001","3660","","-22.81353187561035","-47.0706787109375","600.2","-107","-19.299999237060547","0","11349","1780693730575"
"82","2026-06-05 18:09:10","22.05","48","954.9200000000001","3680","","-22.813404083251953","-47.07050323486328","609","-108","-10.5","0","11351","1780693750567"
"83","2026-06-05 18:09:30","22.04","47.5","954.9200000000001","3640","","-22.813312530517578","-47.070289611816406","599.9","-108","-9","0","11353","1780693770555"
"84","2026-06-05 18:09:40","22.04","47.5","955.16","3640","","-22.813251495361328","-47.07017517089844","603","-107","-15.300000190734863","0","11354","1780693780562"
"85","2026-06-05 18:09:50","22.04","48","955.02","3640","","-22.81321144104004","-47.070037841796875","598.2","-107","-10.300000190734863","0","11355","1780693790563"
"86","2026-06-05 18:10:00","22.02","48","955.38","3640","","-22.81318473815918","-47.06988525390625","592","-107","-6.300000190734863","0","11356","1780693800567"
"87","2026-06-05 18:10:10","22.03","48.5","955.2","3640","","-22.81314468383789","-47.06975173950195","589.2","-108","-9.300000190734863","0","11357","1780693810572"
"88","2026-06-05 18:10:20","22.02","47.5","955.08","3680","","-22.813095092773438","-47.069637298583984","587.2","-107","-16.5","0","11358","1780693820576"
"89","2026-06-05 18:10:30","22.02","48","955.08","3640","","-22.81307029724121","-47.069522857666016","584.9","-107","-7.5","0","11359","1780693830570"
"90","2026-06-05 18:10:40","22.02","47.5","955.04","3640","","-22.81304168701172","-47.06940841674805","584.7","-105","-15.800000190734863","0","11360","1780693840576"
"91","2026-06-05 18:11:00","22.01","48","955.12","3640","","-22.812957763671875","-47.069190979003906","584.9","-109","-13.300000190734863","0","11362","1780693860574"
"92","2026-06-05 18:12:30","21.97","47.5","954.72","3640","","-22.81267738342285","-47.06829071044922","588.5","-108","-8.5","0","11371","1780693950563"
"93","2026-06-05 18:12:40","21.96","49","954.6800000000001","3660","","-22.812658309936523","-47.06817626953125","590","-107","-6.5","0","11372","1780693960566"
"94","2026-06-05 18:12:50","21.96","48.5","954.6800000000001","3640","","-22.81262969970703","-47.06806182861328","589.7","-107","-8.800000190734863","0","11373","1780693970560"
"95","2026-06-05 18:13:00","21.96","49","954.54","3620","","-22.812612533569336","-47.067955017089844","590.4","-108","-10.800000190734863","0","11374","1780693980565"
"96","2026-06-05 18:13:10","21.95","49","954.6800000000001","3640","","-22.81260871887207","-47.06784439086914","587.5","-107","-4.5","0","11375","1780693990575"
"97","2026-06-05 18:13:20","21.95","48","954.62","3680","","-22.81255340576172","-47.0677490234375","584.7","-105","-2.799999952316284","0","11376","1780694000575"
"98","2026-06-05 18:13:30","21.94","48.5","954.44","3640","","-22.8124942779541","-47.067665100097656","585.7","-106","-10.5","0","11377","1780694010561"
"99","2026-06-05 18:13:40","21.93","48","954.58","3640","","-22.812503814697266","-47.06763458251953","587.5","-107","-7.5","0","11378","1780694020561"
"100","2026-06-05 18:13:50","21.93","48.5","954.62","3660","","-22.812509536743164","-47.06755447387695","587.7","-104","-2.5","0","11379","1780694030570"
"101","2026-06-05 18:14:00","21.92","48.5","954.46","3660","","-22.812515258789062","-47.06745529174805","587.5","-104","0.30000001192092896","0","11380","1780694040563"
"102","2026-06-05 18:14:10","21.92","48.5","954.5600000000001","3640","","-22.812515258789062","-47.06736373901367","591.5","-103","-1","0","11381","1780694050562"
"103","2026-06-05 18:14:30","21.91","48.5","954.1800000000001","3640","","-22.812530517578125","-47.06714630126953","596.2","-105","-2.799999952316284","0","11383","1780694070558"
"104","2026-06-05 18:14:40","21.89","49","954.2","3660","","-22.812538146972656","-47.06704330444336","596.2","-104","1","0","11384","1780694080557"
"105","2026-06-05 18:14:50","21.88","50","954.14","3620","","-22.812564849853516","-47.066917419433594","593.2","-101","-2.299999952316284","0","11385","1780694090567"
"106","2026-06-05 18:15:00","21.86","48.5","954.22","3660","","-22.812580108642578","-47.06679153442383","592.4","-104","-3.299999952316284","0","11386","1780694100567"
"107","2026-06-05 18:15:10","21.86","49","953.98","3640","","-22.812604904174805","-47.06668472290039","592.4","-105","-2.799999952316284","0","11387","1780694110567"
"108","2026-06-05 18:15:20","21.85","48","953.9200000000001","3640","","-22.812612533569336","-47.06656265258789","591","-101","0.800000011920929","0","11388","1780694120572"
"109","2026-06-05 18:15:30","21.84","48.5","954.0600000000001","3660","","-22.812602996826172","-47.06645202636719","590.9","-100","1.5","0","11389","1780694130568"
"110","2026-06-05 18:15:40","21.83","49","953.82","3640","","-22.812602996826172","-47.066341400146484","591","-103","-4","0","11390","1780694140572"
"111","2026-06-05 18:15:50","21.82","48.5","954.12","3620","","-22.81266212463379","-47.06624984741211","590","-104","-2.799999952316284","0","11391","1780694150567"
"112","2026-06-05 18:16:00","21.81","48.5","954.1","3640","","-22.81268310546875","-47.06613540649414","590.2","-102","2","0","11392","1780694160535"
"113","2026-06-05 18:16:10","21.81","49","953.86","3620","","-22.812702178955078","-47.06602478027344","590.2","-105","-5","0","11393","1780694170573"
"114","2026-06-05 18:16:20","21.81","49","953.74","3620","","-22.812726974487305","-47.065914154052734","591","-100","1","0","11394","1780694180579"
"115","2026-06-05 18:16:30","21.8","48.5","953.6","3620","","-22.812740325927734","-47.06581115722656","591.7","-106","-5.5","0","11395","1780694190567"
"116","2026-06-05 18:16:40","21.78","49","953.96","3640","","-22.81275177001953","-47.06571960449219","592.7","-106","-6.5","0","11396","1780694200572"
"117","2026-06-05 18:16:50","21.77","49","953.54","3640","","-22.81275749206543","-47.065616607666016","596.9","-106","-5.800000190734863","0","11397","1780694210570"
"118","2026-06-05 18:17:00","21.77","49","953.46","3660","","-22.812772750854492","-47.06550979614258","593.9","-108","-11.800000190734863","0","11398","1780694220567"
"119","2026-06-05 18:17:10","21.76","49","953.44","3620","","-22.812788009643555","-47.06539535522461","591","-108","-11","0","11399","1780694230565"
"120","2026-06-05 18:17:30","21.75","48.5","953.32","3600","","-22.812820434570312","-47.06520080566406","607.5","-108","-11.800000190734863","0","11401","1780694250568"
"121","2026-06-05 18:17:40","21.75","49.5","953.4","3620","","-22.812837600708008","-47.06511688232422","613.7","-108","-12.5","0","11402","1780694260569"
"122","2026-06-05 18:17:50","21.74","48.5","953.16","3620","","-22.81283950805664","-47.06500244140625","617","-108","-12.800000190734863","0","11403","1780694270570"
"123","2026-06-05 18:18:00","21.74","49","953.08","3660","","-22.81285285949707","-47.06488800048828","617.5","-106","-4.5","0","11404","1780694280567"
"124","2026-06-05 18:18:10","21.73","49.5","953.0600000000001","3620","","-22.812881469726562","-47.06478500366211","617.5","-106","-4.5","0","11405","1780694290568"
"125","2026-06-05 18:18:20","21.73","49","953","3620","","-22.812923431396484","-47.06466293334961","609","-101","-5.800000190734863","0","11406","1780694300578"
"126","2026-06-05 18:18:30","21.73","49.5","952.9","3620","","-22.81295394897461","-47.06454849243164","603.9","-101","-3","0","11407","1780694310563"
"127","2026-06-05 18:18:40","21.72","49","952.84","3640","","-22.8129940032959","-47.0644416809082","603","-102","-5","0","11408","1780694320571"
"128","2026-06-05 18:18:50","21.71","48.5","952.82","3620","","-22.81308937072754","-47.06437683105469","601.9","-107","-6.800000190734863","0","11409","1780694330567"
"129","2026-06-05 18:19:00","21.7","49","953.02","3620","","-22.813190460205078","-47.06437683105469","605.5","-107","-8","0","11410","1780694340570"
"130","2026-06-05 18:19:10","21.69","49","952.76","3620","","-22.813278198242188","-47.06443786621094","605.7","-106","-4","0","11411","1780694350569"
"131","2026-06-05 18:19:30","21.68","48","952.9","3620","","-22.813438415527344","-47.06452941894531","617.2","-107","-10.300000190734863","0","11413","1780694370567"
"132","2026-06-05 18:19:40","21.67","49","952.9","3660","","-22.81353759765625","-47.064579010009766","617.2","-107","-9","0","11414","1780694380566"
"133","2026-06-05 18:19:50","21.66","49","952.9200000000001","3620","","-22.813629150390625","-47.06462478637695","612.2","-106","-4.300000190734863","0","11415","1780694390598"
"134","2026-06-05 18:20:00","21.65","49","953.7","3640","","-22.813695907592773","-47.0647087097168","606.9","-105","-2.799999952316284","0","11416","1780694400568"
"135","2026-06-05 18:20:10","21.64","48.5","952.96","3660","","-22.81370735168457","-47.06482696533203","610","-103","-0.800000011920929","0","11417","1780694410565"
"136","2026-06-05 18:20:20","21.63","49","953.12","3620","","-22.81366539001465","-47.0649528503418","605.2","-104","-5.5","0","11418","1780694420568"
"137","2026-06-05 18:20:30","21.62","48.5","953.72","3620","","-22.8136043548584","-47.06503677368164","601.7","-106","-6.800000190734863","0","11419","1780694430567"
"138","2026-06-05 18:20:40","21.6","49.5","953.22","3620","","-22.81353187561035","-47.065120697021484","600.2","-104","-2","0","11420","1780694440558"
"139","2026-06-05 18:20:50","21.59","49.5","953.1800000000001","3620","","-22.81345558166504","-47.06520080566406","598.5","-107","-9","0","11421","1780694450542"
"140","2026-06-05 18:21:00","21.58","49.5","953.24","3620","","-22.81339454650879","-47.06528854370117","598.9","-105","-3.299999952316284","0","11422","1780694460566"
"141","2026-06-05 18:21:10","21.56","49.5","953.28","3660","","-22.81331443786621","-47.065391540527344","597.2","-107","-9.300000190734863","0","11423","1780694470573"
"142","2026-06-05 18:21:30","21.55","50","953.44","3640","","-22.81331443786621","-47.065574645996094","598.9","-106","-8.300000190734863","0","11425","1780694490567"
"143","2026-06-05 18:21:40","21.55","48.5","953.46","3600","","-22.813316345214844","-47.065696716308594","596.7","-108","-12.5","0","11426","1780694500568"
"144","2026-06-05 18:21:50","21.54","50.5","953.58","3620","","-22.813383102416992","-47.06578826904297","594.2","-107","-9.800000190734863","0","11427","1780694510543"
"145","2026-06-05 18:22:00","21.54","50","953.62","3640","","-22.81345558166504","-47.06585693359375","591","-107","-8.800000190734863","0","11428","1780694520567"
"146","2026-06-05 18:22:10","21.53","49","953.7","3620","","-22.813514709472656","-47.06593704223633","594.7","-106","-3.5","0","11429","1780694530571"
"147","2026-06-05 18:22:20","21.53","50","953.6800000000001","3620","","-22.813583374023438","-47.066017150878906","595.7","-105","-3.799999952316284","0","11430","1780694540566"
"148","2026-06-05 18:22:30","21.52","49","953.78","3620","","-22.81365203857422","-47.06610107421875","594.5","-106","-1.2999999523162842","0","11431","1780694550567"
"149","2026-06-05 18:22:50","21.51","49","953.88","3640","","-22.813800811767578","-47.06626510620117","594.5","-103","-1.2999999523162842","0","11433","1780694570562"
"150","2026-06-05 18:23:00","21.5","48.5","953.88","3620","","-22.81389808654785","-47.066341400146484","591.4","-101","4.300000190734863","0","11434","1780694580569"
"151","2026-06-05 18:23:10","21.5","48.5","954.14","3620","","-22.813976287841797","-47.06644821166992","593.2","-105","-1.5","0","11435","1780694590570"
"152","2026-06-05 18:23:20","21.49","49.5","954.9","3620","","-22.81406021118164","-47.0665283203125","591","-99","0.800000011920929","0","11436","1780694600565"
"153","2026-06-05 18:23:30","21.48","50","954.32","3640","","-22.814130783081055","-47.06658935546875","596.2","-95","3.5","0","11437","1780694610554"
"154","2026-06-05 18:23:40","21.47","49","954.5","3660","","-22.814197540283203","-47.06666946411133","598","-101","0.5","0","11438","1780694620567"
"155","2026-06-05 18:23:50","21.47","49.5","954.48","3620","","-22.814273834228516","-47.06675720214844","596.2","-101","-2.799999952316284","0","11439","1780694630563"
"156","2026-06-05 18:24:00","21.46","49","954.4200000000001","3620","","-22.814342498779297","-47.06683349609375","594.7","-97","3.299999952316284","0","11440","1780694640560"
"157","2026-06-05 18:24:10","21.46","49.5","954.62","3600","","-22.814407348632812","-47.06688690185547","595.7","-101","0.5","0","11441","1780694650562"
"158","2026-06-05 18:24:20","21.46","48.5","954.72","3640","","-22.814468383789062","-47.06697463989258","599.7","-102","0","0","11442","1780694660578"
"159","2026-06-05 18:24:30","21.45","50","954.6800000000001","3620","","-22.814565658569336","-47.06705093383789","592.5","-104","-0.5","0","11443","1780694670556"
"160","2026-06-05 18:24:40","21.45","49","954.86","3640","","-22.81465721130371","-47.0671501159668","588.7","-101","0.5","0","11444","1780694680528"
"161","2026-06-05 18:24:50","21.44","49.5","954.6800000000001","3600","","-22.814743041992188","-47.06718063354492","592.2","-104","-0.30000001192092896","0","11445","1780694690569"
"162","2026-06-05 18:25:00","21.44","50.5","954.6800000000001","3600","","-22.814828872680664","-47.067138671875","594","-103","0.30000001192092896","0","11446","1780694700570"
"163","2026-06-05 18:25:10","21.44","50","954.72","3620","","-22.814895629882812","-47.067073822021484","593.9","-104","1.7999999523162842","0","11447","1780694710562"
"164","2026-06-05 18:25:20","21.44","50","954.6800000000001","3600","","-22.814992904663086","-47.06700897216797","586.7","-97","3","0","11448","1780694720575"
"165","2026-06-05 18:25:30","21.43","50","954.62","3600","","-22.815038681030273","-47.06694793701172","591.7","-97","3.799999952316284","0","11449","1780694730552"
"166","2026-06-05 18:25:40","21.43","51","954.62","3600","","-22.815092086791992","-47.06686019897461","592.5","-104","0.30000001192092896","0","11450","1780694740559"
"167","2026-06-05 18:25:50","21.43","50","954.6","3600","","-22.815120697021484","-47.0667724609375","594","-102","-1.7999999523162842","0","11451","1780694750566"
"168","2026-06-05 18:26:00","21.42","50","954.64","3620","","-22.815221786499023","-47.06672286987305","590.9","-100","1.2999999523162842","0","11452","1780694760565"
"169","2026-06-05 18:26:10","21.42","50.5","954.58","3600","","-22.815345764160156","-47.066688537597656","586.2","-100","4.5","0","11453","1780694770565"
"170","2026-06-05 18:26:20","21.43","50","954.54","3600","","-22.81545066833496","-47.066654205322266","584.7","-98","2.299999952316284","0","11454","1780694780567"
"171","2026-06-05 18:26:30","21.42","50","954.52","3620","","-22.815547943115234","-47.06660079956055","585","-98","2","0","11455","1780694790564"
"172","2026-06-05 18:26:40","21.43","50","954.74","3620","","-22.815643310546875","-47.066551208496094","582.9","-94","6.300000190734863","0","11456","1780694800567"
"173","2026-06-05 18:26:50","21.43","50","954.52","3620","","-22.81572914123535","-47.066505432128906","581.9","-97","2.5","0","11457","1780694810559"
"174","2026-06-05 18:27:00","21.42","49.5","954.64","3600","","-22.81581687927246","-47.06648254394531","586","-98","2.5","0","11458","1780694820558"
"175","2026-06-05 18:27:10","21.42","49.5","954.5","3580","","-22.815908432006836","-47.06645584106445","585","-100","2","0","11459","1780694830567"
"176","2026-06-05 18:27:20","21.42","50","954.5600000000001","3560","","-22.815988540649414","-47.066436767578125","577.5","-104","-1.2999999523162842","0","11460","1780694840532"
"177","2026-06-05 18:27:30","21.42","51","954.48","3580","","-22.816062927246094","-47.06640625","574","-100","2.299999952316284","0","11461","1780694850563"
"178","2026-06-05 18:27:40","21.42","50","954.52","3580","","-22.816152572631836","-47.066375732421875","573.4","-102","0.30000001192092896","0","11462","1780694860576"
"179","2026-06-05 18:27:50","21.42","50","954.46","3580","","-22.816251754760742","-47.06633758544922","574.5","-100","2.299999952316284","0","11463","1780694870592"
"180","2026-06-05 18:28:00","21.41","51.5","954.48","3580","","-22.81635856628418","-47.066307067871094","575.2","-99","2.299999952316284","0","11464","1780694880572"
"181","2026-06-05 18:28:10","21.41","49.5","954.6","3580","","-22.816455841064453","-47.066287994384766","575.5","-103","-0.5","0","11465","1780694890566"
"182","2026-06-05 18:28:20","21.41","50.5","954.58","3580","","-22.81655502319336","-47.0662727355957","576.2","-106","-8","0","11466","1780694900568"
"183","2026-06-05 18:28:30","21.41","50.5","954.5600000000001","3560","","-22.816646575927734","-47.066261291503906","576","-106","-4","0","11467","1780694910564"
"184","2026-06-05 18:28:40","21.41","50.5","954.52","3580","","-22.81673240661621","-47.066246032714844","574.5","-105","1","0","11468","1780694920559"
"185","2026-06-05 18:28:50","21.41","50","954.4200000000001","3560","","-22.81682014465332","-47.06623840332031","576.2","-101","-0.800000011920929","0","11469","1780694930522"
"186","2026-06-05 18:29:00","21.4","50.5","954.5600000000001","3600","","-22.816905975341797","-47.06621551513672","578.5","-99","2.299999952316284","0","11470","1780694940563"
"187","2026-06-05 18:29:10","21.4","50","954.8000000000001","3580","","-22.81696891784668","-47.066192626953125","580.7","-104","2.799999952316284","0","11471","1780694950560"
"188","2026-06-05 18:29:20","21.39","50","954.54","3560","","-22.816970825195312","-47.066200256347656","580.7","-107","-6.5","0","11472","1780694960570"
"189","2026-06-05 18:29:30","21.39","50.5","954.5600000000001","3560","","-22.816978454589844","-47.06618881225586","584.5","-101","2","0","11473","1780694970554"
"190","2026-06-05 18:29:40","21.38","49","954.58","3560","","-22.816986083984375","-47.066192626953125","590.2","-102","2.799999952316284","0","11474","1780694980565"
