"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-05-01 12:47:47";"24.46";"63.5";"949.8000000000001";"2560";"";"";"";"";"-112";"-4.300000190734863";"11481";"1777650467472"
"2";"2026-05-01 12:48:06";"24.46";"63.5";"949.8000000000001";"2560";"";"";"";"";"-112";"-4.5";"11483";"1777650486578"
"3";"2026-05-01 12:48:16";"24.46";"63.5";"949.8000000000001";"2580";"";"";"";"";"-112";"-7.800000190734863";"11484";"1777650496543"
"4";"2026-05-01 12:48:36";"24.46";"63.5";"949.78";"2580";"";"";"";"";"-112";"-8.5";"11486";"1777650516536"
"5";"2026-05-01 12:48:46";"24.46";"63.5";"949.78";"2560";"";"";"";"";"-111";"-3.299999952316284";"11487";"1777650526557"
"6";"2026-05-01 12:48:56";"24.46";"63.5";"949.76";"2560";"";"";"";"";"-112";"-4.5";"11488";"1777650536525"
"7";"2026-05-01 12:49:06";"24.47";"63.5";"949.76";"2540";"";"";"";"";"-112";"-6.5";"11489";"1777650546557"
"8";"2026-05-01 12:49:26";"24.47";"63.5";"949.78";"2540";"";"";"";"";"-111";"-3.5";"11491";"1777650566546"
"9";"2026-05-01 12:49:36";"24.47";"63.5";"949.76";"2540";"";"";"";"";"-111";"-3.299999952316284";"11492";"1777650576529"
"10";"2026-05-01 12:49:46";"24.47";"63.5";"949.76";"2520";"";"";"";"";"-111";"-2.799999952316284";"11493";"1777650586595"
"11";"2026-05-01 12:49:56";"24.47";"63.5";"949.76";"2500";"";"";"";"";"-111";"-1.7999999523162842";"11494";"1777650596547"
"12";"2026-05-01 12:50:06";"24.47";"63.5";"949.74";"2500";"";"";"";"";"-110";"-0.800000011920929";"11495";"1777650606547"
"13";"2026-05-01 12:51:06";"24.47";"63.5";"949.74";"2460";"";"";"";"";"-112";"-4.800000190734863";"11501";"1777650666550"
"14";"2026-05-01 12:51:16";"24.48";"63.5";"949.76";"2440";"";"";"";"";"-112";"-6";"11502";"1777650676546"
"15";"2026-05-01 12:51:36";"24.47";"63.5";"949.72";"2420";"";"";"";"";"-113";"-8.800000190734863";"11504";"1777650696545"
"16";"2026-05-01 12:51:46";"24.48";"63.5";"949.72";"2420";"";"";"";"";"-112";"-4.5";"11505";"1777650706567"
"17";"2026-05-01 12:51:56";"24.47";"63.5";"949.74";"2380";"";"";"";"";"-110";"-0.30000001192092896";"11506";"1777650716559"
"18";"2026-05-01 12:52:06";"24.47";"63.5";"949.72";"2400";"";"";"";"";"-112";"-5";"11507";"1777650726554"
"19";"2026-05-01 12:52:16";"24.47";"63.5";"949.6800000000001";"2360";"";"";"";"";"-111";"-1.5";"11508";"1777650736547"
"20";"2026-05-01 12:52:26";"24.47";"63.5";"949.72";"2380";"";"";"";"";"-112";"-9";"11509";"1777650746547"
"21";"2026-05-01 12:52:36";"24.47";"63.5";"949.74";"2340";"";"";"";"";"-110";"-0.5";"11510";"1777650756551"
