"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"1","2026-05-25 00:07:49","21.32","90","1020","3.18","138","100","0","-22.8215","-47.0694"
"2","2026-05-25 00:17:49","20.32","90","1020","3.18","138","100","0","-22.8215","-47.0694"
"3","2026-05-25 00:27:49","20.32","90","1020","3.18","138","100","0","-22.8215","-47.0694"
"4","2026-05-25 00:37:49","20.32","93","1020","3.8","138","100","0","-22.8215","-47.0694"
"5","2026-05-25 00:47:49","20.32","93","1020","3.8","138","100","0","-22.8215","-47.0694"
"6","2026-05-25 00:57:49","20.32","93","1020","3.8","138","100","0","-22.8215","-47.0694"
"7","2026-05-25 01:07:49","20.32","93","1020","3.8","138","100","0","-22.8215","-47.0694"
"8","2026-05-25 01:17:49","19.32","89","1021","3.8","138","100","0","-22.8215","-47.0694"
"9","2026-05-25 01:27:49","19.32","89","1021","3.8","138","100","0.15","-22.8215","-47.0694"
"10","2026-05-25 01:37:49","19.32","89","1021","3.8","138","100","0.15","-22.8215","-47.0694"
"11","2026-05-25 01:47:49","19.32","91","1020","4.07","128","100","0","-22.8215","-47.0694"
"12","2026-05-25 01:57:49","19.32","91","1020","4.07","128","100","0","-22.8215","-47.0694"
"13","2026-05-25 02:07:49","19.32","91","1020","4.07","128","100","0","-22.8215","-47.0694"
"14","2026-05-25 02:17:49","18.32","93","1021","4.07","128","100","0","-22.8215","-47.0694"
"15","2026-05-25 02:27:49","18.32","93","1021","4.07","128","100","0","-22.8215","-47.0694"
"16","2026-05-25 02:37:49","18.32","94","1020","4.45","132","100","0","-22.8215","-47.0694"
"17","2026-05-25 02:47:49","18.32","94","1020","4.45","132","100","0","-22.8215","-47.0694"
"18","2026-05-25 02:57:49","18.32","94","1020","3.76","129","100","0","-22.8215","-47.0694"
"19","2026-05-25 03:07:49","18.32","94","1020","3.76","129","100","0","-22.8215","-47.0694"
"20","2026-05-25 03:17:49","18.32","89","1020","3.76","129","100","0","-22.8215","-47.0694"
"21","2026-05-25 03:27:49","18.32","89","1020","3.76","129","100","0","-22.8215","-47.0694"
"22","2026-05-25 03:37:49","18.32","91","1019","3.09","120","100","0","-22.8215","-47.0694"
"23","2026-05-25 03:47:49","18.32","91","1019","3.09","120","100","0","-22.8215","-47.0694"
"24","2026-05-25 03:57:49","18.32","91","1019","3.09","120","100","0","-22.8215","-47.0694"
"25","2026-05-25 04:07:49","18.32","91","1019","3.09","120","100","0","-22.8215","-47.0694"
"26","2026-05-25 04:17:49","18.32","90","1021","3.09","120","100","0","-22.8215","-47.0694"
"27","2026-05-25 04:27:49","18.32","90","1021","3.09","120","100","0","-22.8215","-47.0694"
"28","2026-05-25 04:37:49","18.32","90","1021","3.09","120","100","0","-22.8215","-47.0694"
"29","2026-05-25 04:47:49","18.32","91","1020","3","133","100","0","-22.8215","-47.0694"
"30","2026-05-25 04:57:49","18.32","91","1020","3","133","100","0","-22.8215","-47.0694"
"31","2026-05-25 05:07:49","18.32","91","1020","3","133","100","0","-22.8215","-47.0694"
"32","2026-05-25 05:17:49","18.32","91","1020","3","133","100","0","-22.8215","-47.0694"
"33","2026-05-25 05:27:49","18.32","90","1021","3","133","100","0","-22.8215","-47.0694"
"34","2026-05-25 05:37:49","18.32","90","1021","3","133","100","0","-22.8215","-47.0694"
"35","2026-05-25 05:47:49","18.32","91","1020","3.59","125","100","0","-22.8215","-47.0694"
"36","2026-05-25 05:57:49","18.32","91","1020","3.59","125","100","0","-22.8215","-47.0694"
"37","2026-05-25 06:07:49","18.32","91","1020","3.59","125","100","0","-22.8215","-47.0694"
"38","2026-05-25 06:17:49","17.32","93","1021","3.59","125","100","0","-22.8215","-47.0694"
"39","2026-05-25 06:27:49","17.32","93","1021","3.59","125","100","0","-22.8215","-47.0694"
"40","2026-05-25 06:37:49","17.32","92","1021","3.24","138","100","0","-22.8215","-47.0694"
"41","2026-05-25 06:47:49","17.32","92","1021","3.24","138","100","0","-22.8215","-47.0694"
"42","2026-05-25 06:57:49","17.32","92","1021","3.24","138","100","0","-22.8215","-47.0694"
"43","2026-05-25 07:07:49","17.32","92","1021","3.24","138","100","0","-22.8215","-47.0694"
"44","2026-05-25 07:17:49","17.32","92","1022","3.24","138","100","0","-22.8215","-47.0694"
"45","2026-05-25 07:27:49","17.32","92","1022","3.24","138","100","0","-22.8215","-47.0694"
"46","2026-05-25 07:37:49","17.32","90","1021","3.6","131","100","0","-22.8215","-47.0694"
"47","2026-05-25 07:47:49","17.32","90","1021","3.6","131","100","0","-22.8215","-47.0694"
"48","2026-05-25 07:57:49","17.32","90","1021","3.6","131","100","0","-22.8215","-47.0694"
"49","2026-05-25 08:07:49","17.32","90","1021","3.6","131","100","0","-22.8215","-47.0694"
