"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"50","2026-05-25 08:17:49","18.32","84","1022","3.6","131","100","0","-22.8215","-47.0694"
"51","2026-05-25 08:27:49","18.32","84","1022","3.6","131","100","0","-22.8215","-47.0694"
"52","2026-05-25 08:37:49","18.32","84","1022","3.99","127","100","0","-22.8215","-47.0694"
"53","2026-05-25 08:47:49","18.32","84","1022","3.99","127","100","0","-22.8215","-47.0694"
"54","2026-05-25 08:57:49","18.32","83","1022","3.53","125","99","0","-22.8215","-47.0694"
"55","2026-05-25 09:07:49","18.32","83","1022","3.53","125","99","0","-22.8215","-47.0694"
"56","2026-05-25 09:17:49","19.32","82","1023","3.53","125","99","0","-22.8215","-47.0694"
"57","2026-05-25 09:27:49","19.32","82","1023","3.53","125","99","0","-22.8215","-47.0694"
"58","2026-05-25 09:37:49","19.32","81","1022","3.1","114","100","0","-22.8215","-47.0694"
"59","2026-05-25 09:47:49","19.32","81","1022","3.1","114","100","0","-22.8215","-47.0694"
"60","2026-05-25 09:57:49","19.32","80","1022","3.1","114","100","0","-22.8215","-47.0694"
"61","2026-05-25 10:07:49","19.32","80","1022","3.1","114","100","0","-22.8215","-47.0694"
"62","2026-05-25 10:17:49","20.32","79","1023","3.1","114","100","0","-22.8215","-47.0694"
"63","2026-05-25 10:27:49","20.32","79","1023","3.1","114","100","0","-22.8215","-47.0694"
"64","2026-05-25 10:37:49","20.32","76","1022","2.72","117","100","0","-22.8215","-47.0694"
"65","2026-05-25 10:47:49","20.32","76","1022","2.72","117","100","0","-22.8215","-47.0694"
"66","2026-05-25 10:57:49","20.32","76","1022","2.72","117","100","0","-22.8215","-47.0694"
"67","2026-05-25 11:07:49","21.32","74","1023","2.72","117","100","0","-22.8215","-47.0694"
"68","2026-05-25 11:17:49","21.32","74","1022","2.72","117","100","0","-22.8215","-47.0694"
"69","2026-05-25 11:27:49","21.32","74","1022","2.72","117","100","0","-22.8215","-47.0694"
"70","2026-05-25 11:37:49","21.32","65","1021","2.63","133","88","0","-22.8215","-47.0694"
"71","2026-05-25 11:47:49","21.32","65","1021","2.63","133","88","0","-22.8215","-47.0694"
"72","2026-05-25 11:57:49","21.32","65","1021","2.63","133","88","0","-22.8215","-47.0694"
"73","2026-05-25 12:07:49","21.32","65","1021","2.63","133","88","0","-22.8215","-47.0694"
"74","2026-05-25 12:17:49","23.32","66","1021","2.63","133","88","0","-22.8215","-47.0694"
"75","2026-05-25 12:27:49","23.32","66","1021","2.63","133","88","0","-22.8215","-47.0694"
"76","2026-05-25 12:37:49","23.32","64","1020","1.14","124","92","0","-22.8215","-47.0694"
"77","2026-05-25 12:47:49","23.32","64","1020","1.14","124","92","0","-22.8215","-47.0694"
"78","2026-05-25 12:57:49","23.32","63","1020","1.14","124","92","0","-22.8215","-47.0694"
"79","2026-05-25 13:07:49","23.32","63","1020","1.14","124","92","0","-22.8215","-47.0694"
"80","2026-05-25 13:17:49","23.32","61","1020","1.14","124","92","0","-22.8215","-47.0694"
"81","2026-05-25 13:27:49","23.32","61","1020","1.14","124","92","0","-22.8215","-47.0694"
"82","2026-05-25 13:37:49","26.4","55","1019","1.35","126","93","0","-22.8215","-47.0694"
"83","2026-05-25 13:47:49","26.4","55","1019","1.35","126","93","0","-22.8215","-47.0694"
"84","2026-05-25 13:57:49","26.4","55","1019","1.35","126","93","0","-22.8215","-47.0694"
"85","2026-05-25 14:07:49","26.03","55","1019","1.35","126","93","0","-22.8215","-47.0694"
"86","2026-05-25 14:17:49","26.03","55","1019","1.35","126","93","0","-22.8215","-47.0694"
"87","2026-05-25 14:27:49","24.66","64","1020","1.35","126","93","0","-22.8215","-47.0694"
"88","2026-05-25 14:37:49","24.66","64","1020","1.35","126","93","0","-22.8215","-47.0694"
"89","2026-05-25 14:47:49","24.73","64","1019","2.22","131","83","0","-22.8215","-47.0694"
"90","2026-05-25 14:57:49","24.66","64","1019","2.22","131","83","0","-22.8215","-47.0694"
"91","2026-05-25 15:07:49","24.66","64","1019","2.22","131","83","0","-22.8215","-47.0694"
"92","2026-05-25 15:17:49","24.66","64","1019","2.22","131","83","0","-22.8215","-47.0694"
"93","2026-05-25 15:27:49","24.66","64","1019","2.22","131","83","0","-22.8215","-47.0694"
"94","2026-05-25 15:37:49","23.62","71","1018","2.2","148","81","0","-22.8215","-47.0694"
"95","2026-05-25 15:47:49","23.62","71","1018","2.2","148","81","0","-22.8215","-47.0694"
"96","2026-05-25 15:57:49","23.62","71","1018","2.2","148","81","0","-22.8215","-47.0694"
"97","2026-05-25 16:07:49","23.62","71","1019","2.2","148","81","0","-22.8215","-47.0694"
"98","2026-05-25 16:17:49","23.62","71","1019","2.2","148","81","0","-22.8215","-47.0694"
"99","2026-05-25 16:27:49","23.75","71","1019","2.2","148","81","0","-22.8215","-47.0694"
"100","2026-05-25 16:37:49","23.62","71","1019","2.14","137","88","0","-22.8215","-47.0694"
"101","2026-05-25 16:47:49","23.62","71","1019","2.14","137","88","0","-22.8215","-47.0694"
"102","2026-05-25 16:57:49","23.62","71","1019","2.14","137","88","0","-22.8215","-47.0694"
"103","2026-05-25 17:07:49","23.62","71","1019","2.14","137","88","0","-22.8215","-47.0694"
"104","2026-05-25 17:17:49","23.62","71","1020","2.14","137","88","0","-22.8215","-47.0694"
"105","2026-05-25 17:27:49","23.62","71","1020","2.14","137","88","0","-22.8215","-47.0694"
"106","2026-05-25 17:37:49","23.07","72","1020","2.81","137","91","0","-22.8215","-47.0694"
"107","2026-05-25 17:47:49","23.07","72","1020","2.81","137","91","0","-22.8215","-47.0694"
"108","2026-05-25 17:57:49","23.07","72","1020","2.81","137","91","0","-22.8215","-47.0694"
"109","2026-05-25 18:07:49","23.07","72","1020","2.81","137","91","0","-22.8215","-47.0694"
"110","2026-05-25 18:17:49","23.07","72","1020","2.81","137","91","0","-22.8215","-47.0694"
"111","2026-05-25 18:27:49","23.07","72","1020","2.81","137","91","0","-22.8215","-47.0694"
"112","2026-05-25 18:37:49","21.4","77","1021","4.17","133","93","0","-22.8215","-47.0694"
"113","2026-05-25 18:47:49","21.4","77","1021","4.17","133","93","0","-22.8215","-47.0694"
"114","2026-05-25 18:57:49","21.4","77","1021","4.17","133","93","0","-22.8215","-47.0694"
"115","2026-05-25 19:07:49","21.4","77","1021","4.17","133","93","0","-22.8215","-47.0694"
"116","2026-05-25 19:17:49","21.4","77","1021","4.17","133","93","0","-22.8215","-47.0694"
"117","2026-05-25 19:27:49","21.4","77","1021","4.17","133","93","0","-22.8215","-47.0694"
"118","2026-05-25 19:37:49","20.85","79","1022","3.97","131","91","0","-22.8215","-47.0694"
"119","2026-05-25 19:47:49","20.85","79","1022","3.97","131","91","0","-22.8215","-47.0694"
"120","2026-05-25 19:57:49","20.85","79","1022","3.97","131","91","0","-22.8215","-47.0694"
"121","2026-05-25 20:07:49","20.85","79","1022","3.97","131","91","0","-22.8215","-47.0694"
"122","2026-05-25 20:17:49","20.85","79","1022","3.97","131","91","0","-22.8215","-47.0694"
"123","2026-05-25 20:27:49","20.85","79","1022","3.97","131","91","0","-22.8215","-47.0694"
"124","2026-05-25 20:37:49","20.29","82","1022","3.89","132","75","0","-22.8215","-47.0694"
"125","2026-05-25 20:47:49","20.29","82","1022","3.89","132","75","0","-22.8215","-47.0694"
"126","2026-05-25 20:57:49","20.29","82","1022","3.89","132","75","0","-22.8215","-47.0694"
"127","2026-05-25 21:07:49","20.29","82","1022","3.89","132","75","0","-22.8215","-47.0694"
"128","2026-05-25 21:17:49","20.29","82","1022","3.89","132","75","0","-22.8215","-47.0694"
"129","2026-05-25 21:27:49","20.32","87","1022","3.89","132","75","0","-22.8215","-47.0694"
"130","2026-05-25 21:37:49","20.32","87","1022","3.89","132","75","0","-22.8215","-47.0694"
"131","2026-05-25 21:47:49","20.32","89","1022","3.42","135","100","0","-22.8215","-47.0694"
"132","2026-05-25 21:57:49","20.32","89","1022","3.42","135","100","0","-22.8215","-47.0694"
"133","2026-05-25 22:07:49","19.32","87","1022","3.42","135","100","0","-22.8215","-47.0694"
"134","2026-05-25 22:17:49","19.32","87","1022","3.42","135","100","0","-22.8215","-47.0694"
"135","2026-05-25 22:27:49","19.18","83","1022","3.42","135","100","0","-22.8215","-47.0694"
"136","2026-05-25 22:37:49","19.18","83","1022","3.42","135","100","0","-22.8215","-47.0694"
"137","2026-05-25 22:47:49","19.18","83","1022","2.84","136","100","0","-22.8215","-47.0694"
"138","2026-05-25 22:57:49","19.18","83","1022","2.84","136","100","0","-22.8215","-47.0694"
"139","2026-05-25 23:07:49","19.18","83","1022","2.84","136","100","0","-22.8215","-47.0694"
"140","2026-05-25 23:17:49","19.18","83","1022","2.84","136","100","0","-22.8215","-47.0694"
"141","2026-05-25 23:27:49","19.18","83","1022","2.84","136","100","0","-22.8215","-47.0694"
"142","2026-05-25 23:37:49","19.18","85","1021","3.1","112","100","0","-22.8215","-47.0694"
"143","2026-05-25 23:47:49","19.18","85","1021","3.1","112","100","0","-22.8215","-47.0694"
"144","2026-05-25 23:57:49","19.18","85","1021","3.1","112","100","0","-22.8215","-47.0694"
