Data/Hora,RSSI (dBm),SNR (dB),Frame Counter,Data Rate
2026-06-12 02:00:32,-105,-0.5,47486,5
2026-06-12 02:01:32,-105,-1.0,47487,5
2026-06-12 02:02:32,-104,-3.5,47488,5
2026-06-12 02:03:32,-105,-1.7999999523162842,47489,5
2026-06-12 02:04:32,-104,-2.799999952316284,47490,5
2026-06-12 02:05:32,-104,-1.7999999523162842,47491,5
2026-06-12 02:06:32,-105,-1.2999999523162842,47492,5
2026-06-12 02:07:32,-105,-1.0,47493,5
2026-06-12 02:08:32,-105,-1.0,47494,5
2026-06-12 02:09:32,-105,-0.5,47495,5
2026-06-12 02:10:32,-106,-1.0,47496,5
2026-06-12 02:11:32,-105,-1.5,47497,5
2026-06-12 02:12:32,-105,-2.0,47498,5
2026-06-12 02:13:32,-105,-1.5,47499,5
2026-06-12 02:14:32,-105,-1.5,47500,5
2026-06-12 02:15:32,-106,-0.800000011920929,47501,5
2026-06-12 02:16:32,-105,-1.7999999523162842,47502,5
2026-06-12 02:17:32,-105,-1.2999999523162842,47503,5
2026-06-12 02:18:32,-104,-2.5,47504,5
2026-06-12 02:19:32,-105,-1.2999999523162842,47505,5
2026-06-12 02:20:32,-105,-0.800000011920929,47506,5
2026-06-12 02:21:32,-104,-2.0,47507,5
2026-06-12 02:22:32,-105,-1.0,47508,5
2026-06-12 02:23:32,-105,-1.5,47509,5
2026-06-12 02:24:32,-105,-3.0,47510,5
2026-06-12 02:25:32,-105,-2.5,47511,5
2026-06-12 02:26:32,-104,-3.299999952316284,47512,5
2026-06-12 02:27:32,-105,-2.299999952316284,47513,5
2026-06-12 02:28:32,-105,-2.0,47514,5
2026-06-12 02:29:32,-105,-1.2999999523162842,47515,5
2026-06-12 02:30:32,-106,-2.0,47516,5
2026-06-12 02:32:32,-105,-1.7999999523162842,47518,5
2026-06-12 02:33:32,-105,-1.5,47519,5
2026-06-12 02:34:32,-105,-2.0,47520,5
2026-06-12 02:35:32,-105,-3.0,47521,5
2026-06-12 02:36:32,-107,-1.7999999523162842,47522,5
2026-06-12 02:37:32,-109,-1.5,47523,5
2026-06-12 02:38:32,-105,-3.0,47524,5
2026-06-12 02:39:32,-111,-7.0,47525,5
2026-06-12 02:40:32,-106,-1.7999999523162842,47526,5
2026-06-12 02:41:32,-105,-1.5,47527,5
2026-06-12 02:42:32,-106,-0.800000011920929,47528,5
2026-06-12 02:43:32,-105,-1.0,47529,5
2026-06-12 02:44:32,-105,-1.5,47530,5
2026-06-12 02:45:32,-104,-3.799999952316284,47531,5
2026-06-12 02:46:32,-106,-1.5,47532,5
2026-06-12 02:47:32,-104,-4.0,47533,5
2026-06-12 02:48:32,-105,-2.299999952316284,47534,5
2026-06-12 02:49:32,-105,-2.799999952316284,47535,5
2026-06-12 02:50:32,-105,-2.299999952316284,47536,5
2026-06-12 02:51:32,-105,-2.799999952316284,47537,5
2026-06-12 02:52:32,-105,-1.7999999523162842,47538,5
2026-06-12 02:53:32,-105,-1.7999999523162842,47539,5
2026-06-12 02:54:32,-105,-1.7999999523162842,47540,5
2026-06-12 02:55:32,-105,-1.7999999523162842,47541,5
2026-06-12 02:56:32,-105,-2.0,47542,5
2026-06-12 02:57:32,-105,-2.0,47543,5
2026-06-12 02:58:32,-105,-1.7999999523162842,47544,5
2026-06-12 02:59:32,-106,-2.299999952316284,47545,5
2026-06-12 03:00:32,-106,-2.5,47546,5
2026-06-12 03:01:32,-106,-1.7999999523162842,47547,5
2026-06-12 03:03:32,-105,-2.299999952316284,47549,5
2026-06-12 03:04:32,-106,-1.7999999523162842,47550,5
2026-06-12 03:05:32,-106,-1.2999999523162842,47551,5
2026-06-12 03:06:32,-105,-1.2999999523162842,47552,5
2026-06-12 03:07:32,-106,-1.7999999523162842,47553,5
2026-06-12 03:08:32,-104,-2.799999952316284,47554,5
2026-06-12 03:09:32,-105,-2.0,47555,5
2026-06-12 03:10:32,-105,-1.5,47556,5
2026-06-12 03:11:32,-105,-2.0,47557,5
2026-06-12 03:12:32,-105,-2.299999952316284,47558,5
2026-06-12 03:13:32,-105,-1.5,47559,5
2026-06-12 03:14:32,-105,-2.0,47560,5
2026-06-12 03:15:32,-105,-2.0,47561,5
2026-06-12 03:16:32,-104,-2.799999952316284,47562,5
2026-06-12 03:17:32,-109,-2.0,47563,5
2026-06-12 03:18:32,-109,-0.5,47564,5
2026-06-12 03:19:32,-105,-1.7999999523162842,47565,5
2026-06-12 03:20:32,-105,-1.2999999523162842,47566,5
2026-06-12 03:21:32,-104,-3.0,47567,5
2026-06-12 03:22:32,-105,-1.2999999523162842,47568,5
2026-06-12 03:23:32,-105,-2.299999952316284,47569,5
2026-06-12 03:24:32,-104,-2.5,47570,5
2026-06-12 03:25:32,-106,-1.5,47571,5
2026-06-12 03:26:32,-109,-1.5,47572,5
2026-06-12 03:27:32,-109,-1.2999999523162842,47573,5
2026-06-12 03:28:32,-108,-2.0,47574,5
2026-06-12 03:29:32,-108,-2.799999952316284,47575,5
2026-06-12 03:30:32,-105,-2.299999952316284,47576,5
2026-06-12 03:31:32,-105,-1.5,47577,5
2026-06-12 03:32:32,-105,-1.5,47578,5
2026-06-12 03:34:32,-105,-1.2999999523162842,47580,5
2026-06-12 03:35:32,-105,-1.5,47581,5
2026-06-12 03:36:32,-105,-1.2999999523162842,47582,5
2026-06-12 03:37:32,-109,-1.0,47583,5
2026-06-12 03:38:32,-109,-1.0,47584,5
2026-06-12 03:39:32,-105,-1.0,47585,5
2026-06-12 03:40:32,-108,-1.7999999523162842,47586,5
2026-06-12 03:41:32,-111,-0.5,47587,5
2026-06-12 03:42:32,-104,-1.0,47588,5
2026-06-12 03:43:32,-105,-0.800000011920929,47589,5
2026-06-12 03:44:32,-105,-1.2999999523162842,47590,5
2026-06-12 03:45:32,-105,-1.0,47591,5
2026-06-12 03:46:32,-105,-1.0,47592,5
2026-06-12 03:47:32,-105,-1.2999999523162842,47593,5
2026-06-12 03:48:32,-104,-2.5,47594,5
2026-06-12 03:49:32,-105,-1.2999999523162842,47595,5
2026-06-12 03:50:32,-104,-2.299999952316284,47596,5
2026-06-12 03:51:32,-105,-1.0,47597,5
2026-06-12 03:52:32,-105,-1.0,47598,5
2026-06-12 03:53:32,-105,-2.0,47599,5
2026-06-12 03:54:32,-105,-2.0,47600,5
2026-06-12 03:55:32,-105,-1.0,47601,5
2026-06-12 03:56:32,-105,-1.0,47602,5
2026-06-12 03:57:32,-105,-1.0,47603,5
2026-06-12 03:59:32,-109,-1.0,47605,5
2026-06-12 04:00:32,-106,-0.5,47606,5
2026-06-12 04:01:32,-109,-2.299999952316284,47607,5
2026-06-12 04:02:32,-105,-1.7999999523162842,47608,5
2026-06-12 04:03:32,-110,-2.5,47609,5
2026-06-12 04:04:32,-105,-1.7999999523162842,47610,5
2026-06-12 04:05:32,-105,-1.0,47611,5
2026-06-12 04:06:32,-109,-2.0,47612,5
2026-06-12 04:07:32,-108,-1.7999999523162842,47613,5
2026-06-12 04:08:32,-105,-1.0,47614,5
2026-06-12 04:09:32,-104,-2.0,47615,5
2026-06-12 04:10:32,-106,-1.2999999523162842,47616,5
2026-06-12 04:11:32,-106,-1.2999999523162842,47617,5
2026-06-12 04:12:32,-105,-0.800000011920929,47618,5
2026-06-12 04:13:32,-105,-1.2999999523162842,47619,5
2026-06-12 04:14:32,-105,-1.7999999523162842,47620,5
2026-06-12 04:15:32,-105,-2.5,47621,5
2026-06-12 04:16:32,-108,-1.5,47622,5
2026-06-12 04:17:32,-105,-2.5,47623,5
2026-06-12 04:18:32,-105,-2.0,47624,5
2026-06-12 04:19:32,-101,-7.0,47625,5
2026-06-12 04:20:32,-105,-2.0,47626,5
2026-06-12 04:21:32,-105,-1.5,47627,5
2026-06-12 04:23:32,-105,-1.0,47629,5
2026-06-12 04:24:32,-105,-0.3000000119209289,47630,5
2026-06-12 04:25:32,-105,-0.5,47631,5
2026-06-12 04:26:32,-105,-0.5,47632,5
2026-06-12 04:27:32,-105,0.3000000119209289,47633,5
2026-06-12 04:28:32,-105,-0.3000000119209289,47634,5
2026-06-12 04:29:32,-99,-6.800000190734863,47635,5
2026-06-12 04:30:32,-105,0.3000000119209289,47636,5
2026-06-12 04:31:32,-104,0.3000000119209289,47637,5
2026-06-12 04:32:32,-103,0.0,47638,5
2026-06-12 04:33:32,-104,0.5,47639,5
2026-06-12 04:34:32,-104,0.800000011920929,47640,5
2026-06-12 04:35:32,-104,1.0,47641,5
2026-06-12 04:36:32,-103,1.7999999523162842,47642,5
2026-06-12 04:37:32,-105,0.3000000119209289,47643,5
2026-06-12 04:38:32,-103,1.2999999523162842,47644,5
2026-06-12 04:39:32,-105,-1.7999999523162842,47645,5
2026-06-12 04:40:32,-105,-2.299999952316284,47646,5
2026-06-12 04:41:32,-105,-0.800000011920929,47647,5
2026-06-12 04:42:32,-105,-1.0,47648,5
2026-06-12 04:44:32,-105,-2.299999952316284,47650,5
2026-06-12 04:45:32,-105,-2.799999952316284,47651,5
2026-06-12 04:46:32,-105,-3.299999952316284,47652,5
2026-06-12 04:47:32,-106,-1.7999999523162842,47653,5
2026-06-12 04:48:32,-106,-2.0,47654,5
2026-06-12 04:49:32,-109,-1.7999999523162842,47655,5
2026-06-12 04:50:32,-105,-1.0,47656,5
2026-06-12 04:51:32,-105,-3.299999952316284,47657,5
2026-06-12 04:52:32,-105,-2.0,47658,5
2026-06-12 04:53:32,-104,-4.300000190734863,47659,5
2026-06-12 04:54:32,-105,-1.5,47660,5
2026-06-12 04:55:32,-105,-2.5,47661,5
2026-06-12 04:56:32,-105,-1.0,47662,5
2026-06-12 04:57:32,-105,-0.800000011920929,47663,5
2026-06-12 04:58:32,-105,-2.0,47664,5
2026-06-12 04:59:32,-105,-2.0,47665,5
2026-06-12 05:00:32,-106,-1.7999999523162842,47666,5
2026-06-12 05:01:32,-105,-1.2999999523162842,47667,5
2026-06-12 05:02:32,-105,-0.800000011920929,47668,5
2026-06-12 05:03:32,-105,-0.800000011920929,47669,5
2026-06-12 05:04:32,-105,-0.3000000119209289,47670,5
2026-06-12 05:05:32,-105,0.3000000119209289,47671,5
2026-06-12 05:06:32,-105,0.3000000119209289,47672,5
2026-06-12 05:07:32,-104,0.5,47673,5
2026-06-12 05:08:32,-105,-0.3000000119209289,47674,5
2026-06-12 05:09:32,-105,-0.3000000119209289,47675,5
2026-06-12 05:10:32,-105,-2.0,47676,5
2026-06-12 05:11:32,-105,-2.0,47677,5
2026-06-12 05:12:32,-105,-1.0,47678,5
2026-06-12 05:13:32,-105,-1.7999999523162842,47679,5
2026-06-12 05:14:32,-105,-2.799999952316284,47680,5
2026-06-12 05:15:32,-105,-1.7999999523162842,47681,5
2026-06-12 05:16:32,-105,-2.0,47682,5
2026-06-12 05:17:32,-105,-2.0,47683,5
2026-06-12 05:18:32,-105,-1.5,47684,5
2026-06-12 05:19:32,-105,-2.5,47685,5
2026-06-12 05:20:32,-105,-2.299999952316284,47686,5
2026-06-12 05:21:32,-105,-1.7999999523162842,47687,5
2026-06-12 05:22:32,-103,-3.799999952316284,47688,5
2026-06-12 05:23:32,-103,-4.800000190734863,47689,5
2026-06-12 05:24:32,-105,-1.0,47690,5
2026-06-12 05:25:32,-105,-1.0,47691,5
2026-06-12 05:26:32,-105,-1.5,47692,5
2026-06-12 05:27:32,-105,-1.5,47693,5
2026-06-12 05:28:32,-105,-1.2999999523162842,47694,5
2026-06-12 05:29:32,-107,-3.5,47695,5
2026-06-12 05:30:32,-104,-2.799999952316284,47696,5
2026-06-12 05:31:32,-105,-1.0,47697,5
2026-06-12 05:32:32,-106,-1.5,47698,5
2026-06-12 05:33:32,-104,-2.299999952316284,47699,5
2026-06-12 05:34:32,-105,-1.2999999523162842,47700,5
2026-06-12 05:35:32,-105,-1.7999999523162842,47701,5
2026-06-12 05:36:32,-105,-1.7999999523162842,47702,5
2026-06-12 05:37:32,-105,-3.5,47703,5
2026-06-12 05:38:32,-105,-2.0,47704,5
2026-06-12 05:39:32,-105,-2.0,47705,5
2026-06-12 05:40:32,-105,-1.7999999523162842,47706,5
2026-06-12 05:41:32,-105,-2.299999952316284,47707,5
2026-06-12 05:42:32,-105,-2.799999952316284,47708,5
2026-06-12 05:44:32,-105,-1.7999999523162842,47710,5
2026-06-12 05:45:32,-105,-2.0,47711,5
2026-06-12 05:46:32,-105,-1.5,47712,5
2026-06-12 05:47:32,-105,-2.299999952316284,47713,5
2026-06-12 05:48:32,-106,-1.5,47714,5
2026-06-12 05:49:32,-106,-1.5,47715,5
2026-06-12 05:50:32,-105,-2.0,47716,5
2026-06-12 05:51:32,-104,-3.799999952316284,47717,5
2026-06-12 05:53:32,-105,-2.0,47719,5
2026-06-12 05:54:32,-105,-1.7999999523162842,47720,5
2026-06-12 05:55:32,-104,-5.300000190734863,47721,5
2026-06-12 05:56:32,-105,-2.799999952316284,47722,5
2026-06-12 05:57:32,-105,-1.7999999523162842,47723,5
2026-06-12 05:58:32,-105,-1.5,47724,5
2026-06-12 05:59:32,-105,-1.2999999523162842,47725,5
2026-06-12 06:00:32,-105,-1.5,47726,5
2026-06-12 06:01:32,-105,-2.799999952316284,47727,5
2026-06-12 06:02:32,-105,-0.800000011920929,47728,5
2026-06-12 06:03:32,-105,-3.799999952316284,47729,5
2026-06-12 06:04:32,-105,-1.2999999523162842,47730,5
2026-06-12 06:05:32,-105,-1.7999999523162842,47731,5
2026-06-12 06:06:32,-109,-1.0,47732,5
2026-06-12 06:07:32,-109,-1.5,47733,5
2026-06-12 06:08:32,-105,-1.5,47734,5
2026-06-12 06:09:32,-109,-1.7999999523162842,47735,5
2026-06-12 06:10:32,-105,-1.7999999523162842,47736,5
2026-06-12 06:11:32,-105,-3.0,47737,5
2026-06-12 06:12:32,-105,-1.0,47738,5
2026-06-12 06:13:32,-105,-1.7999999523162842,47739,5
2026-06-12 06:14:32,-105,-1.2999999523162842,47740,5
2026-06-12 06:15:32,-109,-1.5,47741,5
2026-06-12 06:16:32,-109,-1.2999999523162842,47742,5
2026-06-12 06:17:32,-105,-3.299999952316284,47743,5
2026-06-12 06:18:32,-105,-1.2999999523162842,47744,5
2026-06-12 06:19:32,-105,-2.0,47745,5
2026-06-12 06:20:32,-105,-2.299999952316284,47746,5
2026-06-12 06:21:32,-109,-2.5,47747,5
2026-06-12 06:22:32,-105,-2.0,47748,5
2026-06-12 06:23:32,-106,-1.7999999523162842,47749,5
2026-06-12 06:24:32,-105,-2.0,47750,5
2026-06-12 06:25:32,-105,-1.2999999523162842,47751,5
2026-06-12 06:26:32,-105,-2.799999952316284,47752,5
2026-06-12 06:27:32,-105,-1.5,47753,5
2026-06-12 06:28:32,-105,-1.7999999523162842,47754,5
2026-06-12 06:29:32,-105,-2.0,47755,5
2026-06-12 06:30:32,-105,-2.799999952316284,47756,5
2026-06-12 06:31:32,-105,-2.5,47757,5
2026-06-12 06:32:32,-105,-2.799999952316284,47758,5
2026-06-12 06:33:32,-102,-6.5,47759,5
2026-06-12 06:34:32,-105,-2.799999952316284,47760,5
2026-06-12 06:35:32,-105,-1.7999999523162842,47761,5
2026-06-12 06:37:32,-105,-2.5,47763,5
2026-06-12 06:38:32,-105,-1.7999999523162842,47764,5
2026-06-12 06:39:32,-102,-6.5,47765,5
2026-06-12 06:40:32,-105,-2.299999952316284,47766,5
2026-06-12 06:41:32,-105,-1.7999999523162842,47767,5
2026-06-12 06:42:32,-105,-0.800000011920929,47768,5
2026-06-12 06:43:32,-105,-2.0,47769,5
2026-06-12 06:44:32,-105,-1.2999999523162842,47770,5
2026-06-12 06:45:32,-104,-3.799999952316284,47771,5
2026-06-12 06:46:32,-105,-2.299999952316284,47772,5
2026-06-12 06:47:32,-105,-2.299999952316284,47773,5
2026-06-12 06:48:32,-105,-1.7999999523162842,47774,5
2026-06-12 06:49:32,-105,-2.5,47775,5
2026-06-12 06:50:32,-105,-2.5,47776,5
2026-06-12 06:51:32,-104,-3.299999952316284,47777,5
2026-06-12 06:52:32,-105,-1.7999999523162842,47778,5
2026-06-12 06:53:32,-109,-1.0,47779,5
2026-06-12 06:54:32,-105,-1.5,47780,5
2026-06-12 06:55:32,-105,-1.5,47781,5
2026-06-12 06:56:32,-105,-1.7999999523162842,47782,5
2026-06-12 06:57:32,-105,-1.0,47783,5
2026-06-12 06:58:32,-105,-0.800000011920929,47784,5
2026-06-12 06:59:32,-105,-1.0,47785,5
2026-06-12 07:00:32,-105,-1.0,47786,5
2026-06-12 07:01:32,-103,-3.799999952316284,47787,5
2026-06-12 07:02:32,-105,-1.0,47788,5
2026-06-12 07:03:32,-105,-3.799999952316284,47789,5
2026-06-12 07:04:32,-105,-1.5,47790,5
2026-06-12 07:05:32,-105,-1.2999999523162842,47791,5
2026-06-12 07:06:32,-105,-0.800000011920929,47792,5
2026-06-12 07:07:32,-105,-1.0,47793,5
2026-06-12 07:08:32,-105,-1.7999999523162842,47794,5
2026-06-12 07:09:32,-106,-2.0,47795,5
2026-06-12 07:10:32,-105,-1.7999999523162842,47796,5
2026-06-12 07:11:32,-105,-0.3000000119209289,47797,5
2026-06-12 07:12:32,-105,-1.7999999523162842,47798,5
2026-06-12 07:13:32,-105,-1.5,47799,5
2026-06-12 07:14:32,-105,-1.5,47800,5
2026-06-12 07:15:32,-105,-1.0,47801,5
2026-06-12 07:16:32,-106,-1.7999999523162842,47802,5
2026-06-12 07:17:32,-105,-2.5,47803,5
2026-06-12 07:18:32,-105,-2.0,47804,5
2026-06-12 07:19:32,-105,-1.2999999523162842,47805,5
2026-06-12 07:20:32,-105,-2.0,47806,5
2026-06-12 07:21:32,-105,-1.2999999523162842,47807,5
2026-06-12 07:22:32,-106,-1.0,47808,5
2026-06-12 07:23:32,-105,-1.7999999523162842,47809,5
2026-06-12 07:24:32,-105,-1.5,47810,5
2026-06-12 07:25:32,-105,-1.2999999523162842,47811,5
2026-06-12 07:26:32,-105,-1.0,47812,5
2026-06-12 07:27:32,-106,-1.7999999523162842,47813,5
2026-06-12 07:28:32,-105,-2.0,47814,5
2026-06-12 07:29:32,-102,-6.0,47815,5
2026-06-12 07:30:32,-105,-4.0,47816,5
2026-06-12 07:31:32,-105,-2.5,47817,5
2026-06-12 07:32:32,-109,-1.0,47818,5
2026-06-12 07:33:32,-105,-1.5,47819,5
2026-06-12 07:34:32,-102,-3.5,47820,5
2026-06-12 07:35:32,-105,-1.0,47821,5
2026-06-12 07:36:32,-105,-1.0,47822,5
2026-06-12 07:37:32,-102,-1.2999999523162842,47823,5
2026-06-12 07:38:32,-104,1.2999999523162842,47824,5
2026-06-12 07:39:32,-103,1.5,47825,5
2026-06-12 07:40:32,-102,2.299999952316284,47826,5
2026-06-12 07:41:32,-102,1.5,47827,5
2026-06-12 07:42:32,-102,1.5,47828,5
2026-06-12 07:43:32,-102,3.0,47829,5
2026-06-12 07:44:32,-103,1.7999999523162842,47830,5
2026-06-12 07:45:32,-102,0.800000011920929,47831,5
2026-06-12 07:46:32,-102,2.0,47832,5
2026-06-12 07:47:32,-103,1.5,47833,5
2026-06-12 07:48:32,-103,1.7999999523162842,47834,5
2026-06-12 07:49:32,-101,3.0,47835,5
2026-06-12 07:50:32,-101,2.799999952316284,47836,5
2026-06-12 07:51:32,-101,4.800000190734863,47837,5
2026-06-12 07:52:32,-104,0.800000011920929,47838,5
2026-06-12 07:53:32,-104,-0.5,47839,5
2026-06-12 07:54:32,-109,-1.0,47840,5
2026-06-12 07:55:32,-109,0.800000011920929,47841,5
2026-06-12 07:56:32,-104,1.7999999523162842,47842,5
2026-06-12 07:57:32,-104,1.0,47843,5
2026-06-12 07:58:32,-104,0.3000000119209289,47844,5
2026-06-12 07:59:32,-105,-1.2999999523162842,47845,5
2026-06-12 08:00:32,-105,-1.5,47846,5
2026-06-12 08:01:32,-105,-1.2999999523162842,47847,5
2026-06-12 08:02:32,-105,-3.5,47848,5
2026-06-12 08:03:32,-105,-2.0,47849,5
2026-06-12 08:04:32,-105,-0.800000011920929,47850,5
2026-06-12 08:05:32,-105,-1.7999999523162842,47851,5
2026-06-12 08:06:32,-105,-1.2999999523162842,47852,5
2026-06-12 08:07:32,-105,-0.800000011920929,47853,5
2026-06-12 08:08:32,-108,-2.0,47854,5
2026-06-12 08:09:32,-105,-1.5,47855,5
2026-06-12 08:10:32,-105,-1.7999999523162842,47856,5
2026-06-12 08:11:32,-105,-1.5,47857,5
2026-06-12 08:12:32,-106,-1.5,47858,5
2026-06-12 08:13:32,-105,-1.2999999523162842,47859,5
2026-06-12 08:14:32,-106,-1.7999999523162842,47860,5
2026-06-12 08:15:32,-106,-3.5,47861,5
2026-06-12 08:16:32,-109,-2.0,47862,5
2026-06-12 08:17:32,-113,-4.5,47863,5
2026-06-12 08:21:32,-107,-6.300000190734863,47867,5
2026-06-12 08:22:32,-110,-7.300000190734863,47868,5
2026-06-12 08:23:32,-107,-7.0,47869,5
2026-06-12 08:25:32,-107,-7.300000190734863,47871,5
2026-06-12 08:26:32,-107,-6.800000190734863,47872,5
2026-06-12 08:27:32,-107,-8.300000190734863,47873,5
2026-06-12 08:28:32,-101,3.5,47874,5
2026-06-12 08:29:32,-106,-3.799999952316284,47875,5
2026-06-12 08:30:32,-97,6.800000190734863,47876,5
2026-06-12 08:31:32,-102,2.299999952316284,47877,5
2026-06-12 08:32:32,-101,3.799999952316284,47878,5
