Data/Hora,RSSI (dBm),SNR (dB),Frame Counter,Data Rate
2026-06-08 00:06:07,-94,12.300000190734863,19314,5
2026-06-08 00:16:07,-94,11.800000190734863,19315,5
2026-06-08 00:26:07,-93,12.5,19316,5
2026-06-08 00:36:07,-93,12.300000190734863,19317,5
2026-06-08 00:46:07,-92,13.300000190734863,19318,5
2026-06-08 00:56:07,-94,12.300000190734863,19319,5
2026-06-08 01:06:07,-94,12,19320,5
2026-06-08 01:16:07,-94,11.800000190734863,19321,5
2026-06-08 01:26:07,-95,12,19322,5
2026-06-08 01:36:07,-97,11,19323,5
2026-06-08 01:46:07,-94,12.300000190734863,19324,5
2026-06-08 01:56:07,-94,11.5,19325,5
2026-06-08 02:06:07,-94,12,19326,5
2026-06-08 02:16:07,-93,12.5,19327,5
2026-06-08 02:26:07,-93,12,19328,5
2026-06-08 02:36:07,-94,12,19329,5
2026-06-08 02:46:07,-94,12,19330,5
2026-06-08 02:56:07,-96,12.300000190734863,19331,5
2026-06-08 03:06:07,-93,12.5,19332,5
2026-06-08 03:16:07,-92,13,19333,5
2026-06-08 03:26:07,-93,12.300000190734863,19334,5
2026-06-08 03:36:07,-96,11.300000190734863,19335,5
2026-06-08 03:46:07,-93,12.5,19336,5
2026-06-08 03:56:07,-93,11.300000190734863,19337,5
2026-06-08 04:06:07,-93,12.300000190734863,19338,5
2026-06-08 04:06:07,-93,12.5,19338,5
2026-06-08 04:16:06,-94,12.300000190734863,19339,5
2026-06-08 04:26:07,-93,12.300000190734863,19340,5
2026-06-08 04:36:07,-92,13.300000190734863,19341,5
2026-06-08 04:46:07,-92,12.800000190734863,19342,5
2026-06-08 04:56:07,-92,12.5,19343,5
2026-06-08 05:06:07,-92,13,19344,5
2026-06-08 05:16:07,-93,12.300000190734863,19345,5
2026-06-08 05:26:07,-92,13,19346,5
2026-06-08 05:36:07,-94,11.5,19347,5
2026-06-08 05:46:07,-93,13,19348,5
2026-06-08 05:56:07,-92,13,19349,5
2026-06-08 06:06:07,-93,12.300000190734863,19350,5
2026-06-08 06:16:07,-98,10.800000190734863,19351,5
2026-06-08 06:26:07,-95,12,19352,5
2026-06-08 06:36:07,-93,12.300000190734863,19353,5
2026-06-08 06:46:07,-92,12.800000190734863,19354,5
2026-06-08 06:56:07,-99,10,19355,5
2026-06-08 07:06:07,-95,11.800000190734863,19356,5
2026-06-08 07:16:07,-93,11.800000190734863,19357,5
2026-06-08 07:36:07,-95,11.800000190734863,19359,5
2026-06-08 07:46:07,-95,11.800000190734863,19360,5
2026-06-08 07:56:07,-95,11,19361,5
2026-06-08 08:06:07,-95,12,19362,5
2026-06-08 08:16:07,-99,10.5,19363,5
2026-06-08 08:26:07,-95,12,19364,5
2026-06-08 08:36:07,-95,11.300000190734863,19365,5
2026-06-08 08:46:07,-95,12.300000190734863,19366,5
2026-06-08 08:56:07,-97,11.300000190734863,19367,5
2026-06-08 09:06:07,-95,11.800000190734863,19368,5
2026-06-08 09:16:07,-95,12.300000190734863,19369,5
2026-06-08 09:26:07,-95,12.300000190734863,19370,5
2026-06-08 09:36:07,-94,12,19371,5
2026-06-08 09:46:07,-99,9.800000190734863,19372,5
2026-06-08 09:56:07,-93,11.800000190734863,19373,5
2026-06-08 10:06:07,-93,12.5,19374,5
2026-06-08 10:16:07,-95,12,19375,5
2026-06-08 10:26:07,-93,12.800000190734863,19376,5
2026-06-08 10:36:07,-101,8.800000190734863,19377,5
2026-06-08 10:46:07,-97,10.800000190734863,19378,5
2026-06-08 10:56:07,-105,6.300000190734863,19379,5
2026-06-08 11:06:07,-98,10.300000190734863,19380,5
2026-06-08 11:16:07,-100,9,19381,5
2026-06-08 11:26:07,-94,12,19382,5
2026-06-08 11:36:07,-95,12,19383,5
2026-06-08 11:46:07,-96,11.800000190734863,19384,5
2026-06-08 11:56:07,-96,12,19385,5
2026-06-08 12:06:07,-99,10.5,19386,5
2026-06-08 12:16:07,-96,10.800000190734863,19387,5
2026-06-08 12:26:07,-95,12.300000190734863,19388,5
2026-06-08 12:36:07,-99,10.5,19389,5
2026-06-08 12:46:07,-96,9.800000190734863,19390,5
2026-06-08 12:56:07,-105,5.300000190734863,19391,5
2026-06-08 13:06:07,-99,10.300000190734863,19392,5
2026-06-08 13:16:07,-103,7.800000190734863,19393,5
2026-06-08 13:26:07,-103,7.5,19394,5
2026-06-08 13:36:07,-102,8.5,19395,5
2026-06-08 13:46:07,-95,12,19396,5
2026-06-08 13:56:07,-106,5.5,19397,5
2026-06-08 14:06:07,-101,9,19398,5
2026-06-08 14:16:07,-98,10.800000190734863,19399,5
2026-06-08 14:26:07,-98,10.800000190734863,19400,5
2026-06-08 14:36:07,-102,9,19401,5
2026-06-08 14:46:07,-97,10.5,19402,5
2026-06-08 14:56:07,-95,12.300000190734863,19403,5
2026-06-08 15:06:07,-99,11,19404,5
2026-06-08 15:16:07,-100,10,19405,5
2026-06-08 15:26:07,-98,11,19406,5
2026-06-08 15:36:07,-96,11.5,19407,5
2026-06-08 15:46:07,-101,9.300000190734863,19408,5
2026-06-08 15:56:07,-101,9.300000190734863,19409,5
2026-06-08 16:06:07,-99,11,19410,5
2026-06-08 16:16:07,-101,9.5,19411,5
2026-06-08 16:26:07,-95,12,19412,5
2026-06-08 16:36:07,-98,11,19413,5
2026-06-08 16:46:07,-97,11,19414,5
2026-06-08 16:56:07,-96,12,19415,5
2026-06-08 17:06:07,-94,12,19416,5
2026-06-08 17:16:07,-95,12,19417,5
2026-06-08 17:26:07,-95,12.300000190734863,19418,5
