"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-04-14 00:00:45","21.49","65","945.86","3720","0","-22.822216033935547","-47.06565856933594","610.5","-78","14","5266","1776135645821"
"2","2026-04-14 00:01:44","21.49","65","945.82","3720","0","-22.822206497192383","-47.06563949584961","613.7","-79","13.5","5267","1776135704827"
"3","2026-04-14 00:02:45","21.49","64.5","945.86","3700","0","-22.822208404541016","-47.06562042236328","616.2","-79","13.800000190734863","5268","1776135765819"
"4","2026-04-14 00:03:45","21.49","64.5","945.9","3700","0","-22.822229385375977","-47.06569290161133","617.2","-78","13.300000190734863","5269","1776135825821"
"5","2026-04-14 00:04:45","21.49","65","945.88","3720","0","-22.822237014770508","-47.065673828125","615.5","-78","13.300000190734863","5270","1776135885827"
"6","2026-04-14 00:05:44","21.49","64.5","945.86","3700","0","-22.822250366210938","-47.06566619873047","606.9","-78","14","5271","1776135944822"
"7","2026-04-14 00:06:45","21.49","64.5","945.88","3700","0","-22.82221794128418","-47.06568145751953","608.9","-78","13.5","5272","1776136005823"
"8","2026-04-14 00:07:45","21.49","64.5","945.88","3720","0","-22.822219848632812","-47.06569290161133","604.2","-78","13.5","5273","1776136065820"
"9","2026-04-14 00:08:45","21.49","64.5","945.9","3720","0","-22.82221794128418","-47.06568145751953","606.5","-78","14","5274","1776136125816"
"10","2026-04-14 00:09:45","21.48","64.5","945.88","3760","0","-22.82220458984375","-47.06568145751953","605.9","-78","13.5","5275","1776136185807"
"11","2026-04-14 00:10:45","21.48","64.5","945.9200000000001","3700","0","-22.822219848632812","-47.0656623840332","612.9","-78","13.800000190734863","5276","1776136245823"
"12","2026-04-14 00:11:45","21.48","64.5","945.94","3720","0","-22.822227478027344","-47.0656623840332","611","-78","14","5277","1776136305818"
"13","2026-04-14 00:12:45","21.48","65","945.88","3680","0","-22.822221755981445","-47.065670013427734","608.2","-78","14","5278","1776136365821"
"14","2026-04-14 00:13:45","21.48","64.5","945.9200000000001","3700","0","-22.822214126586914","-47.065677642822266","613.9","-78","14","5279","1776136425818"
"15","2026-04-14 00:14:44","21.48","64.5","945.9200000000001","3700","0","-22.822206497192383","-47.065673828125","613.9","-79","13.800000190734863","5280","1776136484817"
"16","2026-04-14 00:15:45","21.47","65","945.9200000000001","3720","0","-22.822223663330078","-47.06570816040039","605.2","-77","13","5281","1776136545818"
"17","2026-04-14 00:16:45","21.48","65","945.9200000000001","3700","0","-22.82223892211914","-47.065673828125","612.2","-77","13.300000190734863","5282","1776136605807"
"18","2026-04-14 00:17:45","21.48","65","945.98","3700","0","-22.822227478027344","-47.065643310546875","619.2","-78","13.800000190734863","5283","1776136665868"
"19","2026-04-14 00:18:45","21.47","65","945.9200000000001","3700","0","-22.822229385375977","-47.06571578979492","607","-78","13","5284","1776136725821"
"20","2026-04-14 00:19:45","21.48","65","945.94","3740","0","-22.822254180908203","-47.065765380859375","597","-78","13.5","5285","1776136785833"
"21","2026-04-14 00:20:45","21.47","65","945.88","3700","0","-22.822256088256836","-47.065773010253906","598","-79","13.5","5286","1776136845828"
"22","2026-04-14 00:21:44","21.47","65","945.9200000000001","3720","0","-22.822263717651367","-47.065799713134766","601.2","-78","13.5","5287","1776136904826"
"23","2026-04-14 00:22:45","21.48","65","945.94","3720","0","-22.822233200073242","-47.06569290161133","605","-78","13.800000190734863","5288","1776136965820"
"24","2026-04-14 00:23:45","21.47","65","945.86","3700","0","-22.822219848632812","-47.06565475463867","614.5","-78","13.5","5289","1776137025861"
"25","2026-04-14 00:24:44","21.47","65","945.82","3680","0","-22.82223129272461","-47.0656852722168","615.7","-79","13.800000190734863","5290","1776137084818"
"26","2026-04-14 00:25:45","21.47","65","945.82","3720","0","-22.82220458984375","-47.06565475463867","617.7","-79","13.800000190734863","5291","1776137145865"
"27","2026-04-14 00:26:44","21.47","65","945.82","3760","0","-22.822242736816406","-47.06564712524414","616.2","-78","13.300000190734863","5292","1776137204822"
"28","2026-04-14 00:27:44","21.48","65","945.82","3700","0","-22.822233200073242","-47.0656852722168","615","-78","13.300000190734863","5293","1776137264827"
"29","2026-04-14 00:28:44","21.48","65","945.88","3720","0","-22.82221031188965","-47.06565856933594","618.7","-78","13.5","5294","1776137324821"
"30","2026-04-14 00:29:44","21.47","65","945.84","3760","0","-22.822219848632812","-47.065650939941406","620.7","-78","13.800000190734863","5295","1776137384818"
"31","2026-04-14 00:30:45","21.47","65","945.82","3720","0","-22.822223663330078","-47.06565856933594","619.2","-78","13","5296","1776137445831"
"32","2026-04-14 00:31:44","21.46","65","945.84","3700","0","-22.822229385375977","-47.0656852722168","621","-78","13.300000190734863","5297","1776137504821"
"33","2026-04-14 00:32:45","21.46","65","945.82","3760","0","-22.82223892211914","-47.06562042236328","624.2","-78","13.800000190734863","5298","1776137565822"
"34","2026-04-14 00:33:45","21.45","65","945.84","3720","0","-22.822242736816406","-47.06568145751953","613.4","-78","13.800000190734863","5299","1776137625824"
"35","2026-04-14 00:34:45","21.45","65","945.82","3700","0","-22.822250366210938","-47.06571578979492","607","-78","14","5300","1776137685823"
"36","2026-04-14 00:35:44","21.44","65","945.86","3680","0","-22.822240829467773","-47.065704345703125","612.5","-78","13.800000190734863","5301","1776137744801"
