"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"1","2026-05-30 00:07:49","15.85","85","1021","3.75","126","1","0","-22.8215","-47.0694"
"2","2026-05-30 00:17:49","15.85","85","1021","3.75","126","1","0","-22.8215","-47.0694"
"3","2026-05-30 00:27:49","15.85","84","1021","3.75","126","1","0","-22.8215","-47.0694"
"4","2026-05-30 00:37:49","15.85","84","1021","3.75","126","1","0","-22.8215","-47.0694"
"5","2026-05-30 00:47:49","15.85","84","1021","3.36","124","2","0","-22.8215","-47.0694"
"6","2026-05-30 00:57:49","15.85","84","1021","3.36","124","2","0","-22.8215","-47.0694"
"7","2026-05-30 01:07:49","15.85","84","1022","3.36","124","2","0","-22.8215","-47.0694"
"8","2026-05-30 01:17:49","15.85","84","1022","3.36","124","2","0","-22.8215","-47.0694"
"9","2026-05-30 01:27:49","15.85","85","1021","3.36","124","2","0","-22.8215","-47.0694"
"10","2026-05-30 01:37:49","15.85","85","1021","2.72","115","3","0","-22.8215","-47.0694"
"11","2026-05-30 01:47:49","15.85","85","1021","2.72","115","3","0","-22.8215","-47.0694"
"12","2026-05-30 01:57:49","15.85","85","1021","2.72","115","3","0","-22.8215","-47.0694"
"13","2026-05-30 02:07:49","15.85","85","1021","2.72","115","3","0","-22.8215","-47.0694"
"14","2026-05-30 02:17:49","15.85","85","1021","2.72","115","3","0","-22.8215","-47.0694"
"15","2026-05-30 02:27:49","15.85","85","1021","2.72","115","3","0","-22.8215","-47.0694"
"16","2026-05-30 02:37:49","15.29","87","1021","2.27","114","3","0","-22.8215","-47.0694"
"17","2026-05-30 02:47:49","15.29","87","1021","2.27","114","3","0","-22.8215","-47.0694"
"18","2026-05-30 02:57:49","15.48","87","1021","2.17","120","15","0","-22.8215","-47.0694"
"19","2026-05-30 03:07:49","15.3","87","1021","2.17","120","15","0","-22.8215","-47.0694"
"20","2026-05-30 03:17:49","15.3","87","1021","2.17","120","15","0","-22.8215","-47.0694"
"21","2026-05-30 03:27:49","15.76","84","1021","2.17","120","15","0","-22.8215","-47.0694"
"22","2026-05-30 03:37:49","15.76","84","1021","2.17","120","15","0","-22.8215","-47.0694"
