"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-04-05 00:00:48";"24.01";"62.5";"946.66";"3720";"0";"-22.822235107421875";"-47.065608978271484";"621.7";"-75";"13.300000190734863";"57842";"1775358048821"
"2";"2026-04-05 00:01:48";"24.01";"62.5";"946.62";"3700";"0";"-22.822219848632812";"-47.06565475463867";"608.7";"-75";"13.300000190734863";"57843";"1775358108827"
"3";"2026-04-05 00:02:48";"23.99";"62.5";"946.6800000000001";"3760";"0";"-22.822219848632812";"-47.06568145751953";"613";"-75";"13.300000190734863";"57844";"1775358168811"
"4";"2026-04-05 00:03:48";"23.96";"62.5";"946.6800000000001";"3700";"0";"-22.822193145751953";"-47.065650939941406";"617.4000000000001";"-75";"13";"57845";"1775358228812"
"5";"2026-04-05 00:04:48";"23.93";"62.5";"946.66";"3760";"0";"-22.822200775146484";"-47.06570053100586";"609.9";"-75";"12.800000190734863";"57846";"1775358288822"
"6";"2026-04-05 00:05:48";"23.89";"62.5";"946.6800000000001";"3760";"0";"-22.822216033935547";"-47.065673828125";"618";"-75";"13.300000190734863";"57847";"1775358348820"
"7";"2026-04-05 00:06:48";"23.85";"63";"946.7";"3720";"0";"-22.822216033935547";"-47.06564712524414";"611.7";"-75";"13.300000190734863";"57848";"1775358408821"
"8";"2026-04-05 00:07:48";"23.81";"62.5";"946.66";"3760";"0";"-22.822223663330078";"-47.06563949584961";"614.7";"-74";"13";"57849";"1775358468826"
"9";"2026-04-05 00:08:48";"23.77";"62.5";"946.64";"3700";"0";"-22.822227478027344";"-47.06562805175781";"614.7";"-76";"13.300000190734863";"57850";"1775358528805"
"10";"2026-04-05 00:09:48";"23.72";"63";"946.58";"3720";"0";"-22.822195053100586";"-47.0656852722168";"603.7";"-75";"13.300000190734863";"57851";"1775358588816"
"11";"2026-04-05 00:10:48";"23.68";"63";"946.54";"3700";"0";"-22.822263717651367";"-47.065677642822266";"610.5";"-75";"13.300000190734863";"57852";"1775358648823"
"12";"2026-04-05 00:11:48";"23.64";"63";"946.48";"3720";"0";"-22.822269439697266";"-47.06564712524414";"613.9";"-75";"13.800000190734863";"57853";"1775358708825"
"13";"2026-04-05 00:12:48";"23.6";"63";"946.48";"3680";"0";"-22.822267532348633";"-47.06563949584961";"613";"-75";"12.800000190734863";"57854";"1775358768792"
"14";"2026-04-05 00:13:48";"23.57";"63.5";"946.4";"3740";"0";"-22.822248458862305";"-47.065635681152344";"614.2";"-74";"13.800000190734863";"57855";"1775358828814"
"15";"2026-04-05 00:14:48";"23.54";"63";"946.46";"3700";"0";"-22.822240829467773";"-47.06563186645508";"620.7";"-75";"13.5";"57856";"1775358888789"
"16";"2026-04-05 00:15:48";"23.51";"63";"946.4";"3700";"0";"-22.822246551513672";"-47.065635681152344";"620.5";"-75";"13.800000190734863";"57857";"1775358948811"
"17";"2026-04-05 00:16:48";"23.49";"63";"946.4";"3680";"0";"-22.82223129272461";"-47.065670013427734";"608.7";"-75";"13.300000190734863";"57858";"1775359008804"
"18";"2026-04-05 00:17:48";"23.46";"63";"946.44";"3700";"0";"-22.822250366210938";"-47.0656852722168";"611.4";"-74";"13.300000190734863";"57859";"1775359068817"
"19";"2026-04-05 00:18:48";"23.45";"63";"946.48";"3700";"0";"-22.82223892211914";"-47.065673828125";"616.4000000000001";"-74";"13.5";"57860";"1775359128824"
"20";"2026-04-05 00:19:48";"23.43";"63";"946.5";"3720";"0";"-22.82225227355957";"-47.06565856933594";"614.2";"-75";"13.300000190734863";"57861";"1775359188817"
"21";"2026-04-05 00:20:48";"23.41";"63";"946.48";"3680";"0";"-22.82223892211914";"-47.0656623840332";"607.2";"-75";"13.300000190734863";"57862";"1775359248811"
"22";"2026-04-05 00:21:48";"23.4";"63";"946.46";"3700";"0";"-22.822248458862305";"-47.06566619873047";"607.5";"-75";"14.300000190734863";"57863";"1775359308806"
"23";"2026-04-05 00:22:48";"23.39";"63";"946.5600000000001";"3700";"0";"-22.822248458862305";"-47.06565475463867";"614.9000000000001";"-75";"13.300000190734863";"57864";"1775359368820"
"24";"2026-04-05 00:23:48";"23.38";"63";"946.6";"3700";"0";"-22.82223129272461";"-47.0656852722168";"616";"-74";"13.300000190734863";"57865";"1775359428810"
"25";"2026-04-05 00:24:48";"23.37";"63";"946.62";"3700";"0";"-22.82224464416504";"-47.06566619873047";"616.2";"-75";"13.5";"57866";"1775359488821"
"26";"2026-04-05 00:25:48";"23.37";"63";"946.6800000000001";"3700";"0";"-22.822263717651367";"-47.06565475463867";"617.4000000000001";"-74";"13";"57867";"1775359548824"
"27";"2026-04-05 00:26:48";"23.37";"62.5";"946.72";"3660";"0";"-22.822219848632812";"-47.06562805175781";"618.7";"-75";"13.5";"57868";"1775359608816"
"28";"2026-04-05 00:27:48";"23.37";"62.5";"946.78";"3700";"0";"-22.822200775146484";"-47.06564712524414";"612.7";"-74";"13.300000190734863";"57869";"1775359668818"
"29";"2026-04-05 00:28:48";"23.35";"62.5";"946.8000000000001";"3760";"0";"-22.822206497192383";"-47.065635681152344";"609.5";"-75";"13.300000190734863";"57870";"1775359728811"
"30";"2026-04-05 00:29:48";"23.34";"62.5";"946.78";"3740";"0";"-22.82221794128418";"-47.06565856933594";"605.5";"-75";"13.300000190734863";"57871";"1775359788824"
"31";"2026-04-05 00:30:48";"23.34";"62.5";"946.76";"3680";"0";"-22.822221755981445";"-47.06570053100586";"608.7";"-75";"13";"57872";"1775359848814"
"32";"2026-04-05 00:31:48";"23.32";"62.5";"946.74";"3720";"0";"-22.82225227355957";"-47.06570053100586";"616.5";"-74";"13.300000190734863";"57873";"1775359908822"
"33";"2026-04-05 00:32:48";"23.32";"62.5";"946.78";"3720";"0";"-22.822269439697266";"-47.06566619873047";"619";"-74";"13.5";"57874";"1775359968823"
"34";"2026-04-05 00:33:48";"23.31";"62.5";"946.78";"3720";"0";"-22.822248458862305";"-47.06564712524414";"612.4";"-74";"13.300000190734863";"57875";"1775360028814"
"35";"2026-04-05 00:34:48";"23.32";"62";"946.8000000000001";"3720";"0";"-22.82223129272461";"-47.065670013427734";"603.5";"-75";"13.300000190734863";"57876";"1775360088826"
"36";"2026-04-05 00:35:48";"23.31";"62";"946.86";"3680";"0";"-22.82219696044922";"-47.065650939941406";"611.7";"-74";"13.300000190734863";"57877";"1775360148815"
"37";"2026-04-05 00:36:48";"23.31";"62.5";"946.84";"3680";"0";"-22.82221221923828";"-47.06563949584961";"606.7";"-75";"13.5";"57878";"1775360208816"
"38";"2026-04-05 00:37:48";"23.31";"62";"946.84";"3700";"0";"-22.82220458984375";"-47.0656623840332";"610.2";"-75";"13.5";"57879";"1775360268822"
"39";"2026-04-05 00:38:48";"23.31";"62";"946.86";"3720";"0";"-22.822216033935547";"-47.06563186645508";"617.4000000000001";"-75";"13.300000190734863";"57880";"1775360328824"
"40";"2026-04-05 00:39:48";"23.31";"62";"946.84";"3720";"0";"-22.822221755981445";"-47.065643310546875";"611.7";"-75";"13.300000190734863";"57881";"1775360388816"
"41";"2026-04-05 00:40:48";"23.31";"62";"946.8000000000001";"3740";"0";"-22.822237014770508";"-47.065677642822266";"611.9";"-75";"13.800000190734863";"57882";"1775360448821"
"42";"2026-04-05 00:41:48";"23.31";"62";"946.82";"3700";"0";"-22.822235107421875";"-47.06562423706055";"616";"-75";"13.300000190734863";"57883";"1775360508787"
"43";"2026-04-05 00:42:48";"23.31";"62";"946.74";"3680";"0";"-22.82224464416504";"-47.06568908691406";"610.4";"-75";"13.5";"57884";"1775360568821"
"44";"2026-04-05 00:43:48";"23.32";"62";"946.76";"3700";"0";"-22.82223129272461";"-47.065696716308594";"607.5";"-74";"13.300000190734863";"57885";"1775360628817"
"45";"2026-04-05 00:44:48";"23.32";"62";"946.76";"3680";"0";"-22.822229385375977";"-47.065696716308594";"612.2";"-75";"13.300000190734863";"57886";"1775360688822"
"46";"2026-04-05 00:45:48";"23.32";"62";"946.76";"3700";"0";"-22.822208404541016";"-47.065677642822266";"611.7";"-74";"13.300000190734863";"57887";"1775360748819"
"47";"2026-04-05 00:46:48";"23.33";"62";"946.76";"3700";"0";"-22.822227478027344";"-47.06565856933594";"613.2";"-74";"13.800000190734863";"57888";"1775360808826"
"48";"2026-04-05 00:47:48";"23.32";"61.5";"946.76";"3720";"0";"-22.822229385375977";"-47.065677642822266";"611.9";"-75";"13.300000190734863";"57889";"1775360868815"
"49";"2026-04-05 00:48:48";"23.32";"61.5";"946.76";"3680";"0";"-22.822216033935547";"-47.06568908691406";"617.7";"-75";"13.800000190734863";"57890";"1775360928827"
"50";"2026-04-05 00:49:48";"23.3";"61.5";"946.74";"3720";"0";"-22.82220458984375";"-47.06564712524414";"619";"-75";"13.5";"57891";"1775360988825"
"51";"2026-04-05 00:50:48";"23.29";"62";"946.72";"3700";"0";"-22.82221221923828";"-47.06569290161133";"615.7";"-75";"13.300000190734863";"57892";"1775361048825"
"52";"2026-04-05 00:51:48";"23.26";"62";"946.6800000000001";"3740";"0";"-22.82221031188965";"-47.065673828125";"620.4000000000001";"-74";"13";"57893";"1775361108836"
"53";"2026-04-05 00:52:48";"23.25";"62";"946.7";"3720";"0";"-22.822219848632812";"-47.065704345703125";"609.2";"-74";"13.300000190734863";"57894";"1775361168819"
"54";"2026-04-05 00:53:48";"23.24";"61.5";"946.7";"3700";"0";"-22.82221794128418";"-47.0656852722168";"614";"-75";"13.300000190734863";"57895";"1775361228832"
"55";"2026-04-05 00:54:48";"23.23";"62";"946.7";"3680";"0";"-22.822221755981445";"-47.06571578979492";"598";"-74";"13.5";"57896";"1775361288836"
"56";"2026-04-05 00:55:48";"23.21";"62";"946.6800000000001";"3720";"0";"-22.82224464416504";"-47.06573486328125";"598.4";"-74";"13.800000190734863";"57897";"1775361348822"
"57";"2026-04-05 00:56:48";"23.2";"62";"946.72";"3700";"0";"-22.822233200073242";"-47.065738677978516";"602.2";"-74";"13.5";"57898";"1775361408834"
"58";"2026-04-05 00:57:48";"23.18";"62";"946.7";"3700";"0";"-22.822250366210938";"-47.06581115722656";"604";"-74";"13.5";"57899";"1775361468828"
"59";"2026-04-05 00:58:48";"23.17";"61.5";"946.7";"3680";"0";"-22.822250366210938";"-47.06574249267578";"602.5";"-74";"13.800000190734863";"57900";"1775361528819"
"60";"2026-04-05 00:59:48";"23.14";"62";"946.6800000000001";"3740";"0";"-22.82225227355957";"-47.06574630737305";"610.7";"-74";"13.300000190734863";"57901";"1775361588823"
