"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"21","2026-06-01 03:27:49","14.18","88","1021","1.7","120","0","0","-22.8215","-47.0694"
"22","2026-06-01 03:37:49","14.18","88","1020","1.82","111","0","0","-22.8215","-47.0694"
"23","2026-06-01 03:47:49","14.18","88","1020","1.82","111","0","0","-22.8215","-47.0694"
"24","2026-06-01 03:57:49","14.18","88","1020","1.82","111","0","0","-22.8215","-47.0694"
"25","2026-06-01 04:07:49","14.18","88","1020","1.82","111","0","0","-22.8215","-47.0694"
"26","2026-06-01 04:17:49","14.18","88","1020","1.82","111","0","0","-22.8215","-47.0694"
"27","2026-06-01 04:27:49","13.07","93","1020","1.82","111","0","0","-22.8215","-47.0694"
"28","2026-06-01 04:37:49","13.07","93","1020","1.82","111","0","0","-22.8215","-47.0694"
"29","2026-06-01 04:47:49","13.07","93","1020","1.69","108","0","0","-22.8215","-47.0694"
"30","2026-06-01 04:57:49","13.07","93","1020","1.69","108","0","0","-22.8215","-47.0694"
"31","2026-06-01 05:07:49","13.07","93","1020","1.69","108","0","0","-22.8215","-47.0694"
"32","2026-06-01 05:17:49","13.07","93","1020","1.69","108","0","0","-22.8215","-47.0694"
"33","2026-06-01 05:27:49","13.07","91","1020","1.69","108","0","0","-22.8215","-47.0694"
"34","2026-06-01 05:37:49","13.07","91","1020","1.69","108","0","0","-22.8215","-47.0694"
"35","2026-06-01 05:47:49","13.07","91","1020","1.68","115","0","0","-22.8215","-47.0694"
"36","2026-06-01 05:57:49","13.07","91","1020","1.68","115","0","0","-22.8215","-47.0694"
"37","2026-06-01 06:07:49","13.07","91","1020","1.68","115","0","0","-22.8215","-47.0694"
"38","2026-06-01 06:17:49","13.07","91","1020","1.68","115","0","0","-22.8215","-47.0694"
"39","2026-06-01 06:27:49","13.07","92","1020","1.68","115","0","0","-22.8215","-47.0694"
"40","2026-06-01 06:37:49","13.07","92","1020","1.51","106","0","0","-22.8215","-47.0694"
"41","2026-06-01 06:47:49","13.07","92","1020","1.51","106","0","0","-22.8215","-47.0694"
"42","2026-06-01 06:57:49","13.07","92","1020","1.51","106","0","0","-22.8215","-47.0694"
"43","2026-06-01 07:07:49","13.07","92","1021","1.51","106","0","0","-22.8215","-47.0694"
"44","2026-06-01 07:17:49","13.62","91","1021","1.51","106","0","0","-22.8215","-47.0694"
"45","2026-06-01 07:27:49","13.62","91","1021","1.51","106","0","0","-22.8215","-47.0694"
"46","2026-06-01 07:37:49","13.62","91","1021","1.53","102","0","0","-22.8215","-47.0694"
"47","2026-06-01 07:47:49","13.62","91","1021","1.53","102","0","0","-22.8215","-47.0694"
"48","2026-06-01 07:57:49","13.62","91","1021","1.53","102","0","0","-22.8215","-47.0694"
"49","2026-06-01 08:07:49","13.62","91","1021","1.53","102","0","0","-22.8215","-47.0694"
"50","2026-06-01 08:17:49","16.96","78","1021","1.53","102","0","0","-22.8215","-47.0694"
"51","2026-06-01 08:27:49","16.96","78","1021","1.53","102","0","0","-22.8215","-47.0694"
"52","2026-06-01 08:37:49","16.96","78","1021","1.12","108","0","0","-22.8215","-47.0694"
"53","2026-06-01 08:47:49","16.96","78","1021","1.12","108","0","0","-22.8215","-47.0694"
"54","2026-06-01 08:57:49","16.96","78","1021","1.12","108","0","0","-22.8215","-47.0694"
"55","2026-06-01 09:07:49","16.67","78","1021","1.12","108","0","0","-22.8215","-47.0694"
"56","2026-06-01 09:17:49","16.67","78","1021","1.12","108","0","0","-22.8215","-47.0694"
"57","2026-06-01 09:27:49","15.32","63","1021","1.12","108","0","0","-22.8215","-47.0694"
"58","2026-06-01 09:37:49","15.32","64","1021","0.53","165","0","0","-22.8215","-47.0694"
"59","2026-06-01 09:47:49","15.32","64","1021","0.53","165","0","0","-22.8215","-47.0694"
"60","2026-06-01 09:57:49","15.32","64","1021","0.53","165","0","0","-22.8215","-47.0694"
"61","2026-06-01 10:07:49","15.32","64","1021","0.53","165","0","0","-22.8215","-47.0694"
"62","2026-06-01 10:17:49","16.32","61","1021","0.53","165","0","0","-22.8215","-47.0694"
"63","2026-06-01 10:27:49","16.32","61","1021","0.53","165","0","0","-22.8215","-47.0694"
"64","2026-06-01 10:37:49","21.83","56","1021","0.85","228","0","0","-22.8215","-47.0694"
"65","2026-06-01 10:47:49","22.38","55","1021","0.85","228","0","0","-22.8215","-47.0694"
"66","2026-06-01 10:57:49","22.38","55","1021","0.85","228","0","0","-22.8215","-47.0694"
"67","2026-06-01 11:07:49","22.38","55","1021","0.85","228","0","0","-22.8215","-47.0694"
"68","2026-06-01 11:17:49","22.38","55","1021","0.85","228","0","0","-22.8215","-47.0694"
"69","2026-06-01 11:27:49","18.32","64","1021","0.85","228","0","0","-22.8215","-47.0694"
"70","2026-06-01 11:37:49","18.32","64","1021","0.85","228","0","0","-22.8215","-47.0694"
"71","2026-06-01 11:47:49","22.94","53","1020","1.35","257","0","0","-22.8215","-47.0694"
"72","2026-06-01 11:57:49","22.94","53","1020","1.35","257","0","0","-22.8215","-47.0694"
"73","2026-06-01 12:07:49","22.94","53","1020","1.35","257","0","0","-22.8215","-47.0694"
"74","2026-06-01 12:17:49","20.32","56","1020","1.35","257","0","0","-22.8215","-47.0694"
"75","2026-06-01 12:27:49","20.32","56","1020","1.35","257","0","0","-22.8215","-47.0694"
"76","2026-06-01 12:37:49","20.32","52","1019","2.05","270","0","0","-22.8215","-47.0694"
"77","2026-06-01 12:47:49","20.32","52","1019","2.05","270","0","0","-22.8215","-47.0694"
"78","2026-06-01 12:57:49","22.54","51","1019","2.05","270","0","0","-22.8215","-47.0694"
"79","2026-06-01 13:07:49","23.37","47","1020","2.05","270","0","0","-22.8215","-47.0694"
"80","2026-06-01 13:17:49","23.37","47","1020","2.05","270","0","0","-22.8215","-47.0694"
"81","2026-06-01 13:27:49","21.85","59","1020","2.05","270","0","0","-22.8215","-47.0694"
"82","2026-06-01 13:37:49","21.85","59","1020","2.05","270","0","0","-22.8215","-47.0694"
"83","2026-06-01 13:47:49","21.85","59","1019","2.13","259","0","0","-22.8215","-47.0694"
"84","2026-06-01 13:57:49","21.85","59","1019","2.13","259","0","0","-22.8215","-47.0694"
"85","2026-06-01 14:07:49","23","52","1019","2.13","259","0","0","-22.8215","-47.0694"
"86","2026-06-01 14:17:49","23.34","50","1019","2.13","259","0","0","-22.8215","-47.0694"
"87","2026-06-01 14:27:49","23.34","50","1019","2.13","259","0","0","-22.8215","-47.0694"
"88","2026-06-01 14:37:49","23.14","51","1018","2.23","248","0","0","-22.8215","-47.0694"
"89","2026-06-01 14:47:49","23.14","51","1018","2.23","248","0","0","-22.8215","-47.0694"
"90","2026-06-01 14:57:49","23.34","50","1018","2.34","245","0","0","-22.8215","-47.0694"
"91","2026-06-01 15:07:49","23.34","50","1018","2.34","245","0","0","-22.8215","-47.0694"
"92","2026-06-01 15:17:49","21.74","54","1019","2.34","245","0","0","-22.8215","-47.0694"
"93","2026-06-01 15:27:49","23.32","50","1019","2.34","245","0","0","-22.8215","-47.0694"
"94","2026-06-01 15:37:49","23.32","50","1019","2.34","245","0","0","-22.8215","-47.0694"
"95","2026-06-01 15:47:49","21.74","54","1018","2.53","225","0","0","-22.8215","-47.0694"
"96","2026-06-01 15:57:49","21.74","54","1018","2.53","225","0","0","-22.8215","-47.0694"
"97","2026-06-01 16:07:49","24.7","39","1018","2.53","225","0","0","-22.8215","-47.0694"
"98","2026-06-01 16:17:49","24.7","39","1018","2.53","225","0","0","-22.8215","-47.0694"
"99","2026-06-01 16:27:49","21.29","57","1018","2.53","225","0","0","-22.8215","-47.0694"
"100","2026-06-01 16:37:49","21.29","57","1018","2.76","210","0","0","-22.8215","-47.0694"
"101","2026-06-01 16:47:49","21.29","57","1018","2.76","210","0","0","-22.8215","-47.0694"
"102","2026-06-01 16:57:49","21.29","57","1018","2.76","210","0","0","-22.8215","-47.0694"
"103","2026-06-01 17:07:49","21.11","57","1018","2.76","210","0","0","-22.8215","-47.0694"
"104","2026-06-01 17:17:49","21.11","58","1019","2.76","210","0","0","-22.8215","-47.0694"
"105","2026-06-01 17:27:49","21.11","58","1019","2.76","210","0","0","-22.8215","-47.0694"
"106","2026-06-01 17:37:49","20.85","58","1019","2.65","195","0","0","-22.8215","-47.0694"
"107","2026-06-01 17:47:49","20.85","58","1019","2.65","195","0","0","-22.8215","-47.0694"
"108","2026-06-01 17:57:49","20.85","58","1019","2.65","195","0","0","-22.8215","-47.0694"
"109","2026-06-01 18:07:49","20.85","58","1019","2.65","195","0","0","-22.8215","-47.0694"
"110","2026-06-01 18:17:49","20.85","58","1019","2.65","195","0","0","-22.8215","-47.0694"
"111","2026-06-01 18:27:49","19.18","63","1020","2.65","195","0","0","-22.8215","-47.0694"
"112","2026-06-01 18:37:49","19.18","63","1020","2.91","176","0","0","-22.8215","-47.0694"
"113","2026-06-01 18:47:49","19.18","63","1020","2.91","176","0","0","-22.8215","-47.0694"
"114","2026-06-01 18:57:49","19.18","63","1020","2.91","176","0","0","-22.8215","-47.0694"
"115","2026-06-01 19:07:49","19.18","63","1020","2.91","176","0","0","-22.8215","-47.0694"
"116","2026-06-01 19:17:49","19.18","63","1020","2.91","176","0","0","-22.8215","-47.0694"
"117","2026-06-01 19:27:49","17.51","67","1021","2.91","176","0","0","-22.8215","-47.0694"
"118","2026-06-01 19:37:49","17.51","67","1021","4.01","150","0","0","-22.8215","-47.0694"
"119","2026-06-01 19:47:49","17.51","67","1020","4.01","150","0","0","-22.8215","-47.0694"
"120","2026-06-01 19:57:49","17.51","67","1020","4.01","150","0","0","-22.8215","-47.0694"
"121","2026-06-01 20:07:49","17.51","67","1021","4.01","150","0","0","-22.8215","-47.0694"
"122","2026-06-01 20:17:49","16.96","70","1022","4.01","150","0","0","-22.8215","-47.0694"
"123","2026-06-01 20:27:49","16.96","70","1022","4.01","150","0","0","-22.8215","-47.0694"
"124","2026-06-01 20:37:49","16.96","70","1021","4.36","135","0","0","-22.8215","-47.0694"
"125","2026-06-01 20:47:49","16.96","70","1021","4.36","135","0","0","-22.8215","-47.0694"
"126","2026-06-01 20:57:49","16.96","70","1021","3.69","137","0","0","-22.8215","-47.0694"
"127","2026-06-01 21:07:49","16.96","70","1021","3.69","137","0","0","-22.8215","-47.0694"
"128","2026-06-01 21:17:49","15.85","73","1023","3.69","137","0","0","-22.8215","-47.0694"
"129","2026-06-01 21:27:49","15.85","73","1023","3.69","137","0","0","-22.8215","-47.0694"
"130","2026-06-01 21:37:49","15.85","73","1022","3.7","136","0","0","-22.8215","-47.0694"
"131","2026-06-01 21:47:49","15.85","73","1022","3.7","136","0","0","-22.8215","-47.0694"
"132","2026-06-01 21:57:49","15.85","73","1022","3.7","136","0","0","-22.8215","-47.0694"
"133","2026-06-01 22:07:49","15.85","73","1022","3.7","136","0","0","-22.8215","-47.0694"
"134","2026-06-01 22:17:49","14.73","77","1023","3.7","136","0","0","-22.8215","-47.0694"
"135","2026-06-01 22:27:49","14.73","77","1023","3.7","136","0","0","-22.8215","-47.0694"
"136","2026-06-01 22:37:49","14.73","77","1022","4.04","137","0","0","-22.8215","-47.0694"
"137","2026-06-01 22:47:49","14.73","77","1022","4.04","137","0","0","-22.8215","-47.0694"
"138","2026-06-01 22:57:49","14.73","77","1022","4.04","137","0","0","-22.8215","-47.0694"
"139","2026-06-01 23:07:49","14.73","77","1023","4.04","137","0","0","-22.8215","-47.0694"
"140","2026-06-01 23:17:49","14.73","77","1023","4.04","137","0","0","-22.8215","-47.0694"
"141","2026-06-01 23:27:49","14.18","79","1023","4.04","137","0","0","-22.8215","-47.0694"
"142","2026-06-01 23:37:49","14.18","79","1023","4.04","137","0","0","-22.8215","-47.0694"
"143","2026-06-01 23:47:49","14.18","79","1022","4.32","135","0","0","-22.8215","-47.0694"
"144","2026-06-01 23:57:49","14.18","79","1022","4.32","135","0","0","-22.8215","-47.0694"
