"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"1","2026-06-01 00:07:49","15.85","80","1021","2.12","128","1","0","-22.8215","-47.0694"
"2","2026-06-01 00:17:49","15.85","78","1021","2.12","128","1","0","-22.8215","-47.0694"
"3","2026-06-01 00:27:49","15.85","78","1021","2.12","128","1","0","-22.8215","-47.0694"
"4","2026-06-01 00:37:49","15.85","78","1020","2.11","134","1","0","-22.8215","-47.0694"
"5","2026-06-01 00:47:49","15.85","78","1020","2.11","134","1","0","-22.8215","-47.0694"
"6","2026-06-01 00:57:49","15.85","78","1020","2.11","134","1","0","-22.8215","-47.0694"
"7","2026-06-01 01:07:49","15.85","78","1020","2.11","134","1","0","-22.8215","-47.0694"
"8","2026-06-01 01:17:49","15.29","83","1021","2.11","134","1","0","-22.8215","-47.0694"
"9","2026-06-01 01:27:49","15.29","83","1021","2.11","134","1","0","-22.8215","-47.0694"
"10","2026-06-01 01:37:49","15.29","83","1021","2.11","134","1","0","-22.8215","-47.0694"
"11","2026-06-01 01:47:49","15.29","83","1020","2.01","131","0","0","-22.8215","-47.0694"
"12","2026-06-01 01:57:49","15.29","83","1020","2.01","131","0","0","-22.8215","-47.0694"
"13","2026-06-01 02:07:49","15.29","83","1021","2.01","131","0","0","-22.8215","-47.0694"
"14","2026-06-01 02:17:49","14.18","87","1021","2.01","131","0","0","-22.8215","-47.0694"
"15","2026-06-01 02:27:49","14.18","87","1021","2.01","131","0","0","-22.8215","-47.0694"
"16","2026-06-01 02:37:49","14.18","87","1020","1.81","117","0","0","-22.8215","-47.0694"
"17","2026-06-01 02:47:49","14.18","87","1020","1.81","117","0","0","-22.8215","-47.0694"
"18","2026-06-01 02:57:49","14.18","87","1020","1.7","120","0","0","-22.8215","-47.0694"
"19","2026-06-01 03:07:49","14.18","87","1020","1.7","120","0","0","-22.8215","-47.0694"
"20","2026-06-01 03:17:49","14.18","88","1021","1.7","120","0","0","-22.8215","-47.0694"
