"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-05-14 00:00:03","15.4","53.5","947.2","3620","0","-22.822235107421875","-47.065643310546875","614","-80","11.800000190734863","45926","1778727603820"
"2","2026-05-14 00:01:03","15.39","53","947.24","3640","0","-22.822233200073242","-47.0656852722168","603.7","-80","12.5","45927","1778727663830"
"3","2026-05-14 00:02:03","15.37","53","947.22","3620","0","-22.82222557067871","-47.065711975097656","601.7","-80","12.300000190734863","45928","1778727723825"
"4","2026-05-14 00:03:03","15.37","53.5","947.16","3620","0","-22.822221755981445","-47.065704345703125","601.9","-80","12.300000190734863","45929","1778727783828"
"5","2026-05-14 00:04:03","15.36","53","947.12","3620","0","-22.822250366210938","-47.065704345703125","607","-80","12","45930","1778727843811"
"6","2026-05-14 00:05:03","15.36","53.5","947.14","3680","0","-22.822246551513672","-47.065704345703125","607.2","-80","13.800000190734863","45931","1778727903823"
"7","2026-05-14 00:06:03","15.36","53","947.14","3700","0","-22.82219886779785","-47.065673828125","611.9","-80","12.5","45932","1778727963788"
"8","2026-05-14 00:07:03","15.36","53.5","947.14","3660","0","-22.82219886779785","-47.0656623840332","608.9","-80","14","45933","1778728023829"
"9","2026-05-14 00:08:03","15.34","53.5","947.12","3640","0","-22.82223892211914","-47.06569290161133","605.2","-80","13.800000190734863","45934","1778728083829"
"10","2026-05-14 00:09:03","15.32","53.5","947.12","3660","0","-22.822195053100586","-47.06571578979492","605","-80","13","45935","1778728143827"
"11","2026-05-14 00:10:03","15.3","53.5","947.1","3660","0","-22.822242736816406","-47.06569290161133","612.2","-80","13.5","45936","1778728203830"
"12","2026-05-14 00:11:03","15.28","53.5","947.08","3620","0","-22.82224464416504","-47.06568908691406","613","-80","13.300000190734863","45937","1778728263840"
