"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-03-23 00:00:53","23.46","53.5","944.1800000000001","3720","16","-22.822254180908203","-47.065670013427734","605.7","-100","10.300000190734863","39122","1774234853815"
"2","2026-03-23 00:01:53","23.44","53.5","944.22","3740","16","-22.822240829467773","-47.0656623840332","605.9","-100","10.5","39123","1774234913856"
"3","2026-03-23 00:02:53","23.42","53.5","944.22","3700","16","-22.822248458862305","-47.065673828125","610.2","-99","10.300000190734863","39124","1774234973812"
"4","2026-03-23 00:03:53","23.41","53.5","944.26","3700","16","-22.82224464416504","-47.065670013427734","609","-99","10.300000190734863","39125","1774235033815"
"5","2026-03-23 00:04:53","23.39","53.5","944.3000000000001","3720","16","-22.822235107421875","-47.065673828125","604.5","-100","10.5","39126","1774235093815"
"6","2026-03-23 00:05:53","23.37","53.5","944.32","3720","16","-22.822237014770508","-47.065673828125","603.5","-99","10.800000190734863","39127","1774235153815"
"7","2026-03-23 00:06:53","23.34","53.5","944.32","3700","16","-22.822235107421875","-47.06568145751953","607.4","-99","10.5","39128","1774235213810"
"8","2026-03-23 00:07:53","23.31","53.5","944.4","3700","16","-22.82221031188965","-47.06568145751953","602.7","-99","10.800000190734863","39129","1774235273814"
"9","2026-03-23 00:08:53","23.28","53.5","944.4","3700","16","-22.822206497192383","-47.065670013427734","604","-100","10.5","39130","1774235333803"
"10","2026-03-23 00:09:53","23.26","53.5","944.46","3720","16","-22.82221221923828","-47.06565856933594","605.5","-99","10.5","39131","1774235393822"
"11","2026-03-23 00:10:53","23.25","53.5","944.52","3720","16","-22.82222557067871","-47.06568145751953","605.4","-100","10.5","39132","1774235453807"
"12","2026-03-23 00:11:53","23.24","53.5","944.48","3720","16","-22.822221755981445","-47.065677642822266","606.9","-100","10.300000190734863","39133","1774235513811"
