"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-02-11 00:00:06";"23.44";"74";"944.74";"3660";"0";"";"";"";"-108";"3.3";"4048";"1770778806618"
"2";"2026-02-11 00:00:19";"23.45";"74";"944.74";"3660";"0";"";"";"";"-109";"3.3";"4049";"1770778819271"
"3";"2026-02-11 00:00:32";"23.45";"74";"944.72";"3660";"0";"";"";"";"-109";"3.3";"4050";"1770778831931"
"4";"2026-02-11 00:00:44";"23.45";"74";"944.7";"3640";"0";"";"";"";"-109";"3.5";"4051";"1770778844587"
"5";"2026-02-11 00:00:57";"23.45";"74";"944.72";"3580";"0";"";"";"";"-109";"3.5";"4052";"1770778857255"
"6";"2026-02-11 00:01:10";"23.45";"74";"944.74";"3580";"0";"";"";"";"-109";"3.5";"4053";"1770778869905"
"7";"2026-02-11 00:01:22";"23.45";"74";"944.7";"3600";"0";"";"";"";"-109";"3.8";"4054";"1770778882563"
"8";"2026-02-11 00:01:35";"23.44";"74";"944.72";"3660";"0";"";"";"";"-109";"3.5";"4055";"1770778895225"
"9";"2026-02-11 00:01:48";"23.45";"74";"944.6800000000001";"3600";"0";"";"";"";"-109";"3.5";"4056";"1770778907877"
"10";"2026-02-11 00:02:00";"23.44";"74";"944.7";"3660";"0";"";"";"";"-109";"3.8";"4057";"1770778920550"
"11";"2026-02-11 00:02:13";"23.44";"74";"944.7";"3600";"0";"";"";"";"-109";"3.5";"4058";"1770778933191"
"12";"2026-02-11 00:02:25";"23.45";"74";"944.7";"3640";"0";"";"";"";"-109";"3.5";"4059";"1770778945853"
"13";"2026-02-11 00:02:38";"23.45";"74";"944.7";"3640";"0";"";"";"";"-109";"3.8";"4060";"1770778958501"
"14";"2026-02-11 00:02:51";"23.45";"74";"944.7";"3620";"0";"";"";"";"-109";"3.5";"4061";"1770778971162"
"15";"2026-02-11 00:03:04";"23.45";"74";"944.7";"3640";"0";"";"";"";"-109";"3.5";"4062";"1770778983818"
"16";"2026-02-11 00:03:16";"23.45";"74";"944.6800000000001";"3660";"0";"";"";"";"-109";"3.8";"4063";"1770778996474"
"17";"2026-02-11 00:03:29";"23.45";"74";"944.6800000000001";"3640";"0";"";"";"";"-109";"3.8";"4064";"1770779009130"
"18";"2026-02-11 00:03:41";"23.45";"74";"944.66";"3660";"0";"";"";"";"-109";"3.8";"4065";"1770779021791"
"19";"2026-02-11 00:03:54";"23.45";"74";"944.7";"3580";"0";"";"";"";"-109";"3.8";"4066";"1770779034452"
"20";"2026-02-11 00:04:07";"23.45";"74";"944.64";"3640";"0";"";"";"";"-109";"3.8";"4067";"1770779047149"
"21";"2026-02-11 00:04:19";"23.45";"74";"944.6800000000001";"3660";"0";"";"";"";"-109";"3.3";"4068";"1770779059768"
"22";"2026-02-11 00:04:32";"23.45";"74";"944.64";"3620";"0";"";"";"";"-109";"3.3";"4069";"1770779072418"
"23";"2026-02-11 00:04:45";"23.45";"74";"944.64";"3620";"0";"";"";"";"-109";"3.8";"4070";"1770779085082"
"24";"2026-02-11 00:04:58";"23.45";"74";"944.64";"3620";"0";"";"";"";"-109";"3.5";"4071";"1770779097729"
"25";"2026-02-11 00:05:10";"23.45";"74";"944.62";"3580";"0";"";"";"";"-109";"3.5";"4072";"1770779110456"
"26";"2026-02-11 00:05:23";"23.44";"74";"944.64";"3660";"0";"";"";"";"-109";"3.8";"4073";"1770779123054"
"27";"2026-02-11 00:05:35";"23.45";"74";"944.64";"3580";"0";"";"";"";"-109";"3";"4074";"1770779135703"
"28";"2026-02-11 00:05:48";"23.45";"74";"944.6";"3580";"0";"";"";"";"-109";"3";"4075";"1770779148364"
"29";"2026-02-11 00:06:01";"23.45";"74";"944.64";"3620";"0";"";"";"";"-109";"3.3";"4076";"1770779161024"
"30";"2026-02-11 00:06:13";"23.45";"74";"944.64";"3660";"0";"";"";"";"-109";"3.5";"4077";"1770779173785"
"31";"2026-02-11 00:06:26";"23.45";"74";"944.62";"3680";"0";"";"";"";"-109";"2.8";"4078";"1770779186332"
"32";"2026-02-11 00:06:39";"23.45";"74";"944.62";"3580";"0";"";"";"";"-109";"4";"4079";"1770779198989"
"33";"2026-02-11 00:06:51";"23.45";"74";"944.66";"3600";"0";"";"";"";"-109";"3.8";"4080";"1770779211643"
"34";"2026-02-11 00:07:04";"23.45";"74";"944.62";"3620";"0";"";"";"";"-109";"3.5";"4081";"1770779224378"
"35";"2026-02-11 00:07:17";"23.45";"74";"944.6";"3580";"0";"";"";"";"-109";"3.8";"4082";"1770779237030"
"36";"2026-02-11 00:07:30";"23.45";"74";"944.64";"3580";"0";"";"";"";"-109";"3.5";"4083";"1770779249625"
"37";"2026-02-11 00:07:42";"23.45";"74";"944.6";"3620";"0";"";"";"";"-109";"3.5";"4084";"1770779262278"
"38";"2026-02-11 00:07:55";"23.45";"74";"944.6";"3580";"0";"";"";"";"-109";"3.8";"4085";"1770779274933"
"39";"2026-02-11 00:08:07";"23.45";"74";"944.62";"3580";"0";"";"";"";"-109";"3.8";"4086";"1770779287583"
"40";"2026-02-11 00:08:20";"23.45";"74";"944.6";"3640";"0";"";"";"";"-109";"3.8";"4087";"1770779300254"
"41";"2026-02-11 00:08:33";"23.45";"74";"944.6";"3580";"0";"";"";"";"-109";"3.5";"4088";"1770779312913"
"42";"2026-02-11 00:08:45";"23.44";"74";"944.6";"3640";"0";"";"";"";"-109";"2.8";"4089";"1770779325557"
"43";"2026-02-11 00:08:58";"23.45";"74";"944.64";"3580";"0";"";"";"";"-109";"3";"4090";"1770779338228"
"44";"2026-02-11 00:09:11";"23.45";"74";"944.64";"3600";"0";"";"";"";"-109";"3.3";"4091";"1770779350878"
"45";"2026-02-11 00:09:23";"23.45";"74";"944.62";"3580";"0";"";"";"";"-109";"4";"4092";"1770779363534"
"46";"2026-02-11 00:09:36";"23.44";"74";"944.62";"3600";"0";"";"";"";"-109";"3.3";"4093";"1770779376183"
"47";"2026-02-11 00:09:48";"23.44";"74";"944.58";"3580";"0";"";"";"";"-109";"3";"4094";"1770779388849"
"48";"2026-02-11 00:10:01";"23.44";"74";"944.58";"3580";"0";"";"";"";"-109";"3.5";"4095";"1770779401507"
"49";"2026-02-11 00:10:14";"23.45";"74";"944.64";"3580";"0";"";"";"";"-109";"3";"4096";"1770779414168"
"50";"2026-02-11 00:10:26";"23.44";"74";"944.6";"3640";"0";"";"";"";"-109";"3.3";"4097";"1770779426819"
"51";"2026-02-11 00:10:39";"23.44";"74";"944.62";"3660";"0";"";"";"";"-109";"3";"4098";"1770779439484"
"52";"2026-02-11 00:10:52";"23.44";"74";"944.62";"3640";"0";"";"";"";"-109";"3.3";"4099";"1770779452130"
"53";"2026-02-11 00:11:04";"23.45";"74";"944.64";"3620";"0";"";"";"";"-109";"3.3";"4100";"1770779464790"
"54";"2026-02-11 00:11:17";"23.45";"74";"944.64";"3600";"0";"";"";"";"-109";"3";"4101";"1770779477469"
"55";"2026-02-11 00:11:30";"23.44";"74";"944.64";"3660";"0";"";"";"";"-109";"3.5";"4102";"1770779490173"
"56";"2026-02-11 00:11:42";"23.45";"74";"944.64";"3620";"0";"";"";"";"-109";"3.5";"4103";"1770779502771"
"57";"2026-02-11 00:11:55";"23.44";"74";"944.64";"3640";"0";"";"";"";"-109";"3";"4104";"1770779515424"
"58";"2026-02-11 00:12:08";"23.44";"74";"944.6";"3640";"0";"";"";"";"-109";"3.3";"4105";"1770779528080"
"59";"2026-02-11 00:12:21";"23.44";"74";"944.62";"3660";"0";"";"";"";"-109";"3";"4106";"1770779540729"
"60";"2026-02-11 00:12:33";"23.45";"74";"944.64";"3660";"0";"";"";"";"-109";"3.3";"4107";"1770779553399"
"61";"2026-02-11 00:12:46";"23.44";"74";"944.66";"3580";"0";"";"";"";"-109";"3.5";"4108";"1770779566048"
"62";"2026-02-11 00:12:58";"23.44";"74";"944.64";"3580";"0";"";"";"";"-109";"3";"4109";"1770779578704"
"63";"2026-02-11 00:13:11";"23.44";"74";"944.62";"3600";"0";"";"";"";"-109";"2.8";"4110";"1770779591359"
"64";"2026-02-11 00:13:24";"23.44";"74";"944.64";"3600";"0";"";"";"";"-109";"3.5";"4111";"1770779604019"
"65";"2026-02-11 00:13:36";"23.44";"74";"944.62";"3620";"0";"";"";"";"-109";"3.5";"4112";"1770779616681"
"66";"2026-02-11 00:13:49";"23.44";"74";"944.64";"3580";"0";"";"";"";"-109";"3.8";"4113";"1770779629354"
"67";"2026-02-11 00:14:02";"23.44";"74";"944.64";"3560";"0";"";"";"";"-109";"3.3";"4114";"1770779641996"
"68";"2026-02-11 00:14:14";"23.44";"74";"944.66";"3620";"0";"";"";"";"-109";"3.3";"4115";"1770779654645"
"69";"2026-02-11 00:14:27";"23.44";"74";"944.62";"3620";"0";"";"";"";"-109";"3.5";"4116";"1770779667320"
"70";"2026-02-11 00:14:40";"23.45";"74";"944.6800000000001";"3640";"0";"";"";"";"-109";"3.3";"4117";"1770779679972"
"71";"2026-02-11 00:14:52";"23.44";"74";"944.64";"3640";"0";"";"";"";"-109";"3.3";"4118";"1770779692689"
"72";"2026-02-11 00:15:05";"23.45";"74";"944.64";"3560";"0";"";"";"";"-109";"3";"4119";"1770779705279"
"73";"2026-02-11 00:15:18";"23.45";"74";"944.64";"3640";"0";"";"";"";"-109";"3.3";"4120";"1770779717942"
"74";"2026-02-11 00:15:30";"23.45";"74";"944.62";"3580";"0";"";"";"";"-109";"3.3";"4121";"1770779730588"
"75";"2026-02-11 00:15:43";"23.44";"74";"944.66";"3620";"0";"";"";"";"-109";"3";"4122";"1770779743248"
"76";"2026-02-11 00:15:56";"23.44";"74";"944.66";"3660";"0";"";"";"";"-109";"3.5";"4123";"1770779755907"
"77";"2026-02-11 00:16:08";"23.44";"74";"944.62";"3640";"0";"";"";"";"-109";"3";"4124";"1770779768570"
"78";"2026-02-11 00:16:21";"23.44";"74";"944.66";"3580";"0";"";"";"";"-109";"3.3";"4125";"1770779781221"
"79";"2026-02-11 00:16:34";"23.45";"74";"944.66";"3580";"0";"";"";"";"-109";"3.3";"4126";"1770779793877"
"80";"2026-02-11 00:16:46";"23.45";"74";"944.66";"3600";"0";"";"";"";"-109";"3.3";"4127";"1770779806537"
"81";"2026-02-11 00:16:59";"23.44";"74";"944.7";"3660";"0";"";"";"";"-109";"3.3";"4128";"1770779819199"
"82";"2026-02-11 00:17:12";"23.44";"74";"944.6800000000001";"3580";"0";"";"";"";"-109";"3.3";"4129";"1770779831852"
"83";"2026-02-11 00:17:24";"23.44";"74";"944.7";"3560";"0";"";"";"";"-109";"3.5";"4130";"1770779844500"
"84";"2026-02-11 00:17:37";"23.45";"74";"944.6800000000001";"3660";"0";"";"";"";"-109";"3";"4131";"1770779857160"
"85";"2026-02-11 00:17:49";"23.44";"74";"944.6800000000001";"3660";"0";"";"";"";"-109";"3";"4132";"1770779869828"
"86";"2026-02-11 00:18:02";"23.44";"74";"944.7";"3560";"0";"";"";"";"-109";"2.8";"4133";"1770779882580"
"87";"2026-02-11 00:18:15";"23.45";"74";"944.7";"3600";"0";"";"";"";"-109";"3.5";"4134";"1770779895139"
"88";"2026-02-11 00:18:27";"23.45";"74";"944.6800000000001";"3640";"0";"";"";"";"-109";"3";"4135";"1770779907794"
"89";"2026-02-11 00:18:40";"23.44";"74";"944.7";"3640";"0";"";"";"";"-109";"3.3";"4136";"1770779920454"
"90";"2026-02-11 00:18:53";"23.44";"74";"944.6800000000001";"3600";"0";"";"";"";"-109";"3.3";"4137";"1770779933110"
"91";"2026-02-11 00:19:05";"23.44";"74";"944.72";"3640";"0";"";"";"";"-109";"3";"4138";"1770779945806"
"92";"2026-02-11 00:19:18";"23.44";"74";"944.72";"3600";"0";"";"";"";"-109";"3.3";"4139";"1770779958429"
"93";"2026-02-11 00:19:31";"23.44";"74";"944.72";"3640";"0";"";"";"";"-109";"3.3";"4140";"1770779971082"
"94";"2026-02-11 00:19:43";"23.44";"74";"944.72";"3620";"0";"";"";"";"-109";"3";"4141";"1770779983749"
"95";"2026-02-11 00:19:56";"23.44";"74";"944.7";"3660";"0";"";"";"";"-109";"3.3";"4142";"1770779996385"
"96";"2026-02-11 00:20:09";"23.45";"74";"944.6800000000001";"3620";"0";"";"";"";"-109";"2.8";"4143";"1770780009057"
"97";"2026-02-11 00:20:21";"23.44";"74";"944.7";"3600";"0";"";"";"";"-109";"3.3";"4144";"1770780021709"
"98";"2026-02-11 00:20:34";"23.45";"74";"944.7";"3580";"0";"";"";"";"-109";"3.5";"4145";"1770780034375"
"99";"2026-02-11 00:20:47";"23.45";"74";"944.72";"3620";"0";"";"";"";"-109";"2.8";"4146";"1770780047024"
"100";"2026-02-11 00:21:00";"23.45";"74";"944.7";"3580";"0";"";"";"";"-109";"3";"4147";"1770780060373"
"101";"2026-02-11 00:21:12";"23.44";"74";"944.6800000000001";"3600";"0";"";"";"";"-109";"3";"4148";"1770780072331"
"102";"2026-02-11 00:21:25";"23.45";"74";"944.6800000000001";"3620";"0";"";"";"";"-109";"3.3";"4149";"1770780085137"
"103";"2026-02-11 00:21:37";"23.44";"74";"944.6800000000001";"3620";"0";"";"";"";"-109";"3.3";"4150";"1770780097652"
"104";"2026-02-11 00:21:50";"23.45";"74";"944.72";"3640";"0";"";"";"";"-109";"3.3";"4151";"1770780110320"
"105";"2026-02-11 00:22:03";"23.45";"74";"944.72";"3620";"0";"";"";"";"-109";"3.3";"4152";"1770780122967"
"106";"2026-02-11 00:22:15";"23.44";"74";"944.6800000000001";"3580";"0";"";"";"";"-109";"3.5";"4153";"1770780135620"
"107";"2026-02-11 00:22:28";"23.45";"74";"944.7";"3660";"0";"";"";"";"-109";"3";"4154";"1770780148287"
