"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-03-26 00:00:52";"21.52";"61";"946.9200000000001";"3720";"16";"-22.82222557067871";"-47.0656852722168";"613.7";"-100";"10.300000190734863";"43442";"1774494052805"
"2";"2026-03-26 00:01:52";"21.51";"61";"946.9";"3720";"16";"-22.82221221923828";"-47.065670013427734";"613.2";"-100";"10.300000190734863";"43443";"1774494112817"
"3";"2026-03-26 00:02:52";"21.51";"61";"946.9200000000001";"3720";"16";"-22.822200775146484";"-47.06565856933594";"609.7";"-101";"9.5";"43444";"1774494172837"
"4";"2026-03-26 00:03:52";"21.51";"61";"946.9200000000001";"3780";"16";"-22.82224464416504";"-47.06566619873047";"611.4";"-100";"10";"43445";"1774494232811"
"5";"2026-03-26 00:04:52";"21.5";"61";"946.94";"3680";"16";"-22.822233200073242";"-47.0656623840332";"612.2";"-100";"10.5";"43446";"1774494292832"
"6";"2026-03-26 00:05:52";"21.5";"61";"946.94";"3680";"16";"-22.822195053100586";"-47.06565475463867";"600.7";"-100";"10.300000190734863";"43447";"1774494352841"
"7";"2026-03-26 00:06:52";"21.51";"61.5";"946.9200000000001";"3740";"16";"-22.822206497192383";"-47.06565856933594";"610";"-101";"10.300000190734863";"43448";"1774494412833"
"8";"2026-03-26 00:07:52";"21.5";"61";"946.9";"3700";"16";"-22.82217788696289";"-47.06564712524414";"612";"-100";"10.300000190734863";"43449";"1774494472813"
"9";"2026-03-26 00:08:52";"21.5";"61.5";"946.9200000000001";"3700";"16";"-22.82223892211914";"-47.065673828125";"618";"-100";"10.300000190734863";"43450";"1774494532817"
"10";"2026-03-26 00:09:52";"21.5";"61.5";"946.9";"3700";"16";"-22.822233200073242";"-47.06565856933594";"612.2";"-100";"10.300000190734863";"43451";"1774494592814"
"11";"2026-03-26 00:10:52";"21.49";"61.5";"946.9";"3720";"16";"-22.822219848632812";"-47.06565856933594";"609.2";"-101";"10.300000190734863";"43452";"1774494652820"
"12";"2026-03-26 00:11:52";"21.48";"61.5";"946.9200000000001";"3720";"16";"-22.822219848632812";"-47.065650939941406";"609.7";"-101";"10";"43453";"1774494712834"
"13";"2026-03-26 00:12:52";"21.48";"61.5";"946.88";"3680";"16";"-22.822219848632812";"-47.065670013427734";"608.7";"-100";"10";"43454";"1774494772783"
