"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"45","2026-05-29 07:27:49","13.62","85","1022","3","130","47","0","-22.8215","-47.0694"
"46","2026-05-29 07:37:49","13.62","85","1022","3.33","127","49","0","-22.8215","-47.0694"
"47","2026-05-29 07:47:49","13.62","85","1022","3.33","127","49","0","-22.8215","-47.0694"
"48","2026-05-29 07:57:49","13.62","85","1022","3.33","127","49","0","-22.8215","-47.0694"
"49","2026-05-29 08:07:49","13.62","85","1022","3.33","127","49","0","-22.8215","-47.0694"
"50","2026-05-29 08:17:49","13.75","85","1022","3.33","127","49","0","-22.8215","-47.0694"
"51","2026-05-29 08:27:49","13.75","85","1022","3.33","127","49","0","-22.8215","-47.0694"
"52","2026-05-29 08:37:49","14.32","72","1022","3.95","122","47","0","-22.8215","-47.0694"
"53","2026-05-29 08:47:49","14.32","72","1022","3.95","122","47","0","-22.8215","-47.0694"
"54","2026-05-29 08:57:49","14.32","72","1022","3.95","122","47","0","-22.8215","-47.0694"
"55","2026-05-29 09:07:49","16.32","72","1022","3.81","122","48","0","-22.8215","-47.0694"
"56","2026-05-29 09:17:49","16.32","72","1022","3.81","122","48","0","-22.8215","-47.0694"
"57","2026-05-29 09:27:49","16.32","68","1023","3.81","122","48","0","-22.8215","-47.0694"
"58","2026-05-29 09:37:49","16.32","68","1023","3.81","122","48","0","-22.8215","-47.0694"
"59","2026-05-29 09:47:49","16.32","60","1022","3.53","123","60","0","-22.8215","-47.0694"
"60","2026-05-29 09:57:49","16.32","60","1022","3.53","123","60","0","-22.8215","-47.0694"
"61","2026-05-29 10:07:49","19.32","58","1023","3.53","123","60","0","-22.8215","-47.0694"
"62","2026-05-29 10:17:49","19.32","58","1023","3.53","123","60","0","-22.8215","-47.0694"
"63","2026-05-29 10:27:49","19.32","58","1023","3.53","123","60","0","-22.8215","-47.0694"
"64","2026-05-29 10:37:49","19.32","57","1022","3.39","133","53","0","-22.8215","-47.0694"
"65","2026-05-29 10:47:49","19.32","57","1022","3.39","133","53","0","-22.8215","-47.0694"
"66","2026-05-29 10:57:49","23.49","51","1022","3.39","133","53","0","-22.8215","-47.0694"
"67","2026-05-29 11:07:49","20.32","57","1022","3.39","133","53","0","-22.8215","-47.0694"
"68","2026-05-29 11:17:49","20.32","57","1022","3.39","133","53","0","-22.8215","-47.0694"
"69","2026-05-29 11:27:49","24.05","50","1022","3.39","133","53","0","-22.8215","-47.0694"
"70","2026-05-29 11:37:49","24.05","50","1021","3.19","133","67","0","-22.8215","-47.0694"
"71","2026-05-29 11:47:49","24.6","48","1021","3.19","133","67","0","-22.8215","-47.0694"
"72","2026-05-29 11:57:49","24.6","48","1021","3.19","133","67","0","-22.8215","-47.0694"
"73","2026-05-29 12:07:49","24.03","48","1022","3.19","133","67","0","-22.8215","-47.0694"
"74","2026-05-29 12:17:49","24.03","48","1022","3.19","133","67","0","-22.8215","-47.0694"
"75","2026-05-29 12:27:49","24.03","48","1022","3.19","133","67","0","-22.8215","-47.0694"
"76","2026-05-29 12:37:49","24.03","48","1021","3.19","140","72","0","-22.8215","-47.0694"
"77","2026-05-29 12:47:49","24.03","48","1021","3.19","140","72","0","-22.8215","-47.0694"
"78","2026-05-29 12:57:49","24.87","47","1021","3.19","140","72","0","-22.8215","-47.0694"
"79","2026-05-29 13:07:49","24.87","47","1021","3.19","140","72","0","-22.8215","-47.0694"
"80","2026-05-29 13:17:49","24.7","48","1021","3.19","140","72","0","-22.8215","-47.0694"
"81","2026-05-29 13:27:49","24.7","48","1021","3.19","140","72","0","-22.8215","-47.0694"
"82","2026-05-29 13:37:49","24.42","48","1020","3.11","141","76","0","-22.8215","-47.0694"
"83","2026-05-29 13:47:49","24.42","48","1020","3.11","141","76","0","-22.8215","-47.0694"
"84","2026-05-29 13:57:49","24.81","47","1020","3.11","141","76","0","-22.8215","-47.0694"
"85","2026-05-29 14:07:49","24.74","48","1020","3.11","141","76","0","-22.8215","-47.0694"
"86","2026-05-29 14:17:49","24.74","48","1020","3.11","141","76","0","-22.8215","-47.0694"
"87","2026-05-29 14:27:49","24.66","48","1020","3.11","141","76","0","-22.8215","-47.0694"
"88","2026-05-29 14:37:49","24.66","48","1020","3.11","141","76","0","-22.8215","-47.0694"
"89","2026-05-29 14:47:49","24.66","48","1019","2.65","146","80","0","-22.8215","-47.0694"
"90","2026-05-29 14:57:49","24.66","48","1019","2.65","146","80","0","-22.8215","-47.0694"
"91","2026-05-29 15:07:49","24.48","48","1019","2.65","146","80","0","-22.8215","-47.0694"
"92","2026-05-29 15:17:49","24.48","48","1019","2.65","146","80","0","-22.8215","-47.0694"
"93","2026-05-29 15:27:49","24.48","48","1019","2.65","146","80","0","-22.8215","-47.0694"
"94","2026-05-29 15:37:49","24.22","51","1018","3.51","142","77","0","-22.8215","-47.0694"
"95","2026-05-29 15:47:49","24.03","51","1018","3.51","142","77","0","-22.8215","-47.0694"
"96","2026-05-29 15:57:49","23.85","52","1018","3.51","142","77","0","-22.8215","-47.0694"
"97","2026-05-29 16:07:49","23.85","52","1018","3.51","142","77","0","-22.8215","-47.0694"
"98","2026-05-29 16:17:49","23.07","55","1019","3.51","142","77","0","-22.8215","-47.0694"
"99","2026-05-29 16:27:49","21.74","60","1019","3.51","142","77","0","-22.8215","-47.0694"
"100","2026-05-29 16:37:49","21.74","60","1019","3.51","142","77","0","-22.8215","-47.0694"
"101","2026-05-29 16:47:49","21.4","60","1019","3.09","137","88","0","-22.8215","-47.0694"
"102","2026-05-29 16:57:49","21.4","60","1019","3.09","137","88","0","-22.8215","-47.0694"
"103","2026-05-29 17:07:49","21.4","60","1019","3.09","137","88","0","-22.8215","-47.0694"
"104","2026-05-29 17:17:49","21.4","60","1019","3.09","137","88","0","-22.8215","-47.0694"
"105","2026-05-29 17:27:49","20.29","64","1019","3.09","137","88","0","-22.8215","-47.0694"
"106","2026-05-29 17:37:49","20.29","64","1019","3.09","137","88","0","-22.8215","-47.0694"
"107","2026-05-29 17:47:49","20.29","64","1019","3.42","136","70","0","-22.8215","-47.0694"
"108","2026-05-29 17:57:49","20.29","64","1019","3.42","136","70","0","-22.8215","-47.0694"
"109","2026-05-29 18:07:49","20.29","64","1020","3.42","136","70","0","-22.8215","-47.0694"
"110","2026-05-29 18:17:49","20.29","64","1020","3.42","136","70","0","-22.8215","-47.0694"
"111","2026-05-29 18:27:49","18.62","70","1020","3.42","136","70","0","-22.8215","-47.0694"
"112","2026-05-29 18:37:49","18.62","70","1020","4.96","135","57","0","-22.8215","-47.0694"
"113","2026-05-29 18:47:49","18.62","70","1020","4.96","135","57","0","-22.8215","-47.0694"
"114","2026-05-29 18:57:49","18.62","70","1020","4.96","135","57","0","-22.8215","-47.0694"
"115","2026-05-29 19:07:49","18.62","70","1020","4.96","135","57","0","-22.8215","-47.0694"
"116","2026-05-29 19:17:49","18.62","70","1020","4.96","135","57","0","-22.8215","-47.0694"
"117","2026-05-29 19:27:49","18.07","72","1020","4.96","135","57","0","-22.8215","-47.0694"
"118","2026-05-29 19:37:49","18.07","72","1020","4.96","135","57","0","-22.8215","-47.0694"
"119","2026-05-29 19:47:49","18.07","72","1021","5.4","132","47","0","-22.8215","-47.0694"
"120","2026-05-29 19:57:49","18.07","72","1021","5.4","132","47","0","-22.8215","-47.0694"
"121","2026-05-29 20:07:49","18.07","72","1021","5.4","132","47","0","-22.8215","-47.0694"
"122","2026-05-29 20:17:49","18.07","72","1021","5.4","132","47","0","-22.8215","-47.0694"
"123","2026-05-29 20:27:49","16.96","78","1021","5.4","132","47","0","-22.8215","-47.0694"
"124","2026-05-29 20:37:49","16.96","78","1021","5.4","132","47","0","-22.8215","-47.0694"
"125","2026-05-29 20:47:49","16.96","78","1021","5.35","129","39","0","-22.8215","-47.0694"
"126","2026-05-29 20:57:49","16.96","78","1021","5.35","129","39","0","-22.8215","-47.0694"
"127","2026-05-29 21:07:49","16.96","78","1021","5.35","129","39","0","-22.8215","-47.0694"
"128","2026-05-29 21:17:49","16.96","78","1021","5.35","129","39","0","-22.8215","-47.0694"
"129","2026-05-29 21:27:49","16.4","81","1021","5.35","129","39","0","-22.8215","-47.0694"
"130","2026-05-29 21:37:49","16.4","81","1021","4.42","124","0","0","-22.8215","-47.0694"
"131","2026-05-29 21:47:49","16.4","81","1021","4.42","124","0","0","-22.8215","-47.0694"
"132","2026-05-29 21:57:49","16.4","81","1021","4.42","124","0","0","-22.8215","-47.0694"
"133","2026-05-29 22:07:49","16.4","81","1022","4.42","124","0","0","-22.8215","-47.0694"
"134","2026-05-29 22:17:49","16.4","81","1022","4.42","124","0","0","-22.8215","-47.0694"
"135","2026-05-29 22:27:49","15.85","83","1021","4.42","124","0","0","-22.8215","-47.0694"
"136","2026-05-29 22:37:49","15.85","83","1021","4.42","124","0","0","-22.8215","-47.0694"
"137","2026-05-29 22:47:49","15.85","83","1021","4.12","128","0","0","-22.8215","-47.0694"
"138","2026-05-29 22:57:49","15.85","83","1021","4.12","128","0","0","-22.8215","-47.0694"
"139","2026-05-29 23:07:49","15.85","83","1022","4.12","128","0","0","-22.8215","-47.0694"
"140","2026-05-29 23:17:49","15.85","83","1022","4.12","128","0","0","-22.8215","-47.0694"
"141","2026-05-29 23:27:49","15.85","85","1022","4.12","128","0","0","-22.8215","-47.0694"
"142","2026-05-29 23:37:49","15.85","85","1022","4.12","128","0","0","-22.8215","-47.0694"
"143","2026-05-29 23:47:49","15.85","85","1021","3.75","126","1","0","-22.8215","-47.0694"
"144","2026-05-29 23:57:49","15.85","85","1021","3.75","126","1","0","-22.8215","-47.0694"
