"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-05-29 00:00:32","15.24","73.5","950.62","3580","0","-22.82219696044922","-47.06565856933594","622.5","-82","13.300000190734863","63524","1780023632808"
"2","2026-05-29 00:01:32","15.23","73.5","950.58","3560","0","-22.82216453552246","-47.06560134887695","627","-81","13.5","63525","1780023692810"
"3","2026-05-29 00:02:32","15.23","73","950.6800000000001","3540","0","-22.82219696044922","-47.065589904785156","615.5","-81","13.300000190734863","63526","1780023752826"
"4","2026-05-29 00:03:32","15.22","74","950.58","3520","0","-22.822208404541016","-47.06560516357422","619.5","-80","13","63527","1780023812814"
"5","2026-05-29 00:04:32","15.21","74","950.62","3520","0","-22.822221755981445","-47.065650939941406","614","-83","13.5","63528","1780023872816"
"6","2026-05-29 00:05:32","15.21","73.5","950.6","3560","0","-22.822206497192383","-47.06563949584961","617.5","-81","13","63529","1780023932820"
"7","2026-05-29 00:06:32","15.21","73.5","950.7","3540","0","-22.822200775146484","-47.06562423706055","623.5","-81","13.300000190734863","63530","1780023992780"
"8","2026-05-29 00:07:32","15.2","74","950.64","3520","0","-22.82221221923828","-47.0656623840332","617.5","-82","13.300000190734863","63531","1780024052813"
"9","2026-05-29 00:08:32","15.19","74","950.6","3520","0","-22.822187423706055","-47.065643310546875","616.5","-81","13.5","63532","1780024112817"
"10","2026-05-29 00:09:32","15.19","74","950.62","3540","0","-22.82218360900879","-47.065643310546875","612.2","-81","13.5","63533","1780024172813"
"11","2026-05-29 00:10:32","15.18","74","950.6","3520","0","-22.82220458984375","-47.06565475463867","609.7","-82","13","63534","1780024232771"
"12","2026-05-29 00:11:32","15.17","74","950.6","3600","0","-22.822216033935547","-47.06568145751953","608.2","-80","12.300000190734863","63535","1780024292807"
"13","2026-05-29 00:12:32","15.17","73.5","950.58","3540","0","-22.822193145751953","-47.06566619873047","610.5","-81","13.5","63536","1780024352805"
"14","2026-05-29 00:13:32","15.16","74.5","950.6","3500","0","-22.822187423706055","-47.065650939941406","612.2","-83","13.5","63537","1780024412805"
"15","2026-05-29 00:14:32","15.16","73.5","950.62","3580","0","-22.822193145751953","-47.06565856933594","611.5","-81","13.300000190734863","63538","1780024472814"
"16","2026-05-29 00:15:32","15.15","74","950.58","3600","0","-22.822189331054688","-47.065643310546875","612.9","-82","13","63539","1780024532810"
"17","2026-05-29 00:16:32","15.14","74","950.62","3540","0","-22.822200775146484","-47.065643310546875","607.4","-82","12.800000190734863","63540","1780024592779"
"18","2026-05-29 00:17:32","15.14","74.5","950.66","3560","0","-22.822208404541016","-47.06566619873047","606.5","-81","13","63541","1780024652808"
"19","2026-05-29 00:18:32","15.13","74","950.6","3580","0","-22.822193145751953","-47.065650939941406","613.2","-81","13.5","63542","1780024712812"
"20","2026-05-29 00:19:32","15.12","74.5","950.74","3580","0","-22.822202682495117","-47.06565856933594","619.7","-82","13.5","63543","1780024772819"
"21","2026-05-29 00:20:32","15.11","74.5","950.66","3560","0","-22.822200775146484","-47.06565856933594","620.5","-80","12.800000190734863","63544","1780024832804"
"22","2026-05-29 00:21:32","15.12","74.5","950.6","3520","0","-22.822229385375977","-47.06568908691406","617.7","-82","13","63545","1780024892778"
