"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-04-18 00:00:05";"24.54";"55";"942.52";"3860";"";"";"";"";"-107";"4";"12296";"1776481204943"
"2";"2026-04-18 00:00:14";"24.53";"55";"942.5";"3860";"";"";"";"";"-107";"4.300000190734863";"12297";"1776481214920"
"3";"2026-04-18 00:00:24";"24.54";"55";"942.52";"3860";"";"";"";"";"-107";"4";"12298";"1776481224916"
"4";"2026-04-18 00:00:35";"24.56";"55";"942.5";"3860";"";"";"";"";"-107";"4";"12299";"1776481234921"
"5";"2026-04-18 00:00:44";"24.54";"55";"942.52";"3860";"";"";"";"";"-107";"3.799999952316284";"12300";"1776481244918"
"6";"2026-04-18 00:00:54";"24.53";"55";"942.52";"3880";"";"";"";"";"-107";"3.799999952316284";"12301";"1776481254917"
"7";"2026-04-18 00:01:05";"24.52";"55";"942.5";"3860";"";"";"";"";"-107";"4";"12302";"1776481264926"
"8";"2026-04-18 00:01:14";"24.52";"55";"942.54";"3860";"";"";"";"";"-107";"4";"12303";"1776481274925"
"9";"2026-04-18 00:01:24";"24.52";"55";"942.52";"3880";"";"";"";"";"-107";"3.799999952316284";"12304";"1776481284918"
"10";"2026-04-18 00:01:35";"24.51";"55";"942.52";"3860";"";"";"";"";"-107";"3.299999952316284";"12305";"1776481294918"
"11";"2026-04-18 00:01:45";"24.51";"55";"942.52";"3860";"";"";"";"";"-107";"4";"12306";"1776481304924"
"12";"2026-04-18 00:01:55";"24.51";"55";"942.48";"3860";"";"";"";"";"-107";"3.799999952316284";"12307";"1776481314910"
"13";"2026-04-18 00:02:05";"24.52";"55";"942.5";"3880";"";"";"";"";"-107";"4";"12308";"1776481324925"
"14";"2026-04-18 00:02:15";"24.51";"55";"942.5";"3840";"";"";"";"";"-107";"4.300000190734863";"12309";"1776481334926"
"15";"2026-04-18 00:02:25";"24.51";"55";"942.52";"3860";"";"";"";"";"-107";"4.300000190734863";"12310";"1776481344929"
"16";"2026-04-18 00:02:35";"24.52";"55";"942.5";"3860";"";"";"";"";"-107";"4.300000190734863";"12311";"1776481354914"
"17";"2026-04-18 00:02:44";"24.52";"55";"942.5";"3860";"";"";"";"";"-107";"4.300000190734863";"12312";"1776481364890"
"18";"2026-04-18 00:02:55";"24.54";"55";"942.52";"3860";"";"";"";"";"-106";"4.800000190734863";"12313";"1776481374920"
"19";"2026-04-18 00:03:05";"24.54";"55";"942.5";"3860";"";"";"";"";"-107";"4.300000190734863";"12314";"1776481384926"
"20";"2026-04-18 00:03:15";"24.54";"55";"942.48";"3860";"";"";"";"";"-107";"4.300000190734863";"12315";"1776481394939"
