"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"44","2026-05-21 07:17:49","14.73","84","1022","2.93","137","92","0","-22.8215","-47.0694"
"45","2026-05-21 07:27:49","14.73","84","1022","2.93","137","92","0","-22.8215","-47.0694"
"46","2026-05-21 07:37:49","16.4","76","1022","3.87","139","93","0","-22.8215","-47.0694"
"47","2026-05-21 07:47:49","16.4","76","1022","3.87","139","93","0","-22.8215","-47.0694"
"48","2026-05-21 07:57:49","16.4","76","1022","3.87","139","93","0","-22.8215","-47.0694"
"49","2026-05-21 08:07:49","16.4","76","1022","3.87","139","93","0","-22.8215","-47.0694"
"50","2026-05-21 08:17:49","16.4","76","1023","3.87","139","93","0","-22.8215","-47.0694"
"51","2026-05-21 08:27:49","16.4","76","1023","3.87","139","93","0","-22.8215","-47.0694"
"52","2026-05-21 08:37:49","16.32","69","1022","4.88","135","91","0","-22.8215","-47.0694"
"53","2026-05-21 08:47:49","16.32","69","1022","4.88","135","91","0","-22.8215","-47.0694"
"54","2026-05-21 08:57:49","16.32","69","1022","4.88","135","91","0","-22.8215","-47.0694"
"55","2026-05-21 09:07:49","16.32","69","1022","4.88","135","91","0","-22.8215","-47.0694"
"56","2026-05-21 09:17:49","18.32","69","1022","4.63","132","86","0","-22.8215","-47.0694"
"57","2026-05-21 09:27:49","18.32","69","1022","4.63","132","86","0","-22.8215","-47.0694"
"58","2026-05-21 09:37:49","18.32","63","1022","4.53","131","4","0","-22.8215","-47.0694"
"59","2026-05-21 09:47:49","18.32","63","1022","4.53","131","4","0","-22.8215","-47.0694"
"60","2026-05-21 09:57:49","21.83","58","1022","4.53","131","4","0","-22.8215","-47.0694"
"61","2026-05-21 10:07:49","21.83","58","1022","4.53","131","4","0","-22.8215","-47.0694"
"62","2026-05-21 10:17:49","19.32","59","1023","4.53","131","4","0","-22.8215","-47.0694"
"63","2026-05-21 10:27:49","19.32","59","1023","4.53","131","4","0","-22.8215","-47.0694"
"64","2026-05-21 10:37:49","19.32","59","1022","4","131","56","0","-22.8215","-47.0694"
"65","2026-05-21 10:47:49","19.32","59","1022","4","131","56","0","-22.8215","-47.0694"
"66","2026-05-21 10:57:49","24.6","47","1022","4","131","56","0","-22.8215","-47.0694"
"67","2026-05-21 11:07:49","24.6","47","1022","4","131","56","0","-22.8215","-47.0694"
"68","2026-05-21 11:17:49","24.6","47","1023","4","131","56","0","-22.8215","-47.0694"
"69","2026-05-21 11:27:49","24.6","47","1023","4","131","56","0","-22.8215","-47.0694"
"70","2026-05-21 11:37:49","24.6","47","1021","3.3","136","73","0","-22.8215","-47.0694"
"71","2026-05-21 11:47:49","24.6","47","1021","3.3","136","73","0","-22.8215","-47.0694"
"72","2026-05-21 11:57:49","24.6","46","1021","3.3","136","73","0","-22.8215","-47.0694"
"73","2026-05-21 12:07:49","24.6","46","1021","3.3","136","73","0","-22.8215","-47.0694"
"74","2026-05-21 12:17:49","25.16","47","1022","3.3","136","73","0","-22.8215","-47.0694"
"75","2026-05-21 12:27:49","25.16","47","1022","3.3","136","73","0","-22.8215","-47.0694"
"76","2026-05-21 12:37:49","24.57","46","1020","3.42","148","80","0","-22.8215","-47.0694"
"77","2026-05-21 12:47:49","24.57","46","1020","3.42","148","80","0","-22.8215","-47.0694"
"78","2026-05-21 12:57:49","24.57","46","1020","3.42","148","80","0","-22.8215","-47.0694"
"79","2026-05-21 13:07:49","24.57","46","1020","3.42","148","80","0","-22.8215","-47.0694"
"80","2026-05-21 13:17:49","24.79","45","1021","3.42","148","80","0","-22.8215","-47.0694"
"81","2026-05-21 13:27:49","24.79","45","1021","3.42","148","80","0","-22.8215","-47.0694"
"82","2026-05-21 13:37:49","22.3","49","1020","3.25","142","86","0","-22.8215","-47.0694"
"83","2026-05-21 13:47:49","22.3","49","1020","3.25","142","86","0","-22.8215","-47.0694"
"84","2026-05-21 13:57:49","22.3","49","1019","3.25","142","86","0","-22.8215","-47.0694"
"85","2026-05-21 14:07:49","22.3","49","1020","3.25","142","86","0","-22.8215","-47.0694"
"86","2026-05-21 14:17:49","22.3","49","1020","3.25","142","86","0","-22.8215","-47.0694"
"87","2026-05-21 14:27:49","22.3","49","1020","3.25","142","86","0","-22.8215","-47.0694"
"88","2026-05-21 14:37:49","22.3","53","1019","3.49","151","85","0","-22.8215","-47.0694"
"89","2026-05-21 14:47:49","22.3","53","1019","3.49","151","85","0","-22.8215","-47.0694"
"90","2026-05-21 14:57:49","22.3","53","1019","3.49","151","85","0","-22.8215","-47.0694"
"91","2026-05-21 15:07:49","22.3","53","1019","3.94","147","92","0","-22.8215","-47.0694"
"92","2026-05-21 15:17:49","22.3","53","1019","3.94","147","92","0","-22.8215","-47.0694"
"93","2026-05-21 15:27:49","22.3","53","1020","3.94","147","92","0","-22.8215","-47.0694"
"94","2026-05-21 15:37:49","22.3","53","1020","3.94","147","92","0","-22.8215","-47.0694"
"95","2026-05-21 15:47:49","20.85","59","1019","6.12","144","94","0","-22.8215","-47.0694"
"96","2026-05-21 15:57:49","20.85","59","1019","6.12","144","94","0","-22.8215","-47.0694"
"97","2026-05-21 16:07:49","20.85","59","1019","6.12","144","94","0","-22.8215","-47.0694"
"98","2026-05-21 16:17:49","20.85","59","1020","6.12","144","94","0","-22.8215","-47.0694"
"99","2026-05-21 16:27:49","20.85","59","1020","6.12","144","94","0","-22.8215","-47.0694"
"100","2026-05-21 16:37:49","19.18","62","1020","7.1","141","100","0","-22.8215","-47.0694"
"101","2026-05-21 16:47:49","19.18","62","1020","7.1","141","100","0","-22.8215","-47.0694"
"102","2026-05-21 16:57:49","19.18","62","1020","7.1","141","100","0","-22.8215","-47.0694"
"103","2026-05-21 17:07:49","19.18","62","1020","7.1","141","100","0","-22.8215","-47.0694"
"104","2026-05-21 17:17:49","19.18","62","1021","7.1","141","100","0","-22.8215","-47.0694"
"105","2026-05-21 17:27:49","19.18","62","1021","7.1","141","100","0","-22.8215","-47.0694"
"106","2026-05-21 17:37:49","18.07","67","1021","7.16","140","74","0","-22.8215","-47.0694"
"107","2026-05-21 17:47:49","18.07","67","1021","7.16","140","74","0","-22.8215","-47.0694"
"108","2026-05-21 17:57:49","18.07","67","1021","7.16","140","74","0","-22.8215","-47.0694"
"109","2026-05-21 18:07:49","18.07","67","1021","7.16","140","74","0","-22.8215","-47.0694"
"110","2026-05-21 18:17:49","18.07","67","1022","7.16","140","74","0","-22.8215","-47.0694"
"111","2026-05-21 18:27:49","18.07","67","1022","7.16","140","74","0","-22.8215","-47.0694"
"112","2026-05-21 18:37:49","16.4","73","1022","6.8","136","75","0","-22.8215","-47.0694"
"113","2026-05-21 18:47:49","16.4","73","1022","6.8","136","75","0","-22.8215","-47.0694"
"114","2026-05-21 18:57:49","16.4","73","1022","6.8","136","75","0","-22.8215","-47.0694"
"115","2026-05-21 19:07:49","16.4","73","1023","6.8","136","75","0","-22.8215","-47.0694"
"116","2026-05-21 19:17:49","16.4","73","1023","6.8","136","75","0","-22.8215","-47.0694"
"117","2026-05-21 19:27:49","16.4","73","1024","6.8","136","75","0","-22.8215","-47.0694"
"118","2026-05-21 19:37:49","16.4","73","1024","6.8","136","75","0","-22.8215","-47.0694"
"119","2026-05-21 19:47:49","15.29","76","1023","6.84","132","80","0","-22.8215","-47.0694"
"120","2026-05-21 19:57:49","15.29","76","1023","6.84","132","80","0","-22.8215","-47.0694"
"121","2026-05-21 20:07:49","15.29","76","1023","6.84","132","80","0","-22.8215","-47.0694"
"122","2026-05-21 20:17:49","15.29","76","1024","6.84","132","80","0","-22.8215","-47.0694"
"123","2026-05-21 20:27:49","15.29","76","1024","6.84","132","80","0","-22.8215","-47.0694"
"124","2026-05-21 20:37:49","14.73","77","1023","7.11","130","77","0","-22.8215","-47.0694"
"125","2026-05-21 20:47:49","14.73","77","1023","7.11","130","77","0","-22.8215","-47.0694"
"126","2026-05-21 20:57:49","14.73","77","1023","7.11","130","77","0","-22.8215","-47.0694"
"127","2026-05-21 21:07:49","14.73","77","1024","7.11","130","77","0","-22.8215","-47.0694"
"128","2026-05-21 21:17:49","14.73","77","1024","7.11","130","77","0","-22.8215","-47.0694"
"129","2026-05-21 21:27:49","14.73","77","1024","7.11","130","77","0","-22.8215","-47.0694"
"130","2026-05-21 21:37:49","14.73","80","1023","6.63","132","0","0","-22.8215","-47.0694"
"131","2026-05-21 21:47:49","14.73","80","1023","6.63","132","0","0","-22.8215","-47.0694"
"132","2026-05-21 21:57:49","14.73","80","1023","6.63","132","0","0","-22.8215","-47.0694"
"133","2026-05-21 22:07:49","14.73","80","1024","6.63","132","0","0","-22.8215","-47.0694"
"134","2026-05-21 22:17:49","14.73","80","1024","6.63","132","0","0","-22.8215","-47.0694"
"135","2026-05-21 22:27:49","14.73","80","1024","6.63","132","0","0","-22.8215","-47.0694"
"136","2026-05-21 22:37:49","14.18","81","1023","6.64","129","48","0","-22.8215","-47.0694"
"137","2026-05-21 22:47:49","14.18","81","1023","6.64","129","48","0","-22.8215","-47.0694"
"138","2026-05-21 22:57:49","14.18","81","1023","6.64","129","48","0","-22.8215","-47.0694"
"139","2026-05-21 23:07:49","14.18","81","1024","6.64","129","48","0","-22.8215","-47.0694"
"140","2026-05-21 23:17:49","14.18","81","1024","6.64","129","48","0","-22.8215","-47.0694"
"141","2026-05-21 23:27:49","14.18","81","1024","6.64","129","48","0","-22.8215","-47.0694"
"142","2026-05-21 23:37:49","14.18","81","1024","6.64","129","48","0","-22.8215","-47.0694"
"143","2026-05-21 23:47:49","14.18","81","1023","6.05","125","65","0","-22.8215","-47.0694"
"144","2026-05-21 23:57:49","14.18","81","1023","6.05","125","65","0","-22.8215","-47.0694"
