"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-03-01 00:00:39";"19.6";"66";"943.9200000000001";"3720";"16";"-22.82221221923828";"-47.06568908691406";"612.5";"-103";"8.5";"14904";"1772334039856"
"2";"2026-03-01 00:01:39";"19.58";"66";"943.86";"3680";"16";"-22.822223663330078";"-47.065650939941406";"611";"-106";"6.3";"14905";"1772334099861"
"3";"2026-03-01 00:02:40";"19.57";"66";"943.86";"3700";"16";"-22.82228660583496";"-47.065711975097656";"614.5";"-106";"6";"14906";"1772334159857"
"4";"2026-03-01 00:03:40";"19.56";"66";"943.9";"3680";"16";"-22.822256088256836";"-47.065673828125";"609";"-106";"6.3";"14907";"1772334219863"
"5";"2026-03-01 00:04:39";"19.55";"66";"943.9";"3680";"16";"-22.822282791137695";"-47.065673828125";"621.2";"-106";"5.8";"14908";"1772334279866"
"6";"2026-03-01 00:05:39";"19.53";"66";"943.9200000000001";"3680";"16";"-22.822237014770508";"-47.065670013427734";"621.7";"-103";"8.5";"14909";"1772334339862"
"7";"2026-03-01 00:06:40";"19.52";"66";"943.98";"3680";"16";"-22.82219123840332";"-47.06563949584961";"621.7";"-105";"6.5";"14910";"1772334399883"
"8";"2026-03-01 00:07:39";"19.5";"66";"943.96";"3700";"12";"-22.822223663330078";"-47.065696716308594";"608.2";"-106";"5.3";"14911";"1772334459863"
"9";"2026-03-01 00:08:39";"19.5";"66.5";"943.94";"3680";"16";"-22.822223663330078";"-47.06566619873047";"617";"-106";"6";"14912";"1772334519847"
"10";"2026-03-01 00:09:39";"19.49";"66.5";"943.96";"3660";"16";"-22.822200775146484";"-47.065677642822266";"614.5";"-107";"4.5";"14913";"1772334579847"
"11";"2026-03-01 00:10:39";"19.48";"66.5";"943.9200000000001";"3680";"16";"-22.822189331054688";"-47.06563949584961";"615.9000000000001";"-107";"5.5";"14914";"1772334639854"
"12";"2026-03-01 00:11:39";"19.47";"66.5";"943.9200000000001";"3700";"16";"-22.82221221923828";"-47.06564712524414";"620.5";"-108";"3.8";"14915";"1772334699852"
"13";"2026-03-01 00:12:39";"19.47";"66.5";"943.9200000000001";"3680";"16";"-22.82223892211914";"-47.06565856933594";"613.7";"-105";"7";"14916";"1772334759844"
"14";"2026-03-01 00:13:40";"19.46";"66.5";"943.9";"3660";"16";"-22.822269439697266";"-47.06570816040039";"601.9";"-106";"6.3";"14917";"1772334819865"
"15";"2026-03-01 00:14:39";"19.46";"66.5";"943.9";"3700";"16";"-22.82225227355957";"-47.06568908691406";"609.2";"-105";"6.8";"14918";"1772334879851"
"16";"2026-03-01 00:15:39";"19.46";"66.5";"943.94";"3660";"16";"-22.822248458862305";"-47.065696716308594";"614.4000000000001";"-106";"5.5";"14919";"1772334939850"
"17";"2026-03-01 00:16:39";"19.45";"66.5";"943.9";"3680";"16";"-22.822214126586914";"-47.0656623840332";"613.9";"-104";"7";"14920";"1772334999853"
"18";"2026-03-01 00:17:39";"19.43";"66.5";"943.86";"3740";"16";"-22.82221221923828";"-47.06568145751953";"612";"-102";"9";"14921";"1772335059851"
"19";"2026-03-01 00:18:40";"19.43";"66.5";"943.88";"3700";"16";"-22.822240829467773";"-47.065670013427734";"616.4000000000001";"-103";"8.3";"14922";"1772335119869"
"20";"2026-03-01 00:19:40";"19.43";"66.5";"943.86";"3720";"16";"-22.82221221923828";"-47.06565475463867";"619.7";"-107";"4.5";"14923";"1772335179921"
"21";"2026-03-01 00:20:40";"19.42";"66.5";"943.82";"3680";"16";"-22.822214126586914";"-47.06563949584961";"630.5";"-104";"7";"14924";"1772335239856"
"22";"2026-03-01 00:21:40";"19.41";"66.5";"943.78";"3680";"16";"-22.82219696044922";"-47.06563949584961";"635.5";"-105";"6.5";"14925";"1772335299860"
"23";"2026-03-01 00:22:40";"19.4";"66.5";"943.78";"3680";"16";"-22.82218360900879";"-47.06560134887695";"631.9000000000001";"-104";"8";"14926";"1772335359863"
"24";"2026-03-01 00:23:39";"19.4";"66.5";"943.8000000000001";"3680";"16";"-22.822288513183594";"-47.065589904785156";"638.5";"-103";"8.5";"14927";"1772335419853"
"25";"2026-03-01 00:24:39";"19.39";"66.5";"943.82";"3700";"16";"-22.822221755981445";"-47.065616607666016";"630.2";"-106";"5";"14928";"1772335479860"
"26";"2026-03-01 00:25:39";"19.38";"66.5";"943.76";"3720";"16";"-22.822187423706055";"-47.065589904785156";"627.2";"-105";"6.3";"14929";"1772335539858"
"27";"2026-03-01 00:26:40";"19.37";"66.5";"943.76";"3660";"16";"-22.82219886779785";"-47.065616607666016";"614.7";"-106";"6";"14930";"1772335599864"
"28";"2026-03-01 00:27:39";"19.36";"66.5";"943.74";"3680";"16";"-22.822195053100586";"-47.06562805175781";"618.2";"-102";"8.5";"14931";"1772335659858"
"29";"2026-03-01 00:28:40";"19.36";"67";"943.74";"3680";"16";"-22.822227478027344";"-47.065673828125";"627.4000000000001";"-109";"3";"14932";"1772335719859"
"30";"2026-03-01 00:29:39";"19.35";"67";"943.76";"3660";"12";"-22.82223129272461";"-47.06569290161133";"617.5";"-108";"3.8";"14933";"1772335779858"
"31";"2026-03-01 00:30:39";"19.35";"67";"943.7";"3660";"16";"-22.822214126586914";"-47.06568145751953";"613.5";"-103";"8.8";"14934";"1772335839857"
"32";"2026-03-01 00:31:40";"19.35";"67";"943.7";"3700";"16";"-22.822206497192383";"-47.06565856933594";"613.5";"-107";"5.3";"14935";"1772335899861"
"33";"2026-03-01 00:32:40";"19.35";"67";"943.76";"3680";"16";"-22.82223129272461";"-47.065670013427734";"615.7";"-108";"3.8";"14936";"1772335959869"
"34";"2026-03-01 00:33:40";"19.34";"67";"943.74";"3680";"16";"-22.822242736816406";"-47.06563186645508";"617.5";"-106";"6.3";"14937";"1772336019853"
"35";"2026-03-01 00:34:40";"19.34";"67";"943.7";"3700";"16";"-22.822233200073242";"-47.06555938720703";"617.7";"-107";"4.8";"14938";"1772336079858"
"36";"2026-03-01 00:35:40";"19.35";"67";"943.7";"3660";"16";"-22.822229385375977";"-47.065547943115234";"622.7";"-106";"5.5";"14939";"1772336139860"
"37";"2026-03-01 00:36:40";"19.35";"67";"943.6800000000001";"3680";"16";"-22.822235107421875";"-47.065608978271484";"613.5";"-104";"7.5";"14940";"1772336199861"
"38";"2026-03-01 00:37:39";"19.34";"67";"943.6800000000001";"3680";"16";"-22.82225227355957";"-47.06566619873047";"618.5";"-104";"7.3";"14941";"1772336259865"
"39";"2026-03-01 00:38:40";"19.34";"67";"943.72";"3660";"16";"-22.822261810302734";"-47.06572723388672";"615.7";"-104";"7";"14942";"1772336319869"
"40";"2026-03-01 00:39:39";"19.33";"67";"943.72";"3660";"16";"-22.822246551513672";"-47.06570816040039";"613.2";"-106";"6.3";"14943";"1772336379854"
"41";"2026-03-01 00:40:40";"19.33";"67";"943.74";"3700";"16";"-22.82222557067871";"-47.06570053100586";"615";"-105";"6.8";"14944";"1772336439863"
"42";"2026-03-01 00:41:39";"19.32";"67";"943.74";"3700";"16";"-22.822216033935547";"-47.065670013427734";"627.4000000000001";"-104";"8.3";"14945";"1772336499857"
"43";"2026-03-01 00:42:40";"19.33";"67";"943.76";"3660";"12";"-22.82219696044922";"-47.065643310546875";"643.5";"-108";"3.8";"14946";"1772336559861"
"44";"2026-03-01 00:43:39";"19.33";"67";"943.78";"3700";"16";"-22.822195053100586";"-47.06562805175781";"631.5";"-106";"5.5";"14947";"1772336619864"
"45";"2026-03-01 00:44:40";"19.33";"67";"943.78";"3660";"16";"-22.822200775146484";"-47.065635681152344";"628.5";"-108";"4.3";"14948";"1772336679851"
"46";"2026-03-01 00:45:39";"19.33";"67";"943.8000000000001";"3700";"12";"-22.822208404541016";"-47.06564712524414";"625";"-105";"6.8";"14949";"1772336739847"
"47";"2026-03-01 00:46:40";"19.32";"67";"943.78";"3700";"16";"-22.822282791137695";"-47.065650939941406";"616.5";"-105";"6.5";"14950";"1772336799863"
"48";"2026-03-01 00:47:40";"19.32";"67";"943.8000000000001";"3640";"16";"-22.82223892211914";"-47.065643310546875";"616.5";"-104";"7.3";"14951";"1772336859884"
"49";"2026-03-01 00:48:39";"19.32";"67";"943.76";"3700";"12";"-22.822200775146484";"-47.065643310546875";"625.2";"-103";"8.3";"14952";"1772336919850"
"50";"2026-03-01 00:49:40";"19.32";"67";"943.78";"3680";"16";"-22.822200775146484";"-47.065635681152344";"620.2";"-105";"6.3";"14953";"1772336979858"
"51";"2026-03-01 00:50:40";"19.32";"67";"943.78";"3700";"12";"-22.822240829467773";"-47.06568145751953";"605.2";"-106";"6.3";"14954";"1772337039853"
"52";"2026-03-01 00:51:40";"19.33";"67";"943.76";"3660";"16";"-22.822195053100586";"-47.06563949584961";"620.7";"-103";"8.5";"14955";"1772337099864"
"53";"2026-03-01 00:52:40";"19.33";"67";"943.74";"3640";"16";"-22.822229385375977";"-47.06564712524414";"610";"-104";"7.3";"14956";"1772337159857"
"54";"2026-03-01 00:53:40";"19.33";"67.5";"943.7";"3660";"16";"-22.82221794128418";"-47.06568145751953";"615";"-105";"6.3";"14957";"1772337219879"
"55";"2026-03-01 00:54:40";"19.33";"67";"943.7";"3660";"16";"-22.822206497192383";"-47.065696716308594";"613.2";"-102";"8.5";"14958";"1772337279949"
"56";"2026-03-01 00:55:40";"19.32";"67";"943.66";"3660";"16";"-22.82223129272461";"-47.06563186645508";"626";"-105";"6.3";"14959";"1772337339852"
"57";"2026-03-01 00:56:40";"19.32";"67";"943.66";"3660";"16";"-22.822227478027344";"-47.06562042236328";"610.2";"-106";"6.3";"14960";"1772337399866"
"58";"2026-03-01 00:57:40";"19.32";"67";"943.66";"3640";"16";"-22.822250366210938";"-47.065643310546875";"608.2";"-104";"7.3";"14961";"1772337459857"
"59";"2026-03-01 00:58:40";"19.31";"67";"943.64";"3660";"16";"-22.82225227355957";"-47.06563186645508";"615.9000000000001";"-103";"8.3";"14962";"1772337519862"
"60";"2026-03-01 00:59:39";"19.3";"67";"943.62";"3660";"16";"-22.82223892211914";"-47.06565475463867";"605.5";"-108";"4";"14963";"1772337579853"
"61";"2026-03-01 01:00:40";"19.29";"67";"943.62";"3680";"16";"-22.822219848632812";"-47.065643310546875";"609.5";"-103";"8.3";"14964";"1772337639855"
"62";"2026-03-01 01:01:39";"19.28";"67";"943.62";"3660";"16";"-22.822229385375977";"-47.065635681152344";"601";"-107";"4.8";"14965";"1772337699850"
"63";"2026-03-01 01:02:39";"19.27";"67.5";"943.6";"3660";"16";"-22.82221221923828";"-47.065635681152344";"602.5";"-108";"3.8";"14966";"1772337759868"
"64";"2026-03-01 01:03:40";"19.26";"67.5";"943.62";"3680";"16";"-22.822221755981445";"-47.065643310546875";"614.5";"-104";"8.3";"14967";"1772337819866"
"65";"2026-03-01 01:04:40";"19.26";"67.5";"943.58";"3660";"16";"-22.822223663330078";"-47.065635681152344";"610";"-103";"8.3";"14968";"1772337879859"
"66";"2026-03-01 01:05:39";"19.25";"67.5";"943.58";"3660";"16";"-22.822246551513672";"-47.06559753417969";"615.5";"-106";"4.8";"14969";"1772337939853"
"67";"2026-03-01 01:06:39";"19.24";"67.5";"943.5600000000001";"3660";"16";"-22.82223129272461";"-47.06563186645508";"615";"-104";"7.8";"14970";"1772337999856"
"68";"2026-03-01 01:07:39";"19.24";"67.5";"943.54";"3680";"16";"-22.82221221923828";"-47.06564712524414";"613.2";"-107";"5";"14971";"1772338059862"
"69";"2026-03-01 01:08:39";"19.24";"67.5";"943.52";"3700";"16";"-22.822221755981445";"-47.065650939941406";"607.4";"-104";"7.3";"14972";"1772338119858"
"70";"2026-03-01 01:09:39";"19.22";"67.5";"943.48";"3660";"16";"-22.822223663330078";"-47.06565856933594";"603";"-104";"7.3";"14973";"1772338179849"
"71";"2026-03-01 01:10:40";"19.22";"67.5";"943.52";"3680";"16";"-22.822214126586914";"-47.065673828125";"609.4";"-106";"6";"14974";"1772338239868"
"72";"2026-03-01 01:11:39";"19.2";"67.5";"943.52";"3640";"16";"-22.822227478027344";"-47.065643310546875";"602.5";"-104";"7";"14975";"1772338299856"
"73";"2026-03-01 01:12:40";"19.19";"67.5";"943.5600000000001";"3640";"16";"-22.822240829467773";"-47.065677642822266";"603.5";"-106";"5.8";"14976";"1772338359859"
"74";"2026-03-01 01:13:40";"19.17";"67.5";"943.52";"3680";"16";"-22.822227478027344";"-47.06566619873047";"602.9";"-107";"5";"14977";"1772338419858"
"75";"2026-03-01 01:14:39";"19.16";"67.5";"943.54";"3640";"16";"-22.822261810302734";"-47.06566619873047";"607.2";"-108";"4.3";"14978";"1772338479860"
"76";"2026-03-01 01:15:40";"19.14";"67.5";"943.5600000000001";"3720";"16";"-22.82224464416504";"-47.065643310546875";"608.2";"-105";"6.3";"14979";"1772338539936"
"77";"2026-03-01 01:16:40";"19.13";"67.5";"943.58";"3660";"16";"-22.822235107421875";"-47.06563186645508";"606.2";"-107";"5";"14980";"1772338599860"
"78";"2026-03-01 01:17:40";"19.12";"67.5";"943.58";"3660";"16";"-22.822256088256836";"-47.065635681152344";"613.2";"-106";"6.3";"14981";"1772338659851"
"79";"2026-03-01 01:18:40";"19.11";"67.5";"943.6";"3620";"16";"-22.82223129272461";"-47.06564712524414";"610.2";"-108";"3.8";"14982";"1772338719864"
"80";"2026-03-01 01:19:40";"19.1";"67.5";"943.64";"3680";"16";"-22.822219848632812";"-47.065643310546875";"605.5";"-105";"6.5";"14983";"1772338779855"
"81";"2026-03-01 01:20:39";"19.09";"67.5";"943.6";"3640";"16";"-22.822208404541016";"-47.06563949584961";"606.5";"-106";"5.5";"14984";"1772338839863"
"82";"2026-03-01 01:21:39";"19.08";"67.5";"943.6";"3660";"16";"-22.822219848632812";"-47.065643310546875";"606.7";"-101";"9.3";"14985";"1772338899853"
"83";"2026-03-01 01:22:40";"19.07";"67.5";"943.58";"3640";"16";"-22.822229385375977";"-47.0656623840332";"606.2";"-108";"3.8";"14986";"1772338959858"
"84";"2026-03-01 01:23:40";"19.06";"67.5";"943.54";"3660";"16";"-22.82222557067871";"-47.065670013427734";"605.4";"-106";"5.5";"14987";"1772339019856"
"85";"2026-03-01 01:24:39";"19.06";"67.5";"943.5600000000001";"3660";"16";"-22.82221221923828";"-47.06563949584961";"607.7";"-104";"8";"14988";"1772339079857"
"86";"2026-03-01 01:25:39";"19.04";"67.5";"943.58";"3660";"16";"-22.822214126586914";"-47.065643310546875";"606.5";"-103";"8.5";"14989";"1772339139853"
"87";"2026-03-01 01:26:40";"19.04";"68";"943.48";"3700";"16";"-22.822223663330078";"-47.065670013427734";"606.4";"-103";"8.5";"14990";"1772339199853"
"88";"2026-03-01 01:27:40";"19.03";"68";"943.48";"3660";"16";"-22.82223129272461";"-47.065677642822266";"604.2";"-105";"6.5";"14991";"1772339259862"
"89";"2026-03-01 01:28:40";"19.03";"68";"943.5";"3620";"16";"-22.822229385375977";"-47.0656852722168";"602";"-108";"4.3";"14992";"1772339319855"
"90";"2026-03-01 01:29:40";"19.02";"68";"943.46";"3640";"16";"-22.82222557067871";"-47.065670013427734";"606.2";"-103";"8";"14993";"1772339379851"
"91";"2026-03-01 01:30:40";"19.02";"68";"943.44";"3660";"16";"-22.82222557067871";"-47.0656623840332";"606.2";"-103";"8.8";"14994";"1772339439863"
"92";"2026-03-01 01:31:39";"19.01";"68";"943.5";"3640";"16";"-22.822254180908203";"-47.065673828125";"604.2";"-108";"3.3";"14995";"1772339499849"
