"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-04-21 00:00:43","23.44","50","946.64","3660","0","","","","-98","10.5","38653","1776740443361"
"2","2026-04-21 00:01:43","23.44","50","946.7","3620","0","","","","-99","9.800000190734863","38654","1776740503358"
"3","2026-04-21 00:02:43","23.43","50","946.64","3680","0","","","","-98","10","38655","1776740563363"
"4","2026-04-21 00:03:43","23.43","50","946.6800000000001","3680","0","","","","-99","9.800000190734863","38656","1776740623356"
"5","2026-04-21 00:04:43","23.42","50","946.66","3640","0","","","","-101","8.800000190734863","38657","1776740683353"
"6","2026-04-21 00:05:43","23.42","50","946.66","3640","0","","","","-100","9.300000190734863","38658","1776740743359"
"7","2026-04-21 00:06:43","23.41","50","946.64","3660","0","","","","-99","9.800000190734863","38659","1776740803348"
"8","2026-04-21 00:07:43","23.39","50","946.64","3620","0","","","","-98","10.300000190734863","38660","1776740863342"
"9","2026-04-21 00:08:43","23.4","50","946.6","3640","0","","","","-98","10.300000190734863","38661","1776740923397"
"10","2026-04-21 00:09:43","23.37","50","946.6","3620","0","","","","-98","10","38662","1776740983360"
"11","2026-04-21 00:10:43","23.37","50","946.5600000000001","3640","0","","","","-101","9","38663","1776741043378"
"12","2026-04-21 00:11:43","23.38","50","946.54","3620","0","","","","-98","9","38664","1776741103348"
"13","2026-04-21 00:12:43","23.38","50","946.54","3620","0","","","","-100","8","38665","1776741163357"
"14","2026-04-21 00:13:43","23.38","50","946.54","3620","0","","","","-102","8","38666","1776741223351"
"15","2026-04-21 00:14:43","23.37","50","946.58","3620","0","","","","-99","9.300000190734863","38667","1776741283369"
"16","2026-04-21 00:15:43","23.35","50.5","946.58","3620","0","","","","-100","9.5","38668","1776741343356"
"17","2026-04-21 00:16:43","23.35","50.5","946.58","3640","0","","","","-98","10","38669","1776741403348"
"18","2026-04-21 00:17:43","23.35","50.5","946.62","3680","0","","","","-100","9.300000190734863","38670","1776741463364"
"19","2026-04-21 00:18:43","23.36","50.5","946.5600000000001","3620","0","","","","-104","5.800000190734863","38671","1776741523352"
"20","2026-04-21 00:19:43","23.34","50.5","946.58","3620","0","","","","-100","9.5","38672","1776741583322"
"21","2026-04-21 00:20:43","23.32","50.5","946.5","3640","0","","","","-99","9.800000190734863","38673","1776741643357"
"22","2026-04-21 00:21:43","23.32","50.5","946.54","3620","0","","","","-99","10.5","38674","1776741703392"
"23","2026-04-21 00:22:43","23.3","50.5","946.52","3620","0","","","","-99","10.300000190734863","38675","1776741763358"
"24","2026-04-21 00:23:43","23.29","50.5","946.58","3640","0","","","","-101","8.5","38676","1776741823346"
"25","2026-04-21 00:24:43","23.29","50.5","946.52","3620","0","","","","-99","10.300000190734863","38677","1776741883357"
"26","2026-04-21 00:25:43","23.26","50.5","946.54","3620","0","","","","-99","10","38678","1776741943359"
"27","2026-04-21 00:26:43","23.28","50.5","946.52","3620","0","","","","-100","9.5","38679","1776742003354"
"28","2026-04-21 00:27:43","23.28","50.5","946.58","3680","0","","","","-101","9.5","38680","1776742063356"
"29","2026-04-21 00:28:43","23.28","50.5","946.5600000000001","3620","0","","","","-101","9.300000190734863","38681","1776742123348"
"30","2026-04-21 00:29:43","23.27","51","946.54","3680","0","","","","-103","7.800000190734863","38682","1776742183350"
"31","2026-04-21 00:30:43","23.25","51","946.52","3620","0","","","","-101","9.300000190734863","38683","1776742243346"
"32","2026-04-21 00:31:43","23.25","51","946.5","3660","0","","","","-101","9.5","38684","1776742303358"
