"Nº","Data e Hora (America/Sao_Paulo)","Temperatura OWM (°C)","Umidade OWM (%)","Pressão OWM (hPa)","Vento (m/s)","Direção Vento (°)","Nuvens (%)","Chuva 1h (mm)","Lat","Lon"
"1","2026-05-26 00:07:49","19.18","85","1021","3.1","112","100","0","-22.8215","-47.0694"
"2","2026-05-26 00:17:49","19.18","85","1022","3.1","112","100","0","-22.8215","-47.0694"
"3","2026-05-26 00:27:49","19.18","85","1022","3.1","112","100","0","-22.8215","-47.0694"
"4","2026-05-26 00:37:49","18.62","85","1021","2.79","124","100","0","-22.8215","-47.0694"
"5","2026-05-26 00:47:49","18.62","85","1021","2.79","124","100","0","-22.8215","-47.0694"
"6","2026-05-26 00:57:49","18.62","85","1021","2.79","124","100","0","-22.8215","-47.0694"
"7","2026-05-26 01:07:49","18.62","85","1021","2.79","124","100","0","-22.8215","-47.0694"
"8","2026-05-26 01:17:49","18.62","85","1022","2.79","124","100","0","-22.8215","-47.0694"
"9","2026-05-26 01:27:49","18.62","85","1022","2.79","124","100","0","-22.8215","-47.0694"
"10","2026-05-26 01:37:49","18.07","88","1021","1.49","122","100","0","-22.8215","-47.0694"
"11","2026-05-26 01:47:49","18.07","88","1021","1.49","122","100","0","-22.8215","-47.0694"
"12","2026-05-26 01:57:49","18.07","88","1021","1.49","122","100","0","-22.8215","-47.0694"
"13","2026-05-26 02:07:49","18.07","88","1021","1.49","122","100","0","-22.8215","-47.0694"
"14","2026-05-26 02:17:49","18.07","88","1021","1.49","122","100","0","-22.8215","-47.0694"
"15","2026-05-26 02:27:49","18.07","88","1021","1.49","122","100","0","-22.8215","-47.0694"
"16","2026-05-26 02:37:49","17.51","90","1020","2.2","101","100","0","-22.8215","-47.0694"
"17","2026-05-26 02:47:49","17.51","90","1020","1.82","134","94","0","-22.8215","-47.0694"
"18","2026-05-26 02:57:49","17.51","90","1020","1.82","134","94","0","-22.8215","-47.0694"
"19","2026-05-26 03:07:49","17.51","90","1021","1.82","134","94","0","-22.8215","-47.0694"
"20","2026-05-26 03:17:49","17.51","90","1021","1.82","134","94","0","-22.8215","-47.0694"
"21","2026-05-26 03:27:49","17.51","89","1021","1.82","134","94","0","-22.8215","-47.0694"
"22","2026-05-26 03:37:49","17.51","89","1021","1.82","134","94","0","-22.8215","-47.0694"
"23","2026-05-26 03:47:49","17.51","89","1020","1.67","147","100","0","-22.8215","-47.0694"
"24","2026-05-26 03:57:49","17.51","89","1020","1.67","147","100","0","-22.8215","-47.0694"
"25","2026-05-26 04:07:49","17.51","89","1020","1.67","147","100","0","-22.8215","-47.0694"
"26","2026-05-26 04:17:49","17.51","89","1021","1.67","147","100","0","-22.8215","-47.0694"
"27","2026-05-26 04:27:49","17.51","89","1021","1.67","147","100","0","-22.8215","-47.0694"
"28","2026-05-26 04:37:49","17.51","90","1020","1.89","93","100","0","-22.8215","-47.0694"
"29","2026-05-26 04:47:49","17.51","90","1020","1.89","93","100","0","-22.8215","-47.0694"
"30","2026-05-26 04:57:49","17.51","90","1020","1.89","93","100","0","-22.8215","-47.0694"
"31","2026-05-26 05:07:49","17.51","90","1020","1.89","93","100","0","-22.8215","-47.0694"
"32","2026-05-26 05:17:49","17.51","90","1021","1.89","93","100","0","-22.8215","-47.0694"
"33","2026-05-26 05:27:49","17.51","90","1021","1.89","93","100","0","-22.8215","-47.0694"
"34","2026-05-26 05:37:49","17.51","89","1021","1.07","108","100","0","-22.8215","-47.0694"
"35","2026-05-26 05:47:49","17.51","89","1021","1.07","108","100","0","-22.8215","-47.0694"
"36","2026-05-26 05:57:49","17.51","89","1021","1.07","108","100","0","-22.8215","-47.0694"
"37","2026-05-26 06:07:49","17.51","89","1021","1.07","108","100","0","-22.8215","-47.0694"
"38","2026-05-26 06:17:49","17.51","89","1022","1.07","108","100","0","-22.8215","-47.0694"
"39","2026-05-26 06:27:49","17.51","89","1022","1.07","108","100","0","-22.8215","-47.0694"
"40","2026-05-26 06:37:49","17.51","89","1022","1.31","89","100","0","-22.8215","-47.0694"
"41","2026-05-26 06:47:49","17.51","89","1022","1.31","89","100","0","-22.8215","-47.0694"
"42","2026-05-26 06:57:49","17.51","89","1022","1.31","89","100","0","-22.8215","-47.0694"
"43","2026-05-26 07:07:49","17.51","89","1022","1.31","89","100","0","-22.8215","-47.0694"
"44","2026-05-26 07:17:49","17.51","89","1022","1.31","89","100","0.13","-22.8215","-47.0694"
"45","2026-05-26 07:27:49","18.07","88","1022","1.31","89","100","0","-22.8215","-47.0694"
"46","2026-05-26 07:37:49","18.07","88","1022","1.31","89","100","0","-22.8215","-47.0694"
"47","2026-05-26 07:47:49","18.07","88","1022","0.98","62","100","0","-22.8215","-47.0694"
"48","2026-05-26 07:57:49","18.07","88","1022","0.98","62","100","0","-22.8215","-47.0694"
"49","2026-05-26 08:07:49","18.07","88","1022","0.98","62","100","0","-22.8215","-47.0694"
"50","2026-05-26 08:17:49","18.07","88","1022","0.98","62","100","0","-22.8215","-47.0694"
"51","2026-05-26 08:27:49","18.07","88","1022","0.98","62","100","0","-22.8215","-47.0694"
"52","2026-05-26 08:37:49","20.85","73","1022","1.29","64","100","0","-22.8215","-47.0694"
"53","2026-05-26 08:47:49","20.85","73","1022","1.29","64","100","0","-22.8215","-47.0694"
"54","2026-05-26 08:57:49","20.85","73","1022","1.29","64","100","0","-22.8215","-47.0694"
"55","2026-05-26 09:07:49","20.85","73","1022","1.29","64","100","0","-22.8215","-47.0694"
"56","2026-05-26 09:17:49","20.58","73","1023","1.29","64","100","0","-22.8215","-47.0694"
"57","2026-05-26 09:27:49","20.58","73","1023","1.29","64","100","0","-22.8215","-47.0694"
"58","2026-05-26 09:37:49","19.32","78","1022","1.88","27","100","0","-22.8215","-47.0694"
"59","2026-05-26 09:47:49","19.32","78","1022","1.88","27","100","0","-22.8215","-47.0694"
"60","2026-05-26 09:57:49","19.32","71","1022","1.88","27","100","0","-22.8215","-47.0694"
"61","2026-05-26 10:07:49","19.32","71","1022","1.88","27","100","0","-22.8215","-47.0694"
"62","2026-05-26 10:17:49","22.32","70","1022","1.88","27","100","0","-22.8215","-47.0694"
"63","2026-05-26 10:27:49","22.32","70","1022","1.88","27","100","0","-22.8215","-47.0694"
"64","2026-05-26 10:37:49","22.32","69","1022","2.43","330","100","0","-22.8215","-47.0694"
"65","2026-05-26 10:47:49","22.32","69","1022","2.43","330","100","0","-22.8215","-47.0694"
"66","2026-05-26 10:57:49","22.32","69","1022","2.43","330","100","0","-22.8215","-47.0694"
"67","2026-05-26 11:07:49","22.32","69","1022","2.43","330","100","0","-22.8215","-47.0694"
"68","2026-05-26 11:17:49","24.32","67","1023","2.43","330","100","0","-22.8215","-47.0694"
"69","2026-05-26 11:27:49","24.32","67","1023","2.43","330","100","0","-22.8215","-47.0694"
"70","2026-05-26 11:37:49","24.32","64","1021","2.45","345","100","0","-22.8215","-47.0694"
"71","2026-05-26 11:47:49","24.32","64","1021","2.45","345","100","0","-22.8215","-47.0694"
"72","2026-05-26 11:57:49","24.32","64","1021","2.45","345","100","0","-22.8215","-47.0694"
"73","2026-05-26 12:07:49","24.32","64","1021","2.45","345","100","0","-22.8215","-47.0694"
"74","2026-05-26 12:17:49","25.32","64","1022","2.45","345","100","0","-22.8215","-47.0694"
"75","2026-05-26 12:27:49","25.32","64","1022","2.45","345","100","0","-22.8215","-47.0694"
"76","2026-05-26 12:37:49","25.32","62","1020","2.79","323","100","0","-22.8215","-47.0694"
"77","2026-05-26 12:47:49","25.32","62","1020","2.79","323","100","0","-22.8215","-47.0694"
"78","2026-05-26 12:57:49","25.32","62","1020","2.79","323","100","0","-22.8215","-47.0694"
"79","2026-05-26 13:07:49","25.32","62","1020","2.79","323","100","0","-22.8215","-47.0694"
"80","2026-05-26 13:17:49","26.32","60","1021","2.79","323","100","0","-22.8215","-47.0694"
"81","2026-05-26 13:27:49","26.32","60","1021","2.79","323","100","0","-22.8215","-47.0694"
"82","2026-05-26 13:37:49","25.48","59","1019","2.76","323","100","0","-22.8215","-47.0694"
"83","2026-05-26 13:47:49","25.48","59","1019","2.76","323","100","0","-22.8215","-47.0694"
"84","2026-05-26 13:57:49","25.48","59","1019","2.76","323","100","0","-22.8215","-47.0694"
"85","2026-05-26 14:07:49","25.48","59","1019","2.76","323","100","0","-22.8215","-47.0694"
"86","2026-05-26 14:17:49","25.65","59","1020","2.76","323","100","0","-22.8215","-47.0694"
"87","2026-05-26 14:27:49","25.65","59","1020","2.76","323","100","0","-22.8215","-47.0694"
"88","2026-05-26 14:37:49","26.11","54","1018","2.28","317","97","0","-22.8215","-47.0694"
"89","2026-05-26 14:47:49","26.11","54","1018","2.28","317","97","0","-22.8215","-47.0694"
"90","2026-05-26 14:57:49","26.11","54","1018","2.51","323","85","0","-22.8215","-47.0694"
"91","2026-05-26 15:07:49","26.11","54","1018","2.51","323","85","0","-22.8215","-47.0694"
"92","2026-05-26 15:17:49","26.11","54","1019","2.51","323","85","0","-22.8215","-47.0694"
"93","2026-05-26 15:27:49","26.11","54","1019","2.51","323","85","0","-22.8215","-47.0694"
"94","2026-05-26 15:37:49","26.57","55","1017","2.41","306","57","0","-22.8215","-47.0694"
"95","2026-05-26 15:47:49","26.57","55","1017","2.41","306","57","0","-22.8215","-47.0694"
"96","2026-05-26 15:57:49","26.57","55","1017","2.41","306","57","0","-22.8215","-47.0694"
"97","2026-05-26 16:07:49","26.4","55","1018","2.41","306","57","0","-22.8215","-47.0694"
"98","2026-05-26 16:17:49","26.4","55","1018","2.41","306","57","0","-22.8215","-47.0694"
"99","2026-05-26 16:27:49","25.65","55","1018","2.41","306","57","0","-22.8215","-47.0694"
"100","2026-05-26 16:37:49","25.65","55","1018","2.41","306","57","0","-22.8215","-47.0694"
"101","2026-05-26 16:47:49","25.29","55","1017","1.76","257","77","0","-22.8215","-47.0694"
"102","2026-05-26 16:57:49","25.29","55","1017","1.76","257","77","0","-22.8215","-47.0694"
"103","2026-05-26 17:07:49","25.29","55","1018","1.76","257","77","0","-22.8215","-47.0694"
"104","2026-05-26 17:17:49","25.29","55","1019","1.76","257","77","0","-22.8215","-47.0694"
"105","2026-05-26 17:27:49","25.29","55","1019","1.76","257","77","0","-22.8215","-47.0694"
"106","2026-05-26 17:37:49","24.73","57","1018","2.21","206","88","0","-22.8215","-47.0694"
"107","2026-05-26 17:47:49","24.73","57","1018","2.21","206","88","0","-22.8215","-47.0694"
"108","2026-05-26 17:57:49","24.73","57","1018","2.21","206","88","0","-22.8215","-47.0694"
"109","2026-05-26 18:07:49","24.73","57","1018","2.21","206","88","0","-22.8215","-47.0694"
"110","2026-05-26 18:17:49","24.73","57","1019","2.21","206","88","0","-22.8215","-47.0694"
"111","2026-05-26 18:27:49","24.73","57","1019","2.21","206","88","0","-22.8215","-47.0694"
"112","2026-05-26 18:37:49","24.18","61","1018","2.2","173","93","0","-22.8215","-47.0694"
"113","2026-05-26 18:47:49","24.18","61","1018","2.2","173","93","0","-22.8215","-47.0694"
"114","2026-05-26 18:57:49","24.18","61","1018","2.2","173","93","0","-22.8215","-47.0694"
"115","2026-05-26 19:07:49","24.18","61","1019","2.2","173","93","0","-22.8215","-47.0694"
"116","2026-05-26 19:17:49","24.18","61","1019","2.2","173","93","0","-22.8215","-47.0694"
"117","2026-05-26 19:27:49","24.18","61","1019","2.2","173","93","0","-22.8215","-47.0694"
"118","2026-05-26 19:37:49","23.62","64","1019","1.57","125","92","0","-22.8215","-47.0694"
"119","2026-05-26 19:47:49","23.62","64","1019","1.57","125","92","0","-22.8215","-47.0694"
"120","2026-05-26 19:57:49","23.62","64","1019","1.57","125","92","0","-22.8215","-47.0694"
