"Nº","Data e Hora (America/Sao_Paulo)","Temperatura (°C)","Umidade Relativa (%)","Pressão Atmosférica (hPa)","Tensão do Sistema (mV)","Luminosidade (lux)","Latitude (°)","Longitude (°)","Altitude (m)","RSSI (dBm)","SNR (dB)","Frame Counter","Timestamp Aquisição (ms)"
"1","2026-05-23 00:00:07","","","","","","","","","-101","4.800000190734863","3680","1779505207659"
"2","2026-05-23 00:00:09","19.25","66.5","952.9200000000001","3480","","-22.822307586669922","-47.06519317626953","635.2","-111","-3.299999952316284","3680","1779505209553"
"3","2026-05-23 00:00:17","","","","","","","","","-95","8.300000190734863","3681","1779505217705"
"4","2026-05-23 00:00:19","19.25","66.5","952.94","3500","","-22.822301864624023","-47.0652961730957","635.2","-112","-5.800000190734863","3681","1779505219561"
"5","2026-05-23 00:00:29","19.25","66.5","952.9","3500","","-22.822298049926758","-47.065391540527344","635.2","-111","-2.5","3682","1779505229545"
"6","2026-05-23 00:00:37","","","","","","","","","-92","9.5","3683","1779505237689"
"7","2026-05-23 00:00:49","19.25","66.5","952.94","3480","","-22.822282791137695","-47.06547546386719","635.2","-112","-4.800000190734863","3684","1779505249572"
"8","2026-05-23 00:00:59","19.25","66.5","952.9","3480","","-22.822282791137695","-47.06554412841797","635.2","-111","-2.299999952316284","3685","1779505259562"
"9","2026-05-23 00:01:07","","","","","","","","","-93","9","3686","1779505267687"
"10","2026-05-23 00:01:09","19.25","66.5","952.88","3500","","-22.822284698486328","-47.06549835205078","635.2","-111","-3.5","3686","1779505269513"
"11","2026-05-23 00:01:17","","","","","","","","","-95","7.5","3687","1779505277683"
"12","2026-05-23 00:01:19","19.25","66","952.88","3480","","-22.822282791137695","-47.06556701660156","635.2","-111","-4.5","3687","1779505279512"
"13","2026-05-23 00:01:29","19.25","66.5","952.88","3500","","-22.822275161743164","-47.065555572509766","635.2","-111","-3.5","3688","1779505289549"
"14","2026-05-23 00:01:37","","","","","","","","","-96","7.300000190734863","3689","1779505297692"
"15","2026-05-23 00:01:51","19.25","66.5","952.88","3480","","-22.822250366210938","-47.06578826904297","635","-111","-2.799999952316284","3690","1779505311546"
"16","2026-05-23 00:01:58","","","","","","","","","-90","10.800000190734863","3691","1779505318683"
"17","2026-05-23 00:02:00","19.25","66.5","952.88","3480","","-22.822200775146484","-47.06576156616211","635","-111","-3.299999952316284","3691","1779505320508"
"18","2026-05-23 00:02:07","","","","","","","","","-90","10","3692","1779505327695"
"19","2026-05-23 00:02:09","19.26","66.5","952.88","3480","","-22.822185516357422","-47.065460205078125","635","-110","-2.299999952316284","3692","1779505329508"
"20","2026-05-23 00:02:17","","","","","","","","","-94","8","3693","1779505337688"
"21","2026-05-23 00:02:19","19.26","66.5","952.9","3480","","-22.8221378326416","-47.06538009643555","635","-111","-2.799999952316284","3693","1779505339510"
"22","2026-05-23 00:02:27","","","","","","","","","-93","8","3694","1779505347692"
"23","2026-05-23 00:02:29","19.26","66.5","952.9200000000001","3500","","-22.82219123840332","-47.065330505371094","635","-111","-4.300000190734863","3694","1779505349516"
"24","2026-05-23 00:02:49","19.26","66.5","952.88","3500","","-22.822187423706055","-47.065391540527344","635","-111","-3","3696","1779505369546"
"25","2026-05-23 00:02:57","","","","","","","","","-97","5.5","3697","1779505377693"
"26","2026-05-23 00:02:59","19.25","66.5","952.86","3500","","-22.822235107421875","-47.06541442871094","635","-111","-2.5","3697","1779505379515"
"27","2026-05-23 00:03:07","","","","","","","","","-92","9.800000190734863","3698","1779505387695"
"28","2026-05-23 00:03:09","19.26","66.5","952.88","3480","","-22.82223892211914","-47.06549072265625","635","-111","-3.5","3698","1779505389511"
"29","2026-05-23 00:03:17","","","","","","","","","-104","-0.30000001192092896","3699","1779505397692"
"30","2026-05-23 00:03:19","19.26","66.5","952.88","3500","","-22.822235107421875","-47.06555938720703","635","-111","-2.5","3699","1779505399510"
"31","2026-05-23 00:03:27","","","","","","","","","-104","1.7999999523162842","3700","1779505407701"
"32","2026-05-23 00:03:29","19.26","66.5","952.88","3500","","-22.822227478027344","-47.0655517578125","635","-111","-4","3700","1779505409506"
"33","2026-05-23 00:03:37","","","","","","","","","-98","7","3701","1779505417697"
"34","2026-05-23 00:03:49","19.26","66.5","952.9200000000001","3500","","-22.822256088256836","-47.06566619873047","635","-112","-4","3702","1779505429552"
"35","2026-05-23 00:03:57","","","","","","","","","-101","6.800000190734863","3703","1779505437691"
"36","2026-05-23 00:03:59","19.26","66.5","952.9","3480","","-22.82225227355957","-47.06568908691406","635","-111","-3.5","3703","1779505439506"
"37","2026-05-23 00:04:07","","","","","","","","","-91","8.800000190734863","3704","1779505447685"
"38","2026-05-23 00:04:09","19.26","66.5","952.88","3480","","-22.822248458862305","-47.06563186645508","635","-111","-3","3704","1779505449506"
"39","2026-05-23 00:04:17","","","","","","","","","-95","10","3705","1779505457698"
"40","2026-05-23 00:04:19","19.26","66.5","952.88","3480","","-22.822242736816406","-47.065521240234375","635","-111","-3","3705","1779505459508"
"41","2026-05-23 00:04:27","","","","","","","","","-93","9","3706","1779505467685"
"42","2026-05-23 00:04:29","19.26","66","952.84","3480","","-22.822246551513672","-47.065425872802734","635","-111","-3.299999952316284","3706","1779505469507"
"43","2026-05-23 00:04:37","","","","","","","","","-93","9","3707","1779505477689"
"44","2026-05-23 00:04:49","19.26","66.5","952.88","3480","","-22.82222557067871","-47.06529998779297","635","-111","-2.5","3708","1779505489547"
"45","2026-05-23 00:04:57","","","","","","","","","-95","8.800000190734863","3709","1779505497699"
"46","2026-05-23 00:04:59","19.26","66","952.84","3480","","-22.822221755981445","-47.0653190612793","635","-111","-2.799999952316284","3709","1779505499516"
