"Nº";"Data e Hora (America/Sao_Paulo)";"Temperatura (°C)";"Umidade Relativa (%)";"Pressão Atmosférica (hPa)";"Tensão do Sistema (mV)";"Luminosidade (lux)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"RSSI (dBm)";"SNR (dB)";"Frame Counter";"Timestamp Aquisição (ms)"
"1";"2026-05-17 05:44:18";"20.13";"61.5";"947.1800000000001";"2400";"";"";"";"";"-97";"11.300000190734863";"16564";"1779007458584"
"2";"2026-05-17 05:45:09";"";"";"";"";"";"";"";"";"-97";"11.300000190734863";"16565";"1779007509439"
"3";"2026-05-17 05:50:30";"19.89";"62";"947.1";"2360";"";"";"";"";"-97";"11.300000190734863";"16565";"1779007830865"
"4";"2026-05-17 05:57:32";"19.75";"62.5";"947.26";"2400";"";"";"";"";"-98";"10.5";"16566";"1779008252353"
"5";"2026-05-17 06:05:42";"19.66";"62.5";"947.36";"2380";"";"";"";"";"-98";"11";"16567";"1779008742039"
"6";"2026-05-17 06:15:04";"19.62";"62.5";"947.36";"2380";"";"";"";"";"-97";"10.800000190734863";"16568";"1779009304925"
"7";"2026-05-17 06:25:59";"19.55";"62.5";"947.22";"2360";"";"";"";"";"-103";"8";"16569";"1779009959396"
"8";"2026-05-17 06:38:42";"19.8";"62";"947.32";"2360";"";"";"";"";"-98";"10.800000190734863";"16570";"1779010722640"
"9";"2026-05-17 06:53:46";"19.87";"62";"947.48";"2380";"";"";"";"";"-103";"6.300000190734863";"16571";"1779011625930"
"10";"2026-05-17 07:11:14";"19.96";"62";"947.6800000000001";"2380";"";"";"";"";"-100";"8.800000190734863";"16572";"1779012674759"
"11";"2026-05-17 07:31:37";"19.64";"63.5";"947.82";"2360";"";"";"";"";"-103";"7.800000190734863";"16573";"1779013897582"
"12";"2026-05-17 07:57:14";"20.15";"62.5";"947.76";"2400";"";"";"";"";"-101";"9.300000190734863";"16574";"1779015433922"
"13";"2026-05-17 15:36:22";"18.6";"67.5";"946.64";"2380";"";"";"";"";"-86";"13.800000190734863";"16575";"1779042982657"
"14";"2026-05-17 22:18:54";"16.86";"68";"948.5600000000001";"2280";"";"";"";"";"-86";"13";"16576";"1779067134647"
